order_id,customer_nr,order_date,promised_date,shipped_date,status,channel,priority,currency,payment_method,warehouse,billing_city,shipping_city,net_amount,discount_amount,shipping_cost,packing_cost,sales_rep_id,po_number,notes
607,67,2025-12-13,2025-12-15,2025-12-13,delivered,partner,normal,EUR,prepay,CGN1,Frankfurt,Frankfurt,2546.53,0,4.9,2.9,10,,call before delivery
608,250,2025-03-02,2025-03-08,,open,partner,normal,EUR,paypal,CGN1,Berlin,Berlin,708.05,40,12.9,2.9,5,,call before delivery
609,200,2026-01-20,2026-01-30,2026-01-29,delivered,partner,normal,EUR,paypal,CGN1,Stuttgart,Stuttgart,745.81,25,7.9,0,12,,
610,22,2024-06-08,2024-06-13,2024-06-12,delivered,web,high,EUR,invoice,MUC2,Köln,Köln,863.93,0,4.9,0,4,PO-2025-00610,
611,248,2025-07-22,2025-08-01,2025-07-29,delivered,store,rush,EUR,paypal,MUC2,Frankfurt,Frankfurt,405.86,15,7.9,1.5,1,,leave at gate
612,171,2025-10-20,2025-10-27,2025-10-25,delivered,phone,normal,USD,card,MUC2,Leipzig,Leipzig,841.1,0,7.9,0,2,,
613,106,2026-05-06,2026-05-17,,open,web,normal,CHF,invoice,HH1,Leipzig,Leipzig,605.09,0,0,1.5,3,PO-2025-00613,leave at gate
614,322,2025-04-19,2025-05-01,2025-04-28,delivered,phone,normal,EUR,paypal,BER3,Berlin,Berlin,1976.45,80,12.9,0,3,,call before delivery
615,154,2025-05-10,2025-05-21,2025-05-21,shipped,edi,rush,CHF,prepay,MUC2,Berlin,Berlin,504.4,0,7.9,0,6,PO-2024-00615,
616,66,2025-10-22,2025-11-05,2025-11-04,delivered,edi,normal,EUR,sepa,MUC2,Stuttgart,Stuttgart,3480.73,0,4.9,2.9,9,,
617,94,2024-04-13,2024-04-23,2024-04-22,delivered,phone,normal,EUR,sepa,MUC2,Köln,Köln,778.6,0,7.9,0,8,,
618,180,2024-09-30,2024-10-04,2024-10-01,delivered,partner,normal,EUR,prepay,CGN1,Köln,Köln,559.13,80,12.9,0,10,PO-2024-00618,leave at gate
619,64,2024-07-03,2024-07-14,2024-07-13,delivered,store,normal,EUR,invoice,CGN1,Köln,Köln,398.34,80,0,0,8,,leave at gate
620,289,2026-01-06,2026-01-10,2026-01-09,shipped,web,normal,EUR,sepa,BER3,Berlin,Berlin,1049.99,25,4.9,0,12,,
621,95,2024-02-08,2024-02-15,2024-02-14,delivered,partner,high,EUR,card,BER3,Stuttgart,Frankfurt,1721.32,80,12.9,2.9,4,,
622,162,2024-11-05,2024-11-14,2024-11-14,shipped,partner,normal,EUR,prepay,HH1,Leipzig,Leipzig,4157.3,0,7.9,0,9,PO-2025-00622,
623,999999,2026-02-06,2026-02-12,2026-02-11,delivered,web,normal,EUR,prepay,BER3,Leipzig,Hamburg,1464.82,15,4.9,2.9,6,PO-2026-00623,leave at gate
624,63,2024-05-28,2024-06-01,2024-06-01,delivered,store,rush,CHF,card,HH1,Berlin,Berlin,355.54,0,0,0,2,,
625,226,2025-02-16,2025-02-25,2025-02-24,shipped,partner,rush,EUR,card,MUC2,Leipzig,Leipzig,1355.67,0,0,0,9,,leave at gate
626,119,2025-07-03,2025-07-17,,open,partner,normal,EUR,invoice,CGN1,Stuttgart,Stuttgart,1375.56,15,0,0,5,,leave at gate
627,76,2024-12-11,2024-12-22,2024-12-20,delivered,store,normal,EUR,prepay,MUC2,Köln,Köln,2424.55,25,4.9,0,10,PO-2024-00627,call before delivery
628,36,2026-04-09,2026-04-23,2026-04-20,delivered,web,normal,EUR,paypal,HH1,Berlin,Berlin,1885.7,0,7.9,0,1,PO-2025-00628,call before delivery
629,312,2025-01-10,2025-01-16,2025-01-16,delivered,phone,normal,EUR,paypal,HH1,München,München,2083.76,0,4.9,0,6,PO-2026-00629,
630,324,2025-05-21,2025-05-29,2025-05-26,shipped,edi,normal,CHF,card,MUC2,Leipzig,Leipzig,3892.92,0,12.9,0,8,PO-2024-00630,
631,150,2026-06-03,2026-06-05,2026-06-04,shipped,web,normal,EUR,prepay,CGN1,Köln,Berlin,373.02,0,4.9,1.5,3,,leave at gate
632,180,2025-09-29,2025-10-07,,open,phone,normal,EUR,paypal,HH1,Köln,Köln,1156.77,25,7.9,1.5,10,,leave at gate
633,60,2024-02-15,2024-02-17,2024-02-14,delivered,edi,normal,EUR,paypal,BER3,Hamburg,Hamburg,1544.77,0,0,0,4,,leave at gate
634,300,2024-02-13,2024-02-17,2024-02-17,delivered,web,high,EUR,paypal,HH1,Berlin,Berlin,1379.58,25,12.9,0,3,PO-2025-00634,leave at gate
635,30,2025-04-18,2025-04-28,2025-04-26,delivered,store,high,EUR,paypal,MUC2,Frankfurt,Frankfurt,846.56,0,7.9,1.5,4,PO-2026-00635,leave at gate
636,308,2026-05-30,2026-06-08,2026-06-08,delivered,phone,normal,USD,invoice,CGN1,Berlin,Berlin,1732.29,40,12.9,1.5,2,,
637,85,2026-04-22,2026-04-30,2026-04-29,delivered,web,high,USD,invoice,MUC2,Frankfurt,Frankfurt,1262.62,15,12.9,2.9,5,,leave at gate
638,61,2024-05-16,2024-05-30,2024-05-30,delivered,web,normal,CHF,prepay,BER3,Hamburg,Hamburg,1415.29,15,7.9,0,6,PO-2026-00638,call before delivery
639,342,2024-05-14,2024-05-21,2024-05-20,delivered,web,high,EUR,invoice,CGN1,Berlin,Berlin,320.57,0,7.9,0,2,PO-2024-00639,call before delivery
640,289,2026-07-23,2026-07-28,2026-07-25,delivered,edi,rush,EUR,paypal,BER3,Berlin,Berlin,391.95,80,4.9,0,12,,
641,226,2024-04-11,2024-04-22,2024-04-20,shipped,phone,normal,EUR,sepa,BER3,Leipzig,Leipzig,2120.92,0,12.9,2.9,9,,call before delivery
642,,2025-09-17,2025-09-29,2025-09-28,delivered,web,normal,CHF,invoice,BER3,Berlin,Berlin,1879.2,15,4.9,2.9,2,PO-2024-00642,
643,241,2024-02-26,2024-03-07,2024-03-07,delivered,phone,high,USD,prepay,BER3,Berlin,Hamburg,791.88,0,7.9,0,2,,
644,311,2025-05-30,2025-06-05,2025-06-03,delivered,edi,normal,EUR,invoice,BER3,München,Köln,1431.68,0,0,2.9,8,PO-2026-00644,
645,256,2025-06-03,2025-06-09,2025-06-09,delivered,store,rush,EUR,paypal,HH1,Hamburg,Hamburg,1001.79,0,0,0,7,PO-2024-00645,
646,46,2024-11-02,2024-11-14,2024-11-12,delivered,phone,rush,USD,prepay,MUC2,Berlin,Berlin,1207.31,0,4.9,2.9,6,,leave at gate
647,27,2024-09-30,2024-10-14,,open,edi,rush,EUR,sepa,BER3,Köln,Köln,1139.16,0,7.9,0,10,,
648,167,2025-11-21,2025-11-28,2025-11-28,delivered,store,rush,EUR,sepa,HH1,Leipzig,Berlin,3580.99,0,7.9,2.9,11,,call before delivery
649,223,2025-01-27,2025-02-05,2025-02-03,delivered,phone,normal,CHF,invoice,MUC2,Leipzig,Leipzig,1492.2,40,0,1.5,7,PO-2025-00649,
650,211,2025-08-16,2025-08-18,2025-08-17,delivered,partner,rush,USD,prepay,MUC2,Stuttgart,Stuttgart,909.04,40,7.9,0,1,,
651,233,2025-05-06,2025-05-08,2025-05-08,shipped,web,high,EUR,card,HH1,Frankfurt,Frankfurt,765.05,80,0,2.9,2,,
652,88,2026-04-20,2026-04-29,2026-04-26,delivered,web,high,EUR,card,HH1,Hamburg,Köln,1186.73,0,4.9,0,12,,
653,12,2026-07-20,2026-07-24,2026-07-22,shipped,web,normal,CHF,sepa,HH1,Hamburg,Leipzig,704.49,15,7.9,2.9,6,PO-2026-00653,
654,244,2025-02-15,2025-02-28,2025-02-26,delivered,edi,normal,USD,prepay,HH1,Stuttgart,Berlin,233.62,80,0,0,6,,
655,43,2025-03-29,2025-04-09,2025-04-08,shipped,store,rush,EUR,prepay,BER3,München,München,974.93,0,4.9,1.5,8,PO-2025-00655,
656,339,2025-02-09,2025-02-22,2025-02-22,delivered,partner,high,USD,sepa,CGN1,Frankfurt,Frankfurt,1371.86,15,12.9,1.5,5,PO-2026-00656,
657,100,2024-02-29,2024-03-13,2024-03-13,delivered,partner,normal,EUR,paypal,HH1,Köln,Köln,2564.88,25,4.9,2.9,6,,
658,311,2026-02-09,2026-02-14,2026-02-11,delivered,phone,normal,USD,prepay,CGN1,München,München,718.36,0,12.9,1.5,8,,leave at gate
659,27,2024-01-26,2024-02-05,2024-02-03,delivered,phone,normal,EUR,paypal,BER3,Köln,Köln,1618.22,15,4.9,1.5,10,PO-2026-00659,leave at gate
660,241,2024-02-21,2024-02-28,2024-02-25,delivered,partner,rush,CHF,sepa,HH1,Berlin,Berlin,2122.82,0,0,1.5,5,,
661,294,2026-04-04,2026-04-18,2026-04-15,delivered,store,normal,EUR,paypal,CGN1,Köln,Köln,834.49,0,7.9,1.5,4,PO-2025-00661,leave at gate
662,,2024-08-22,2024-08-25,2024-08-24,delivered,phone,high,EUR,paypal,BER3,Frankfurt,Berlin,1431.91,40,4.9,0,1,,leave at gate
663,73,2026-02-21,2026-02-25,2026-02-23,delivered,web,normal,EUR,prepay,CGN1,Stuttgart,Stuttgart,1725.7,0,0,0,4,PO-2024-00663,leave at gate
664,4,2026-02-17,2026-02-26,2026-02-23,delivered,edi,normal,EUR,invoice,MUC2,Leipzig,Leipzig,1298.96,0,12.9,2.9,7,,call before delivery
665,7,2026-04-01,2026-04-13,2026-04-10,shipped,web,normal,EUR,card,HH1,Frankfurt,Frankfurt,964.68,40,7.9,0,11,PO-2026-00665,leave at gate
666,251,2024-12-20,2025-01-01,2024-12-31,delivered,partner,high,USD,card,CGN1,Köln,Köln,1479.34,0,12.9,1.5,11,,
667,145,2025-01-05,2025-01-17,2025-01-14,delivered,partner,high,EUR,sepa,BER3,Leipzig,Leipzig,1802.62,15,0,0,5,PO-2025-00667,
668,42,2024-04-24,2024-05-06,2024-05-06,shipped,store,rush,CHF,card,MUC2,Stuttgart,Stuttgart,2187.62,80,7.9,2.9,7,,
669,16,2024-07-15,2024-07-24,2024-07-22,delivered,web,normal,EUR,prepay,BER3,Berlin,Frankfurt,1329.52,40,4.9,0,4,PO-2024-00669,call before delivery
670,108,2024-02-03,2024-02-09,2024-02-08,delivered,partner,normal,EUR,invoice,HH1,Hamburg,Frankfurt,550.04,0,7.9,0,1,,
671,233,2025-03-27,2025-03-31,2025-03-29,delivered,partner,high,EUR,sepa,CGN1,Frankfurt,Frankfurt,1179.47,0,12.9,1.5,2,,
672,214,2025-12-05,2025-12-07,,open,partner,normal,USD,invoice,MUC2,Stuttgart,Stuttgart,1924.56,0,12.9,0,8,,call before delivery
673,228,2026-04-03,2026-04-10,2026-04-07,delivered,edi,normal,CHF,invoice,CGN1,München,München,1631.02,0,0,1.5,7,,call before delivery
674,19,2026-04-09,2026-04-15,2026-04-14,shipped,phone,normal,USD,paypal,MUC2,Hamburg,Hamburg,1628.09,40,7.9,0,11,PO-2026-00674,
675,62,2025-10-23,2025-10-27,2025-10-27,delivered,edi,normal,EUR,card,HH1,Stuttgart,Stuttgart,417.02,40,4.9,0,4,PO-2024-00675,
676,2,2024-01-17,2024-01-20,,open,web,normal,USD,prepay,BER3,Köln,Köln,972.91,80,12.9,2.9,9,PO-2025-00676,
677,105,2025-01-16,2025-01-23,2025-01-22,delivered,web,normal,CHF,sepa,BER3,Berlin,Berlin,2085.45,0,4.9,1.5,11,,
678,182,2025-02-22,2025-02-27,2025-02-27,delivered,store,rush,EUR,invoice,CGN1,Frankfurt,Frankfurt,1820.98,0,0,0,8,PO-2024-00678,call before delivery
679,344,2025-01-23,2025-01-31,2025-01-28,delivered,store,high,EUR,invoice,HH1,Berlin,Berlin,939.13,0,0,2.9,11,,call before delivery
680,49,2025-12-21,2026-01-04,2026-01-01,delivered,edi,high,EUR,paypal,CGN1,München,München,2689.78,0,7.9,0,8,PO-2026-00680,
681,327,2026-02-17,2026-02-25,2026-02-22,shipped,phone,rush,USD,paypal,HH1,Hamburg,Hamburg,568.7,0,7.9,0,3,PO-2024-00681,
682,282,2026-03-11,2026-03-18,2026-03-15,delivered,web,rush,CHF,invoice,MUC2,Köln,Köln,1404.24,25,12.9,0,3,,
683,212,2025-04-10,2025-04-16,2025-04-16,delivered,edi,normal,USD,sepa,MUC2,Frankfurt,Frankfurt,625.44,0,12.9,0,4,PO-2026-00683,call before delivery
684,65,2025-04-16,2025-04-22,2025-04-19,delivered,edi,normal,EUR,invoice,MUC2,München,München,1197.37,0,4.9,2.9,12,,leave at gate
685,254,2024-09-29,2024-10-08,2024-10-08,shipped,partner,high,EUR,card,HH1,München,München,870.23,80,7.9,0,2,PO-2025-00685,call before delivery
686,25,2024-11-22,2024-11-29,2024-11-26,delivered,web,normal,EUR,invoice,BER3,Berlin,Berlin,1814.52,0,4.9,0,12,,call before delivery
687,30,2025-04-15,2025-04-25,2025-04-24,shipped,edi,high,EUR,invoice,HH1,Frankfurt,Frankfurt,2458.69,15,12.9,0,9,,
688,152,2026-01-04,2026-01-14,2026-01-12,delivered,web,rush,EUR,invoice,CGN1,Köln,Leipzig,672.61,40,0,2.9,1,,
689,335,2025-01-15,2025-01-22,,cancelled,phone,rush,EUR,invoice,CGN1,Hamburg,Hamburg,665.88,80,0,0,12,,leave at gate
690,317,2024-03-10,2024-03-22,2024-03-22,shipped,web,rush,EUR,invoice,CGN1,Berlin,Berlin,1252.16,0,12.9,1.5,6,PO-2024-00690,call before delivery
691,77,2026-03-27,2026-03-31,2026-03-29,delivered,partner,rush,EUR,paypal,HH1,München,Frankfurt,1055.8,0,12.9,1.5,3,,
692,116,2026-04-04,2026-04-10,2026-04-08,delivered,web,normal,EUR,prepay,BER3,Stuttgart,Stuttgart,1505.84,0,0,0,2,PO-2026-00692,leave at gate
693,123,2026-06-21,2026-06-28,2026-06-27,delivered,store,normal,CHF,sepa,BER3,München,München,518.4,80,7.9,0,1,PO-2024-00693,
694,126,2026-01-04,2026-01-11,,cancelled,phone,rush,EUR,paypal,MUC2,Leipzig,Leipzig,788.69,0,7.9,0,1,PO-2025-00694,
695,259,2024-10-10,2024-10-13,2024-10-11,delivered,store,normal,EUR,prepay,MUC2,Berlin,Berlin,957.33,80,7.9,1.5,4,PO-2026-00695,
696,194,2026-07-12,2026-07-24,2026-07-24,delivered,phone,normal,EUR,invoice,BER3,Berlin,Berlin,121.65,80,7.9,0,12,,
697,10,2024-05-25,2024-06-06,2024-06-05,delivered,phone,normal,CHF,prepay,CGN1,Berlin,Köln,1368.52,80,12.9,0,6,,call before delivery
698,,2025-11-29,2025-12-08,2025-12-06,shipped,edi,high,EUR,invoice,MUC2,Berlin,Frankfurt,2433.77,0,4.9,0,12,,
699,103,2024-06-21,2024-06-30,2024-06-28,shipped,web,rush,EUR,invoice,BER3,Leipzig,Leipzig,1790.03,0,7.9,1.5,7,PO-2024-00699,
700,271,2025-09-01,2025-09-13,2025-09-13,delivered,web,normal,CHF,sepa,MUC2,München,Frankfurt,990.76,25,0,0,1,,
701,337,2024-05-01,2024-05-03,,open,edi,high,EUR,invoice,CGN1,Leipzig,Leipzig,1752.67,0,4.9,2.9,4,,
702,197,2026-06-20,2026-06-27,2026-06-25,delivered,phone,normal,EUR,paypal,HH1,Berlin,Berlin,337.48,25,7.9,0,12,PO-2024-00702,leave at gate
703,336,2024-01-14,2024-01-24,2024-01-21,delivered,store,rush,EUR,invoice,MUC2,Köln,Stuttgart,2062.87,40,0,0,5,PO-2025-00703,
704,125,2025-11-09,2025-11-11,2025-11-11,shipped,store,rush,CHF,paypal,MUC2,Frankfurt,Frankfurt,2112.66,15,7.9,0,2,PO-2026-00704,
705,6,2024-03-15,2024-03-23,2024-03-22,delivered,partner,normal,CHF,prepay,CGN1,Leipzig,Leipzig,2053.62,25,7.9,0,11,PO-2024-00705,
706,334,2025-12-20,2025-12-23,2025-12-23,delivered,web,normal,USD,invoice,BER3,München,München,1592.66,0,7.9,1.5,8,PO-2025-00706,
707,296,2024-10-11,2024-10-14,2024-10-14,delivered,store,rush,CHF,card,MUC2,Stuttgart,Stuttgart,784.5,0,0,0,12,PO-2026-00707,call before delivery
708,267,2024-12-08,2024-12-11,2024-12-10,delivered,edi,rush,EUR,card,BER3,Berlin,Berlin,2795.39,80,7.9,0,12,,
709,99,2026-03-27,2026-04-06,,open,phone,normal,EUR,paypal,BER3,Berlin,Leipzig,1219.06,80,7.9,1.5,12,,
710,63,2024-04-03,2024-04-08,2024-04-05,delivered,phone,normal,USD,card,HH1,Berlin,Berlin,786.63,0,0,0,2,,
711,284,2026-01-10,2026-01-24,,open,web,rush,EUR,prepay,CGN1,Berlin,Berlin,1738.31,0,12.9,0,5,,call before delivery
712,271,2025-12-07,2025-12-20,,cancelled,web,high,EUR,paypal,MUC2,München,München,657.62,0,12.9,0,1,,
713,339,2025-05-06,2025-05-08,2025-05-08,delivered,edi,normal,EUR,paypal,MUC2,Frankfurt,Frankfurt,1812.37,15,7.9,1.5,5,PO-2026-00713,
714,310,2024-05-10,2024-05-12,2024-05-10,delivered,web,high,EUR,paypal,CGN1,Berlin,Berlin,1665.32,0,4.9,0,2,,
715,195,2024-10-22,2024-10-26,2024-10-26,delivered,phone,normal,EUR,card,MUC2,Leipzig,München,3181.9,0,4.9,0,11,,leave at gate
716,70,2025-12-13,2025-12-23,2025-12-23,delivered,store,high,EUR,paypal,CGN1,Berlin,Berlin,3409.5,0,0,0,6,PO-2026-00716,
717,349,2024-08-24,2024-09-04,2024-09-04,delivered,edi,normal,EUR,invoice,HH1,Leipzig,Leipzig,1121.36,80,7.9,2.9,3,,
718,40,2025-04-25,2025-04-28,2025-04-28,shipped,partner,normal,USD,sepa,HH1,München,München,1509.77,0,4.9,0,1,PO-2025-00718,
719,,2024-05-01,2024-05-11,2024-05-09,delivered,store,rush,CHF,invoice,BER3,Stuttgart,Stuttgart,2251.21,0,7.9,2.9,2,PO-2026-00719,
720,298,2026-04-03,2026-04-09,2026-04-09,delivered,store,rush,CHF,card,CGN1,Hamburg,Hamburg,622.82,15,7.9,1.5,3,PO-2024-00720,
721,204,2024-01-09,2024-01-13,2024-01-12,delivered,store,normal,CHF,invoice,HH1,Leipzig,Leipzig,1086.38,0,12.9,0,9,PO-2025-00721,
722,75,2026-07-30,2026-08-02,2026-08-02,delivered,edi,rush,USD,prepay,HH1,Köln,Köln,1934.66,25,7.9,0,4,,
723,183,2026-07-18,2026-07-23,2026-07-21,delivered,phone,normal,EUR,paypal,MUC2,München,Leipzig,1656.55,40,7.9,0,5,PO-2024-00723,
724,150,2024-07-26,2024-08-08,,cancelled,partner,rush,CHF,invoice,CGN1,Köln,Köln,758.28,0,0,0,3,PO-2025-00724,leave at gate
725,230,2026-07-27,2026-08-04,2026-08-02,delivered,partner,normal,EUR,card,BER3,Köln,Köln,1576.34,80,7.9,2.9,11,PO-2026-00725,call before delivery
726,349,2026-03-06,2026-03-12,2026-03-11,delivered,web,normal,EUR,sepa,CGN1,Leipzig,Leipzig,1948.92,0,12.9,0,3,,
727,178,2025-06-04,2025-06-18,2025-06-16,shipped,edi,rush,CHF,sepa,BER3,Leipzig,Leipzig,2031.14,40,4.9,1.5,8,,
728,159,2024-03-10,2024-03-18,2024-03-18,shipped,partner,normal,EUR,prepay,MUC2,Leipzig,Leipzig,876.36,0,7.9,0,12,,leave at gate
729,176,2026-03-06,2026-03-11,2026-03-08,delivered,phone,normal,EUR,invoice,HH1,Berlin,Berlin,712.93,0,12.9,2.9,12,PO-2024-00729,call before delivery
730,77,2024-05-03,2024-05-10,,open,phone,normal,EUR,sepa,MUC2,München,München,1747.94,80,0,1.5,3,,leave at gate
731,290,2024-02-19,2024-03-04,2024-03-02,shipped,phone,normal,CHF,paypal,BER3,Berlin,Berlin,1046.86,0,0,2.9,12,PO-2026-00731,call before delivery
732,108,2025-04-24,2025-04-28,,open,store,normal,EUR,sepa,CGN1,Hamburg,Hamburg,1453.61,0,0,1.5,1,,
733,112,2024-09-04,2024-09-08,2024-09-06,delivered,store,normal,EUR,paypal,HH1,Leipzig,Leipzig,1012.17,0,0,1.5,3,PO-2025-00733,
734,125,2026-02-20,2026-02-22,2026-02-21,delivered,web,normal,CHF,prepay,CGN1,Frankfurt,Frankfurt,752.62,0,12.9,0,2,PO-2026-00734,leave at gate
735,14,2025-09-07,2025-09-11,2025-09-09,delivered,edi,high,EUR,card,MUC2,Frankfurt,Frankfurt,472.73,80,4.9,1.5,6,,leave at gate
736,106,2026-07-04,2026-07-13,2026-07-12,delivered,partner,normal,EUR,card,BER3,Leipzig,Leipzig,2968.41,0,7.9,1.5,3,PO-2025-00736,
737,49,2026-07-18,2026-07-29,,open,store,normal,USD,card,MUC2,München,München,1979.95,0,4.9,2.9,8,PO-2026-00737,leave at gate
738,233,2024-04-12,2024-04-21,2024-04-18,delivered,partner,high,CHF,paypal,MUC2,Frankfurt,Frankfurt,683.94,0,4.9,0,2,,
739,124,2025-12-08,2025-12-22,,cancelled,edi,high,EUR,card,CGN1,München,München,1140.57,0,0,0,1,,
740,102,2024-07-01,2024-07-12,2024-07-10,delivered,phone,high,EUR,paypal,MUC2,Berlin,Berlin,1366.73,0,12.9,0,9,,leave at gate
741,139,2024-03-09,2024-03-21,2024-03-18,delivered,partner,normal,EUR,invoice,BER3,München,München,2075.45,0,7.9,2.9,6,PO-2024-00741,call before delivery
742,327,2024-11-27,2024-12-01,2024-11-28,shipped,web,high,CHF,card,BER3,Hamburg,Hamburg,2717.51,0,4.9,2.9,3,PO-2025-00742,call before delivery
743,277,2024-02-16,2024-02-23,2024-02-23,delivered,store,high,EUR,invoice,CGN1,Stuttgart,Stuttgart,908.91,0,4.9,0,12,PO-2026-00743,
744,223,2025-08-29,2025-09-12,,cancelled,phone,normal,CHF,invoice,MUC2,Leipzig,Leipzig,1095.66,80,12.9,1.5,7,PO-2024-00744,
745,39,2025-09-29,2025-10-05,2025-10-05,delivered,phone,normal,CHF,prepay,BER3,München,München,1382.52,0,0,0,2,,leave at gate
746,329,2025-06-19,2025-06-24,2025-06-24,delivered,edi,normal,EUR,paypal,BER3,Berlin,Berlin,1714.04,40,12.9,2.9,8,PO-2026-00746,call before delivery
747,307,2025-07-01,2025-07-13,2025-07-12,delivered,edi,high,EUR,invoice,HH1,Berlin,Berlin,1029.51,40,7.9,0,8,PO-2024-00747,call before delivery
748,298,2025-11-19,2025-11-22,2025-11-21,delivered,web,normal,EUR,prepay,HH1,Hamburg,Hamburg,2517.76,25,4.9,0,3,PO-2025-00748,call before delivery
749,224,2024-10-05,2024-10-07,,cancelled,web,normal,EUR,paypal,BER3,Leipzig,Leipzig,129.51,80,7.9,2.9,3,PO-2026-00749,leave at gate
750,174,2025-08-09,2025-08-14,2025-08-11,delivered,partner,rush,EUR,sepa,CGN1,Leipzig,Leipzig,1467.21,15,0,2.9,1,PO-2024-00750,call before delivery
751,126,2025-04-26,2025-05-07,2025-05-06,shipped,store,rush,EUR,invoice,CGN1,Leipzig,Leipzig,778.88,40,7.9,2.9,1,,
752,27,2025-12-12,2025-12-19,2025-12-19,delivered,phone,normal,CHF,paypal,MUC2,Köln,Köln,2699.78,0,4.9,1.5,10,PO-2026-00752,
753,170,2026-07-27,2026-08-02,2026-07-30,delivered,store,normal,EUR,sepa,CGN1,Hamburg,Köln,1555.06,25,12.9,1.5,12,,call before delivery
754,40,2026-03-21,2026-04-03,2026-04-01,delivered,partner,rush,EUR,card,CGN1,München,Köln,897.58,40,4.9,0,1,PO-2025-00754,
755,26,2025-08-30,2025-09-02,2025-09-01,delivered,phone,normal,EUR,prepay,BER3,München,München,1894.58,80,4.9,1.5,3,,
756,23,2025-05-05,2025-05-17,2025-05-14,delivered,partner,high,CHF,prepay,MUC2,Berlin,München,3251.43,25,4.9,1.5,4,PO-2024-00756,
757,159,2024-10-17,2024-10-28,2024-10-28,delivered,web,normal,EUR,invoice,MUC2,Leipzig,Leipzig,542.91,0,4.9,0,12,PO-2025-00757,leave at gate
758,232,2026-06-04,2026-06-15,2026-06-13,delivered,store,normal,USD,paypal,HH1,Frankfurt,Stuttgart,483.44,40,4.9,1.5,1,PO-2026-00758,
759,213,2025-07-19,2025-07-24,2025-07-24,shipped,web,normal,USD,prepay,CGN1,Berlin,Berlin,777.85,25,12.9,2.9,6,PO-2024-00759,
760,239,2024-06-10,2024-06-16,2024-06-13,delivered,partner,normal,EUR,paypal,MUC2,Hamburg,Hamburg,1313.95,0,4.9,0,3,PO-2025-00760,
761,337,2025-03-01,2025-03-11,2025-03-09,delivered,phone,high,CHF,prepay,HH1,Leipzig,Leipzig,865.01,40,0,0,4,,
762,283,2025-03-24,2025-03-30,2025-03-29,delivered,partner,normal,EUR,card,CGN1,Berlin,München,1487.22,15,4.9,0,2,PO-2024-00762,call before delivery
763,200,2024-07-04,2024-07-08,2024-07-07,delivered,edi,normal,EUR,card,HH1,Stuttgart,Stuttgart,486.98,0,4.9,0,12,PO-2025-00763,
764,6,2024-08-23,2024-08-26,,open,web,rush,CHF,sepa,HH1,Leipzig,Leipzig,2065.22,40,12.9,2.9,11,PO-2026-00764,leave at gate
765,205,2026-02-07,2026-02-19,2026-02-17,delivered,phone,normal,EUR,card,MUC2,Frankfurt,Frankfurt,1253.55,0,4.9,1.5,1,,call before delivery
766,94,2024-08-28,2024-09-07,,open,partner,rush,EUR,prepay,HH1,Köln,Köln,1202.49,0,0,0,8,,
767,72,2024-10-26,2024-11-07,,open,edi,rush,EUR,paypal,BER3,Hamburg,Hamburg,3226.7,80,12.9,1.5,7,PO-2026-00767,
768,101,2024-09-27,2024-10-11,,open,store,normal,EUR,prepay,HH1,Köln,Köln,1237.7,0,12.9,0,7,PO-2024-00768,
769,341,2026-03-11,2026-03-16,2026-03-13,delivered,phone,normal,CHF,prepay,HH1,München,München,1216.12,15,7.9,0,9,PO-2025-00769,
770,26,2024-05-02,2024-05-15,2024-05-12,delivered,edi,normal,EUR,paypal,HH1,München,Berlin,2145.58,0,4.9,1.5,3,PO-2026-00770,
771,129,2025-09-04,2025-09-15,2025-09-13,shipped,web,rush,EUR,card,MUC2,Berlin,Berlin,1822.7,15,7.9,0,4,PO-2024-00771,leave at gate
772,142,2024-08-13,2024-08-17,2024-08-16,delivered,web,rush,EUR,paypal,CGN1,Leipzig,Leipzig,1487.81,0,7.9,1.5,8,PO-2025-00772,leave at gate
773,107,2026-07-19,2026-07-25,2026-07-23,shipped,store,normal,EUR,prepay,BER3,Leipzig,Leipzig,2002.59,0,4.9,1.5,5,,call before delivery
774,,2024-01-11,2024-01-14,2024-01-12,delivered,phone,rush,CHF,sepa,MUC2,Leipzig,Leipzig,1506.56,25,12.9,1.5,11,,
775,186,2025-02-28,2025-03-14,2025-03-13,shipped,phone,high,USD,card,HH1,Leipzig,Leipzig,1390.69,80,12.9,1.5,11,,call before delivery
776,999999,2026-04-08,2026-04-19,2026-04-17,delivered,web,normal,EUR,paypal,MUC2,München,München,1070.56,25,4.9,0,3,,call before delivery
777,339,2025-02-15,2025-02-26,2025-02-24,shipped,phone,normal,CHF,paypal,HH1,Frankfurt,Frankfurt,982.32,0,12.9,0,5,PO-2024-00777,
778,321,2024-12-13,2024-12-15,2024-12-13,shipped,edi,normal,EUR,invoice,HH1,Frankfurt,Frankfurt,2296.58,0,4.9,0,3,PO-2025-00778,
779,221,2026-02-06,2026-02-14,2026-02-11,shipped,edi,rush,CHF,sepa,HH1,Leipzig,Leipzig,297.85,0,7.9,0,10,,call before delivery
780,311,2024-02-29,2024-03-14,2024-03-11,delivered,phone,rush,CHF,prepay,BER3,München,München,1530.79,0,0,0,8,PO-2024-00780,call before delivery
781,229,2025-10-15,2025-10-26,2025-10-23,delivered,phone,normal,EUR,card,HH1,Berlin,Berlin,864.06,40,7.9,0,9,,leave at gate
