item_id,order_id,product_sku,quantity,unit_price,line_discount,line_total,warehouse,line_status,gift_wrap,weight_g
1235,418,SKU-0040,6,298.74,0,1792.43,BER3,shipped,false,126156.0
1236,418,SKU-0061,6,15.52,0,93.1,BER3,shipped,false,2874.0
1237,419,SKU-0066,5,266.17,0,1330.84,CGN1,invoiced,false,96720.0
1238,419,SKU-0096,4,263.11,0,1052.43,CGN1,shipped,false,4404.0
1239,420,SKU-0023,5,124.88,0,624.38,MUC2,shipped,false,27060.0
1240,420,SKU-0114,4,332.48,0,1329.92,MUC2,picked,false,28520.0
1241,421,SKU-0093,4,115.15,0,460.58,CGN1,picked,false,59520.0
1242,421,SKU-0049,6,87.7,2.5,523.68,CGN1,shipped,false,75852.0
1243,422,SKU-0026,4,108.33,0,433.3,CGN1,open,false,80512.0
1244,422,SKU-0078,1,45.62,0,45.62,CGN1,invoiced,false,4920.0
1245,423,SKU-0119,2,96.36,5.0,187.72,HH1,open,false,53140.0
1246,423,SKU-0006,1,240.74,2.5,238.24,HH1,open,false,15039.0
1247,424,SKU-0072,1,301.13,0,301.13,CGN1,open,false,749.0
1248,424,SKU-0007,2,97.93,0,195.86,CGN1,picked,false,54266.0
1249,425,SKU-0007,2,101.15,2.5,199.79,CGN1,open,false,54266.0
1250,425,SKU-0029,6,180.53,2.5,1080.69,CGN1,shipped,false,74064.0
1251,426,SKU-0072,2,292.25,2.5,582.0,CGN1,picked,true,1498.0
1252,426,SKU-0068,2,321.17,0,642.35,CGN1,picked,false,12342.0
1253,427,SKU-0073,5,205.0,2.5,1022.49,HH1,shipped,false,42785.0
1254,427,SKU-0089,1,45.96,0,45.96,HH1,open,false,1319.0
1255,428,SKU-0050,4,127.92,5.0,506.7,CGN1,shipped,false,47732.0
1256,428,SKU-0023,3,118.94,2.5,354.32,CGN1,invoiced,false,16236.0
1257,429,SKU-0059,2,100.41,5.0,195.81,HH1,open,false,19392.0
1258,429,SKU-0111,3,76.7,0,230.1,HH1,picked,false,32889.0
1259,430,SKU-0051,3,286.02,2.5,855.55,BER3,invoiced,false,57897.0
1260,430,SKU-0010,4,253.42,0,1013.67,BER3,shipped,false,66724.0
1261,431,SKU-0101,2,355.07,0,710.15,BER3,picked,false,36212.0
1262,431,SKU-0067,3,320.45,0,961.34,BER3,picked,false,1989.0
1263,432,SKU-0085,5,235.01,0,1175.05,CGN1,invoiced,false,85355.0
1264,432,SKU-0011,5,306.16,0,1530.79,CGN1,shipped,false,130875.0
1265,433,SKU-0076,1,88.51,2.5,86.01,HH1,shipped,true,6858.0
1266,433,SKU-0033,2,331.1,0,662.2,HH1,shipped,false,4792.0
1267,434,SKU-0009,4,244.4,0,977.6,BER3,invoiced,false,64952.0
1268,434,SKU-0013,2,353.61,0,707.22,BER3,picked,false,34292.0
1269,435,SKU-0099,1,256.56,0,256.56,HH1,picked,false,22109.0
1270,435,SKU-0103,2,264.47,2.5,526.44,HH1,shipped,false,40414.0
1271,436,SKU-0114,1,337.52,2.5,335.02,CGN1,shipped,false,7130.0
1272,436,SKU-0097,4,348.95,5.0,1390.8,CGN1,invoiced,false,50480.0
1273,437,SKU-0022,3,69.09,0,207.28,MUC2,invoiced,false,79713.0
1274,437,SKU-0007,1,104.46,0,104.46,MUC2,picked,false,27133.0
1275,438,SKU-0110,5,311.11,5.0,1550.57,MUC2,picked,false,100665.0
1276,438,SKU-0001,2,198.44,2.5,394.38,MUC2,invoiced,false,49180.0
1277,439,SKU-0003,3,226.71,0,680.13,HH1,open,false,28497.0
1278,439,SKU-0070,6,257.08,2.5,1540.01,HH1,open,false,162528.0
1279,440,SKU-0026,2,108.7,5.0,212.4,CGN1,shipped,false,40256.0
1280,440,SKU-0031,4,197.93,0,791.71,CGN1,picked,false,53528.0
1281,441,SKU-0041,6,286.97,0,1721.83,CGN1,open,false,93504.0
1282,441,SKU-0043,4,124.67,0,498.67,CGN1,picked,false,30488.0
1283,442,SKU-0024,3,114.31,2.5,340.43,BER3,open,false,39138.0
1284,442,SKU-0086,1,294.11,0,294.11,BER3,picked,false,1995.0
1285,443,SKU-0055,2,91.02,2.5,179.55,MUC2,open,false,29080.0
1286,443,SKU-0076,2,81.74,0,163.48,MUC2,picked,false,13716.0
1287,444,SKU-0042,6,170.38,0,1022.27,MUC2,open,false,49644.0
1288,444,SKU-0021,2,406.37,0,812.74,MUC2,invoiced,false,24494.0
1289,445,SKU-0056,2,64.97,5.0,124.94,HH1,picked,false,39776.0
1290,445,SKU-0110,6,301.52,0,1809.13,HH1,open,false,120798.0
1291,446,SKU-0110,5,305.02,2.5,1522.62,BER3,picked,false,100665.0
1292,446,SKU-0020,2,158.41,2.5,314.31,BER3,invoiced,false,52604.0
1293,447,SKU-0087,2,74.76,0,149.52,MUC2,shipped,false,43526.0
1294,447,SKU-0103,4,253.91,0,1015.63,MUC2,shipped,false,80828.0
1295,448,SKU-0073,3,197.51,0,592.54,BER3,open,false,25671.0
1296,448,SKU-0091,4,361.25,0,1445.0,BER3,shipped,false,64308.0
1297,449,SKU-0004,5,212.92,2.5,1062.12,HH1,picked,false,39165.0
1298,449,SKU-0047,1,25.94,0,25.94,HH1,open,false,3361.0
1299,450,SKU-0111,2,76.03,0,152.06,MUC2,open,false,21926.0
1300,450,SKU-0055,1,94.23,2.5,91.73,MUC2,invoiced,false,14540.0
1301,451,SKU-0021,3,406.83,2.5,1217.99,BER3,shipped,false,36741.0
1302,451,SKU-0028,3,176.59,0,529.78,BER3,invoiced,false,69792.0
1303,452,SKU-0006,5,239.75,0,1198.75,MUC2,picked,false,75195.0
1304,452,SKU-0111,3,77.14,0,231.43,MUC2,invoiced,false,32889.0
1305,453,SKU-0067,6,332.45,0,1994.73,HH1,shipped,false,3978.0
1306,453,SKU-0017,3,283.55,0,850.64,HH1,invoiced,false,81807.0
1307,454,SKU-0064,2,259.29,0,518.58,CGN1,invoiced,false,31736.0
1308,454,SKU-0062,2,325.63,0,651.26,CGN1,picked,false,53436.0
1309,455,SKU-0020,3,154.2,0,462.61,MUC2,picked,false,78906.0
1310,455,SKU-0078,2,47.03,0,94.06,MUC2,invoiced,false,9840.0
1311,456,SKU-0063,1,98.75,0,98.75,HH1,invoiced,false,12451.0
1312,456,SKU-0086,4,286.29,0,1145.15,HH1,picked,false,7980.0
1313,457,SKU-0116,1,182.43,0,182.43,CGN1,open,false,15296.0
1314,457,SKU-0118,6,352.71,0,2116.29,CGN1,open,false,142620.0
1315,458,SKU-0120,1,161.09,0,161.09,CGN1,open,false,13998.0
1316,458,SKU-0037,6,275.45,0,1652.69,CGN1,invoiced,false,17388.0
1317,459,SKU-0001,1,200.79,0,200.79,MUC2,open,false,24590.0
1318,459,SKU-0041,4,282.72,0,1130.9,MUC2,invoiced,false,62336.0
1319,460,SKU-0002,2,319.34,2.5,636.17,MUC2,picked,false,54008.0
1320,460,SKU-0108,5,389.0,2.5,1942.48,MUC2,invoiced,false,97525.0
1321,461,SKU-0058,5,104.31,5.0,516.53,HH1,picked,false,108230.0
1322,461,SKU-0075,6,320.73,0,1924.38,HH1,open,false,143760.0
1323,462,SKU-0053,3,241.24,0,723.72,CGN1,open,false,53376.0
1324,462,SKU-0004,2,205.97,0,411.94,CGN1,shipped,false,15666.0
1325,463,SKU-0051,1,301.55,0,301.55,BER3,picked,true,19299.0
1326,463,SKU-0010,4,246.98,5.0,982.92,BER3,shipped,false,66724.0
1327,464,SKU-0014,2,38.33,0,76.65,BER3,open,false,40214.0
1328,464,SKU-0044,5,132.72,5.0,658.6,BER3,picked,false,101510.0
1329,465,SKU-0032,3,333.21,0,999.63,MUC2,open,false,36696.0
1330,465,SKU-0092,2,10.75,2.5,19.0,MUC2,invoiced,false,13702.0
1331,466,SKU-0083,1,241.79,2.5,239.29,MUC2,shipped,false,22739.0
1332,466,SKU-0083,5,247.62,0,1238.09,MUC2,open,false,113695.0
1333,467,SKU-0065,5,277.31,5.0,1381.53,HH1,open,false,64475.0
1334,467,SKU-0079,4,269.06,0,1076.22,HH1,shipped,false,105896.0
1335,468,SKU-0071,3,27.21,0,81.64,MUC2,invoiced,false,1317.0
1336,468,SKU-0086,2,302.92,2.5,603.33,MUC2,picked,false,3990.0
1337,469,SKU-0001,6,203.85,0,1223.11,CGN1,invoiced,true,147540.0
1338,469,SKU-0039,5,150.54,0,752.69,CGN1,open,false,86325.0
1339,470,SKU-0058,2,103.14,5.0,201.29,HH1,open,false,43292.0
1340,470,SKU-0026,4,107.61,5.0,425.43,HH1,invoiced,false,80512.0
1341,471,SKU-0004,6,213.63,0,1281.78,HH1,picked,false,46998.0
1342,471,SKU-0009,6,248.81,0,1492.87,HH1,shipped,false,97428.0
1343,472,SKU-0090,3,278.04,0,834.12,HH1,picked,false,14883.0
1344,472,SKU-0102,4,87.42,0,349.67,HH1,open,false,8828.0
1345,473,SKU-0103,4,256.67,0,1026.67,BER3,invoiced,false,80828.0
1346,473,SKU-0003,1,213.57,2.5,211.07,BER3,open,false,9499.0
1347,474,SKU-0001,6,193.48,5.0,1155.9,CGN1,picked,false,147540.0
1348,474,SKU-0106,6,265.33,0,1591.95,CGN1,invoiced,false,46050.0
1349,475,SKU-0071,2,27.0,2.5,51.5,BER3,open,false,878.0
1350,475,SKU-0090,2,266.49,5.0,527.99,BER3,shipped,false,9922.0
1351,476,SKU-0014,1,38.99,5.0,33.99,MUC2,picked,false,20107.0
1352,476,SKU-0007,3,104.98,0,314.94,MUC2,invoiced,false,81399.0
1353,477,SKU-0117,1,106.37,0,106.37,MUC2,open,false,20364.0
1354,477,SKU-0109,5,277.94,0,1389.72,MUC2,open,false,33460.0
1355,478,SKU-0002,2,320.32,2.5,638.15,BER3,shipped,false,54008.0
1356,478,SKU-0090,6,275.15,0,1650.92,BER3,open,false,29766.0
1357,479,SKU-0071,4,26.97,0,107.88,MUC2,picked,false,1756.0
1358,479,SKU-0016,1,183.16,5.0,178.16,MUC2,open,false,12063.0
1359,480,SKU-0065,6,291.57,5.0,1744.44,BER3,open,false,77370.0
1360,480,SKU-0020,1,162.9,5.0,157.9,BER3,open,false,26302.0
1361,481,SKU-0017,4,281.25,5.0,1120.02,MUC2,picked,false,109076.0
1362,481,SKU-0030,4,110.32,0,441.28,MUC2,invoiced,false,79176.0
1363,482,SKU-0076,1,84.8,2.5,82.3,CGN1,shipped,false,6858.0
1364,482,SKU-0030,6,115.0,0,689.99,CGN1,picked,false,118764.0
1365,483,SKU-0102,3,86.36,5.0,254.08,BER3,invoiced,false,6621.0
1366,483,SKU-0093,6,118.6,0,711.59,BER3,picked,false,89280.0
1367,484,SKU-0056,4,67.79,2.5,268.66,BER3,open,false,79552.0
1368,484,SKU-0056,4,65.5,0,261.99,BER3,open,false,79552.0
1369,485,SKU-0040,5,298.13,5.0,1485.67,CGN1,invoiced,false,105130.0
1370,485,SKU-0083,3,251.47,0,754.42,CGN1,picked,false,68217.0
1371,486,SKU-0109,2,277.03,0,554.06,BER3,invoiced,false,13384.0
1372,486,SKU-0003,3,227.06,0,681.18,BER3,open,false,28497.0
1373,487,SKU-0087,6,78.22,0,469.33,MUC2,picked,false,130578.0
1374,487,SKU-0066,5,265.64,0,1328.18,MUC2,shipped,true,96720.0
1375,488,SKU-0040,4,309.79,0,1239.14,BER3,shipped,false,84104.0
1376,488,SKU-0066,2,260.11,0,520.21,BER3,invoiced,false,38688.0
1377,489,SKU-0017,6,274.2,0,1645.21,BER3,shipped,false,163614.0
1378,489,SKU-0013,6,364.49,0,2186.96,BER3,picked,false,102876.0
1379,490,SKU-0092,5,11.03,5.0,50.14,HH1,invoiced,false,34255.0
1380,490,SKU-0075,6,337.94,0,2027.65,HH1,invoiced,false,143760.0
1381,491,SKU-0080,1,18.97,5.0,13.97,BER3,shipped,false,2104.0
1382,491,SKU-0015,1,264.6,0,264.6,BER3,open,false,17857.0
1383,492,SKU-0023,3,121.45,0,364.35,HH1,shipped,false,16236.0
1384,492,SKU-0003,1,228.96,5.0,223.96,HH1,open,false,9499.0
1385,493,SKU-0015,5,272.85,0,1364.25,CGN1,shipped,true,89285.0
1386,493,SKU-0055,3,91.12,0,273.35,CGN1,shipped,false,43620.0
1387,494,SKU-0055,4,94.07,0,376.27,MUC2,shipped,false,58160.0
1388,494,SKU-0106,3,261.9,0,785.71,MUC2,open,false,23025.0
1389,495,SKU-0108,5,385.83,5.0,1924.16,CGN1,picked,false,97525.0
1390,495,SKU-0037,4,267.52,0,1070.1,CGN1,invoiced,false,11592.0
1391,496,SKU-0031,6,196.96,0,1181.73,MUC2,picked,false,80292.0
1392,496,SKU-0047,5,26.23,0,131.15,MUC2,picked,false,16805.0
1393,497,SKU-0106,3,261.61,2.5,782.33,BER3,shipped,false,23025.0
1394,497,SKU-0018,3,385.94,0,1157.82,BER3,shipped,false,67416.0
1395,498,SKU-0047,3,26.15,5.0,73.44,HH1,open,false,10083.0
1396,498,SKU-0016,6,187.12,2.5,1120.2,HH1,shipped,false,72378.0
1397,499,SKU-0075,5,329.79,0,1648.93,CGN1,shipped,false,119800.0
1398,499,SKU-0066,3,254.15,5.0,757.44,CGN1,picked,false,58032.0
1399,500,SKU-0005,6,282.63,5.0,1690.81,BER3,shipped,false,110814.0
1400,500,SKU-0006,6,239.01,0,1434.08,BER3,shipped,false,90234.0
1401,501,SKU-0046,5,8.98,0,44.91,CGN1,open,false,35535.0
1402,501,SKU-0046,6,9.05,0,54.31,CGN1,invoiced,false,42642.0
1403,502,SKU-0049,4,87.39,0,349.55,BER3,open,false,50568.0
1404,502,SKU-0015,2,262.42,5.0,519.85,BER3,invoiced,false,35714.0
1405,503,SKU-0112,5,105.89,5.0,524.44,MUC2,invoiced,false,108065.0
1406,503,SKU-0040,6,319.73,0,1918.4,MUC2,shipped,false,126156.0
1407,504,SKU-0027,3,269.63,0,808.88,BER3,invoiced,false,4362.0
1408,504,SKU-0073,2,194.25,2.5,386.0,BER3,shipped,false,17114.0
1409,505,SKU-0058,3,109.42,0,328.25,MUC2,picked,false,64938.0
1410,505,SKU-0029,1,187.32,0,187.32,MUC2,picked,false,12344.0
1411,506,SKU-0117,4,105.79,5.0,418.14,HH1,invoiced,false,81456.0
1412,506,SKU-0116,1,184.58,0,184.58,HH1,invoiced,false,15296.0
1413,507,SKU-0026,1,108.24,0,108.24,HH1,picked,false,20128.0
1414,507,SKU-0094,6,257.41,0,1544.47,HH1,picked,false,127788.0
1415,508,SKU-0095,3,275.64,0,826.91,HH1,shipped,false,12807.0
1416,508,SKU-0084,5,141.63,2.5,705.67,HH1,invoiced,false,21875.0
1417,509,SKU-0097,3,338.13,5.0,1009.39,CGN1,picked,false,37860.0
1418,509,SKU-0096,2,274.14,2.5,545.78,CGN1,open,false,2202.0
1419,510,SKU-0077,1,219.71,0,219.71,BER3,shipped,false,7800.0
1420,510,SKU-0024,5,107.89,0,539.46,BER3,shipped,false,65230.0
1421,511,SKU-0068,3,333.76,0,1001.27,BER3,picked,false,18513.0
1422,511,SKU-0020,1,155.08,0,155.08,BER3,picked,false,26302.0
1423,512,SKU-0114,3,350.11,0,1050.34,CGN1,shipped,false,21390.0
1424,512,SKU-0107,3,313.9,5.0,936.69,CGN1,invoiced,false,19920.0
1425,513,SKU-0116,4,184.16,5.0,731.65,BER3,shipped,false,61184.0
1426,513,SKU-0106,1,272.15,0,272.15,BER3,invoiced,false,7675.0
1427,514,SKU-0030,3,113.3,5.0,334.9,CGN1,shipped,false,59382.0
1428,514,SKU-0020,6,152.97,0,917.81,CGN1,invoiced,false,157812.0
1429,515,SKU-0049,3,86.01,0,258.04,CGN1,open,false,37926.0
1430,515,SKU-0088,4,288.54,0,1154.16,CGN1,invoiced,false,68072.0
1431,516,SKU-0025,3,287.37,0,862.1,BER3,open,false,56565.0
1432,516,SKU-0069,2,365.51,0,731.03,BER3,picked,false,50948.0
1433,517,SKU-0052,5,195.24,5.0,971.22,MUC2,open,false,13015.0
1434,517,SKU-0092,2,11.62,0,23.24,MUC2,shipped,false,13702.0
1435,518,SKU-0081,6,102.25,0,613.49,BER3,picked,false,16932.0
1436,518,SKU-0041,3,297.49,2.5,889.96,BER3,shipped,false,46752.0
1437,519,SKU-0061,1,16.44,2.5,13.94,MUC2,invoiced,false,479.0
1438,519,SKU-0062,1,318.28,0,318.28,MUC2,invoiced,true,26718.0
1439,520,SKU-0055,4,92.75,0,371.01,CGN1,picked,false,58160.0
1440,520,SKU-0099,5,245.03,0,1225.13,CGN1,picked,false,110545.0
1441,521,SKU-0056,2,64.4,0,128.81,HH1,shipped,false,39776.0
1442,521,SKU-0053,4,251.0,2.5,1001.48,HH1,picked,false,71168.0
1443,522,SKU-0041,5,281.43,5.0,1402.14,HH1,invoiced,false,77920.0
1444,522,SKU-0041,5,300.37,2.5,1499.35,HH1,picked,false,77920.0
1445,523,SKU-0030,2,116.04,0,232.09,CGN1,picked,false,39588.0
1446,523,SKU-0107,5,319.79,0,1598.97,CGN1,picked,false,33200.0
1447,524,SKU-0018,1,388.01,0,388.01,MUC2,shipped,false,22472.0
1448,524,SKU-0075,1,332.16,5.0,327.16,MUC2,picked,false,23960.0
1449,525,SKU-0029,6,189.49,0,1136.95,MUC2,invoiced,false,74064.0
1450,525,SKU-0075,1,322.32,0,322.32,MUC2,shipped,false,23960.0
1451,526,SKU-0014,5,40.06,0,200.3,HH1,open,false,100535.0
1452,526,SKU-0036,4,216.7,0,866.82,HH1,invoiced,false,87156.0
1453,527,SKU-0069,4,360.74,0,1442.98,MUC2,picked,false,101896.0
1454,527,SKU-0056,5,63.71,0,318.54,MUC2,shipped,false,99440.0
1455,528,SKU-0013,2,370.0,2.5,737.5,BER3,shipped,true,34292.0
1456,528,SKU-0081,1,103.08,2.5,100.58,BER3,shipped,false,2822.0
1457,529,SKU-0036,2,212.22,2.5,421.94,MUC2,picked,false,43578.0
1458,529,SKU-0087,5,73.39,0,366.96,MUC2,invoiced,false,108815.0
1459,530,SKU-0089,6,47.71,5.0,281.29,CGN1,invoiced,false,7914.0
1460,530,SKU-0117,3,105.39,5.0,311.18,CGN1,open,false,61092.0
1461,531,SKU-0004,5,218.53,0,1092.64,CGN1,picked,false,39165.0
1462,531,SKU-0068,3,326.29,0,978.88,CGN1,shipped,false,18513.0
1463,532,SKU-0119,1,97.01,5.0,92.01,HH1,invoiced,true,26570.0
1464,532,SKU-0091,1,361.54,0,361.54,HH1,picked,false,16077.0
1465,533,SKU-0008,2,217.87,0,435.74,HH1,picked,false,51892.0
1466,533,SKU-0025,1,290.76,5.0,285.76,HH1,open,false,18855.0
1467,534,SKU-0058,4,103.57,0,414.29,HH1,open,false,86584.0
1468,534,SKU-0006,3,244.73,0,734.19,HH1,open,false,45117.0
1469,535,SKU-0097,5,336.07,2.5,1677.84,CGN1,invoiced,false,63100.0
1470,535,SKU-0047,5,27.21,5.0,131.05,CGN1,shipped,false,16805.0
1471,536,SKU-0092,2,11.16,0,22.32,CGN1,open,false,13702.0
1472,536,SKU-0042,1,164.46,0,164.46,CGN1,shipped,true,8274.0
1473,537,SKU-0007,2,103.2,0,206.39,MUC2,shipped,false,54266.0
1474,537,SKU-0090,1,277.29,2.5,274.79,MUC2,shipped,false,4961.0
1475,538,SKU-0101,4,376.76,2.5,1504.54,CGN1,invoiced,false,72424.0
1476,538,SKU-0051,6,299.13,0,1794.76,CGN1,invoiced,false,115794.0
1477,539,SKU-0099,2,253.42,0,506.84,MUC2,open,true,44218.0
1478,539,SKU-0117,1,107.65,0,107.65,MUC2,picked,false,20364.0
1479,540,SKU-0099,2,247.88,0,495.77,CGN1,invoiced,false,44218.0
1480,540,SKU-0016,2,180.68,0,361.36,CGN1,picked,false,24126.0
1481,541,SKU-0088,6,304.46,5.0,1821.76,BER3,picked,false,102108.0
1482,541,SKU-0025,2,293.49,0,586.98,BER3,picked,false,37710.0
1483,542,SKU-0062,1,322.0,0,322.0,CGN1,invoiced,false,26718.0
1484,542,SKU-0078,4,48.87,2.5,193.0,CGN1,open,false,19680.0
1485,543,SKU-0062,1,336.81,5.0,331.81,HH1,open,false,26718.0
1486,543,SKU-0119,4,91.52,0,366.08,HH1,invoiced,false,106280.0
1487,544,SKU-0007,6,104.99,0,629.92,HH1,open,false,162798.0
1488,544,SKU-0019,6,293.99,0,1763.97,HH1,open,false,58938.0
1489,545,SKU-0072,6,289.41,5.0,1731.46,HH1,open,false,4494.0
1490,545,SKU-0102,4,86.82,2.5,344.78,HH1,shipped,false,8828.0
1491,546,SKU-0004,5,220.43,0,1102.15,MUC2,picked,false,39165.0
1492,546,SKU-0112,6,106.17,0,637.02,MUC2,shipped,false,129678.0
1493,547,SKU-0011,1,302.65,0,302.65,MUC2,open,false,26175.0
1494,547,SKU-0059,6,102.85,0,617.12,MUC2,shipped,false,58176.0
1495,548,SKU-0013,6,357.81,0,2146.83,HH1,invoiced,false,102876.0
1496,548,SKU-0086,4,289.82,2.5,1156.78,HH1,open,false,7980.0
1497,549,SKU-0097,4,336.08,0,1344.3,HH1,invoiced,false,50480.0
1498,549,SKU-0098,1,187.26,5.0,182.26,HH1,picked,false,1144.0
1499,550,SKU-0021,4,389.65,2.5,1556.08,MUC2,open,false,48988.0
1500,550,SKU-0004,5,211.65,2.5,1055.73,MUC2,open,false,39165.0
1501,551,SKU-0013,1,351.89,5.0,346.89,MUC2,picked,false,17146.0
1502,551,SKU-0003,6,211.31,2.5,1265.37,MUC2,shipped,false,56994.0
1503,552,SKU-0072,5,300.59,0,1502.96,HH1,invoiced,false,3745.0
1504,552,SKU-0113,4,221.01,0,884.05,HH1,picked,false,80252.0
1505,553,SKU-0049,1,86.36,2.5,83.86,HH1,open,false,12642.0
1506,553,SKU-0103,5,256.12,0,1280.59,HH1,shipped,false,101035.0
1507,554,SKU-0073,3,200.95,0,602.85,MUC2,picked,true,25671.0
1508,554,SKU-0085,5,241.29,5.0,1201.47,MUC2,picked,false,85355.0
1509,555,SKU-0025,2,279.29,0,558.57,CGN1,shipped,false,37710.0
1510,555,SKU-0083,5,249.71,0,1248.53,CGN1,invoiced,false,113695.0
1511,556,SKU-0099,6,244.62,0,1467.69,HH1,open,false,132654.0
1512,556,SKU-0068,3,341.82,5.0,1020.46,HH1,picked,false,18513.0
1513,557,SKU-0117,2,104.19,0,208.38,HH1,invoiced,false,40728.0
1514,557,SKU-0045,5,103.74,0,518.7,HH1,open,false,77580.0
1515,558,SKU-0021,2,378.9,5.0,752.79,CGN1,open,false,24494.0
1516,558,SKU-0112,4,102.19,2.5,406.26,CGN1,invoiced,false,86452.0
1517,559,SKU-0098,3,178.25,0,534.75,HH1,invoiced,false,3432.0
1518,559,SKU-0046,3,8.93,0,26.78,HH1,open,false,21321.0
1519,560,SKU-0017,3,275.76,0,827.27,CGN1,open,false,81807.0
1520,560,SKU-0061,1,15.72,0,15.72,CGN1,picked,false,479.0
1521,561,SKU-0048,5,139.94,0,699.72,BER3,open,false,85445.0
1522,561,SKU-0008,6,214.68,0,1288.11,BER3,shipped,false,155676.0
1523,562,SKU-0084,1,144.25,2.5,141.75,BER3,invoiced,false,4375.0
1524,562,SKU-0008,6,212.51,2.5,1272.54,BER3,shipped,false,155676.0
1525,563,SKU-0024,6,113.66,0,681.93,MUC2,invoiced,false,78276.0
1526,563,SKU-0072,6,296.35,0,1778.12,MUC2,picked,false,4494.0
1527,564,SKU-0110,4,300.26,0,1201.02,MUC2,open,false,80532.0
1528,564,SKU-0083,1,246.17,5.0,241.17,MUC2,open,false,22739.0
1529,565,SKU-0068,5,339.27,2.5,1693.86,CGN1,shipped,false,30855.0
1530,565,SKU-0048,6,149.48,5.0,891.88,CGN1,invoiced,false,102534.0
1531,566,SKU-0043,4,128.35,5.0,508.39,MUC2,open,false,30488.0
1532,566,SKU-0028,5,185.43,2.5,924.63,MUC2,invoiced,false,116320.0
1533,567,SKU-0077,6,226.64,2.5,1357.33,HH1,shipped,false,46800.0
1534,567,SKU-0010,5,250.38,0,1251.91,HH1,invoiced,false,83405.0
1535,568,SKU-0110,4,304.85,2.5,1216.92,MUC2,picked,false,80532.0
1536,568,SKU-0051,5,281.61,2.5,1405.54,MUC2,shipped,true,96495.0
1537,569,SKU-0047,2,26.23,0,52.46,CGN1,invoiced,false,6722.0
1538,569,SKU-0109,2,271.35,0,542.7,CGN1,open,false,13384.0
1539,570,SKU-0044,4,131.01,2.5,521.53,MUC2,shipped,false,81208.0
1540,570,SKU-0021,5,403.87,0,2019.34,MUC2,shipped,false,61235.0
1541,571,SKU-0024,3,106.99,2.5,318.46,CGN1,picked,false,39138.0
1542,571,SKU-0001,6,193.4,2.5,1157.88,CGN1,picked,false,147540.0
1543,572,SKU-0119,1,97.96,0,97.96,HH1,shipped,false,26570.0
1544,572,SKU-0027,4,268.0,0,1071.99,HH1,open,false,5816.0
1545,573,SKU-0076,6,81.79,5.0,485.76,MUC2,open,false,41148.0
1546,573,SKU-0086,6,283.91,0,1703.48,MUC2,picked,false,11970.0
1547,574,SKU-0102,6,83.35,0,500.11,BER3,shipped,false,13242.0
1548,574,SKU-0106,3,271.98,2.5,813.44,BER3,open,false,23025.0
1549,575,SKU-0100,5,194.9,2.5,972.01,CGN1,open,false,128365.0
1550,575,SKU-0025,2,285.05,5.0,565.11,CGN1,shipped,false,37710.0
1551,576,SKU-0009,2,242.76,0,485.52,CGN1,shipped,false,32476.0
1552,576,SKU-0111,6,77.25,2.5,461.01,CGN1,invoiced,false,65778.0
1553,577,SKU-0050,4,124.31,2.5,494.74,BER3,open,false,47732.0
1554,577,SKU-0005,1,276.93,2.5,274.43,BER3,invoiced,false,18469.0
1555,578,SKU-0088,5,283.29,2.5,1413.97,MUC2,open,false,85090.0
1556,578,SKU-0086,3,301.32,5.0,898.96,MUC2,picked,false,5985.0
1557,579,SKU-0086,1,306.11,5.0,301.11,BER3,open,false,1995.0
1558,579,SKU-0064,5,261.29,2.5,1303.97,BER3,open,false,79340.0
1559,580,SKU-0040,4,298.87,0,1195.48,CGN1,invoiced,false,84104.0
1560,580,SKU-0046,6,8.88,0,53.27,CGN1,shipped,false,42642.0
1561,581,SKU-0072,3,288.84,0,866.52,BER3,picked,false,2247.0
1562,581,SKU-0071,3,27.55,2.5,80.15,BER3,shipped,false,1317.0
1563,582,SKU-0111,4,74.9,0,299.62,CGN1,picked,false,43852.0
1564,582,SKU-0104,6,90.61,2.5,541.15,CGN1,shipped,true,162228.0
1565,583,SKU-0010,3,239.65,0,718.94,HH1,shipped,false,50043.0
1566,583,SKU-0019,1,287.67,0,287.67,HH1,invoiced,false,9823.0
1567,584,SKU-0013,6,362.52,2.5,2172.64,HH1,invoiced,false,102876.0
1568,584,SKU-0087,2,74.88,0,149.76,HH1,shipped,false,43526.0
1569,585,SKU-0099,5,258.03,0,1290.16,MUC2,open,false,110545.0
1570,585,SKU-0012,1,52.16,0,52.16,MUC2,picked,false,2098.0
1571,586,SKU-0063,5,97.64,2.5,485.69,HH1,picked,false,62255.0
1572,586,SKU-0069,6,366.85,0,2201.08,HH1,open,false,152844.0
1573,587,SKU-0090,4,264.17,0,1056.7,BER3,shipped,false,19844.0
1574,587,SKU-0028,2,178.79,0,357.57,BER3,picked,false,46528.0
1575,588,SKU-0076,6,81.75,5.0,485.5,MUC2,open,false,41148.0
1576,588,SKU-0061,3,15.48,5.0,41.43,MUC2,open,false,1437.0
1577,589,SKU-0098,5,188.02,0,940.1,CGN1,picked,false,5720.0
1578,589,SKU-0035,3,304.08,0,912.25,CGN1,picked,false,16866.0
1579,590,SKU-0106,6,269.62,0,1617.72,CGN1,picked,false,46050.0
1580,590,SKU-0084,1,138.99,0,138.99,CGN1,open,false,4375.0
1581,591,SKU-0028,2,183.72,0,367.43,MUC2,picked,false,46528.0
1582,591,SKU-0110,2,299.21,0,598.41,MUC2,invoiced,false,40266.0
