zeit_id,prj_nr,ma_nr,tag,std,stdsatz,betrag,fakt_kz
514,25,55,2025-04-14,8.0,65.0,520.0,true
515,25,70,2025-05-10,8.0,113.0,904.0,true
516,25,66,2025-01-25,1.0,65.0,65.0,true
517,25,66,2025-05-21,1.0,65.0,65.0,true
518,25,70,2025-04-07,8.0,113.0,904.0,true
519,25,70,2025-01-05,4.0,113.0,452.0,true
520,25,70,2025-01-06,8.0,113.0,904.0,true
521,25,66,2025-03-29,4.0,65.0,260.0,true
522,25,55,2025-06-23,8.0,65.0,520.0,false
523,25,55,2025-04-29,4.0,65.0,260.0,true
524,25,66,2025-06-13,2.5,65.0,162.5,true
525,25,70,2025-04-16,1.0,113.0,113.0,true
526,25,55,2025-01-18,2.5,65.0,162.5,true
527,25,55,2025-02-09,4.0,65.0,260.0,true
528,25,70,2025-01-24,1.0,113.0,113.0,true
529,25,55,2025-01-22,2.5,65.0,162.5,true
530,26,16,2025-04-07,4.0,125.0,500.0,true
531,26,16,2025-03-15,8.0,125.0,1000.0,true
532,26,56,2025-03-14,2.5,77.0,192.5,true
533,26,19,2025-02-04,4.0,161.0,644.0,true
534,26,56,2025-05-15,2.5,77.0,192.5,true
535,26,28,2025-05-03,8.0,137.0,1096.0,true
536,26,16,2025-02-23,2.5,125.0,312.5,true
537,26,16,2025-05-18,1.0,125.0,125.0,true
538,26,28,2025-03-18,8.0,137.0,1096.0,false
539,26,16,2025-01-12,8.0,125.0,1000.0,true
540,26,19,2025-03-23,8.0,161.0,1288.0,true
541,26,16,2025-05-25,1.0,125.0,125.0,true
542,26,28,2025-07-01,2.5,137.0,342.5,false
543,26,56,2025-03-04,4.0,77.0,308.0,true
544,26,19,2025-06-30,4.0,161.0,644.0,true
545,26,28,2025-01-25,1.0,137.0,137.0,false
546,26,28,2025-06-24,2.5,137.0,342.5,false
547,26,16,2025-02-22,1.0,125.0,125.0,true
548,27,60,2025-06-03,8.0,125.0,1000.0,true
549,27,46,2025-03-02,1.0,89.0,89.0,true
550,27,46,2025-05-30,4.0,89.0,356.0,true
551,27,46,2025-06-25,4.0,89.0,356.0,true
552,27,60,2025-06-12,4.0,125.0,500.0,true
553,27,4,2025-06-29,1.0,113.0,113.0,true
554,27,4,2025-06-08,8.0,113.0,904.0,true
555,27,60,2025-01-30,4.0,125.0,500.0,true
556,27,60,2025-05-03,1.0,125.0,125.0,true
557,27,60,2025-04-23,1.0,125.0,125.0,false
558,27,60,2025-07-08,1.0,125.0,125.0,false
559,27,4,2025-03-04,1.0,113.0,113.0,false
560,27,4,2025-07-01,2.5,113.0,282.5,false
561,27,60,2025-03-06,2.5,125.0,312.5,true
562,28,15,2025-06-26,1.0,113.0,113.0,true
563,28,15,2025-02-17,1.0,113.0,113.0,true
564,28,59,2025-01-09,2.5,113.0,282.5,true
565,28,30,2025-01-09,1.0,161.0,161.0,true
566,28,51,2025-05-22,8.0,149.0,1192.0,true
567,28,59,2025-05-17,4.0,113.0,452.0,true
568,28,51,2025-01-06,4.0,149.0,596.0,true
569,28,59,2025-06-23,8.0,113.0,904.0,false
570,28,30,2025-01-21,8.0,161.0,1288.0,true
571,28,59,2025-01-25,4.0,113.0,452.0,true
572,28,59,2025-05-17,4.0,113.0,452.0,true
573,28,30,2025-04-06,8.0,161.0,1288.0,true
574,28,15,2025-03-03,8.0,113.0,904.0,true
575,28,59,2025-02-04,8.0,113.0,904.0,true
576,28,30,2025-06-09,1.0,161.0,161.0,true
577,28,59,2025-01-10,1.0,113.0,113.0,false
578,28,30,2025-04-13,2.5,161.0,402.5,true
579,28,15,2025-03-24,2.5,113.0,282.5,false
580,28,51,2025-03-26,4.0,149.0,596.0,true
581,28,51,2025-05-04,1.0,149.0,149.0,true
582,28,15,2025-04-12,4.0,113.0,452.0,true
583,28,59,2025-05-17,4.0,113.0,452.0,true
584,28,51,2025-02-11,2.5,149.0,372.5,true
585,28,59,2025-01-09,4.0,113.0,452.0,true
586,28,30,2025-02-10,8.0,161.0,1288.0,true
587,28,59,2025-05-13,8.0,113.0,904.0,false
588,28,59,2025-06-30,2.5,113.0,282.5,false
589,29,67,2025-04-14,4.0,77.0,308.0,true
590,29,67,2025-07-07,2.5,77.0,192.5,true
591,29,67,2025-03-24,1.0,77.0,77.0,true
592,29,6,2025-01-13,1.0,137.0,137.0,true
593,29,6,2025-05-28,2.5,137.0,342.5,true
594,29,6,2025-05-30,8.0,137.0,1096.0,true
595,29,6,2025-01-31,2.5,137.0,342.5,false
596,29,67,2025-02-11,2.5,77.0,192.5,true
597,29,6,2025-03-24,4.0,137.0,548.0,true
598,29,67,2025-07-07,1.0,77.0,77.0,true
599,29,67,2025-01-18,4.0,77.0,308.0,true
600,29,6,2025-01-31,4.0,137.0,548.0,true
601,29,6,2025-04-08,1.0,137.0,137.0,true
602,29,6,2025-02-02,8.0,137.0,1096.0,false
603,29,67,2025-01-24,1.0,77.0,77.0,true
604,29,6,2025-01-31,4.0,137.0,548.0,true
605,29,67,2025-06-08,4.0,77.0,308.0,false
606,30,42,2025-06-26,8.0,173.0,1384.0,true
607,30,15,2025-01-23,1.0,113.0,113.0,false
608,30,42,2025-01-25,1.0,173.0,173.0,false
609,30,15,2025-06-29,8.0,113.0,904.0,false
610,30,15,2025-01-08,2.5,113.0,282.5,true
611,30,15,2025-07-04,4.0,113.0,452.0,true
612,30,42,2025-02-18,2.5,173.0,432.5,false
613,30,15,2025-05-01,1.0,113.0,113.0,true
614,30,42,2025-02-04,8.0,173.0,1384.0,true
615,30,42,2025-03-13,8.0,173.0,1384.0,true
616,30,42,2025-07-01,2.5,173.0,432.5,true
617,30,15,2025-06-15,8.0,113.0,904.0,true
618,30,15,2025-01-20,8.0,113.0,904.0,true
619,30,15,2025-06-06,2.5,113.0,282.5,true
620,30,15,2025-05-30,2.5,113.0,282.5,true
621,30,42,2025-05-22,2.5,173.0,432.5,true
622,31,31,2025-01-05,8.0,173.0,1384.0,true
623,31,31,2025-07-22,8.0,173.0,1384.0,true
624,31,31,2025-02-16,8.0,173.0,1384.0,true
625,31,31,2025-03-10,4.0,173.0,692.0,true
626,31,68,2025-03-15,4.0,89.0,356.0,true
627,31,78,2025-05-22,1.0,77.0,77.0,false
628,31,31,2025-04-09,8.0,173.0,1384.0,false
629,31,68,2025-07-03,1.0,89.0,89.0,true
630,31,31,2025-02-01,4.0,173.0,692.0,true
631,31,31,2025-06-09,1.0,173.0,173.0,true
632,31,68,2025-03-25,1.0,89.0,89.0,true
633,31,68,2025-05-17,8.0,89.0,712.0,true
634,31,68,2025-01-29,2.5,89.0,222.5,true
635,31,78,2025-06-19,1.0,77.0,77.0,true
636,31,68,2025-05-01,8.0,89.0,712.0,true
637,31,31,2025-05-11,1.0,173.0,173.0,true
638,31,78,2025-03-23,4.0,77.0,308.0,true
639,31,78,2025-01-20,2.5,77.0,192.5,true
640,31,68,2025-02-26,4.0,89.0,356.0,true
641,31,78,2025-02-05,8.0,77.0,616.0,true
642,31,31,2025-05-06,8.0,173.0,1384.0,true
643,31,78,2025-06-30,8.0,77.0,616.0,true
644,31,78,2025-01-03,8.0,77.0,616.0,true
645,31,68,2025-03-21,8.0,89.0,712.0,true
646,31,68,2025-06-12,2.5,89.0,222.5,true
647,31,31,2025-05-11,4.0,173.0,692.0,true
648,31,31,2025-06-09,1.0,173.0,173.0,false
649,32,1,2025-03-21,4.0,77.0,308.0,true
650,32,1,2025-07-03,2.5,77.0,192.5,true
651,32,68,2025-06-27,2.5,89.0,222.5,false
652,32,1,2025-06-21,1.0,77.0,77.0,false
653,32,2,2025-04-23,2.5,89.0,222.5,true
654,32,1,2025-06-20,1.0,77.0,77.0,true
655,32,68,2025-01-08,8.0,89.0,712.0,true
656,32,1,2025-07-01,4.0,77.0,308.0,true
657,32,1,2025-06-12,1.0,77.0,77.0,true
658,32,2,2025-07-07,4.0,89.0,356.0,true
659,32,68,2025-01-23,1.0,89.0,89.0,true
660,32,1,2025-06-28,2.5,77.0,192.5,true
661,32,68,2025-05-10,4.0,89.0,356.0,true
662,32,1,2025-02-13,2.5,77.0,192.5,false
663,32,1,2025-04-10,8.0,77.0,616.0,true
664,32,1,2025-06-25,8.0,77.0,616.0,true
665,32,1,2025-01-21,2.5,77.0,192.5,true
666,32,1,2025-04-27,4.0,77.0,308.0,true
667,32,1,2025-02-17,4.0,77.0,308.0,true
668,32,2,2025-03-19,4.0,89.0,356.0,true
669,32,68,2025-01-16,8.0,89.0,712.0,true
670,32,2,2025-05-05,2.5,89.0,222.5,true
671,32,1,2025-01-08,4.0,77.0,308.0,true
672,32,2,2025-05-17,1.0,89.0,89.0,true
673,32,68,2025-07-16,8.0,89.0,712.0,true
674,33,18,2025-07-19,2.5,149.0,372.5,true
675,33,78,2025-01-12,2.5,77.0,192.5,true
676,33,78,2025-04-26,4.0,77.0,308.0,true
677,33,18,2025-06-16,1.0,149.0,149.0,true
678,33,18,2025-06-08,4.0,149.0,596.0,false
679,33,78,2025-03-23,4.0,77.0,308.0,true
680,33,78,2025-03-07,1.0,77.0,77.0,true
681,33,41,2025-04-20,1.0,161.0,161.0,true
682,33,41,2025-04-05,1.0,161.0,161.0,true
683,33,41,2025-03-02,8.0,161.0,1288.0,true
684,33,78,2025-06-21,4.0,77.0,308.0,true
685,33,18,2025-01-27,8.0,149.0,1192.0,true
686,33,41,2025-05-21,2.5,161.0,402.5,true
687,34,17,2025-05-27,4.0,137.0,548.0,false
688,34,76,2025-07-05,8.0,185.0,1480.0,true
689,34,76,2025-02-02,1.0,185.0,185.0,true
690,34,29,2025-05-31,4.0,149.0,596.0,true
691,34,29,2025-06-13,1.0,149.0,149.0,false
692,34,80,2025-03-19,2.5,101.0,252.5,false
693,34,80,2025-02-19,1.0,101.0,101.0,true
694,34,17,2025-02-17,2.5,137.0,342.5,true
695,34,80,2025-01-07,8.0,101.0,808.0,true
696,34,17,2025-07-18,8.0,137.0,1096.0,true
697,34,17,2025-02-20,8.0,137.0,1096.0,true
698,34,80,2025-04-07,8.0,101.0,808.0,true
699,34,29,2025-01-19,8.0,149.0,1192.0,true
700,34,76,2025-04-06,2.5,185.0,462.5,true
701,34,29,2025-02-26,4.0,149.0,596.0,true
702,35,14,2025-06-15,4.0,101.0,404.0,true
703,35,14,2025-04-09,1.0,101.0,101.0,true
704,35,73,2025-04-25,1.0,149.0,149.0,true
705,35,50,2025-02-20,8.0,137.0,1096.0,true
706,35,4,2025-04-07,2.5,113.0,282.5,false
707,35,73,2025-06-12,2.5,149.0,372.5,true
708,35,4,2025-03-01,1.0,113.0,113.0,false
709,35,73,2025-04-18,8.0,149.0,1192.0,true
710,35,4,2025-07-21,8.0,113.0,904.0,true
711,35,50,2025-05-22,8.0,137.0,1096.0,true
712,35,50,2025-06-30,4.0,137.0,548.0,true
713,35,73,2025-01-29,8.0,149.0,1192.0,true
714,35,14,2025-04-18,8.0,101.0,808.0,false
715,35,73,2025-01-03,8.0,149.0,1192.0,true
716,35,14,2025-06-04,2.5,101.0,252.5,true
717,35,50,2025-07-09,8.0,137.0,1096.0,true
718,35,14,2025-04-07,1.0,101.0,101.0,true
719,35,73,2025-04-07,2.5,149.0,372.5,false
720,35,73,2025-05-26,4.0,149.0,596.0,true
721,35,50,2025-01-05,2.5,137.0,342.5,true
722,35,50,2025-06-25,4.0,137.0,548.0,false
723,35,14,2025-06-13,1.0,101.0,101.0,true
724,35,4,2025-03-29,2.5,113.0,282.5,true
725,35,73,2025-04-14,1.0,149.0,149.0,false
726,35,50,2025-02-02,1.0,137.0,137.0,true
727,35,14,2025-01-23,1.0,101.0,101.0,true
728,35,50,2025-02-16,8.0,137.0,1096.0,false
729,35,14,2025-07-22,4.0,101.0,404.0,true
730,36,45,2025-03-26,8.0,77.0,616.0,true
731,36,65,2025-03-18,2.5,185.0,462.5,true
732,36,65,2025-05-20,2.5,185.0,462.5,false
733,36,50,2025-01-30,2.5,137.0,342.5,true
734,36,45,2025-02-27,1.0,77.0,77.0,true
735,36,25,2025-05-21,4.0,101.0,404.0,true
736,36,65,2025-06-04,8.0,185.0,1480.0,true
737,36,45,2025-06-06,1.0,77.0,77.0,true
738,36,65,2025-01-16,2.5,185.0,462.5,false
739,36,50,2025-06-19,2.5,137.0,342.5,true
740,36,65,2025-01-20,1.0,185.0,185.0,true
741,36,25,2025-01-30,4.0,101.0,404.0,true
742,36,25,2025-01-13,2.5,101.0,252.5,true
743,37,35,2025-03-04,2.5,89.0,222.5,true
744,37,64,2025-01-25,8.0,173.0,1384.0,true
745,37,73,2025-03-18,8.0,149.0,1192.0,true
746,37,64,2025-06-30,8.0,173.0,1384.0,true
747,37,64,2025-02-17,8.0,173.0,1384.0,true
748,37,64,2025-04-16,2.5,173.0,432.5,true
749,37,73,2025-05-22,2.5,149.0,372.5,true
750,37,73,2025-03-18,1.0,149.0,149.0,true
751,37,35,2025-05-18,2.5,89.0,222.5,true
752,37,64,2025-05-02,8.0,173.0,1384.0,false
753,37,35,2025-02-07,8.0,89.0,712.0,true
754,37,35,2025-07-01,4.0,89.0,356.0,true
755,37,35,2025-03-01,8.0,89.0,712.0,true
756,37,73,2025-07-12,4.0,149.0,596.0,true
757,37,35,2025-01-06,2.5,89.0,222.5,true
758,37,35,2025-01-13,4.0,89.0,356.0,true
759,37,35,2025-01-23,8.0,89.0,712.0,true
760,37,73,2025-06-08,4.0,149.0,596.0,true
761,37,35,2025-05-15,2.5,89.0,222.5,true
762,37,64,2025-06-15,1.0,173.0,173.0,false
763,37,35,2025-02-14,1.0,89.0,89.0,true
764,37,35,2025-01-27,2.5,89.0,222.5,true
765,37,73,2025-06-03,1.0,149.0,149.0,true
766,37,73,2025-03-19,1.0,149.0,149.0,true
767,38,67,2025-02-24,4.0,77.0,308.0,true
768,38,15,2025-03-20,1.0,113.0,113.0,true
769,38,62,2025-01-29,4.0,149.0,596.0,true
770,38,15,2025-02-07,1.0,113.0,113.0,true
771,38,67,2025-01-24,1.0,77.0,77.0,false
772,38,62,2025-02-11,4.0,149.0,596.0,true
773,38,15,2025-07-09,4.0,113.0,452.0,true
774,38,15,2025-04-19,8.0,113.0,904.0,true
775,38,15,2025-01-03,1.0,113.0,113.0,true
776,38,62,2025-05-16,4.0,149.0,596.0,true
777,38,67,2025-01-14,4.0,77.0,308.0,true
778,38,15,2025-06-09,1.0,113.0,113.0,true
779,38,62,2025-07-14,8.0,149.0,1192.0,true
780,38,67,2025-02-04,1.0,77.0,77.0,true
781,38,62,2025-03-13,2.5,149.0,372.5,true
782,38,67,2025-05-17,4.0,77.0,308.0,true
783,38,15,2025-06-07,2.5,113.0,282.5,false
784,38,67,2025-01-26,2.5,77.0,192.5,true
785,38,67,2025-06-20,2.5,77.0,192.5,true
786,38,15,2025-03-26,4.0,113.0,452.0,true
787,38,62,2025-02-19,4.0,149.0,596.0,true
788,38,15,2025-01-20,2.5,113.0,282.5,true
789,38,62,2025-03-06,2.5,149.0,372.5,true
790,39,47,2025-03-12,4.0,101.0,404.0,false
791,39,28,2025-07-04,4.0,137.0,548.0,true
792,39,38,2025-01-28,1.0,125.0,125.0,true
793,39,12,2025-04-29,2.5,77.0,192.5,true
794,39,28,2025-04-08,8.0,137.0,1096.0,true
795,39,12,2025-03-23,1.0,77.0,77.0,true
796,39,47,2025-04-24,2.5,101.0,252.5,false
797,39,38,2025-07-19,1.0,125.0,125.0,false
798,39,47,2025-04-02,8.0,101.0,808.0,true
799,39,12,2025-02-16,2.5,77.0,192.5,true
800,39,47,2025-06-24,1.0,101.0,101.0,false
801,39,38,2025-04-22,4.0,125.0,500.0,true
802,39,12,2025-03-30,4.0,77.0,308.0,true
803,39,47,2025-03-21,4.0,101.0,404.0,true
804,39,12,2025-02-27,4.0,77.0,308.0,false
805,39,28,2025-04-03,8.0,137.0,1096.0,true
806,39,47,2025-03-04,8.0,101.0,808.0,true
807,39,38,2025-04-26,1.0,125.0,125.0,true
808,40,1,2025-01-20,1.0,77.0,77.0,true
809,40,72,2025-05-08,8.0,137.0,1096.0,true
810,40,72,2025-01-30,1.0,137.0,137.0,true
811,40,1,2025-01-04,2.5,77.0,192.5,true
812,40,13,2025-02-04,1.0,89.0,89.0,true
813,40,51,2025-06-23,2.5,149.0,372.5,true
814,40,13,2025-05-20,1.0,89.0,89.0,true
815,40,13,2025-02-19,1.0,89.0,89.0,true
816,40,72,2025-03-09,4.0,137.0,548.0,true
817,40,13,2025-06-07,4.0,89.0,356.0,true
818,40,72,2025-05-13,2.5,137.0,342.5,true
819,40,51,2025-03-02,2.5,149.0,372.5,true
820,40,13,2025-02-27,1.0,89.0,89.0,true
821,40,51,2025-05-30,2.5,149.0,372.5,true
822,40,51,2025-01-17,2.5,149.0,372.5,true
823,40,51,2025-07-02,4.0,149.0,596.0,true
824,40,1,2025-01-27,4.0,77.0,308.0,true
825,40,72,2025-02-23,2.5,137.0,342.5,true
826,40,51,2025-07-12,2.5,149.0,372.5,false
827,40,72,2025-06-22,1.0,137.0,137.0,true
828,41,73,2025-05-05,2.5,149.0,372.5,true
829,41,17,2025-01-08,4.0,137.0,548.0,true
830,41,17,2025-02-11,2.5,137.0,342.5,true
831,41,64,2025-04-01,1.0,173.0,173.0,true
832,41,17,2025-01-17,1.0,137.0,137.0,true
833,41,17,2025-01-30,2.5,137.0,342.5,true
834,41,17,2025-02-08,2.5,137.0,342.5,true
835,41,17,2025-02-13,1.0,137.0,137.0,false
836,41,64,2025-06-30,8.0,173.0,1384.0,true
837,41,17,2025-03-09,2.5,137.0,342.5,true
838,41,73,2025-02-10,8.0,149.0,1192.0,true
839,41,73,2025-01-26,8.0,149.0,1192.0,true
840,42,44,2025-01-13,8.0,65.0,520.0,false
841,42,44,2025-02-20,1.0,65.0,65.0,true
842,42,54,2025-07-04,8.0,185.0,1480.0,true
843,42,54,2025-03-13,1.0,185.0,185.0,true
844,42,54,2025-01-12,2.5,185.0,462.5,false
845,42,54,2025-04-20,2.5,185.0,462.5,true
846,42,76,2025-03-05,1.0,185.0,185.0,true
847,42,54,2025-02-22,1.0,185.0,185.0,false
848,42,76,2025-01-21,1.0,185.0,185.0,true
849,42,76,2025-03-10,8.0,185.0,1480.0,false
850,42,54,2025-07-12,1.0,185.0,185.0,true
851,42,76,2025-01-03,2.5,185.0,462.5,true
852,42,44,2025-05-04,1.0,65.0,65.0,false
853,42,76,2025-05-20,1.0,185.0,185.0,true
854,42,54,2025-03-05,1.0,185.0,185.0,false
855,42,54,2025-02-11,4.0,185.0,740.0,true
856,42,54,2025-05-14,8.0,185.0,1480.0,true
857,42,54,2025-05-30,2.5,185.0,462.5,true
858,42,54,2025-05-27,8.0,185.0,1480.0,true
859,42,76,2025-03-05,8.0,185.0,1480.0,true
860,42,54,2025-03-18,2.5,185.0,462.5,true
861,42,76,2025-05-02,4.0,185.0,740.0,true
862,42,54,2025-06-09,1.0,185.0,185.0,true
863,42,44,2025-01-22,2.5,65.0,162.5,true
864,42,54,2025-02-09,1.0,185.0,185.0,true
865,43,12,2025-04-26,8.0,77.0,616.0,true
866,43,12,2025-04-04,4.0,77.0,308.0,false
867,43,54,2025-01-21,8.0,185.0,1480.0,true
868,43,12,2025-06-08,1.0,77.0,77.0,true
869,43,12,2025-07-20,1.0,77.0,77.0,true
870,43,12,2025-04-03,8.0,77.0,616.0,true
871,43,12,2025-04-02,8.0,77.0,616.0,true
872,43,54,2025-03-31,8.0,185.0,1480.0,true
873,43,54,2025-07-05,8.0,185.0,1480.0,true
874,43,12,2025-02-18,1.0,77.0,77.0,true
875,43,12,2025-02-15,4.0,77.0,308.0,true
876,43,12,2025-04-21,2.5,77.0,192.5,false
877,44,6,2025-04-06,1.0,137.0,137.0,true
878,44,13,2025-07-06,1.0,89.0,89.0,false
879,44,6,2025-03-01,8.0,137.0,1096.0,true
880,44,41,2025-01-22,4.0,161.0,644.0,true
881,44,13,2025-06-04,4.0,89.0,356.0,true
882,44,13,2025-04-21,4.0,89.0,356.0,true
883,44,6,2025-02-28,4.0,137.0,548.0,true
884,44,6,2025-02-09,2.5,137.0,342.5,true
885,44,13,2025-01-25,1.0,89.0,89.0,true
886,44,41,2025-03-17,4.0,161.0,644.0,false
887,44,13,2025-03-04,2.5,89.0,222.5,true
888,44,56,2025-07-14,1.0,77.0,77.0,true
889,44,6,2025-03-03,8.0,137.0,1096.0,true
890,44,56,2025-02-11,8.0,77.0,616.0,true
891,44,41,2025-03-14,8.0,161.0,1288.0,true
892,44,41,2025-01-29,8.0,161.0,1288.0,true
893,44,6,2025-06-16,4.0,137.0,548.0,true
894,44,13,2025-03-29,4.0,89.0,356.0,true
895,44,41,2025-04-08,2.5,161.0,402.5,true
896,44,6,2025-01-24,8.0,137.0,1096.0,true
897,44,56,2025-04-28,2.5,77.0,192.5,false
898,44,13,2025-05-24,1.0,89.0,89.0,false
899,44,13,2025-01-27,2.5,89.0,222.5,false
900,44,56,2025-05-07,2.5,77.0,192.5,false
901,44,6,2025-07-07,4.0,137.0,548.0,true
902,45,17,2025-05-04,2.5,137.0,342.5,true
903,45,17,2025-02-13,4.0,137.0,548.0,true
904,45,78,2025-01-29,2.5,77.0,192.5,true
905,45,78,2025-02-17,2.5,77.0,192.5,true
906,45,78,2025-04-12,2.5,77.0,192.5,true
907,45,78,2025-03-29,8.0,77.0,616.0,true
908,45,17,2025-05-06,2.5,137.0,342.5,false
909,45,78,2025-03-13,1.0,77.0,77.0,true
910,45,78,2025-01-08,2.5,77.0,192.5,true
911,45,78,2025-07-17,1.0,77.0,77.0,true
912,45,17,2025-06-20,1.0,137.0,137.0,true
913,45,17,2025-02-04,4.0,137.0,548.0,false
914,45,17,2025-06-02,8.0,137.0,1096.0,true
915,45,17,2025-02-22,4.0,137.0,548.0,true
916,45,17,2025-01-28,8.0,137.0,1096.0,true
917,45,78,2025-04-17,4.0,77.0,308.0,true
918,45,17,2025-02-09,1.0,137.0,137.0,false
919,45,17,2025-07-15,1.0,137.0,137.0,false
920,45,17,2025-02-23,1.0,137.0,137.0,true
921,45,17,2025-02-20,4.0,137.0,548.0,true
922,45,78,2025-05-18,2.5,77.0,192.5,true
923,45,78,2025-01-07,2.5,77.0,192.5,true
924,45,78,2025-07-13,4.0,77.0,308.0,true
925,45,17,2025-01-11,8.0,137.0,1096.0,false
926,45,17,2025-05-17,8.0,137.0,1096.0,true
927,45,17,2025-04-12,2.5,137.0,342.5,true
928,46,68,2025-01-26,4.0,89.0,356.0,true
929,46,68,2025-07-22,8.0,89.0,712.0,true
930,46,68,2025-06-02,1.0,89.0,89.0,true
931,46,68,2025-01-04,1.0,89.0,89.0,true
932,46,68,2025-02-03,8.0,89.0,712.0,true
933,46,68,2025-04-25,1.0,89.0,89.0,true
934,46,68,2025-06-29,2.5,89.0,222.5,true
935,46,68,2025-03-02,8.0,89.0,712.0,true
936,46,68,2025-05-06,8.0,89.0,712.0,true
937,46,68,2025-02-23,8.0,89.0,712.0,true
938,46,68,2025-01-28,8.0,89.0,712.0,true
939,46,22,2025-02-27,1.0,65.0,65.0,true
940,47,20,2025-01-24,4.0,173.0,692.0,true
941,47,20,2025-07-18,1.0,173.0,173.0,true
942,47,20,2025-05-12,2.5,173.0,432.5,false
943,47,66,2025-07-10,4.0,65.0,260.0,true
944,47,20,2025-06-08,2.5,173.0,432.5,true
945,47,76,2025-05-12,1.0,185.0,185.0,true
946,47,20,2025-05-04,8.0,173.0,1384.0,true
947,47,20,2025-06-16,2.5,173.0,432.5,true
948,47,66,2025-04-09,8.0,65.0,520.0,true
949,47,20,2025-02-18,1.0,173.0,173.0,true
950,47,20,2025-03-25,4.0,173.0,692.0,true
951,47,66,2025-03-31,2.5,65.0,162.5,true
952,47,76,2025-03-08,2.5,185.0,462.5,true
953,47,20,2025-02-10,2.5,173.0,432.5,true
954,47,20,2025-02-03,1.0,173.0,173.0,true
955,47,66,2025-04-01,2.5,65.0,162.5,false
956,47,76,2025-05-23,2.5,185.0,462.5,true
957,47,20,2025-05-22,8.0,173.0,1384.0,true
958,47,66,2025-01-30,2.5,65.0,162.5,false
959,47,66,2025-03-31,8.0,65.0,520.0,false
960,47,66,2025-02-04,2.5,65.0,162.5,true
961,47,66,2025-06-03,1.0,65.0,65.0,false
962,47,76,2025-01-18,8.0,185.0,1480.0,true
963,47,20,2025-03-21,8.0,173.0,1384.0,true
964,47,20,2025-07-21,4.0,173.0,692.0,true
965,47,66,2025-07-18,1.0,65.0,65.0,true
966,47,66,2025-01-24,2.5,65.0,162.5,true
967,47,76,2025-05-09,2.5,185.0,462.5,true
968,48,73,2025-04-30,1.0,149.0,149.0,false
969,48,77,2025-05-01,8.0,65.0,520.0,true
970,48,8,2025-02-16,4.0,161.0,644.0,false
971,48,76,2025-02-28,2.5,185.0,462.5,true
972,48,76,2025-06-12,1.0,185.0,185.0,true
973,48,73,2025-04-26,4.0,149.0,596.0,true
974,48,73,2025-02-16,2.5,149.0,372.5,true
975,48,73,2025-05-30,2.5,149.0,372.5,false
976,48,77,2025-04-10,2.5,65.0,162.5,false
977,48,8,2025-01-28,8.0,161.0,1288.0,true
978,48,73,2025-03-05,4.0,149.0,596.0,true
979,48,76,2025-03-17,4.0,185.0,740.0,true
980,48,76,2025-04-19,4.0,185.0,740.0,false
981,48,76,2025-03-15,1.0,185.0,185.0,false
982,48,73,2025-07-22,4.0,149.0,596.0,true
983,48,77,2025-01-31,2.5,65.0,162.5,true
984,48,77,2025-04-13,8.0,65.0,520.0,true
985,48,73,2025-05-22,2.5,149.0,372.5,true
986,48,73,2025-01-11,8.0,149.0,1192.0,true
987,48,77,2025-02-02,4.0,65.0,260.0,true
988,48,8,2025-06-10,2.5,161.0,402.5,false
989,48,77,2025-05-27,2.5,65.0,162.5,true
990,48,76,2025-02-01,8.0,185.0,1480.0,false
991,48,77,2025-02-03,4.0,65.0,260.0,true
992,48,73,2025-01-09,1.0,149.0,149.0,true
993,48,77,2025-02-07,8.0,65.0,520.0,true
994,49,53,2025-01-28,8.0,173.0,1384.0,false
995,49,53,2025-04-13,4.0,173.0,692.0,true
996,49,35,2025-04-10,8.0,89.0,712.0,true
997,49,53,2025-04-03,2.5,173.0,432.5,false
998,49,35,2025-02-09,4.0,89.0,356.0,false
999,49,35,2025-04-15,4.0,89.0,356.0,true
1000,49,53,2025-04-05,2.5,173.0,432.5,true
1001,49,35,2025-05-12,4.0,89.0,356.0,true
1002,49,53,2025-06-11,8.0,173.0,1384.0,true
1003,49,35,2025-05-11,8.0,89.0,712.0,true
1004,49,53,2025-06-07,1.0,173.0,173.0,true
1005,49,53,2025-05-03,4.0,173.0,692.0,true
1006,49,77,2025-03-20,4.0,65.0,260.0,true
1007,49,35,2025-01-26,8.0,89.0,712.0,true
1008,49,35,2025-05-26,2.5,89.0,222.5,true
1009,49,53,2025-02-18,8.0,173.0,1384.0,true
1010,49,53,2025-06-26,1.0,173.0,173.0,true
1011,49,53,2025-01-11,2.5,173.0,432.5,true
1012,49,53,2025-06-09,8.0,173.0,1384.0,true
1013,49,77,2025-04-05,1.0,65.0,65.0,true
1014,49,77,2025-03-14,8.0,65.0,520.0,true
1015,49,53,2025-05-19,8.0,173.0,1384.0,true
1016,49,35,2025-01-11,2.5,89.0,222.5,false
1017,49,53,2025-03-02,8.0,173.0,1384.0,true
1018,49,35,2025-05-18,2.5,89.0,222.5,false
1019,49,35,2025-07-04,1.0,89.0,89.0,true
1020,49,77,2025-02-12,8.0,65.0,520.0,false
1021,50,50,2025-03-18,8.0,137.0,1096.0,true
1022,50,13,2025-05-22,8.0,89.0,712.0,true
1023,50,13,2025-07-02,8.0,89.0,712.0,true
1024,50,13,2025-05-16,4.0,89.0,356.0,true
1025,50,50,2025-06-22,2.5,137.0,342.5,false
1026,50,13,2025-06-16,2.5,89.0,222.5,true
