scan_id,shipment_id,stop_id,scanned_at,event_type,location
469,162,162,2025-04-27 10:24:00,pickup,Berlin
470,162,162,2025-04-27 10:08:00,out_for_delivery,Leipzig
471,162,162,2025-04-27 10:24:00,delivered,Hamburg
472,163,163,2025-04-27 11:24:00,pickup,Hamburg
473,163,163,2025-04-27 11:18:00,out_for_delivery,Leipzig
474,163,163,2025-04-27 11:16:00,delivered,Köln
475,164,164,2025-04-27 11:46:00,pickup,Frankfurt
476,164,164,2025-04-27 12:23:00,out_for_delivery,München
477,164,164,2025-04-27 12:16:00,delivered,Frankfurt
478,165,165,2025-04-27 14:36:00,pickup,Leipzig
479,165,165,2025-04-27 14:26:00,out_for_delivery,München
480,166,166,2025-04-27 14:33:00,pickup,Frankfurt
481,166,166,2025-04-27 14:33:00,out_for_delivery,Berlin
482,166,166,2025-04-27 14:28:00,delivered,Stuttgart
483,167,167,2025-04-20 08:40:00,pickup,Frankfurt
484,167,167,2025-04-20 08:56:00,out_for_delivery,Köln
485,168,168,2025-04-20 10:11:00,pickup,Köln
486,168,168,2025-04-20 10:41:00,out_for_delivery,Leipzig
487,168,168,2025-04-20 10:06:00,delivered,Köln
488,169,169,2025-04-20 11:02:00,pickup,Frankfurt
489,169,169,2025-04-20 11:00:00,out_for_delivery,Frankfurt
490,169,169,2025-04-20 10:36:00,delivered,Hamburg
491,170,170,2025-04-20 12:36:00,pickup,München
492,170,170,2025-04-20 12:13:00,out_for_delivery,Köln
493,170,170,2025-04-20 12:29:00,delivered,Köln
494,171,171,2025-04-20 13:14:00,pickup,Berlin
495,171,171,2025-04-20 13:35:00,out_for_delivery,Berlin
496,171,171,2025-04-20 13:23:00,delivered,Stuttgart
497,172,172,2025-04-30 09:02:00,pickup,Köln
498,172,172,2025-04-30 09:10:00,out_for_delivery,Köln
499,172,172,2025-04-30 09:14:00,delivered,München
500,173,173,2025-04-30 09:53:00,pickup,Berlin
501,173,173,2025-04-30 10:05:00,out_for_delivery,Berlin
502,173,173,2025-04-30 09:58:00,delivered,Leipzig
503,174,174,2025-04-30 10:47:00,pickup,Leipzig
504,174,174,2025-04-30 11:22:00,out_for_delivery,Frankfurt
505,174,174,2025-04-30 11:07:00,delivered,Stuttgart
506,175,175,2025-04-18 09:22:00,pickup,Berlin
507,175,175,2025-04-18 09:42:00,out_for_delivery,Hamburg
508,175,175,2025-04-18 09:50:00,delivered,Stuttgart
509,176,176,2025-04-18 10:26:00,pickup,Hamburg
510,176,176,2025-04-18 10:00:00,out_for_delivery,Frankfurt
511,176,176,2025-04-18 10:10:00,delivered,München
512,177,177,2025-04-18 11:10:00,pickup,Hamburg
513,177,177,2025-04-18 10:50:00,out_for_delivery,Frankfurt
514,177,177,2025-04-18 10:43:00,delivered,Berlin
515,178,178,2025-04-18 11:34:00,pickup,Frankfurt
516,178,178,2025-04-18 11:33:00,out_for_delivery,Hamburg
517,179,179,2025-04-18 13:10:00,pickup,Frankfurt
518,179,179,2025-04-18 13:29:00,out_for_delivery,München
519,179,179,2025-04-18 13:28:00,delivered,Stuttgart
520,180,180,2025-04-18 13:42:00,pickup,Berlin
521,180,180,2025-04-18 13:39:00,out_for_delivery,Stuttgart
522,180,180,2025-04-18 13:36:00,delivered,Hamburg
523,181,181,2025-04-18 14:29:00,pickup,Leipzig
524,181,181,2025-04-18 14:30:00,out_for_delivery,Leipzig
525,182,182,2025-04-10 09:15:00,pickup,Hamburg
526,182,182,2025-04-10 09:42:00,out_for_delivery,Köln
527,182,182,2025-04-10 09:33:00,delivered,Frankfurt
528,183,183,2025-04-10 10:08:00,pickup,Stuttgart
529,183,183,2025-04-10 10:00:00,out_for_delivery,Leipzig
530,183,183,2025-04-10 10:19:00,delivered,München
531,184,184,2025-04-10 11:06:00,pickup,München
532,184,184,2025-04-10 10:53:00,out_for_delivery,Köln
533,184,184,2025-04-10 11:13:00,delivered,Leipzig
534,185,185,2025-04-10 12:04:00,pickup,Frankfurt
535,185,185,2025-04-10 12:23:00,out_for_delivery,Frankfurt
536,186,186,2025-04-10 13:40:00,pickup,Berlin
537,186,186,2025-04-10 13:30:00,out_for_delivery,München
538,186,186,2025-04-10 13:55:00,delivered,Stuttgart
539,187,187,2025-04-10 14:44:00,pickup,Köln
540,187,187,2025-04-10 14:48:00,out_for_delivery,Stuttgart
541,187,187,2025-04-10 14:15:00,delivered,Köln
542,188,188,2025-04-10 15:41:00,pickup,Köln
543,188,188,2025-04-10 15:51:00,out_for_delivery,Berlin
544,188,188,2025-04-10 15:39:00,delivered,München
545,189,189,2025-06-04 09:25:00,pickup,Frankfurt
546,189,189,2025-06-04 09:51:00,out_for_delivery,Leipzig
547,189,189,2025-06-04 09:16:00,delivered,Stuttgart
548,190,190,2025-06-04 10:37:00,pickup,Berlin
549,190,190,2025-06-04 10:53:00,out_for_delivery,Leipzig
550,190,190,2025-06-04 10:30:00,delivered,Hamburg
551,191,191,2025-06-04 11:34:00,pickup,Stuttgart
552,191,191,2025-06-04 11:21:00,out_for_delivery,Stuttgart
553,191,191,2025-06-04 11:25:00,delivered,Stuttgart
554,192,192,2025-06-04 12:41:00,pickup,Köln
555,192,192,2025-06-04 12:40:00,out_for_delivery,Berlin
556,192,192,2025-06-04 12:38:00,delivered,Köln
557,193,193,2025-06-05 09:00:00,pickup,Stuttgart
558,193,193,2025-06-05 09:12:00,out_for_delivery,Köln
559,193,193,2025-06-05 09:29:00,delivered,Berlin
560,194,194,2025-06-05 10:03:00,pickup,Köln
561,194,194,2025-06-05 10:23:00,out_for_delivery,Hamburg
562,194,194,2025-06-05 10:08:00,delivered,München
563,195,195,2025-06-05 10:44:00,pickup,Leipzig
564,195,195,2025-06-05 10:48:00,out_for_delivery,Berlin
565,195,195,2025-06-05 10:52:00,delivered,Stuttgart
566,196,196,2025-06-05 11:56:00,pickup,Stuttgart
567,196,196,2025-06-05 12:11:00,out_for_delivery,Frankfurt
568,196,196,2025-06-05 12:17:00,delivered,Berlin
569,197,197,2025-06-05 13:21:00,pickup,Stuttgart
570,197,197,2025-06-05 13:19:00,out_for_delivery,Berlin
571,197,197,2025-06-05 13:02:00,delivered,Frankfurt
572,198,198,2025-06-05 14:04:00,pickup,Köln
573,198,198,2025-06-05 14:23:00,out_for_delivery,Frankfurt
574,198,198,2025-06-05 13:52:00,delivered,Köln
575,199,199,2025-06-05 15:27:00,pickup,Frankfurt
576,199,199,2025-06-05 15:03:00,out_for_delivery,Hamburg
577,199,199,2025-06-05 14:54:00,delivered,Hamburg
578,200,200,2025-06-08 09:10:00,pickup,München
579,200,200,2025-06-08 08:54:00,out_for_delivery,München
580,201,201,2025-06-08 11:11:00,pickup,Hamburg
581,201,201,2025-06-08 11:02:00,out_for_delivery,Stuttgart
582,201,201,2025-06-08 11:07:00,delivered,Frankfurt
583,202,202,2025-06-08 11:03:00,pickup,Köln
584,202,202,2025-06-08 11:08:00,out_for_delivery,München
585,202,202,2025-06-08 10:51:00,delivered,Köln
586,203,203,2025-06-08 11:55:00,pickup,Köln
587,203,203,2025-06-08 12:06:00,out_for_delivery,Köln
588,204,204,2025-06-08 13:11:00,pickup,Hamburg
589,204,204,2025-06-08 13:29:00,out_for_delivery,Leipzig
590,204,204,2025-06-08 13:10:00,delivered,Hamburg
591,205,205,2025-05-07 09:27:00,pickup,München
592,205,205,2025-05-07 09:41:00,out_for_delivery,Köln
593,205,205,2025-05-07 09:32:00,delivered,München
594,206,206,2025-05-07 09:51:00,pickup,Stuttgart
595,206,206,2025-05-07 09:40:00,out_for_delivery,Köln
596,206,206,2025-05-07 09:57:00,delivered,Stuttgart
597,207,207,2025-05-07 11:31:00,pickup,Berlin
598,207,207,2025-05-07 11:19:00,out_for_delivery,Köln
599,207,207,2025-05-07 11:30:00,delivered,Hamburg
600,208,208,2025-05-07 12:05:00,pickup,München
601,208,208,2025-05-07 12:07:00,out_for_delivery,Hamburg
602,208,208,2025-05-07 11:53:00,delivered,Frankfurt
603,209,209,2025-05-07 12:56:00,pickup,Berlin
604,209,209,2025-05-07 12:41:00,out_for_delivery,Frankfurt
605,209,209,2025-05-07 12:43:00,delivered,Frankfurt
606,210,210,2025-04-13 09:03:00,pickup,Leipzig
607,210,210,2025-04-13 08:53:00,out_for_delivery,Stuttgart
608,210,210,2025-04-13 09:04:00,delivered,München
609,211,211,2025-04-13 09:01:00,pickup,Berlin
610,211,211,2025-04-13 09:25:00,out_for_delivery,Hamburg
611,211,211,2025-04-13 09:13:00,delivered,Stuttgart
612,212,212,2025-04-13 11:00:00,pickup,Hamburg
613,212,212,2025-04-13 10:43:00,out_for_delivery,Stuttgart
614,212,212,2025-04-13 10:44:00,delivered,München
615,213,213,2025-04-13 12:08:00,pickup,Leipzig
616,213,213,2025-04-13 12:35:00,out_for_delivery,Köln
617,213,213,2025-04-13 12:22:00,delivered,Köln
618,214,214,2025-04-13 13:29:00,pickup,München
619,214,214,2025-04-13 13:15:00,out_for_delivery,München
620,214,214,2025-04-13 13:11:00,delivered,Frankfurt
621,215,215,2025-04-13 13:47:00,pickup,Berlin
622,215,215,2025-04-13 13:57:00,out_for_delivery,Hamburg
623,215,215,2025-04-13 13:58:00,delivered,Frankfurt
624,216,216,2025-04-13 15:10:00,pickup,Köln
625,216,216,2025-04-13 15:24:00,out_for_delivery,Stuttgart
626,216,216,2025-04-13 15:25:00,delivered,Berlin
627,217,217,2025-05-19 09:35:00,pickup,Hamburg
628,217,217,2025-05-19 09:03:00,out_for_delivery,Leipzig
629,217,217,2025-05-19 09:35:00,delivered,Berlin
630,218,218,2025-05-19 10:36:00,pickup,München
631,218,218,2025-05-19 10:13:00,out_for_delivery,Frankfurt
632,218,218,2025-05-19 10:34:00,delivered,München
633,219,219,2025-05-19 11:17:00,pickup,Stuttgart
634,219,219,2025-05-19 11:32:00,out_for_delivery,Berlin
635,220,220,2025-05-19 12:13:00,pickup,Köln
636,220,220,2025-05-19 12:03:00,out_for_delivery,Hamburg
637,221,221,2025-05-19 13:29:00,pickup,Köln
638,221,221,2025-05-19 13:24:00,out_for_delivery,Berlin
639,221,221,2025-05-19 13:27:00,delivered,Berlin
640,222,222,2025-05-08 09:40:00,pickup,Berlin
641,222,222,2025-05-08 09:41:00,out_for_delivery,München
642,222,222,2025-05-08 09:39:00,delivered,München
643,223,223,2025-05-08 10:14:00,pickup,Köln
644,223,223,2025-05-08 10:33:00,out_for_delivery,München
645,223,223,2025-05-08 10:32:00,delivered,München
646,224,224,2025-05-08 11:14:00,pickup,München
647,224,224,2025-05-08 11:15:00,out_for_delivery,München
648,225,225,2025-06-12 08:51:00,pickup,Leipzig
649,225,225,2025-06-12 08:53:00,out_for_delivery,München
650,225,225,2025-06-12 09:18:00,delivered,Stuttgart
651,226,226,2025-06-12 09:31:00,pickup,Stuttgart
652,226,226,2025-06-12 09:41:00,out_for_delivery,Frankfurt
653,226,226,2025-06-12 09:34:00,delivered,Berlin
654,227,227,2025-06-12 12:00:00,pickup,München
655,227,227,2025-06-12 12:05:00,out_for_delivery,Berlin
656,227,227,2025-06-12 12:17:00,delivered,Leipzig
657,228,228,2025-06-12 12:04:00,pickup,Frankfurt
658,228,228,2025-06-12 11:50:00,out_for_delivery,Berlin
659,228,228,2025-06-12 12:24:00,delivered,Berlin
660,229,229,2025-05-29 08:50:00,pickup,Leipzig
661,229,229,2025-05-29 09:03:00,out_for_delivery,Stuttgart
662,229,229,2025-05-29 09:11:00,delivered,Hamburg
663,230,230,2025-05-29 09:40:00,pickup,München
664,230,230,2025-05-29 09:56:00,out_for_delivery,Leipzig
665,230,230,2025-05-29 10:02:00,delivered,Frankfurt
666,231,231,2025-05-29 11:49:00,pickup,Leipzig
667,231,231,2025-05-29 11:41:00,out_for_delivery,Stuttgart
668,231,231,2025-05-29 12:08:00,delivered,Berlin
669,232,232,2025-05-11 09:03:00,pickup,Berlin
670,232,232,2025-05-11 09:09:00,out_for_delivery,München
671,232,232,2025-05-11 09:22:00,delivered,Stuttgart
672,233,233,2025-05-11 10:17:00,pickup,München
673,233,233,2025-05-11 10:23:00,out_for_delivery,Stuttgart
674,233,233,2025-05-11 10:52:00,delivered,Köln
675,234,234,2025-05-11 11:07:00,pickup,Stuttgart
676,234,234,2025-05-11 11:02:00,out_for_delivery,Berlin
677,234,234,2025-05-11 11:07:00,delivered,Berlin
678,235,235,2025-05-11 12:55:00,pickup,Hamburg
679,235,235,2025-05-11 13:10:00,out_for_delivery,Frankfurt
680,235,235,2025-05-11 13:08:00,delivered,Frankfurt
681,236,236,2025-05-11 13:17:00,pickup,München
682,236,236,2025-05-11 12:55:00,out_for_delivery,Leipzig
683,236,236,2025-05-11 12:54:00,delivered,Stuttgart
684,237,237,2025-05-11 14:52:00,pickup,Frankfurt
685,237,237,2025-05-11 14:40:00,out_for_delivery,Köln
686,237,237,2025-05-11 14:24:00,delivered,Berlin
687,238,238,2025-05-11 15:39:00,pickup,Leipzig
688,238,238,2025-05-11 16:02:00,out_for_delivery,München
689,238,238,2025-05-11 15:32:00,delivered,Berlin
690,239,239,2025-04-18 09:18:00,pickup,Stuttgart
691,239,239,2025-04-18 09:11:00,out_for_delivery,Frankfurt
692,239,239,2025-04-18 09:05:00,delivered,Leipzig
693,240,240,2025-04-18 09:53:00,pickup,Frankfurt
694,240,240,2025-04-18 09:39:00,out_for_delivery,Köln
695,240,240,2025-04-18 09:21:00,delivered,Berlin
696,241,241,2025-04-18 11:52:00,pickup,Köln
697,241,241,2025-04-18 11:33:00,out_for_delivery,München
698,241,241,2025-04-18 11:22:00,delivered,Köln
699,242,242,2025-04-18 11:54:00,pickup,Berlin
700,242,242,2025-04-18 11:45:00,out_for_delivery,Frankfurt
701,242,242,2025-04-18 11:52:00,delivered,München
702,243,243,2025-04-18 13:00:00,pickup,Leipzig
703,243,243,2025-04-18 12:32:00,out_for_delivery,Köln
704,243,243,2025-04-18 12:39:00,delivered,Stuttgart
705,244,244,2025-04-18 14:33:00,pickup,Hamburg
706,244,244,2025-04-18 14:09:00,out_for_delivery,Frankfurt
707,244,244,2025-04-18 14:31:00,delivered,Hamburg
708,245,245,2025-04-18 15:09:00,pickup,Stuttgart
709,245,245,2025-04-18 15:14:00,out_for_delivery,Berlin
710,245,245,2025-04-18 15:22:00,delivered,Frankfurt
711,246,246,2025-04-06 09:07:00,pickup,Stuttgart
712,246,246,2025-04-06 08:56:00,out_for_delivery,München
713,246,246,2025-04-06 09:13:00,delivered,Berlin
714,247,247,2025-04-06 09:41:00,pickup,Hamburg
715,247,247,2025-04-06 09:52:00,out_for_delivery,Leipzig
716,247,247,2025-04-06 09:40:00,delivered,Berlin
717,248,248,2025-04-06 12:12:00,pickup,Köln
718,248,248,2025-04-06 12:12:00,out_for_delivery,Berlin
719,248,248,2025-04-06 12:07:00,delivered,Leipzig
720,249,249,2025-04-06 11:55:00,pickup,Leipzig
721,249,249,2025-04-06 11:56:00,out_for_delivery,München
722,249,249,2025-04-06 11:52:00,delivered,Frankfurt
723,250,250,2025-04-06 13:18:00,pickup,Berlin
724,250,250,2025-04-06 13:05:00,out_for_delivery,Berlin
725,250,250,2025-04-06 13:25:00,delivered,Köln
726,251,251,2025-04-06 13:20:00,pickup,München
727,251,251,2025-04-06 13:37:00,out_for_delivery,München
728,251,251,2025-04-06 13:28:00,delivered,Berlin
729,252,252,2025-06-25 09:19:00,pickup,Hamburg
730,252,252,2025-06-25 09:27:00,out_for_delivery,München
731,252,252,2025-06-25 09:45:00,delivered,Leipzig
732,253,253,2025-06-25 10:24:00,pickup,Stuttgart
733,253,253,2025-06-25 10:25:00,out_for_delivery,Stuttgart
734,253,253,2025-06-25 10:28:00,delivered,Köln
735,254,254,2025-06-25 11:05:00,pickup,Stuttgart
736,254,254,2025-06-25 11:18:00,out_for_delivery,Frankfurt
737,254,254,2025-06-25 11:13:00,delivered,München
738,255,255,2025-06-25 11:56:00,pickup,Frankfurt
739,255,255,2025-06-25 11:38:00,out_for_delivery,Berlin
740,255,255,2025-06-25 11:53:00,delivered,Frankfurt
741,256,256,2025-05-04 08:53:00,pickup,Stuttgart
742,256,256,2025-05-04 08:21:00,out_for_delivery,München
743,256,256,2025-05-04 08:52:00,delivered,Leipzig
744,257,257,2025-05-04 11:10:00,pickup,Berlin
745,257,257,2025-05-04 11:31:00,out_for_delivery,Leipzig
746,257,257,2025-05-04 11:25:00,delivered,Frankfurt
747,258,258,2025-05-04 11:29:00,pickup,Frankfurt
748,258,258,2025-05-04 11:02:00,out_for_delivery,Leipzig
749,258,258,2025-05-04 11:17:00,delivered,Stuttgart
750,259,259,2025-05-04 11:53:00,pickup,Köln
751,259,259,2025-05-04 11:52:00,out_for_delivery,Köln
752,259,259,2025-05-04 11:55:00,delivered,Leipzig
753,260,260,2025-05-04 13:31:00,pickup,Stuttgart
754,260,260,2025-05-04 13:31:00,out_for_delivery,Frankfurt
755,260,260,2025-05-04 14:08:00,delivered,Frankfurt
756,261,261,2025-04-05 09:13:00,pickup,Hamburg
757,261,261,2025-04-05 08:49:00,out_for_delivery,Stuttgart
758,261,261,2025-04-05 09:14:00,delivered,Berlin
759,262,262,2025-04-05 10:19:00,pickup,Stuttgart
760,262,262,2025-04-05 10:18:00,out_for_delivery,Leipzig
761,262,262,2025-04-05 10:53:00,delivered,Köln
762,263,263,2025-04-05 12:12:00,pickup,Hamburg
763,263,263,2025-04-05 12:10:00,out_for_delivery,Hamburg
764,263,263,2025-04-05 12:27:00,delivered,Köln
765,264,264,2025-04-05 12:38:00,pickup,Frankfurt
766,264,264,2025-04-05 12:04:00,out_for_delivery,Berlin
767,265,265,2025-05-31 09:02:00,pickup,Stuttgart
768,265,265,2025-05-31 08:50:00,out_for_delivery,Leipzig
769,265,265,2025-05-31 09:12:00,delivered,Köln
770,266,266,2025-05-31 10:47:00,pickup,München
771,266,266,2025-05-31 10:52:00,out_for_delivery,Hamburg
772,266,266,2025-05-31 10:33:00,delivered,Frankfurt
773,267,267,2025-05-31 11:11:00,pickup,Leipzig
774,267,267,2025-05-31 11:10:00,out_for_delivery,München
775,267,267,2025-05-31 11:09:00,delivered,München
776,268,268,2025-05-31 11:23:00,pickup,Stuttgart
777,268,268,2025-05-31 11:49:00,out_for_delivery,Berlin
778,268,268,2025-05-31 11:19:00,delivered,Berlin
779,269,269,2025-05-08 10:06:00,pickup,Hamburg
780,269,269,2025-05-08 10:17:00,out_for_delivery,Leipzig
781,269,269,2025-05-08 10:02:00,delivered,Hamburg
782,270,270,2025-05-08 09:56:00,pickup,Berlin
783,270,270,2025-05-08 09:45:00,out_for_delivery,Stuttgart
784,270,270,2025-05-08 09:56:00,delivered,München
785,271,271,2025-05-08 11:01:00,pickup,Berlin
786,271,271,2025-05-08 10:51:00,out_for_delivery,Hamburg
787,271,271,2025-05-08 10:34:00,delivered,München
788,272,272,2025-05-08 12:16:00,pickup,Köln
789,272,272,2025-05-08 11:49:00,out_for_delivery,München
790,272,272,2025-05-08 12:04:00,delivered,Berlin
791,273,273,2025-05-08 13:12:00,pickup,München
792,273,273,2025-05-08 13:17:00,out_for_delivery,Frankfurt
793,273,273,2025-05-08 12:58:00,delivered,Köln
794,274,274,2025-04-15 08:27:00,pickup,Hamburg
795,274,274,2025-04-15 08:15:00,out_for_delivery,Berlin
796,274,274,2025-04-15 08:28:00,delivered,Leipzig
797,275,275,2025-04-15 09:40:00,pickup,Stuttgart
798,275,275,2025-04-15 09:51:00,out_for_delivery,Köln
799,275,275,2025-04-15 09:45:00,delivered,München
800,276,276,2025-04-15 10:21:00,pickup,Leipzig
801,276,276,2025-04-15 10:02:00,out_for_delivery,Leipzig
802,276,276,2025-04-15 10:15:00,delivered,Berlin
803,277,277,2025-04-15 12:54:00,pickup,München
804,277,277,2025-04-15 12:43:00,out_for_delivery,München
805,277,277,2025-04-15 12:31:00,delivered,Frankfurt
806,278,278,2025-04-15 13:18:00,pickup,München
807,278,278,2025-04-15 13:03:00,out_for_delivery,Frankfurt
808,278,278,2025-04-15 13:16:00,delivered,Berlin
809,279,279,2025-04-15 14:09:00,pickup,Frankfurt
810,279,279,2025-04-15 14:26:00,out_for_delivery,Leipzig
811,279,279,2025-04-15 14:25:00,delivered,München
812,280,280,2025-06-27 09:05:00,pickup,Köln
813,280,280,2025-06-27 09:10:00,out_for_delivery,Köln
814,280,280,2025-06-27 08:58:00,delivered,Frankfurt
815,281,281,2025-06-27 09:39:00,pickup,Hamburg
816,281,281,2025-06-27 09:58:00,out_for_delivery,München
817,281,281,2025-06-27 09:30:00,delivered,Frankfurt
818,282,282,2025-06-27 11:01:00,pickup,Köln
819,282,282,2025-06-27 10:51:00,out_for_delivery,Leipzig
820,282,282,2025-06-27 10:34:00,delivered,Berlin
821,283,283,2025-06-27 12:48:00,pickup,Hamburg
822,283,283,2025-06-27 12:18:00,out_for_delivery,Frankfurt
823,283,283,2025-06-27 12:45:00,delivered,München
824,284,284,2025-06-27 14:36:00,pickup,Stuttgart
825,284,284,2025-06-27 14:30:00,out_for_delivery,Frankfurt
826,284,284,2025-06-27 14:05:00,delivered,Köln
827,285,285,2025-06-27 13:47:00,pickup,Frankfurt
828,285,285,2025-06-27 13:40:00,out_for_delivery,Berlin
829,285,285,2025-06-27 13:23:00,delivered,Hamburg
830,286,286,2025-05-20 08:29:00,pickup,Köln
831,286,286,2025-05-20 08:27:00,out_for_delivery,Berlin
832,286,286,2025-05-20 08:19:00,delivered,München
833,287,287,2025-05-20 11:00:00,pickup,Frankfurt
834,287,287,2025-05-20 10:55:00,out_for_delivery,Berlin
835,287,287,2025-05-20 10:39:00,delivered,Berlin
836,288,288,2025-05-20 10:31:00,pickup,Berlin
837,288,288,2025-05-20 10:36:00,out_for_delivery,Stuttgart
838,289,289,2025-05-20 12:03:00,pickup,Leipzig
839,289,289,2025-05-20 12:16:00,out_for_delivery,Köln
840,289,289,2025-05-20 12:38:00,delivered,Hamburg
841,290,290,2025-05-20 12:58:00,pickup,Leipzig
842,290,290,2025-05-20 12:56:00,out_for_delivery,Köln
843,290,290,2025-05-20 12:48:00,delivered,Leipzig
844,291,291,2025-05-20 14:01:00,pickup,Frankfurt
845,291,291,2025-05-20 13:53:00,out_for_delivery,Stuttgart
846,291,291,2025-05-20 14:23:00,delivered,Stuttgart
847,292,292,2025-05-20 14:45:00,pickup,Köln
848,292,292,2025-05-20 14:39:00,out_for_delivery,Stuttgart
849,293,293,2025-04-22 08:32:00,pickup,Stuttgart
850,293,293,2025-04-22 08:29:00,out_for_delivery,Leipzig
851,293,293,2025-04-22 08:16:00,delivered,Leipzig
852,294,294,2025-04-22 10:31:00,pickup,Berlin
853,294,294,2025-04-22 10:58:00,out_for_delivery,Stuttgart
854,295,295,2025-04-22 11:11:00,pickup,Stuttgart
855,295,295,2025-04-22 10:51:00,out_for_delivery,Frankfurt
856,295,295,2025-04-22 11:02:00,delivered,Leipzig
857,296,296,2025-04-22 11:47:00,pickup,Hamburg
858,296,296,2025-04-22 12:08:00,out_for_delivery,Frankfurt
859,296,296,2025-04-22 12:23:00,delivered,Köln
860,297,297,2025-04-22 12:51:00,pickup,Frankfurt
861,297,297,2025-04-22 12:58:00,out_for_delivery,Leipzig
862,297,297,2025-04-22 13:23:00,delivered,Leipzig
863,298,298,2025-04-22 14:12:00,pickup,Stuttgart
864,298,298,2025-04-22 13:52:00,out_for_delivery,Frankfurt
865,298,298,2025-04-22 14:20:00,delivered,Frankfurt
866,299,299,2025-04-22 16:18:00,pickup,München
867,299,299,2025-04-22 15:54:00,out_for_delivery,Berlin
868,299,299,2025-04-22 15:52:00,delivered,Leipzig
869,300,300,2025-04-07 08:57:00,pickup,Leipzig
870,300,300,2025-04-07 09:18:00,out_for_delivery,Stuttgart
871,300,300,2025-04-07 09:16:00,delivered,Stuttgart
872,301,301,2025-04-07 10:24:00,pickup,Berlin
873,301,301,2025-04-07 10:52:00,out_for_delivery,Köln
874,301,301,2025-04-07 10:15:00,delivered,Köln
875,302,302,2025-04-07 10:07:00,pickup,München
876,302,302,2025-04-07 10:19:00,out_for_delivery,Köln
877,302,302,2025-04-07 10:37:00,delivered,Frankfurt
878,303,303,2025-04-07 11:42:00,pickup,Berlin
879,303,303,2025-04-07 11:37:00,out_for_delivery,Frankfurt
880,303,303,2025-04-07 12:00:00,delivered,Stuttgart
881,304,304,2025-04-07 13:29:00,pickup,Berlin
882,304,304,2025-04-07 13:25:00,out_for_delivery,Frankfurt
883,304,304,2025-04-07 13:52:00,delivered,Stuttgart
884,305,305,2025-04-07 14:23:00,pickup,Stuttgart
885,305,305,2025-04-07 13:58:00,out_for_delivery,Leipzig
886,305,305,2025-04-07 14:29:00,delivered,Berlin
887,306,306,2025-04-07 15:18:00,pickup,Hamburg
888,306,306,2025-04-07 15:21:00,out_for_delivery,Hamburg
889,306,306,2025-04-07 15:18:00,delivered,Frankfurt
890,307,307,2025-04-18 10:02:00,pickup,Berlin
891,307,307,2025-04-18 10:26:00,out_for_delivery,Berlin
892,307,307,2025-04-18 10:09:00,delivered,Hamburg
893,308,308,2025-04-18 11:01:00,pickup,Leipzig
894,308,308,2025-04-18 10:33:00,out_for_delivery,Berlin
895,308,308,2025-04-18 10:55:00,delivered,Stuttgart
896,309,309,2025-04-18 11:21:00,pickup,München
897,309,309,2025-04-18 11:17:00,out_for_delivery,München
898,309,309,2025-04-18 11:25:00,delivered,Stuttgart
899,310,310,2025-04-18 13:39:00,pickup,Frankfurt
900,310,310,2025-04-18 13:12:00,out_for_delivery,Stuttgart
901,310,310,2025-04-18 13:16:00,delivered,Frankfurt
902,311,311,2025-04-21 09:02:00,pickup,Leipzig
903,311,311,2025-04-21 08:49:00,out_for_delivery,Leipzig
904,311,311,2025-04-21 08:53:00,delivered,Leipzig
905,312,312,2025-04-21 11:21:00,pickup,Köln
906,312,312,2025-04-21 10:59:00,out_for_delivery,Leipzig
907,312,312,2025-04-21 10:57:00,delivered,Berlin
908,313,313,2025-04-21 10:36:00,pickup,Leipzig
909,313,313,2025-04-21 10:35:00,out_for_delivery,Frankfurt
910,313,313,2025-04-21 10:34:00,delivered,Leipzig
911,314,314,2025-06-07 08:51:00,pickup,München
912,314,314,2025-06-07 08:42:00,out_for_delivery,Berlin
913,314,314,2025-06-07 08:31:00,delivered,Frankfurt
914,315,315,2025-06-07 10:40:00,pickup,Leipzig
915,315,315,2025-06-07 10:35:00,out_for_delivery,Leipzig
916,315,315,2025-06-07 10:36:00,delivered,Frankfurt
917,316,316,2025-06-07 11:50:00,pickup,München
918,316,316,2025-06-07 11:38:00,out_for_delivery,Berlin
919,316,316,2025-06-07 11:50:00,delivered,Berlin
920,317,317,2025-06-28 08:53:00,pickup,Stuttgart
921,317,317,2025-06-28 09:07:00,out_for_delivery,Berlin
922,317,317,2025-06-28 09:09:00,delivered,Hamburg
923,318,318,2025-06-28 10:07:00,pickup,Leipzig
924,318,318,2025-06-28 09:59:00,out_for_delivery,Hamburg
925,318,318,2025-06-28 10:05:00,delivered,München
926,319,319,2025-06-28 11:02:00,pickup,Frankfurt
927,319,319,2025-06-28 11:36:00,out_for_delivery,Frankfurt
928,319,319,2025-06-28 11:26:00,delivered,Berlin
929,320,320,2025-05-16 09:00:00,pickup,Hamburg
930,320,320,2025-05-16 09:39:00,out_for_delivery,München
931,320,320,2025-05-16 09:23:00,delivered,Leipzig
932,321,321,2025-05-16 09:53:00,pickup,Frankfurt
933,321,321,2025-05-16 09:41:00,out_for_delivery,Leipzig
934,321,321,2025-05-16 09:49:00,delivered,Stuttgart
935,322,322,2025-05-16 11:35:00,pickup,Berlin
936,322,322,2025-05-16 11:26:00,out_for_delivery,Leipzig
937,322,322,2025-05-16 11:29:00,delivered,Stuttgart
938,323,323,2025-04-22 08:55:00,pickup,Stuttgart
