shipment_id,route_id,depot_id,consignee,promised_at,delivered_at,delay_min,weight_kg,status
290,59,6,Hanse 290,2025-05-20 13:15:00,2025-05-20 13:25:00,10,220.5,delivered
291,59,6,Rhein 291,2025-05-20 14:30:00,2025-05-20 14:25:00,-5,335.3,delivered
292,59,6,Main 292,2025-05-20 15:00:00,,,12.2,late
293,60,6,Südhandel 293,2025-04-22 09:15:00,2025-04-22 08:55:00,-20,391.4,delivered
294,60,6,Westlog 294,2025-04-22 10:15:00,,,116.8,exception
295,60,6,Ostbau 295,2025-04-22 11:30:00,2025-04-22 11:30:00,0,68.6,delivered
296,60,6,Alpin 296,2025-04-22 12:30:00,2025-04-22 12:25:00,-5,108.2,delivered
297,60,6,Hanse 297,2025-04-22 13:30:00,2025-04-22 13:25:00,-5,212.6,delivered
298,60,6,Rhein 298,2025-04-22 14:30:00,2025-04-22 14:25:00,-5,418.7,delivered
299,60,6,Main 299,2025-04-22 15:30:00,2025-04-22 16:25:00,55,182.9,delivered
300,61,8,Südhandel 300,2025-04-07 09:00:00,2025-04-07 09:25:00,25,27.1,late
301,61,8,Westlog 301,2025-04-07 10:00:00,2025-04-07 10:55:00,55,312.1,exception
302,61,8,Ostbau 302,2025-04-07 11:00:00,2025-04-07 10:40:00,-20,36.1,delivered
303,61,8,Alpin 303,2025-04-07 12:15:00,2025-04-07 12:10:00,-5,397.3,delivered
304,61,8,Hanse 304,2025-04-07 13:00:00,2025-04-07 13:55:00,55,382.7,exception
305,61,8,Rhein 305,2025-04-07 14:30:00,2025-04-07 14:30:00,0,299.8,delivered
306,61,8,Main 306,2025-04-07 15:15:00,2025-04-07 15:40:00,25,113.1,late
307,62,2,Südhandel 307,2025-04-18 09:45:00,2025-04-18 10:40:00,55,366.0,delivered
308,62,2,Westlog 308,2025-04-18 10:15:00,2025-04-18 11:10:00,55,332.9,exception
309,62,2,Ostbau 309,2025-04-18 11:45:00,2025-04-18 11:25:00,-20,371.9,delivered
310,62,2,Alpin 310,2025-04-18 12:45:00,2025-04-18 13:40:00,55,256.9,late
311,63,5,Südhandel 311,2025-04-21 09:00:00,2025-04-21 09:25:00,25,401.2,late
312,63,5,Westlog 312,2025-04-21 10:30:00,2025-04-21 11:25:00,55,381.3,late
313,63,5,Ostbau 313,2025-04-21 11:00:00,2025-04-21 11:10:00,10,392.2,delivered
314,64,5,Südhandel 314,2025-06-07 09:30:00,2025-06-07 09:10:00,-20,55.8,delivered
315,64,5,Westlog 315,2025-06-07 10:45:00,2025-06-07 10:45:00,0,286.8,delivered
316,64,5,Ostbau 316,2025-06-07 11:30:00,2025-06-07 11:55:00,25,146.6,exception
317,65,5,Südhandel 317,2025-06-28 09:30:00,2025-06-28 09:25:00,-5,329.0,delivered
318,65,5,Westlog 318,2025-06-28 10:15:00,2025-06-28 10:25:00,10,384.0,delivered
319,65,5,Ostbau 319,2025-06-28 11:15:00,2025-06-28 11:40:00,25,242.1,exception
320,66,8,Südhandel 320,2025-05-16 09:15:00,2025-05-16 09:40:00,25,294.2,delivered
321,66,8,Westlog 321,2025-05-16 10:00:00,2025-05-16 10:00:00,0,395.1,delivered
322,66,8,Ostbau 322,2025-05-16 11:45:00,2025-05-16 11:55:00,10,41.0,delivered
323,67,1,Südhandel 323,2025-04-22 09:00:00,2025-04-22 09:00:00,0,131.9,delivered
324,67,1,Westlog 324,2025-04-22 10:30:00,2025-04-22 10:55:00,25,225.9,exception
325,67,1,Ostbau 325,2025-04-22 11:00:00,2025-04-22 11:55:00,55,147.0,exception
326,67,1,Alpin 326,2025-04-22 12:45:00,2025-04-22 13:10:00,25,75.5,delivered
327,67,1,Hanse 327,2025-04-22 13:00:00,2025-04-22 13:10:00,10,203.8,delivered
328,67,1,Rhein 328,2025-04-22 14:45:00,2025-04-22 14:45:00,0,15.4,delivered
329,67,1,Main 329,2025-04-22 15:30:00,,,162.9,exception
330,68,2,Südhandel 330,2025-04-16 09:45:00,2025-04-16 09:45:00,0,156.3,delivered
331,68,2,Westlog 331,2025-04-16 10:45:00,2025-04-16 10:25:00,-20,399.3,delivered
332,68,2,Ostbau 332,2025-04-16 11:15:00,2025-04-16 11:10:00,-5,232.7,delivered
333,68,2,Alpin 333,2025-04-16 12:00:00,2025-04-16 11:40:00,-20,76.0,delivered
334,68,2,Hanse 334,2025-04-16 13:45:00,2025-04-16 14:40:00,55,304.0,delivered
335,68,2,Rhein 335,2025-04-16 14:45:00,2025-04-16 14:40:00,-5,105.5,delivered
336,69,7,Südhandel 336,2025-06-12 09:30:00,2025-06-12 09:10:00,-20,320.0,delivered
337,69,7,Westlog 337,2025-06-12 10:15:00,2025-06-12 09:55:00,-20,209.5,delivered
338,69,7,Ostbau 338,2025-06-12 11:00:00,2025-06-12 10:55:00,-5,142.1,delivered
339,69,7,Alpin 339,2025-06-12 12:15:00,2025-06-12 13:10:00,55,416.1,delivered
340,69,7,Hanse 340,2025-06-12 13:45:00,2025-06-12 13:55:00,10,416.6,delivered
341,69,7,Rhein 341,2025-06-12 14:15:00,2025-06-12 13:55:00,-20,128.3,delivered
342,70,8,Südhandel 342,2025-06-14 09:30:00,2025-06-14 09:10:00,-20,19.1,delivered
343,70,8,Westlog 343,2025-06-14 10:00:00,2025-06-14 10:25:00,25,115.2,exception
344,70,8,Ostbau 344,2025-06-14 11:45:00,2025-06-14 12:10:00,25,114.8,late
345,71,8,Südhandel 345,2025-04-19 09:30:00,2025-04-19 09:55:00,25,279.5,exception
346,71,8,Westlog 346,2025-04-19 10:45:00,2025-04-19 11:10:00,25,332.0,delivered
347,71,8,Ostbau 347,2025-04-19 11:45:00,,,155.5,exception
348,71,8,Alpin 348,2025-04-19 12:00:00,2025-04-19 12:10:00,10,193.5,delivered
349,71,8,Hanse 349,2025-04-19 13:45:00,2025-04-19 13:25:00,-20,226.9,delivered
350,71,8,Rhein 350,2025-04-19 14:00:00,2025-04-19 13:55:00,-5,338.0,delivered
351,72,3,Südhandel 351,2025-05-20 09:15:00,2025-05-20 09:15:00,0,45.9,delivered
352,72,3,Westlog 352,2025-05-20 10:30:00,2025-05-20 10:10:00,-20,63.3,delivered
353,72,3,Ostbau 353,2025-05-20 11:30:00,,,337.2,late
354,73,7,Südhandel 354,2025-04-08 09:00:00,2025-04-08 09:55:00,55,114.2,late
355,73,7,Westlog 355,2025-04-08 10:15:00,2025-04-08 10:15:00,0,363.6,delivered
356,73,7,Ostbau 356,2025-04-08 11:30:00,,,336.7,late
357,73,7,Alpin 357,2025-04-08 12:45:00,2025-04-08 13:10:00,25,262.2,exception
358,73,7,Hanse 358,2025-04-08 13:15:00,2025-04-08 14:10:00,55,117.7,late
359,74,8,Südhandel 359,2025-04-10 09:00:00,,,355.5,exception
360,74,8,Westlog 360,2025-04-10 10:15:00,2025-04-10 09:55:00,-20,273.4,delivered
361,74,8,Ostbau 361,2025-04-10 11:30:00,2025-04-10 11:55:00,25,33.3,late
362,74,8,Alpin 362,2025-04-10 12:30:00,2025-04-10 12:25:00,-5,149.3,delivered
363,74,8,Hanse 363,2025-04-10 13:00:00,2025-04-10 12:55:00,-5,29.7,delivered
364,74,8,Rhein 364,2025-04-10 14:45:00,2025-04-10 14:25:00,-20,114.8,delivered
365,74,8,Main 365,2025-04-10 15:15:00,2025-04-10 16:10:00,55,290.6,delivered
366,75,2,Südhandel 366,2025-06-02 09:15:00,2025-06-02 09:15:00,0,80.6,delivered
367,75,2,Westlog 367,2025-06-02 10:00:00,2025-06-02 10:00:00,0,125.2,delivered
368,75,2,Ostbau 368,2025-06-02 11:45:00,2025-06-02 11:55:00,10,364.9,delivered
369,75,2,Alpin 369,2025-06-02 12:30:00,2025-06-02 12:30:00,0,286.0,delivered
370,75,2,Hanse 370,2025-06-02 13:45:00,,,252.6,late
371,75,2,Rhein 371,2025-06-02 14:00:00,2025-06-02 14:10:00,10,315.9,delivered
372,75,2,Main 372,2025-06-02 15:30:00,2025-06-02 15:40:00,10,75.4,delivered
373,76,8,Südhandel 373,2025-04-11 09:00:00,2025-04-11 08:55:00,-5,48.3,delivered
374,76,8,Westlog 374,2025-04-11 10:00:00,2025-04-11 10:00:00,0,115.3,delivered
375,76,8,Ostbau 375,2025-04-11 11:45:00,2025-04-11 12:40:00,55,397.2,late
376,76,8,Alpin 376,2025-04-11 12:00:00,2025-04-11 12:10:00,10,17.5,delivered
377,76,8,Hanse 377,2025-04-11 13:00:00,2025-04-11 12:55:00,-5,214.4,delivered
378,76,8,Rhein 378,2025-04-11 14:45:00,2025-04-11 14:55:00,10,153.2,delivered
379,76,8,Main 379,2025-04-11 15:30:00,,,123.7,late
380,77,7,Südhandel 380,2025-06-22 09:45:00,2025-06-22 10:40:00,55,375.3,exception
381,77,7,Westlog 381,2025-06-22 10:15:00,2025-06-22 10:40:00,25,116.5,exception
382,77,7,Ostbau 382,2025-06-22 11:15:00,2025-06-22 10:55:00,-20,101.1,delivered
383,77,7,Alpin 383,2025-06-22 12:45:00,2025-06-22 12:55:00,10,127.2,delivered
384,78,1,Südhandel 384,2025-05-21 09:45:00,2025-05-21 09:25:00,-20,72.2,delivered
385,78,1,Westlog 385,2025-05-21 10:00:00,2025-05-21 10:55:00,55,391.9,exception
386,78,1,Ostbau 386,2025-05-21 11:30:00,2025-05-21 11:25:00,-5,153.5,delivered
387,78,1,Alpin 387,2025-05-21 12:00:00,2025-05-21 11:40:00,-20,61.9,delivered
388,78,1,Hanse 388,2025-05-21 13:30:00,2025-05-21 13:10:00,-20,46.1,delivered
389,78,1,Rhein 389,2025-05-21 14:15:00,2025-05-21 14:10:00,-5,252.4,delivered
390,79,7,Südhandel 390,2025-05-11 09:15:00,2025-05-11 08:55:00,-20,143.7,delivered
391,79,7,Westlog 391,2025-05-11 10:45:00,2025-05-11 10:40:00,-5,141.9,delivered
392,79,7,Ostbau 392,2025-05-11 11:00:00,2025-05-11 10:55:00,-5,128.4,delivered
393,79,7,Alpin 393,2025-05-11 12:15:00,2025-05-11 12:10:00,-5,89.5,delivered
394,79,7,Hanse 394,2025-05-11 13:15:00,2025-05-11 12:55:00,-20,171.0,delivered
395,79,7,Rhein 395,2025-05-11 14:45:00,2025-05-11 14:25:00,-20,132.2,delivered
396,80,5,Südhandel 396,2025-04-10 09:30:00,2025-04-10 09:40:00,10,191.0,delivered
397,80,5,Westlog 397,2025-04-10 10:00:00,2025-04-10 10:10:00,10,394.0,delivered
398,80,5,Ostbau 398,2025-04-10 11:45:00,2025-04-10 12:40:00,55,212.2,exception
399,80,5,Alpin 399,2025-04-10 12:45:00,2025-04-10 12:40:00,-5,101.8,delivered
400,81,6,Südhandel 400,2025-05-19 09:30:00,2025-05-19 09:30:00,0,118.1,delivered
401,81,6,Westlog 401,2025-05-19 10:15:00,2025-05-19 11:10:00,55,355.7,delivered
402,81,6,Ostbau 402,2025-05-19 11:30:00,2025-05-19 11:30:00,0,49.7,delivered
403,82,5,Südhandel 403,2025-06-18 09:45:00,,,136.4,delivered
404,82,5,Westlog 404,2025-06-18 10:00:00,2025-06-18 10:00:00,0,324.5,delivered
405,82,5,Ostbau 405,2025-06-18 11:45:00,2025-06-18 11:40:00,-5,96.8,delivered
406,83,5,Südhandel 406,2025-06-30 09:30:00,2025-06-30 09:40:00,10,340.4,delivered
407,83,5,Westlog 407,2025-06-30 10:15:00,2025-06-30 10:25:00,10,338.5,delivered
408,83,5,Ostbau 408,2025-06-30 11:45:00,2025-06-30 11:25:00,-20,393.9,delivered
409,83,5,Alpin 409,2025-06-30 12:15:00,2025-06-30 12:25:00,10,337.3,delivered
410,83,5,Hanse 410,2025-06-30 13:00:00,2025-06-30 13:25:00,25,154.7,exception
411,84,1,Südhandel 411,2025-05-03 09:30:00,,,21.6,exception
412,84,1,Westlog 412,2025-05-03 10:00:00,2025-05-03 10:00:00,0,288.4,delivered
413,84,1,Ostbau 413,2025-05-03 11:15:00,2025-05-03 11:25:00,10,180.2,delivered
414,84,1,Alpin 414,2025-05-03 12:45:00,2025-05-03 12:45:00,0,102.2,delivered
415,84,1,Hanse 415,2025-05-03 13:15:00,2025-05-03 13:40:00,25,320.2,late
416,84,1,Rhein 416,2025-05-03 14:15:00,2025-05-03 14:40:00,25,19.8,exception
417,85,3,Südhandel 417,2025-05-04 09:45:00,2025-05-04 09:45:00,0,414.8,delivered
418,85,3,Westlog 418,2025-05-04 10:15:00,2025-05-04 10:10:00,-5,415.0,delivered
419,85,3,Ostbau 419,2025-05-04 11:15:00,2025-05-04 10:55:00,-20,161.9,delivered
420,85,3,Alpin 420,2025-05-04 12:30:00,2025-05-04 12:25:00,-5,128.6,delivered
421,85,3,Hanse 421,2025-05-04 13:30:00,2025-05-04 14:25:00,55,196.5,late
422,85,3,Rhein 422,2025-05-04 14:45:00,2025-05-04 14:40:00,-5,333.7,delivered
423,86,6,Südhandel 423,2025-04-29 09:15:00,2025-04-29 09:10:00,-5,328.0,delivered
424,86,6,Westlog 424,2025-04-29 10:45:00,,,250.6,exception
425,86,6,Ostbau 425,2025-04-29 11:45:00,2025-04-29 11:55:00,10,363.2,delivered
426,86,6,Alpin 426,2025-04-29 12:15:00,2025-04-29 12:10:00,-5,344.6,delivered
427,87,1,Südhandel 427,2025-05-11 09:30:00,2025-05-11 09:55:00,25,142.3,late
428,87,1,Westlog 428,2025-05-11 10:45:00,2025-05-11 10:45:00,0,147.0,delivered
429,87,1,Ostbau 429,2025-05-11 11:15:00,2025-05-11 10:55:00,-20,383.4,delivered
430,88,7,Südhandel 430,2025-04-02 09:15:00,2025-04-02 09:15:00,0,231.1,delivered
431,88,7,Westlog 431,2025-04-02 10:15:00,2025-04-02 10:15:00,0,211.2,delivered
432,88,7,Ostbau 432,2025-04-02 11:00:00,2025-04-02 11:10:00,10,340.0,delivered
433,88,7,Alpin 433,2025-04-02 12:15:00,2025-04-02 12:25:00,10,75.1,delivered
434,88,7,Hanse 434,2025-04-02 13:45:00,2025-04-02 14:40:00,55,417.7,exception
435,88,7,Rhein 435,2025-04-02 14:15:00,2025-04-02 13:55:00,-20,234.5,delivered
436,89,5,Südhandel 436,2025-06-27 09:00:00,2025-06-27 09:00:00,0,127.3,delivered
437,89,5,Westlog 437,2025-06-27 10:30:00,2025-06-27 11:25:00,55,19.8,late
438,89,5,Ostbau 438,2025-06-27 11:30:00,2025-06-27 11:25:00,-5,40.3,delivered
439,89,5,Alpin 439,2025-06-27 12:00:00,2025-06-27 11:55:00,-5,49.4,delivered
440,89,5,Hanse 440,2025-06-27 13:00:00,2025-06-27 13:55:00,55,326.7,exception
441,90,1,Südhandel 441,2025-04-24 09:00:00,2025-04-24 08:55:00,-5,300.9,delivered
442,90,1,Westlog 442,2025-04-24 10:15:00,2025-04-24 10:15:00,0,242.8,delivered
443,90,1,Ostbau 443,2025-04-24 11:30:00,2025-04-24 11:10:00,-20,233.1,delivered
444,91,3,Südhandel 444,2025-05-23 09:00:00,2025-05-23 09:55:00,55,238.2,delivered
445,91,3,Westlog 445,2025-05-23 10:30:00,2025-05-23 10:40:00,10,109.3,delivered
446,91,3,Ostbau 446,2025-05-23 11:15:00,2025-05-23 12:10:00,55,100.1,exception
447,91,3,Alpin 447,2025-05-23 12:00:00,2025-05-23 11:55:00,-5,258.2,delivered
448,92,7,Südhandel 448,2025-05-24 09:00:00,2025-05-24 09:25:00,25,205.6,late
449,92,7,Westlog 449,2025-05-24 10:00:00,2025-05-24 10:00:00,0,36.7,delivered
450,92,7,Ostbau 450,2025-05-24 11:15:00,2025-05-24 10:55:00,-20,376.2,delivered
451,92,7,Alpin 451,2025-05-24 12:00:00,,,86.3,late
452,92,7,Hanse 452,2025-05-24 13:45:00,,,125.2,delivered
453,93,3,Südhandel 453,2025-04-23 09:00:00,2025-04-23 09:10:00,10,279.4,delivered
454,93,3,Westlog 454,2025-04-23 10:00:00,2025-04-23 10:25:00,25,386.9,exception
455,93,3,Ostbau 455,2025-04-23 11:45:00,2025-04-23 11:25:00,-20,83.0,delivered
456,93,3,Alpin 456,2025-04-23 12:15:00,2025-04-23 11:55:00,-20,237.7,delivered
457,93,3,Hanse 457,2025-04-23 13:15:00,2025-04-23 14:10:00,55,128.1,late
458,94,2,Südhandel 458,2025-04-12 09:00:00,2025-04-12 08:55:00,-5,169.0,delivered
459,94,2,Westlog 459,2025-04-12 10:00:00,2025-04-12 10:00:00,0,153.5,delivered
460,94,2,Ostbau 460,2025-04-12 11:00:00,2025-04-12 11:55:00,55,399.8,late
461,94,2,Alpin 461,2025-04-12 12:15:00,2025-04-12 12:40:00,25,15.4,delivered
462,94,2,Hanse 462,2025-04-12 13:30:00,2025-04-12 13:10:00,-20,198.9,delivered
463,94,2,Rhein 463,2025-04-12 14:45:00,2025-04-12 14:40:00,-5,366.1,delivered
464,94,2,Main 464,2025-04-12 15:45:00,2025-04-12 15:25:00,-20,52.0,delivered
465,95,3,Südhandel 465,2025-05-10 09:15:00,2025-05-10 09:25:00,10,389.8,delivered
466,95,3,Westlog 466,2025-05-10 10:45:00,2025-05-10 11:10:00,25,401.3,late
467,95,3,Ostbau 467,2025-05-10 11:45:00,2025-05-10 11:40:00,-5,245.8,delivered
468,95,3,Alpin 468,2025-05-10 12:15:00,2025-05-10 12:10:00,-5,364.1,delivered
469,95,3,Hanse 469,2025-05-10 13:45:00,2025-05-10 14:40:00,55,43.5,late
470,95,3,Rhein 470,2025-05-10 14:00:00,2025-05-10 14:00:00,0,178.9,delivered
471,95,3,Main 471,2025-05-10 15:00:00,2025-05-10 14:55:00,-5,248.9,delivered
472,96,2,Südhandel 472,2025-06-06 09:15:00,2025-06-06 09:40:00,25,226.3,exception
473,96,2,Westlog 473,2025-06-06 10:30:00,2025-06-06 10:10:00,-20,120.0,delivered
474,96,2,Ostbau 474,2025-06-06 11:30:00,2025-06-06 11:25:00,-5,103.2,delivered
475,96,2,Alpin 475,2025-06-06 12:30:00,2025-06-06 12:40:00,10,410.6,delivered
476,96,2,Hanse 476,2025-06-06 13:15:00,2025-06-06 13:10:00,-5,183.8,delivered
477,96,2,Rhein 477,2025-06-06 14:00:00,2025-06-06 13:55:00,-5,25.8,delivered
478,97,6,Südhandel 478,2025-06-27 09:30:00,2025-06-27 09:10:00,-20,164.5,delivered
479,97,6,Westlog 479,2025-06-27 10:30:00,2025-06-27 10:10:00,-20,318.5,delivered
480,97,6,Ostbau 480,2025-06-27 11:30:00,2025-06-27 11:40:00,10,216.8,delivered
481,97,6,Alpin 481,2025-06-27 12:45:00,2025-06-27 12:45:00,0,37.6,delivered
482,97,6,Hanse 482,2025-06-27 13:00:00,2025-06-27 13:25:00,25,23.3,late
483,98,5,Südhandel 483,2025-06-06 09:45:00,2025-06-06 10:40:00,55,225.4,late
484,98,5,Westlog 484,2025-06-06 10:15:00,2025-06-06 10:40:00,25,100.0,late
485,98,5,Ostbau 485,2025-06-06 11:45:00,2025-06-06 11:45:00,0,252.8,delivered
486,98,5,Alpin 486,2025-06-06 12:15:00,2025-06-06 13:10:00,55,229.7,late
487,99,6,Südhandel 487,2025-06-02 09:45:00,2025-06-02 10:10:00,25,88.6,late
488,99,6,Westlog 488,2025-06-02 10:45:00,,,160.0,late
489,99,6,Ostbau 489,2025-06-02 11:00:00,2025-06-02 11:55:00,55,179.4,exception
490,99,6,Alpin 490,2025-06-02 12:45:00,2025-06-02 12:55:00,10,113.2,delivered
491,99,6,Hanse 491,2025-06-02 13:15:00,2025-06-02 12:55:00,-20,94.0,delivered
492,99,6,Rhein 492,2025-06-02 14:15:00,2025-06-02 14:25:00,10,217.0,delivered
493,99,6,Main 493,2025-06-02 15:45:00,2025-06-02 15:55:00,10,290.3,delivered
494,100,2,Südhandel 494,2025-05-01 09:00:00,2025-05-01 08:40:00,-20,192.2,delivered
495,100,2,Westlog 495,2025-05-01 10:30:00,2025-05-01 10:25:00,-5,346.3,delivered
496,100,2,Ostbau 496,2025-05-01 11:45:00,2025-05-01 11:55:00,10,239.1,delivered
497,101,5,Südhandel 497,2025-06-13 09:00:00,2025-06-13 08:55:00,-5,160.2,delivered
498,101,5,Westlog 498,2025-06-13 10:00:00,2025-06-13 10:10:00,10,147.4,delivered
499,101,5,Ostbau 499,2025-06-13 11:30:00,2025-06-13 12:25:00,55,100.3,exception
500,101,5,Alpin 500,2025-06-13 12:15:00,2025-06-13 12:25:00,10,203.0,delivered
501,101,5,Hanse 501,2025-06-13 13:15:00,2025-06-13 13:25:00,10,347.4,delivered
502,102,4,Südhandel 502,2025-06-29 09:45:00,2025-06-29 10:40:00,55,147.5,exception
503,102,4,Westlog 503,2025-06-29 10:15:00,,,131.7,late
504,102,4,Ostbau 504,2025-06-29 11:00:00,2025-06-29 11:55:00,55,42.2,delivered
505,103,7,Südhandel 505,2025-05-08 09:45:00,2025-05-08 09:55:00,10,398.1,delivered
506,103,7,Westlog 506,2025-05-08 10:30:00,2025-05-08 10:40:00,10,166.0,delivered
507,103,7,Ostbau 507,2025-05-08 11:45:00,2025-05-08 12:10:00,25,115.3,exception
508,104,3,Südhandel 508,2025-04-04 09:45:00,2025-04-04 09:25:00,-20,263.9,delivered
509,104,3,Westlog 509,2025-04-04 10:45:00,2025-04-04 10:25:00,-20,406.9,delivered
510,104,3,Ostbau 510,2025-04-04 11:30:00,2025-04-04 12:25:00,55,214.2,delivered
511,104,3,Alpin 511,2025-04-04 12:45:00,2025-04-04 12:40:00,-5,335.6,delivered
512,104,3,Hanse 512,2025-04-04 13:30:00,2025-04-04 13:25:00,-5,338.9,delivered
513,104,3,Rhein 513,2025-04-04 14:00:00,2025-04-04 13:40:00,-20,283.4,delivered
514,105,2,Südhandel 514,2025-06-12 09:45:00,2025-06-12 09:40:00,-5,363.7,delivered
515,105,2,Westlog 515,2025-06-12 10:45:00,2025-06-12 10:45:00,0,51.1,delivered
516,105,2,Ostbau 516,2025-06-12 11:45:00,2025-06-12 11:40:00,-5,26.3,delivered
517,106,1,Südhandel 517,2025-04-19 09:00:00,2025-04-19 09:25:00,25,358.0,late
518,106,1,Westlog 518,2025-04-19 10:45:00,2025-04-19 10:25:00,-20,288.2,delivered
519,106,1,Ostbau 519,2025-04-19 11:00:00,,,308.3,delivered
520,106,1,Alpin 520,2025-04-19 12:15:00,2025-04-19 12:15:00,0,361.0,delivered
521,106,1,Hanse 521,2025-04-19 13:30:00,2025-04-19 13:25:00,-5,402.7,delivered
522,107,5,Südhandel 522,2025-06-05 09:15:00,2025-06-05 10:10:00,55,227.3,delivered
523,107,5,Westlog 523,2025-06-05 10:45:00,2025-06-05 10:25:00,-20,180.8,delivered
524,107,5,Ostbau 524,2025-06-05 11:15:00,2025-06-05 11:10:00,-5,95.8,delivered
525,107,5,Alpin 525,2025-06-05 12:00:00,2025-06-05 12:10:00,10,222.2,delivered
526,107,5,Hanse 526,2025-06-05 13:30:00,2025-06-05 13:55:00,25,335.4,exception
527,108,4,Südhandel 527,2025-05-23 09:00:00,2025-05-23 09:25:00,25,314.9,delivered
528,108,4,Westlog 528,2025-05-23 10:30:00,2025-05-23 10:25:00,-5,52.4,delivered
529,108,4,Ostbau 529,2025-05-23 11:45:00,2025-05-23 12:40:00,55,387.7,late
530,108,4,Alpin 530,2025-05-23 12:30:00,2025-05-23 12:10:00,-20,101.6,delivered
531,108,4,Hanse 531,2025-05-23 13:45:00,2025-05-23 13:40:00,-5,121.0,delivered
532,108,4,Rhein 532,2025-05-23 14:00:00,2025-05-23 13:55:00,-5,279.8,delivered
533,108,4,Main 533,2025-05-23 15:00:00,2025-05-23 14:40:00,-20,341.7,delivered
534,109,2,Südhandel 534,2025-04-24 09:15:00,2025-04-24 10:10:00,55,406.3,delivered
535,109,2,Westlog 535,2025-04-24 10:15:00,2025-04-24 10:25:00,10,368.7,delivered
536,109,2,Ostbau 536,2025-04-24 11:00:00,,,104.0,exception
537,109,2,Alpin 537,2025-04-24 12:30:00,2025-04-24 13:25:00,55,49.1,exception
538,109,2,Hanse 538,2025-04-24 13:15:00,2025-04-24 13:15:00,0,381.8,delivered
539,110,1,Südhandel 539,2025-05-09 09:30:00,2025-05-09 09:40:00,10,338.0,delivered
540,110,1,Westlog 540,2025-05-09 10:15:00,2025-05-09 10:40:00,25,281.3,delivered
541,110,1,Ostbau 541,2025-05-09 11:45:00,2025-05-09 12:10:00,25,272.3,exception
542,110,1,Alpin 542,2025-05-09 12:45:00,2025-05-09 12:25:00,-20,213.9,delivered
543,111,1,Südhandel 543,2025-06-18 09:00:00,2025-06-18 09:10:00,10,27.8,delivered
544,111,1,Westlog 544,2025-06-18 10:00:00,2025-06-18 10:00:00,0,32.2,delivered
545,111,1,Ostbau 545,2025-06-18 11:30:00,2025-06-18 11:55:00,25,287.2,exception
546,111,1,Alpin 546,2025-06-18 12:30:00,2025-06-18 12:40:00,10,232.0,delivered
547,111,1,Hanse 547,2025-06-18 13:30:00,2025-06-18 13:25:00,-5,40.6,delivered
548,111,1,Rhein 548,2025-06-18 14:45:00,2025-06-18 14:55:00,10,205.3,delivered
549,112,8,Südhandel 549,2025-06-02 09:45:00,2025-06-02 10:10:00,25,54.4,exception
550,112,8,Westlog 550,2025-06-02 10:15:00,2025-06-02 10:25:00,10,268.4,delivered
551,112,8,Ostbau 551,2025-06-02 11:30:00,2025-06-02 11:25:00,-5,133.1,delivered
552,112,8,Alpin 552,2025-06-02 12:30:00,2025-06-02 12:40:00,10,412.5,delivered
553,112,8,Hanse 553,2025-06-02 13:45:00,2025-06-02 13:55:00,10,51.8,delivered
554,113,6,Südhandel 554,2025-05-03 09:00:00,2025-05-03 09:10:00,10,374.4,delivered
555,113,6,Westlog 555,2025-05-03 10:30:00,,,49.3,exception
556,113,6,Ostbau 556,2025-05-03 11:15:00,2025-05-03 10:55:00,-20,164.5,delivered
557,113,6,Alpin 557,2025-05-03 12:00:00,,,219.6,delivered
558,114,4,Südhandel 558,2025-04-14 09:00:00,2025-04-14 09:10:00,10,213.9,delivered
559,114,4,Westlog 559,2025-04-14 10:30:00,2025-04-14 10:55:00,25,56.5,late
560,114,4,Ostbau 560,2025-04-14 11:00:00,2025-04-14 11:00:00,0,276.6,delivered
561,114,4,Alpin 561,2025-04-14 12:45:00,2025-04-14 12:25:00,-20,146.2,delivered
562,114,4,Hanse 562,2025-04-14 13:15:00,2025-04-14 13:25:00,10,140.2,delivered
563,114,4,Rhein 563,2025-04-14 14:30:00,2025-04-14 14:25:00,-5,44.5,delivered
564,115,5,Südhandel 564,2025-05-14 09:45:00,2025-05-14 09:25:00,-20,275.1,delivered
565,115,5,Westlog 565,2025-05-14 10:45:00,2025-05-14 10:25:00,-20,287.1,delivered
566,115,5,Ostbau 566,2025-05-14 11:15:00,2025-05-14 11:25:00,10,150.3,delivered
567,116,5,Südhandel 567,2025-06-28 09:45:00,2025-06-28 09:40:00,-5,50.3,delivered
568,116,5,Westlog 568,2025-06-28 10:15:00,2025-06-28 09:55:00,-20,254.8,delivered
569,116,5,Ostbau 569,2025-06-28 11:45:00,2025-06-28 11:55:00,10,411.3,delivered
570,117,2,Südhandel 570,2025-04-18 09:45:00,2025-04-18 09:55:00,10,19.4,delivered
571,117,2,Westlog 571,2025-04-18 10:30:00,2025-04-18 11:25:00,55,311.0,delivered
572,117,2,Ostbau 572,2025-04-18 11:30:00,2025-04-18 12:25:00,55,61.8,exception
573,117,2,Alpin 573,2025-04-18 12:00:00,2025-04-18 11:40:00,-20,63.9,delivered
574,117,2,Hanse 574,2025-04-18 13:00:00,2025-04-18 13:55:00,55,28.7,late
575,118,6,Südhandel 575,2025-04-04 09:00:00,2025-04-04 08:40:00,-20,84.4,delivered
576,118,6,Westlog 576,2025-04-04 10:15:00,2025-04-04 10:15:00,0,355.2,delivered
577,118,6,Ostbau 577,2025-04-04 11:15:00,2025-04-04 11:10:00,-5,392.3,delivered
