stop_id,route_id,shipment_id,seq,city,leg_km,dwell_min,arrived_at,departed_at
308,62,308,2,Berlin,11.9,17,2025-04-18 11:10:00,2025-04-18 11:27:00
309,62,309,3,München,18.4,18,2025-04-18 11:25:00,2025-04-18 11:43:00
310,62,310,4,Berlin,10.8,12,2025-04-18 13:40:00,2025-04-18 13:52:00
311,63,311,1,Hamburg,4.9,13,2025-04-21 09:25:00,2025-04-21 09:38:00
312,63,312,2,Frankfurt,33.7,31,2025-04-21 11:25:00,2025-04-21 11:56:00
313,63,313,3,Leipzig,11.0,6,2025-04-21 11:10:00,2025-04-21 11:16:00
314,64,314,1,München,44.0,28,2025-06-07 09:10:00,2025-06-07 09:38:00
315,64,315,2,Köln,36.2,9,2025-06-07 10:45:00,2025-06-07 10:54:00
316,64,316,3,Frankfurt,47.5,11,2025-06-07 11:55:00,2025-06-07 12:06:00
317,65,317,1,Frankfurt,43.3,9,2025-06-28 09:25:00,2025-06-28 09:34:00
318,65,318,2,Stuttgart,18.5,12,2025-06-28 10:25:00,2025-06-28 10:37:00
319,65,319,3,Frankfurt,4.2,31,2025-06-28 11:40:00,2025-06-28 12:11:00
320,66,320,1,Stuttgart,16.8,14,2025-05-16 09:40:00,2025-05-16 09:54:00
321,66,321,2,Stuttgart,39.2,34,2025-05-16 10:00:00,2025-05-16 10:34:00
322,66,322,3,Frankfurt,35.2,26,2025-05-16 11:55:00,2025-05-16 12:21:00
323,67,323,1,Leipzig,46.3,34,2025-04-22 09:00:00,2025-04-22 09:34:00
324,67,324,2,Frankfurt,7.0,32,2025-04-22 10:55:00,2025-04-22 11:27:00
325,67,325,3,München,28.3,17,2025-04-22 11:55:00,2025-04-22 12:12:00
326,67,326,4,Köln,40.2,26,2025-04-22 13:10:00,2025-04-22 13:36:00
327,67,327,5,Stuttgart,30.8,9,2025-04-22 13:10:00,2025-04-22 13:19:00
328,67,328,6,Berlin,24.7,8,2025-04-22 14:45:00,2025-04-22 14:53:00
329,67,329,7,München,33.0,18,2025-04-22 15:40:00,2025-04-22 15:58:00
330,68,330,1,Frankfurt,15.6,30,2025-04-16 09:45:00,2025-04-16 10:15:00
331,68,331,2,Berlin,7.3,27,2025-04-16 10:25:00,2025-04-16 10:52:00
332,68,332,3,Köln,38.3,24,2025-04-16 11:10:00,2025-04-16 11:34:00
333,68,333,4,München,35.4,10,2025-04-16 11:40:00,2025-04-16 11:50:00
334,68,334,5,Frankfurt,47.4,29,2025-04-16 14:40:00,2025-04-16 15:09:00
335,68,335,6,Köln,30.4,34,2025-04-16 14:40:00,2025-04-16 15:14:00
336,69,336,1,München,34.1,10,2025-06-12 09:10:00,2025-06-12 09:20:00
337,69,337,2,Leipzig,28.1,8,2025-06-12 09:55:00,2025-06-12 10:03:00
338,69,338,3,Frankfurt,47.2,10,2025-06-12 10:55:00,2025-06-12 11:05:00
339,69,339,4,Frankfurt,10.0,29,2025-06-12 13:10:00,2025-06-12 13:39:00
340,69,340,5,Hamburg,13.2,23,2025-06-12 13:55:00,2025-06-12 14:18:00
341,69,341,6,München,15.5,14,2025-06-12 13:55:00,2025-06-12 14:09:00
342,70,342,1,Stuttgart,4.1,13,2025-06-14 09:10:00,2025-06-14 09:23:00
343,70,343,2,Berlin,46.1,34,2025-06-14 10:25:00,2025-06-14 10:59:00
344,70,344,3,Köln,14.6,7,2025-06-14 12:10:00,2025-06-14 12:17:00
345,71,345,1,Frankfurt,44.9,30,2025-04-19 09:55:00,2025-04-19 10:25:00
346,71,346,2,Berlin,46.4,10,2025-04-19 11:10:00,2025-04-19 11:20:00
347,71,347,3,Frankfurt,24.8,15,2025-04-19 11:25:00,2025-04-19 11:40:00
348,71,348,4,München,38.4,21,2025-04-19 12:10:00,2025-04-19 12:31:00
349,71,349,5,Frankfurt,40.5,18,2025-04-19 13:25:00,2025-04-19 13:43:00
350,71,350,6,Berlin,26.8,9,2025-04-19 13:55:00,2025-04-19 14:04:00
351,72,351,1,Stuttgart,38.2,23,2025-05-20 09:15:00,2025-05-20 09:38:00
352,72,352,2,Köln,42.2,28,2025-05-20 10:10:00,2025-05-20 10:38:00
353,72,353,3,Köln,25.5,18,2025-05-20 11:55:00,2025-05-20 12:13:00
354,73,354,1,Berlin,12.5,16,2025-04-08 09:55:00,2025-04-08 10:11:00
355,73,355,2,Hamburg,4.5,21,2025-04-08 10:15:00,2025-04-08 10:36:00
356,73,356,3,Berlin,25.9,22,2025-04-08 12:25:00,2025-04-08 12:47:00
357,73,357,4,Leipzig,8.9,28,2025-04-08 13:10:00,2025-04-08 13:38:00
358,73,358,5,München,35.3,26,2025-04-08 14:10:00,2025-04-08 14:36:00
359,74,359,1,Hamburg,14.4,18,2025-04-10 09:10:00,2025-04-10 09:28:00
360,74,360,2,Köln,42.0,26,2025-04-10 09:55:00,2025-04-10 10:21:00
361,74,361,3,Leipzig,36.9,32,2025-04-10 11:55:00,2025-04-10 12:27:00
362,74,362,4,Köln,20.6,10,2025-04-10 12:25:00,2025-04-10 12:35:00
363,74,363,5,München,17.3,24,2025-04-10 12:55:00,2025-04-10 13:19:00
364,74,364,6,Köln,45.4,28,2025-04-10 14:25:00,2025-04-10 14:53:00
365,74,365,7,Stuttgart,32.1,33,2025-04-10 16:10:00,2025-04-10 16:43:00
366,75,366,1,Frankfurt,40.6,15,2025-06-02 09:15:00,2025-06-02 09:30:00
367,75,367,2,Berlin,37.9,20,2025-06-02 10:00:00,2025-06-02 10:20:00
368,75,368,3,Hamburg,28.3,25,2025-06-02 11:55:00,2025-06-02 12:20:00
369,75,369,4,Leipzig,21.7,8,2025-06-02 12:30:00,2025-06-02 12:38:00
370,75,370,5,Hamburg,33.0,8,2025-06-02 13:55:00,2025-06-02 14:03:00
371,75,371,6,Leipzig,20.5,18,2025-06-02 14:10:00,2025-06-02 14:28:00
372,75,372,7,München,5.5,13,2025-06-02 15:40:00,2025-06-02 15:53:00
373,76,373,1,Stuttgart,33.5,19,2025-04-11 08:55:00,2025-04-11 09:14:00
374,76,374,2,Berlin,29.4,10,2025-04-11 10:00:00,2025-04-11 10:10:00
375,76,375,3,Berlin,35.6,12,2025-04-11 12:40:00,2025-04-11 12:52:00
376,76,376,4,Leipzig,4.9,32,2025-04-11 12:10:00,2025-04-11 12:42:00
377,76,377,5,Berlin,28.4,20,2025-04-11 12:55:00,2025-04-11 13:15:00
378,76,378,6,Hamburg,6.8,17,2025-04-11 14:55:00,2025-04-11 15:12:00
379,76,379,7,München,32.9,7,2025-04-11 15:55:00,2025-04-11 16:02:00
380,77,380,1,Köln,29.0,17,2025-06-22 10:40:00,2025-06-22 10:57:00
381,77,381,2,Stuttgart,30.1,29,2025-06-22 10:40:00,2025-06-22 11:09:00
382,77,382,3,Berlin,18.9,20,2025-06-22 10:55:00,2025-06-22 11:15:00
383,77,383,4,Leipzig,29.8,27,2025-06-22 12:55:00,2025-06-22 13:22:00
384,78,384,1,Frankfurt,17.5,11,2025-05-21 09:25:00,2025-05-21 09:36:00
385,78,385,2,Hamburg,35.4,30,2025-05-21 10:55:00,2025-05-21 11:25:00
386,78,386,3,Frankfurt,21.8,9,2025-05-21 11:25:00,2025-05-21 11:34:00
387,78,387,4,Hamburg,38.0,25,2025-05-21 11:40:00,2025-05-21 12:05:00
388,78,388,5,Hamburg,11.7,9,2025-05-21 13:10:00,2025-05-21 13:19:00
389,78,389,6,Köln,8.4,12,2025-05-21 14:10:00,2025-05-21 14:22:00
390,79,390,1,München,10.6,6,2025-05-11 08:55:00,2025-05-11 09:01:00
391,79,391,2,Frankfurt,41.3,6,2025-05-11 10:40:00,2025-05-11 10:46:00
392,79,392,3,München,15.6,12,2025-05-11 10:55:00,2025-05-11 11:07:00
393,79,393,4,Frankfurt,14.3,32,2025-05-11 12:10:00,2025-05-11 12:42:00
394,79,394,5,Berlin,21.3,33,2025-05-11 12:55:00,2025-05-11 13:28:00
395,79,395,6,München,39.0,15,2025-05-11 14:25:00,2025-05-11 14:40:00
396,80,396,1,Köln,31.8,12,2025-04-10 09:40:00,2025-04-10 09:52:00
397,80,397,2,Köln,11.5,28,2025-04-10 10:10:00,2025-04-10 10:38:00
398,80,398,3,Frankfurt,13.9,19,2025-04-10 12:40:00,2025-04-10 12:59:00
399,80,399,4,Stuttgart,34.9,8,2025-04-10 12:40:00,2025-04-10 12:48:00
400,81,400,1,München,17.9,25,2025-05-19 09:30:00,2025-05-19 09:55:00
401,81,401,2,Leipzig,45.6,30,2025-05-19 11:10:00,2025-05-19 11:40:00
402,81,402,3,Berlin,35.7,15,2025-05-19 11:30:00,2025-05-19 11:45:00
403,82,403,1,Frankfurt,5.8,11,2025-06-18 09:40:00,2025-06-18 09:51:00
404,82,404,2,Stuttgart,27.7,10,2025-06-18 10:00:00,2025-06-18 10:10:00
405,82,405,3,Leipzig,30.1,15,2025-06-18 11:40:00,2025-06-18 11:55:00
406,83,406,1,Köln,18.1,26,2025-06-30 09:40:00,2025-06-30 10:06:00
407,83,407,2,Leipzig,19.3,19,2025-06-30 10:25:00,2025-06-30 10:44:00
408,83,408,3,Hamburg,8.9,21,2025-06-30 11:25:00,2025-06-30 11:46:00
409,83,409,4,Stuttgart,34.1,28,2025-06-30 12:25:00,2025-06-30 12:53:00
410,83,410,5,München,18.7,8,2025-06-30 13:25:00,2025-06-30 13:33:00
411,84,411,1,Hamburg,15.8,10,2025-05-03 10:25:00,2025-05-03 10:35:00
412,84,412,2,München,31.2,20,2025-05-03 10:00:00,2025-05-03 10:20:00
413,84,413,3,Leipzig,45.1,16,2025-05-03 11:25:00,2025-05-03 11:41:00
414,84,414,4,Leipzig,44.6,32,2025-05-03 12:45:00,2025-05-03 13:17:00
415,84,415,5,Leipzig,8.2,12,2025-05-03 13:40:00,2025-05-03 13:52:00
416,84,416,6,Frankfurt,31.1,17,2025-05-03 14:40:00,2025-05-03 14:57:00
417,85,417,1,Hamburg,39.3,7,2025-05-04 09:45:00,2025-05-04 09:52:00
418,85,418,2,München,42.7,23,2025-05-04 10:10:00,2025-05-04 10:33:00
419,85,419,3,Stuttgart,35.0,14,2025-05-04 10:55:00,2025-05-04 11:09:00
420,85,420,4,Hamburg,29.1,13,2025-05-04 12:25:00,2025-05-04 12:38:00
421,85,421,5,Hamburg,23.5,14,2025-05-04 14:25:00,2025-05-04 14:39:00
422,85,422,6,Köln,30.9,21,2025-05-04 14:40:00,2025-05-04 15:01:00
423,86,423,1,Berlin,33.6,16,2025-04-29 09:10:00,2025-04-29 09:26:00
424,86,424,2,Frankfurt,4.8,31,2025-04-29 10:40:00,2025-04-29 11:11:00
425,86,425,3,Hamburg,15.8,28,2025-04-29 11:55:00,2025-04-29 12:23:00
426,86,426,4,Hamburg,26.3,22,2025-04-29 12:10:00,2025-04-29 12:32:00
427,87,427,1,Stuttgart,10.8,27,2025-05-11 09:55:00,2025-05-11 10:22:00
428,87,428,2,Frankfurt,16.4,30,2025-05-11 10:45:00,2025-05-11 11:15:00
429,87,429,3,Köln,26.7,21,2025-05-11 10:55:00,2025-05-11 11:16:00
430,88,430,1,Leipzig,33.0,20,2025-04-02 09:15:00,2025-04-02 09:35:00
431,88,431,2,Frankfurt,22.0,33,2025-04-02 10:15:00,2025-04-02 10:48:00
432,88,432,3,Hamburg,15.2,27,2025-04-02 11:10:00,2025-04-02 11:37:00
433,88,433,4,Stuttgart,9.2,28,2025-04-02 12:25:00,2025-04-02 12:53:00
434,88,434,5,Berlin,4.4,34,2025-04-02 14:40:00,2025-04-02 15:14:00
435,88,435,6,Stuttgart,17.4,11,2025-04-02 13:55:00,2025-04-02 14:06:00
436,89,436,1,Berlin,43.9,11,2025-06-27 09:00:00,2025-06-27 09:11:00
437,89,437,2,Hamburg,39.7,16,2025-06-27 11:25:00,2025-06-27 11:41:00
438,89,438,3,München,41.0,16,2025-06-27 11:25:00,2025-06-27 11:41:00
439,89,439,4,Köln,19.3,8,2025-06-27 11:55:00,2025-06-27 12:03:00
440,89,440,5,Hamburg,17.4,6,2025-06-27 13:55:00,2025-06-27 14:01:00
441,90,441,1,Hamburg,16.8,34,2025-04-24 08:55:00,2025-04-24 09:29:00
442,90,442,2,Hamburg,39.5,22,2025-04-24 10:15:00,2025-04-24 10:37:00
443,90,443,3,München,41.6,11,2025-04-24 11:10:00,2025-04-24 11:21:00
444,91,444,1,Stuttgart,9.1,21,2025-05-23 09:55:00,2025-05-23 10:16:00
445,91,445,2,München,27.1,8,2025-05-23 10:40:00,2025-05-23 10:48:00
446,91,446,3,München,15.2,26,2025-05-23 12:10:00,2025-05-23 12:36:00
447,91,447,4,Hamburg,29.0,12,2025-05-23 11:55:00,2025-05-23 12:07:00
448,92,448,1,Stuttgart,37.8,27,2025-05-24 09:25:00,2025-05-24 09:52:00
449,92,449,2,Leipzig,15.6,25,2025-05-24 10:00:00,2025-05-24 10:25:00
450,92,450,3,Leipzig,36.0,25,2025-05-24 10:55:00,2025-05-24 11:20:00
451,92,451,4,Leipzig,46.5,29,2025-05-24 12:55:00,2025-05-24 13:24:00
452,92,452,5,Köln,17.6,22,2025-05-24 14:10:00,2025-05-24 14:32:00
453,93,453,1,Leipzig,11.4,19,2025-04-23 09:10:00,2025-04-23 09:29:00
454,93,454,2,Köln,20.0,25,2025-04-23 10:25:00,2025-04-23 10:50:00
455,93,455,3,Berlin,11.8,35,2025-04-23 11:25:00,2025-04-23 12:00:00
456,93,456,4,Leipzig,33.2,16,2025-04-23 11:55:00,2025-04-23 12:11:00
457,93,457,5,Leipzig,47.3,30,2025-04-23 14:10:00,2025-04-23 14:40:00
458,94,458,1,Köln,28.1,35,2025-04-12 08:55:00,2025-04-12 09:30:00
459,94,459,2,Köln,19.9,31,2025-04-12 10:00:00,2025-04-12 10:31:00
460,94,460,3,Frankfurt,27.1,26,2025-04-12 11:55:00,2025-04-12 12:21:00
461,94,461,4,Frankfurt,34.7,24,2025-04-12 12:40:00,2025-04-12 13:04:00
462,94,462,5,Stuttgart,46.5,26,2025-04-12 13:10:00,2025-04-12 13:36:00
463,94,463,6,Berlin,26.3,27,2025-04-12 14:40:00,2025-04-12 15:07:00
464,94,464,7,Köln,41.8,34,2025-04-12 15:25:00,2025-04-12 15:59:00
465,95,465,1,Frankfurt,15.8,9,2025-05-10 09:25:00,2025-05-10 09:34:00
466,95,466,2,Hamburg,8.5,13,2025-05-10 11:10:00,2025-05-10 11:23:00
467,95,467,3,Frankfurt,7.6,5,2025-05-10 11:40:00,2025-05-10 11:45:00
468,95,468,4,Berlin,29.8,4,2025-05-10 12:10:00,2025-05-10 12:14:00
469,95,469,5,Frankfurt,36.8,4,2025-05-10 14:40:00,2025-05-10 14:44:00
470,95,470,6,Stuttgart,17.9,9,2025-05-10 14:00:00,2025-05-10 14:09:00
471,95,471,7,Frankfurt,37.2,10,2025-05-10 14:55:00,2025-05-10 15:05:00
472,96,472,1,Stuttgart,4.5,20,2025-06-06 09:40:00,2025-06-06 10:00:00
473,96,473,2,Frankfurt,14.6,29,2025-06-06 10:10:00,2025-06-06 10:39:00
474,96,474,3,Frankfurt,25.8,21,2025-06-06 11:25:00,2025-06-06 11:46:00
475,96,475,4,Hamburg,46.9,14,2025-06-06 12:40:00,2025-06-06 12:54:00
476,96,476,5,Berlin,11.7,22,2025-06-06 13:10:00,2025-06-06 13:32:00
477,96,477,6,Stuttgart,45.0,26,2025-06-06 13:55:00,2025-06-06 14:21:00
478,97,478,1,Frankfurt,11.6,27,2025-06-27 09:10:00,2025-06-27 09:37:00
479,97,479,2,Köln,44.5,35,2025-06-27 10:10:00,2025-06-27 10:45:00
480,97,480,3,Köln,28.3,21,2025-06-27 11:40:00,2025-06-27 12:01:00
481,97,481,4,Frankfurt,19.8,9,2025-06-27 12:45:00,2025-06-27 12:54:00
482,97,482,5,Berlin,8.1,34,2025-06-27 13:25:00,2025-06-27 13:59:00
483,98,483,1,Hamburg,26.7,34,2025-06-06 10:40:00,2025-06-06 11:14:00
484,98,484,2,Frankfurt,38.6,21,2025-06-06 10:40:00,2025-06-06 11:01:00
485,98,485,3,Hamburg,19.8,31,2025-06-06 11:45:00,2025-06-06 12:16:00
486,98,486,4,Frankfurt,18.1,6,2025-06-06 13:10:00,2025-06-06 13:16:00
487,99,487,1,München,28.1,11,2025-06-02 10:10:00,2025-06-02 10:21:00
488,99,488,2,Leipzig,24.5,17,2025-06-02 10:55:00,2025-06-02 11:12:00
489,99,489,3,München,32.6,13,2025-06-02 11:55:00,2025-06-02 12:08:00
490,99,490,4,Leipzig,22.5,9,2025-06-02 12:55:00,2025-06-02 13:04:00
491,99,491,5,Stuttgart,47.0,8,2025-06-02 12:55:00,2025-06-02 13:03:00
492,99,492,6,München,45.1,10,2025-06-02 14:25:00,2025-06-02 14:35:00
493,99,493,7,Leipzig,25.2,7,2025-06-02 15:55:00,2025-06-02 16:02:00
494,100,494,1,Köln,21.9,10,2025-05-01 08:40:00,2025-05-01 08:50:00
495,100,495,2,Stuttgart,23.0,25,2025-05-01 10:25:00,2025-05-01 10:50:00
496,100,496,3,Berlin,30.3,17,2025-05-01 11:55:00,2025-05-01 12:12:00
497,101,497,1,Berlin,16.3,14,2025-06-13 08:55:00,2025-06-13 09:09:00
498,101,498,2,Hamburg,33.3,19,2025-06-13 10:10:00,2025-06-13 10:29:00
499,101,499,3,Stuttgart,23.1,6,2025-06-13 12:25:00,2025-06-13 12:31:00
500,101,500,4,Leipzig,19.5,5,2025-06-13 12:25:00,2025-06-13 12:30:00
501,101,501,5,München,34.4,14,2025-06-13 13:25:00,2025-06-13 13:39:00
502,102,502,1,Leipzig,45.0,27,2025-06-29 10:40:00,2025-06-29 11:07:00
503,102,503,2,Frankfurt,4.8,25,2025-06-29 10:25:00,2025-06-29 10:50:00
504,102,504,3,München,5.1,21,2025-06-29 11:55:00,2025-06-29 12:16:00
505,103,505,1,Köln,9.4,13,2025-05-08 09:55:00,2025-05-08 10:08:00
506,103,506,2,Hamburg,44.0,19,2025-05-08 10:40:00,2025-05-08 10:59:00
507,103,507,3,Hamburg,34.3,32,2025-05-08 12:10:00,2025-05-08 12:42:00
508,104,508,1,Köln,25.8,34,2025-04-04 09:25:00,2025-04-04 09:59:00
509,104,509,2,München,25.8,32,2025-04-04 10:25:00,2025-04-04 10:57:00
510,104,510,3,Hamburg,32.5,25,2025-04-04 12:25:00,2025-04-04 12:50:00
511,104,511,4,Leipzig,12.3,19,2025-04-04 12:40:00,2025-04-04 12:59:00
512,104,512,5,Hamburg,28.0,31,2025-04-04 13:25:00,2025-04-04 13:56:00
513,104,513,6,München,38.9,30,2025-04-04 13:40:00,2025-04-04 14:10:00
514,105,514,1,Leipzig,32.5,28,2025-06-12 09:40:00,2025-06-12 10:08:00
515,105,515,2,Berlin,32.7,16,2025-06-12 10:45:00,2025-06-12 11:01:00
516,105,516,3,Leipzig,18.7,32,2025-06-12 11:40:00,2025-06-12 12:12:00
517,106,517,1,München,20.4,11,2025-04-19 09:25:00,2025-04-19 09:36:00
518,106,518,2,Köln,6.9,34,2025-04-19 10:25:00,2025-04-19 10:59:00
519,106,519,3,Hamburg,10.6,15,2025-04-19 11:25:00,2025-04-19 11:40:00
520,106,520,4,Stuttgart,8.1,25,2025-04-19 12:15:00,2025-04-19 12:40:00
521,106,521,5,Berlin,40.1,15,2025-04-19 13:25:00,2025-04-19 13:40:00
522,107,522,1,Hamburg,36.0,10,2025-06-05 10:10:00,2025-06-05 10:20:00
523,107,523,2,Leipzig,16.5,21,2025-06-05 10:25:00,2025-06-05 10:46:00
524,107,524,3,Leipzig,15.4,11,2025-06-05 11:10:00,2025-06-05 11:21:00
525,107,525,4,Berlin,13.1,13,2025-06-05 12:10:00,2025-06-05 12:23:00
526,107,526,5,Frankfurt,33.3,21,2025-06-05 13:55:00,2025-06-05 14:16:00
527,108,527,1,Hamburg,7.3,27,2025-05-23 09:25:00,2025-05-23 09:52:00
528,108,528,2,Frankfurt,30.5,12,2025-05-23 10:25:00,2025-05-23 10:37:00
529,108,529,3,Berlin,28.6,35,2025-05-23 12:40:00,2025-05-23 13:15:00
530,108,530,4,München,32.6,25,2025-05-23 12:10:00,2025-05-23 12:35:00
531,108,531,5,Berlin,24.3,17,2025-05-23 13:40:00,2025-05-23 13:57:00
532,108,532,6,München,12.1,23,2025-05-23 13:55:00,2025-05-23 14:18:00
533,108,533,7,Hamburg,47.1,12,2025-05-23 14:40:00,2025-05-23 14:52:00
534,109,534,1,Leipzig,44.6,17,2025-04-24 10:10:00,2025-04-24 10:27:00
535,109,535,2,Stuttgart,47.9,10,2025-04-24 10:25:00,2025-04-24 10:35:00
536,109,536,3,Hamburg,18.9,13,2025-04-24 10:40:00,2025-04-24 10:53:00
537,109,537,4,München,26.8,26,2025-04-24 13:25:00,2025-04-24 13:51:00
538,109,538,5,Berlin,17.8,23,2025-04-24 13:15:00,2025-04-24 13:38:00
539,110,539,1,Stuttgart,35.4,6,2025-05-09 09:40:00,2025-05-09 09:46:00
540,110,540,2,Leipzig,31.7,19,2025-05-09 10:40:00,2025-05-09 10:59:00
541,110,541,3,Stuttgart,15.7,30,2025-05-09 12:10:00,2025-05-09 12:40:00
542,110,542,4,Leipzig,23.5,29,2025-05-09 12:25:00,2025-05-09 12:54:00
543,111,543,1,München,43.5,33,2025-06-18 09:10:00,2025-06-18 09:43:00
544,111,544,2,Hamburg,23.9,35,2025-06-18 10:00:00,2025-06-18 10:35:00
545,111,545,3,Frankfurt,26.1,7,2025-06-18 11:55:00,2025-06-18 12:02:00
546,111,546,4,Frankfurt,13.9,8,2025-06-18 12:40:00,2025-06-18 12:48:00
547,111,547,5,Hamburg,5.6,26,2025-06-18 13:25:00,2025-06-18 13:51:00
548,111,548,6,Stuttgart,20.8,17,2025-06-18 14:55:00,2025-06-18 15:12:00
549,112,549,1,Köln,5.6,5,2025-06-02 10:10:00,2025-06-02 10:15:00
550,112,550,2,Berlin,12.0,7,2025-06-02 10:25:00,2025-06-02 10:32:00
551,112,551,3,Hamburg,45.0,17,2025-06-02 11:25:00,2025-06-02 11:42:00
552,112,552,4,Leipzig,40.6,30,2025-06-02 12:40:00,2025-06-02 13:10:00
553,112,553,5,Leipzig,45.7,11,2025-06-02 13:55:00,2025-06-02 14:06:00
554,113,554,1,München,5.6,11,2025-05-03 09:10:00,2025-05-03 09:21:00
555,113,555,2,München,4.9,33,2025-05-03 10:10:00,2025-05-03 10:43:00
556,113,556,3,Frankfurt,25.7,25,2025-05-03 10:55:00,2025-05-03 11:20:00
557,113,557,4,Stuttgart,35.9,23,2025-05-03 12:00:00,2025-05-03 12:23:00
558,114,558,1,Leipzig,23.3,34,2025-04-14 09:10:00,2025-04-14 09:44:00
559,114,559,2,Hamburg,20.8,13,2025-04-14 10:55:00,2025-04-14 11:08:00
560,114,560,3,Leipzig,10.1,17,2025-04-14 11:00:00,2025-04-14 11:17:00
561,114,561,4,Stuttgart,47.7,4,2025-04-14 12:25:00,2025-04-14 12:29:00
562,114,562,5,Hamburg,13.3,26,2025-04-14 13:25:00,2025-04-14 13:51:00
563,114,563,6,Frankfurt,37.8,9,2025-04-14 14:25:00,2025-04-14 14:34:00
564,115,564,1,Leipzig,22.6,30,2025-05-14 09:25:00,2025-05-14 09:55:00
565,115,565,2,München,15.1,12,2025-05-14 10:25:00,2025-05-14 10:37:00
566,115,566,3,Leipzig,6.2,35,2025-05-14 11:25:00,2025-05-14 12:00:00
567,116,567,1,Köln,19.5,35,2025-06-28 09:40:00,2025-06-28 10:15:00
568,116,568,2,Frankfurt,24.5,29,2025-06-28 09:55:00,2025-06-28 10:24:00
569,116,569,3,Stuttgart,25.9,4,2025-06-28 11:55:00,2025-06-28 11:59:00
570,117,570,1,Köln,45.5,14,2025-04-18 09:55:00,2025-04-18 10:09:00
571,117,571,2,Stuttgart,13.5,21,2025-04-18 11:25:00,2025-04-18 11:46:00
572,117,572,3,Berlin,43.2,21,2025-04-18 12:25:00,2025-04-18 12:46:00
573,117,573,4,München,30.1,29,2025-04-18 11:40:00,2025-04-18 12:09:00
574,117,574,5,Köln,45.9,16,2025-04-18 13:55:00,2025-04-18 14:11:00
575,118,575,1,Köln,9.1,33,2025-04-04 08:40:00,2025-04-04 09:13:00
576,118,576,2,Hamburg,37.8,24,2025-04-04 10:15:00,2025-04-04 10:39:00
577,118,577,3,Leipzig,21.8,12,2025-04-04 11:10:00,2025-04-04 11:22:00
578,119,578,1,Berlin,46.8,7,2025-06-30 09:25:00,2025-06-30 09:32:00
579,119,579,2,München,4.9,32,2025-06-30 11:10:00,2025-06-30 11:42:00
580,119,580,3,Köln,17.5,32,2025-06-30 11:55:00,2025-06-30 12:27:00
581,119,581,4,München,14.3,25,2025-06-30 12:25:00,2025-06-30 12:50:00
582,119,582,5,Frankfurt,27.0,27,2025-06-30 13:55:00,2025-06-30 14:22:00
583,119,583,6,Berlin,30.0,12,2025-06-30 14:10:00,2025-06-30 14:22:00
584,120,584,1,Berlin,9.6,7,2025-05-16 10:10:00,2025-05-16 10:17:00
585,120,585,2,Köln,28.9,7,2025-05-16 10:10:00,2025-05-16 10:17:00
586,120,586,3,Leipzig,19.3,14,2025-05-16 11:25:00,2025-05-16 11:39:00
587,120,587,4,Köln,41.8,13,2025-05-16 12:00:00,2025-05-16 12:13:00
588,121,588,1,Hamburg,17.3,11,2025-05-30 09:55:00,2025-05-30 10:06:00
589,121,589,2,Berlin,31.4,8,2025-05-30 11:10:00,2025-05-30 11:18:00
590,121,590,3,Berlin,29.8,13,2025-05-30 10:40:00,2025-05-30 10:53:00
591,121,591,4,München,19.8,11,2025-05-30 12:25:00,2025-05-30 12:36:00
592,122,592,1,Leipzig,20.3,27,2025-04-27 09:55:00,2025-04-27 10:22:00
593,122,593,2,Berlin,19.5,12,2025-04-27 10:40:00,2025-04-27 10:52:00
594,122,594,3,Hamburg,45.6,13,2025-04-27 11:25:00,2025-04-27 11:38:00
595,122,595,4,Berlin,19.5,31,2025-04-27 12:55:00,2025-04-27 13:26:00
596,122,596,5,Köln,16.0,21,2025-04-27 14:10:00,2025-04-27 14:31:00
597,123,597,1,Hamburg,36.0,22,2025-04-09 09:10:00,2025-04-09 09:32:00
598,123,598,2,Frankfurt,39.8,5,2025-04-09 10:15:00,2025-04-09 10:20:00
599,123,599,3,Berlin,21.9,16,2025-04-09 11:55:00,2025-04-09 12:11:00
600,123,600,4,Frankfurt,4.6,17,2025-04-09 13:10:00,2025-04-09 13:27:00
601,123,601,5,Berlin,38.8,32,2025-04-09 13:55:00,2025-04-09 14:27:00
602,124,602,1,Stuttgart,46.7,31,2025-04-30 09:00:00,2025-04-30 09:31:00
603,124,603,2,München,7.3,13,2025-04-30 10:10:00,2025-04-30 10:23:00
604,124,604,3,Köln,24.1,33,2025-04-30 10:55:00,2025-04-30 11:28:00
605,125,605,1,Leipzig,44.5,5,2025-06-23 09:25:00,2025-06-23 09:30:00
606,125,606,2,Berlin,39.5,26,2025-06-23 10:55:00,2025-06-23 11:21:00
607,125,607,3,Hamburg,37.2,20,2025-06-23 11:55:00,2025-06-23 12:15:00
608,126,608,1,Stuttgart,46.7,13,2025-05-20 09:40:00,2025-05-20 09:53:00
609,126,609,2,Stuttgart,39.5,4,2025-05-20 10:30:00,2025-05-20 10:34:00
610,126,610,3,Hamburg,34.8,34,2025-05-20 11:00:00,2025-05-20 11:34:00
611,126,611,4,Berlin,46.3,4,2025-05-20 12:40:00,2025-05-20 12:44:00
612,126,612,5,Stuttgart,44.8,25,2025-05-20 13:25:00,2025-05-20 13:50:00
613,126,613,6,Frankfurt,22.8,15,2025-05-20 14:40:00,2025-05-20 14:55:00
614,126,614,7,Köln,40.4,30,2025-05-20 15:30:00,2025-05-20 16:00:00
615,127,615,1,Frankfurt,30.0,23,2025-05-13 09:25:00,2025-05-13 09:48:00
