scan_id,send_nr,stop_nr,scan_ts,evt,ort_txt
460,179,179,2025-03-18 12:43:00,scan_hub,Stuttgart
461,180,180,2025-01-21 07:21:00,uebernahme,Stuttgart
462,180,180,2025-01-21 08:05:00,scan_hub,Berlin
463,180,180,2025-01-21 07:31:00,zustellung,München
464,181,181,2025-01-21 08:39:00,uebernahme,Leipzig
465,181,181,2025-01-21 08:12:00,scan_hub,Köln
466,181,181,2025-01-21 08:15:00,zustellung,Stuttgart
467,182,182,2025-04-09 08:15:00,uebernahme,Stuttgart
468,182,182,2025-04-09 08:44:00,scan_hub,Hamburg
469,182,182,2025-04-09 08:22:00,zustellung,Leipzig
470,183,183,2025-04-09 08:16:00,uebernahme,Hamburg
471,183,183,2025-04-09 08:18:00,scan_hub,München
472,184,184,2025-04-01 08:14:00,uebernahme,Frankfurt
473,184,184,2025-04-01 08:46:00,scan_hub,München
474,185,185,2025-04-01 08:55:00,uebernahme,Stuttgart
475,185,185,2025-04-01 09:01:00,scan_hub,Leipzig
476,186,186,2025-04-01 10:09:00,uebernahme,Frankfurt
477,186,186,2025-04-01 10:34:00,scan_hub,München
478,186,186,2025-04-01 10:32:00,zustellung,Frankfurt
479,187,187,2025-04-01 11:14:00,uebernahme,Köln
480,187,187,2025-04-01 10:33:00,scan_hub,Leipzig
481,187,187,2025-04-01 10:47:00,zustellung,Köln
482,188,188,2025-04-01 12:02:00,uebernahme,Köln
483,188,188,2025-04-01 11:46:00,scan_hub,München
484,189,189,2025-04-01 13:12:00,uebernahme,München
485,189,189,2025-04-01 13:10:00,scan_hub,München
486,190,190,2025-03-25 08:03:00,uebernahme,Frankfurt
487,190,190,2025-03-25 07:55:00,scan_hub,Leipzig
488,191,191,2025-03-25 08:23:00,uebernahme,Hamburg
489,191,191,2025-03-25 08:43:00,scan_hub,Berlin
490,192,192,2025-03-25 10:13:00,uebernahme,Frankfurt
491,192,192,2025-03-25 10:16:00,scan_hub,München
492,193,193,2025-03-25 12:04:00,uebernahme,Frankfurt
493,193,193,2025-03-25 11:40:00,scan_hub,Leipzig
494,193,193,2025-03-25 11:56:00,zustellung,Köln
495,194,194,2025-03-09 07:35:00,uebernahme,Hamburg
496,194,194,2025-03-09 07:34:00,scan_hub,Berlin
497,195,195,2025-03-09 08:58:00,uebernahme,Köln
498,195,195,2025-03-09 08:51:00,scan_hub,Frankfurt
499,196,196,2025-03-09 10:53:00,uebernahme,Stuttgart
500,196,196,2025-03-09 10:54:00,scan_hub,Frankfurt
501,196,196,2025-03-09 11:33:00,zustellung,Hamburg
502,197,197,2025-03-09 11:09:00,uebernahme,Leipzig
503,197,197,2025-03-09 10:58:00,scan_hub,Stuttgart
504,197,197,2025-03-09 10:57:00,zustellung,Köln
505,198,198,2025-03-09 12:11:00,uebernahme,Frankfurt
506,198,198,2025-03-09 12:11:00,scan_hub,Hamburg
507,199,199,2025-03-09 13:32:00,uebernahme,Leipzig
508,199,199,2025-03-09 13:38:00,scan_hub,Berlin
509,199,199,2025-03-09 13:31:00,zustellung,Berlin
510,200,200,2025-02-04 08:02:00,uebernahme,Hamburg
511,200,200,2025-02-04 07:51:00,scan_hub,Köln
512,201,201,2025-02-04 09:00:00,uebernahme,Leipzig
513,201,201,2025-02-04 09:36:00,scan_hub,Berlin
514,202,202,2025-02-04 09:15:00,uebernahme,Leipzig
515,202,202,2025-02-04 09:47:00,scan_hub,Berlin
516,202,202,2025-02-04 09:10:00,zustellung,Hamburg
517,203,203,2025-02-04 12:20:00,uebernahme,Hamburg
518,203,203,2025-02-04 12:48:00,scan_hub,Frankfurt
519,203,203,2025-02-04 12:01:00,zustellung,Köln
520,204,204,2025-02-04 12:06:00,uebernahme,Frankfurt
521,204,204,2025-02-04 12:23:00,scan_hub,Frankfurt
522,205,205,2025-02-04 12:18:00,uebernahme,Köln
523,205,205,2025-02-04 12:36:00,scan_hub,München
524,205,205,2025-02-04 12:17:00,zustellung,Köln
525,206,206,2025-02-01 08:03:00,uebernahme,Stuttgart
526,206,206,2025-02-01 07:52:00,scan_hub,Leipzig
527,206,206,2025-02-01 07:26:00,zustellung,Hamburg
528,207,207,2025-02-01 09:37:00,uebernahme,Hamburg
529,207,207,2025-02-01 09:36:00,scan_hub,Hamburg
530,208,208,2025-02-01 09:22:00,uebernahme,Berlin
531,208,208,2025-02-01 09:44:00,scan_hub,Berlin
532,208,208,2025-02-01 09:35:00,zustellung,Berlin
533,209,209,2025-02-01 10:08:00,uebernahme,München
534,209,209,2025-02-01 10:29:00,scan_hub,Frankfurt
535,210,210,2025-02-01 11:57:00,uebernahme,Leipzig
536,210,210,2025-02-01 11:17:00,scan_hub,Berlin
537,210,210,2025-02-01 11:31:00,zustellung,Köln
538,211,211,2025-02-01 13:23:00,uebernahme,Berlin
539,211,211,2025-02-01 13:07:00,scan_hub,München
540,212,212,2025-04-02 07:55:00,uebernahme,Frankfurt
541,212,212,2025-04-02 07:50:00,scan_hub,Köln
542,213,213,2025-04-02 08:56:00,uebernahme,Köln
543,213,213,2025-04-02 09:02:00,scan_hub,Leipzig
544,214,214,2025-03-07 08:08:00,uebernahme,Leipzig
545,214,214,2025-03-07 08:15:00,scan_hub,Leipzig
546,214,214,2025-03-07 07:56:00,zustellung,Stuttgart
547,215,215,2025-03-07 08:16:00,uebernahme,München
548,215,215,2025-03-07 08:22:00,scan_hub,Hamburg
549,215,215,2025-03-07 08:14:00,zustellung,München
550,216,216,2025-03-07 10:12:00,uebernahme,Stuttgart
551,216,216,2025-03-07 09:41:00,scan_hub,Stuttgart
552,216,216,2025-03-07 10:24:00,zustellung,Frankfurt
553,217,217,2025-03-07 11:28:00,uebernahme,Köln
554,217,217,2025-03-07 11:11:00,scan_hub,München
555,217,217,2025-03-07 12:00:00,zustellung,Hamburg
556,218,218,2025-01-23 09:04:00,uebernahme,Hamburg
557,218,218,2025-01-23 09:36:00,scan_hub,Leipzig
558,218,218,2025-01-23 09:01:00,zustellung,Frankfurt
559,219,219,2025-01-23 10:16:00,uebernahme,Köln
560,219,219,2025-01-23 09:50:00,scan_hub,Köln
561,219,219,2025-01-23 09:49:00,zustellung,München
562,220,220,2025-01-23 11:18:00,uebernahme,Berlin
563,220,220,2025-01-23 11:18:00,scan_hub,Leipzig
564,220,220,2025-01-23 10:57:00,zustellung,Leipzig
565,221,221,2025-01-23 10:43:00,uebernahme,Stuttgart
566,221,221,2025-01-23 11:00:00,scan_hub,München
567,221,221,2025-01-23 10:51:00,zustellung,Hamburg
568,222,222,2025-01-23 13:23:00,uebernahme,Köln
569,222,222,2025-01-23 13:31:00,scan_hub,Stuttgart
570,223,223,2025-01-23 14:54:00,uebernahme,Köln
571,223,223,2025-01-23 14:46:00,scan_hub,München
572,224,224,2025-03-17 07:34:00,uebernahme,Stuttgart
573,224,224,2025-03-17 07:03:00,scan_hub,Leipzig
574,225,225,2025-03-17 10:09:00,uebernahme,Frankfurt
575,225,225,2025-03-17 10:19:00,scan_hub,Berlin
576,225,225,2025-03-17 10:17:00,zustellung,Hamburg
577,226,226,2025-03-17 10:19:00,uebernahme,Köln
578,226,226,2025-03-17 10:49:00,scan_hub,München
579,227,227,2025-03-17 12:53:00,uebernahme,Köln
580,227,227,2025-03-17 13:02:00,scan_hub,Köln
581,228,228,2025-03-17 12:08:00,uebernahme,München
582,228,228,2025-03-17 11:42:00,scan_hub,München
583,229,229,2025-04-18 07:56:00,uebernahme,Leipzig
584,229,229,2025-04-18 08:09:00,scan_hub,Stuttgart
585,230,230,2025-04-18 09:25:00,uebernahme,Berlin
586,230,230,2025-04-18 09:42:00,scan_hub,Stuttgart
587,230,230,2025-04-18 09:20:00,zustellung,Berlin
588,231,231,2025-04-18 11:15:00,uebernahme,Frankfurt
589,231,231,2025-04-18 10:30:00,scan_hub,Stuttgart
590,232,232,2025-04-18 11:20:00,uebernahme,Frankfurt
591,232,232,2025-04-18 11:10:00,scan_hub,Hamburg
592,233,233,2025-04-06 08:03:00,uebernahme,Stuttgart
593,233,233,2025-04-06 08:07:00,scan_hub,Leipzig
594,234,234,2025-04-06 09:36:00,uebernahme,Berlin
595,234,234,2025-04-06 09:32:00,scan_hub,Berlin
596,235,235,2025-02-08 08:25:00,uebernahme,Stuttgart
597,235,235,2025-02-08 08:03:00,scan_hub,Leipzig
598,236,236,2025-02-08 08:30:00,uebernahme,Berlin
599,236,236,2025-02-08 08:38:00,scan_hub,Leipzig
600,236,236,2025-02-08 08:48:00,zustellung,Hamburg
601,237,237,2025-02-08 09:51:00,uebernahme,Frankfurt
602,237,237,2025-02-08 10:00:00,scan_hub,Frankfurt
603,237,237,2025-02-08 10:20:00,zustellung,Berlin
604,238,238,2025-02-08 10:47:00,uebernahme,Stuttgart
605,238,238,2025-02-08 10:55:00,scan_hub,Stuttgart
606,238,238,2025-02-08 10:26:00,zustellung,Leipzig
607,239,239,2025-02-08 12:16:00,uebernahme,Berlin
608,239,239,2025-02-08 12:17:00,scan_hub,Köln
609,239,239,2025-02-08 12:30:00,zustellung,Stuttgart
610,240,240,2025-05-06 08:25:00,uebernahme,München
611,240,240,2025-05-06 08:34:00,scan_hub,Leipzig
612,240,240,2025-05-06 08:35:00,zustellung,Köln
613,241,241,2025-05-06 09:42:00,uebernahme,Leipzig
614,241,241,2025-05-06 09:53:00,scan_hub,Berlin
615,241,241,2025-05-06 10:12:00,zustellung,Stuttgart
616,242,242,2025-05-06 09:32:00,uebernahme,Berlin
617,242,242,2025-05-06 08:59:00,scan_hub,Leipzig
618,243,243,2025-05-06 10:32:00,uebernahme,Köln
619,243,243,2025-05-06 10:29:00,scan_hub,Hamburg
620,244,244,2025-05-06 11:34:00,uebernahme,Köln
621,244,244,2025-05-06 11:30:00,scan_hub,Berlin
622,245,245,2025-01-16 08:06:00,uebernahme,Stuttgart
623,245,245,2025-01-16 08:21:00,scan_hub,München
624,245,245,2025-01-16 08:13:00,zustellung,Berlin
625,246,246,2025-01-16 10:15:00,uebernahme,Leipzig
626,246,246,2025-01-16 09:32:00,scan_hub,Stuttgart
627,247,247,2025-02-15 09:11:00,uebernahme,München
628,247,247,2025-02-15 09:00:00,scan_hub,Leipzig
629,248,248,2025-02-15 08:39:00,uebernahme,Köln
630,248,248,2025-02-15 08:24:00,scan_hub,Berlin
631,249,249,2025-02-15 10:10:00,uebernahme,Leipzig
632,249,249,2025-02-15 10:09:00,scan_hub,Berlin
633,249,249,2025-02-15 10:39:00,zustellung,Stuttgart
634,250,250,2025-02-15 11:24:00,uebernahme,Berlin
635,250,250,2025-02-15 10:56:00,scan_hub,Stuttgart
636,250,250,2025-02-15 11:15:00,zustellung,München
637,251,251,2025-03-10 08:10:00,uebernahme,Leipzig
638,251,251,2025-03-10 08:15:00,scan_hub,Frankfurt
639,252,252,2025-03-10 08:32:00,uebernahme,Leipzig
640,252,252,2025-03-10 08:46:00,scan_hub,Leipzig
641,253,253,2025-03-10 10:51:00,uebernahme,Hamburg
642,253,253,2025-03-10 10:29:00,scan_hub,Berlin
643,253,253,2025-03-10 10:43:00,zustellung,Berlin
644,254,254,2025-01-24 07:56:00,uebernahme,Hamburg
645,254,254,2025-01-24 08:32:00,scan_hub,München
646,254,254,2025-01-24 08:41:00,zustellung,Hamburg
647,255,255,2025-01-24 09:04:00,uebernahme,Stuttgart
648,255,255,2025-01-24 08:41:00,scan_hub,Frankfurt
649,256,256,2025-01-24 10:43:00,uebernahme,Frankfurt
650,256,256,2025-01-24 10:16:00,scan_hub,München
651,256,256,2025-01-24 10:38:00,zustellung,Köln
652,257,257,2025-01-24 12:07:00,uebernahme,Köln
653,257,257,2025-01-24 12:07:00,scan_hub,Berlin
654,258,258,2025-02-17 08:12:00,uebernahme,Stuttgart
655,258,258,2025-02-17 08:26:00,scan_hub,Hamburg
656,259,259,2025-02-17 09:00:00,uebernahme,Köln
657,259,259,2025-02-17 09:31:00,scan_hub,Berlin
658,260,260,2025-03-22 09:00:00,uebernahme,Stuttgart
659,260,260,2025-03-22 09:20:00,scan_hub,Stuttgart
660,260,260,2025-03-22 08:41:00,zustellung,Berlin
661,261,261,2025-03-22 08:14:00,uebernahme,München
662,261,261,2025-03-22 08:26:00,scan_hub,Stuttgart
663,261,261,2025-03-22 08:31:00,zustellung,Leipzig
664,262,262,2025-03-22 11:39:00,uebernahme,Köln
665,262,262,2025-03-22 11:29:00,scan_hub,Köln
666,263,263,2025-03-22 11:04:00,uebernahme,Frankfurt
667,263,263,2025-03-22 10:27:00,scan_hub,Stuttgart
668,263,263,2025-03-22 10:57:00,zustellung,Frankfurt
669,264,264,2025-03-22 13:28:00,uebernahme,Frankfurt
670,264,264,2025-03-22 13:39:00,scan_hub,Stuttgart
671,264,264,2025-03-22 13:29:00,zustellung,Frankfurt
672,265,265,2025-04-14 08:28:00,uebernahme,Köln
673,265,265,2025-04-14 08:21:00,scan_hub,Hamburg
674,266,266,2025-04-14 08:19:00,uebernahme,Berlin
675,266,266,2025-04-14 09:02:00,scan_hub,Leipzig
676,267,267,2025-04-14 09:38:00,uebernahme,Frankfurt
677,267,267,2025-04-14 09:42:00,scan_hub,Köln
678,268,268,2025-05-06 07:38:00,uebernahme,Leipzig
679,268,268,2025-05-06 07:17:00,scan_hub,Stuttgart
680,269,269,2025-05-06 08:27:00,uebernahme,Hamburg
681,269,269,2025-05-06 08:52:00,scan_hub,Stuttgart
682,270,270,2025-05-06 09:27:00,uebernahme,Köln
683,270,270,2025-05-06 09:53:00,scan_hub,Stuttgart
684,271,271,2025-05-07 07:54:00,uebernahme,Köln
685,271,271,2025-05-07 07:49:00,scan_hub,Frankfurt
686,272,272,2025-05-07 08:35:00,uebernahme,München
687,272,272,2025-05-07 08:38:00,scan_hub,Berlin
688,272,272,2025-05-07 09:06:00,zustellung,Hamburg
689,273,273,2025-05-07 11:49:00,uebernahme,Köln
690,273,273,2025-05-07 11:16:00,scan_hub,Köln
691,274,274,2025-04-03 07:31:00,uebernahme,Berlin
692,274,274,2025-04-03 07:28:00,scan_hub,Köln
693,274,274,2025-04-03 07:13:00,zustellung,Berlin
694,275,275,2025-04-03 08:36:00,uebernahme,Stuttgart
695,275,275,2025-04-03 09:20:00,scan_hub,Leipzig
696,276,276,2025-04-30 08:14:00,uebernahme,Stuttgart
697,276,276,2025-04-30 07:58:00,scan_hub,Frankfurt
698,276,276,2025-04-30 08:13:00,zustellung,Leipzig
699,277,277,2025-04-30 09:15:00,uebernahme,Berlin
700,277,277,2025-04-30 09:11:00,scan_hub,Köln
701,278,278,2025-04-30 11:08:00,uebernahme,Köln
702,278,278,2025-04-30 11:12:00,scan_hub,Berlin
703,278,278,2025-04-30 11:19:00,zustellung,Stuttgart
704,279,279,2025-04-30 11:32:00,uebernahme,München
705,279,279,2025-04-30 11:24:00,scan_hub,Leipzig
706,280,280,2025-04-26 09:20:00,uebernahme,Köln
707,280,280,2025-04-26 09:09:00,scan_hub,Berlin
708,280,280,2025-04-26 08:57:00,zustellung,Hamburg
709,281,281,2025-04-26 10:59:00,uebernahme,München
710,281,281,2025-04-26 10:35:00,scan_hub,Hamburg
711,281,281,2025-04-26 11:02:00,zustellung,Köln
712,282,282,2025-04-26 11:28:00,uebernahme,Stuttgart
713,282,282,2025-04-26 10:59:00,scan_hub,Hamburg
714,282,282,2025-04-26 11:11:00,zustellung,Köln
715,283,283,2025-04-26 10:51:00,uebernahme,München
716,283,283,2025-04-26 10:39:00,scan_hub,Köln
717,283,283,2025-04-26 10:53:00,zustellung,Berlin
718,284,284,2025-01-27 08:44:00,uebernahme,Stuttgart
719,284,284,2025-01-27 08:50:00,scan_hub,Köln
720,285,285,2025-01-27 08:47:00,uebernahme,Köln
721,285,285,2025-01-27 08:25:00,scan_hub,München
722,285,285,2025-01-27 09:05:00,zustellung,Leipzig
723,286,286,2025-01-27 10:16:00,uebernahme,Frankfurt
724,286,286,2025-01-27 10:47:00,scan_hub,Berlin
725,287,287,2025-01-27 10:43:00,uebernahme,Frankfurt
726,287,287,2025-01-27 10:39:00,scan_hub,Leipzig
727,288,288,2025-01-27 12:44:00,uebernahme,Leipzig
728,288,288,2025-01-27 12:55:00,scan_hub,München
729,289,289,2025-01-31 07:50:00,uebernahme,München
730,289,289,2025-01-31 08:05:00,scan_hub,Stuttgart
731,289,289,2025-01-31 08:14:00,zustellung,Köln
732,290,290,2025-01-31 08:57:00,uebernahme,Stuttgart
733,290,290,2025-01-31 08:47:00,scan_hub,Hamburg
734,290,290,2025-01-31 08:33:00,zustellung,Berlin
735,291,291,2025-01-27 07:02:00,uebernahme,Frankfurt
736,291,291,2025-01-27 07:26:00,scan_hub,Stuttgart
737,291,291,2025-01-27 07:16:00,zustellung,Köln
738,292,292,2025-01-27 08:37:00,uebernahme,Köln
739,292,292,2025-01-27 08:22:00,scan_hub,Berlin
740,292,292,2025-01-27 08:25:00,zustellung,Berlin
741,293,293,2025-01-27 09:23:00,uebernahme,Berlin
742,293,293,2025-01-27 09:55:00,scan_hub,Leipzig
743,293,293,2025-01-27 09:59:00,zustellung,Hamburg
744,294,294,2025-03-13 07:47:00,uebernahme,Hamburg
745,294,294,2025-03-13 08:17:00,scan_hub,Leipzig
746,295,295,2025-03-13 08:11:00,uebernahme,München
747,295,295,2025-03-13 08:28:00,scan_hub,München
748,295,295,2025-03-13 08:10:00,zustellung,Köln
749,296,296,2025-03-13 10:44:00,uebernahme,Köln
750,296,296,2025-03-13 10:28:00,scan_hub,Stuttgart
751,297,297,2025-03-13 10:34:00,uebernahme,Hamburg
752,297,297,2025-03-13 10:31:00,scan_hub,Frankfurt
753,297,297,2025-03-13 10:41:00,zustellung,München
754,298,298,2025-03-13 13:25:00,uebernahme,Köln
755,298,298,2025-03-13 13:43:00,scan_hub,Frankfurt
756,298,298,2025-03-13 13:50:00,zustellung,Stuttgart
757,299,299,2025-03-13 12:37:00,uebernahme,Stuttgart
758,299,299,2025-03-13 12:57:00,scan_hub,Berlin
759,299,299,2025-03-13 13:08:00,zustellung,Leipzig
760,300,300,2025-01-25 09:38:00,uebernahme,Berlin
761,300,300,2025-01-25 09:42:00,scan_hub,Berlin
762,300,300,2025-01-25 10:04:00,zustellung,Hamburg
763,301,301,2025-01-25 09:02:00,uebernahme,Hamburg
764,301,301,2025-01-25 08:44:00,scan_hub,Frankfurt
765,301,301,2025-01-25 08:32:00,zustellung,Köln
766,302,302,2025-01-25 10:07:00,uebernahme,Hamburg
767,302,302,2025-01-25 10:04:00,scan_hub,Berlin
768,302,302,2025-01-25 10:46:00,zustellung,München
769,303,303,2025-01-25 09:57:00,uebernahme,Hamburg
770,303,303,2025-01-25 10:27:00,scan_hub,Hamburg
771,303,303,2025-01-25 10:33:00,zustellung,Leipzig
772,304,304,2025-05-02 09:05:00,uebernahme,Köln
773,304,304,2025-05-02 09:17:00,scan_hub,Frankfurt
774,305,305,2025-05-02 09:04:00,uebernahme,Hamburg
775,305,305,2025-05-02 09:00:00,scan_hub,Hamburg
776,306,306,2025-05-02 09:41:00,uebernahme,Köln
777,306,306,2025-05-02 09:41:00,scan_hub,München
778,306,306,2025-05-02 10:20:00,zustellung,Frankfurt
779,307,307,2025-05-02 11:34:00,uebernahme,München
780,307,307,2025-05-02 11:41:00,scan_hub,Leipzig
781,307,307,2025-05-02 11:32:00,zustellung,Stuttgart
782,308,308,2025-05-02 11:54:00,uebernahme,Stuttgart
783,308,308,2025-05-02 11:39:00,scan_hub,Hamburg
784,309,309,2025-05-02 13:05:00,uebernahme,Leipzig
785,309,309,2025-05-02 12:23:00,scan_hub,München
786,309,309,2025-05-02 12:37:00,zustellung,Köln
787,310,310,2025-01-19 07:54:00,uebernahme,Hamburg
788,310,310,2025-01-19 08:04:00,scan_hub,Leipzig
789,310,310,2025-01-19 08:07:00,zustellung,Hamburg
790,311,311,2025-01-19 09:40:00,uebernahme,Stuttgart
791,311,311,2025-01-19 09:13:00,scan_hub,Frankfurt
792,311,311,2025-01-19 09:11:00,zustellung,Köln
793,312,312,2025-01-19 11:18:00,uebernahme,Leipzig
794,312,312,2025-01-19 11:14:00,scan_hub,München
795,313,313,2025-03-09 09:17:00,uebernahme,Frankfurt
796,313,313,2025-03-09 09:09:00,scan_hub,München
797,313,313,2025-03-09 08:58:00,zustellung,Hamburg
798,314,314,2025-03-09 09:15:00,uebernahme,Frankfurt
799,314,314,2025-03-09 08:45:00,scan_hub,Leipzig
800,314,314,2025-03-09 09:07:00,zustellung,Leipzig
801,315,315,2025-03-09 11:34:00,uebernahme,Hamburg
802,315,315,2025-03-09 11:19:00,scan_hub,Berlin
803,316,316,2025-03-09 10:46:00,uebernahme,München
804,316,316,2025-03-09 11:14:00,scan_hub,Leipzig
805,316,316,2025-03-09 10:55:00,zustellung,Köln
806,317,317,2025-03-09 11:51:00,uebernahme,Leipzig
807,317,317,2025-03-09 11:38:00,scan_hub,Köln
808,318,318,2025-02-07 08:49:00,uebernahme,Leipzig
809,318,318,2025-02-07 08:19:00,scan_hub,Stuttgart
810,318,318,2025-02-07 08:47:00,zustellung,München
811,319,319,2025-02-07 08:47:00,uebernahme,Berlin
812,319,319,2025-02-07 08:49:00,scan_hub,Stuttgart
813,320,320,2025-02-07 11:32:00,uebernahme,Frankfurt
814,320,320,2025-02-07 11:29:00,scan_hub,Frankfurt
815,320,320,2025-02-07 11:17:00,zustellung,Köln
816,321,321,2025-03-02 07:24:00,uebernahme,Frankfurt
817,321,321,2025-03-02 07:34:00,scan_hub,Berlin
818,321,321,2025-03-02 07:23:00,zustellung,Berlin
819,322,322,2025-03-02 08:43:00,uebernahme,Berlin
820,322,322,2025-03-02 08:39:00,scan_hub,Berlin
821,322,322,2025-03-02 08:54:00,zustellung,Köln
822,323,323,2025-03-02 10:08:00,uebernahme,Berlin
823,323,323,2025-03-02 09:56:00,scan_hub,Hamburg
824,324,324,2025-03-02 11:11:00,uebernahme,Stuttgart
825,324,324,2025-03-02 11:02:00,scan_hub,Berlin
826,324,324,2025-03-02 11:09:00,zustellung,Köln
827,325,325,2025-03-15 07:40:00,uebernahme,München
828,325,325,2025-03-15 07:22:00,scan_hub,München
829,326,326,2025-03-15 08:28:00,uebernahme,Frankfurt
830,326,326,2025-03-15 09:05:00,scan_hub,Köln
831,326,326,2025-03-15 08:53:00,zustellung,Stuttgart
832,327,327,2025-04-13 07:50:00,uebernahme,Köln
833,327,327,2025-04-13 07:47:00,scan_hub,Leipzig
834,328,328,2025-04-13 08:24:00,uebernahme,Stuttgart
835,328,328,2025-04-13 08:05:00,scan_hub,Frankfurt
836,328,328,2025-04-13 08:11:00,zustellung,Leipzig
837,329,329,2025-04-13 09:21:00,uebernahme,Leipzig
838,329,329,2025-04-13 09:12:00,scan_hub,Köln
839,330,330,2025-04-13 10:37:00,uebernahme,Berlin
840,330,330,2025-04-13 10:30:00,scan_hub,Frankfurt
841,330,330,2025-04-13 10:46:00,zustellung,Hamburg
842,331,331,2025-02-08 08:24:00,uebernahme,Leipzig
843,331,331,2025-02-08 08:16:00,scan_hub,Stuttgart
844,331,331,2025-02-08 08:58:00,zustellung,Stuttgart
845,332,332,2025-02-08 10:48:00,uebernahme,Berlin
846,332,332,2025-02-08 10:46:00,scan_hub,Stuttgart
847,333,333,2025-02-08 11:13:00,uebernahme,Berlin
848,333,333,2025-02-08 11:08:00,scan_hub,München
849,333,333,2025-02-08 11:23:00,zustellung,Berlin
850,334,334,2025-02-08 11:04:00,uebernahme,Berlin
851,334,334,2025-02-08 10:40:00,scan_hub,Leipzig
852,334,334,2025-02-08 10:15:00,zustellung,Stuttgart
853,335,335,2025-02-08 11:53:00,uebernahme,Leipzig
854,335,335,2025-02-08 11:37:00,scan_hub,Hamburg
855,336,336,2025-02-08 14:23:00,uebernahme,Leipzig
856,336,336,2025-02-08 14:16:00,scan_hub,Köln
857,337,337,2025-04-22 07:19:00,uebernahme,Frankfurt
858,337,337,2025-04-22 07:25:00,scan_hub,Hamburg
859,338,338,2025-04-22 09:19:00,uebernahme,Berlin
860,338,338,2025-04-22 09:17:00,scan_hub,Leipzig
861,339,339,2025-04-22 10:08:00,uebernahme,Stuttgart
862,339,339,2025-04-22 10:20:00,scan_hub,Frankfurt
863,339,339,2025-04-22 10:25:00,zustellung,Berlin
864,340,340,2025-04-22 11:09:00,uebernahme,Frankfurt
865,340,340,2025-04-22 11:45:00,scan_hub,Stuttgart
866,340,340,2025-04-22 11:19:00,zustellung,München
867,341,341,2025-04-22 12:58:00,uebernahme,Stuttgart
868,341,341,2025-04-22 12:56:00,scan_hub,Stuttgart
869,342,342,2025-04-22 14:28:00,uebernahme,Hamburg
870,342,342,2025-04-22 14:09:00,scan_hub,Berlin
871,343,343,2025-02-17 08:32:00,uebernahme,Berlin
872,343,343,2025-02-17 08:06:00,scan_hub,Stuttgart
873,343,343,2025-02-17 08:21:00,zustellung,Köln
874,344,344,2025-02-17 09:12:00,uebernahme,Frankfurt
875,344,344,2025-02-17 09:13:00,scan_hub,Leipzig
876,345,345,2025-02-17 09:51:00,uebernahme,Leipzig
877,345,345,2025-02-17 09:58:00,scan_hub,Frankfurt
878,345,345,2025-02-17 10:11:00,zustellung,Köln
879,346,346,2025-01-22 08:57:00,uebernahme,Hamburg
880,346,346,2025-01-22 09:07:00,scan_hub,München
881,346,346,2025-01-22 08:55:00,zustellung,Leipzig
882,347,347,2025-01-22 10:17:00,uebernahme,Leipzig
883,347,347,2025-01-22 09:41:00,scan_hub,Stuttgart
884,347,347,2025-01-22 09:51:00,zustellung,Leipzig
885,348,348,2025-01-22 08:56:00,uebernahme,Köln
886,348,348,2025-01-22 09:23:00,scan_hub,Berlin
887,349,349,2025-01-22 11:16:00,uebernahme,Leipzig
888,349,349,2025-01-22 10:36:00,scan_hub,Frankfurt
889,350,350,2025-01-22 12:59:00,uebernahme,Frankfurt
890,350,350,2025-01-22 13:23:00,scan_hub,München
891,350,350,2025-01-22 12:50:00,zustellung,Leipzig
892,351,351,2025-03-10 08:08:00,uebernahme,Hamburg
893,351,351,2025-03-10 08:14:00,scan_hub,München
894,351,351,2025-03-10 08:38:00,zustellung,München
895,352,352,2025-03-10 09:26:00,uebernahme,Stuttgart
896,352,352,2025-03-10 09:32:00,scan_hub,Hamburg
897,352,352,2025-03-10 08:54:00,zustellung,Hamburg
898,353,353,2025-03-10 10:57:00,uebernahme,München
899,353,353,2025-03-10 10:42:00,scan_hub,München
900,353,353,2025-03-10 11:06:00,zustellung,Berlin
901,354,354,2025-03-10 11:06:00,uebernahme,München
902,354,354,2025-03-10 11:28:00,scan_hub,Leipzig
903,354,354,2025-03-10 11:19:00,zustellung,München
904,355,355,2025-01-21 08:10:00,uebernahme,Berlin
905,355,355,2025-01-21 08:02:00,scan_hub,Frankfurt
906,355,355,2025-01-21 08:06:00,zustellung,Frankfurt
907,356,356,2025-01-21 08:08:00,uebernahme,Berlin
908,356,356,2025-01-21 08:55:00,scan_hub,Stuttgart
909,356,356,2025-01-21 08:50:00,zustellung,Berlin
910,357,357,2025-01-21 11:42:00,uebernahme,Hamburg
911,357,357,2025-01-21 12:04:00,scan_hub,Frankfurt
912,358,358,2025-01-21 12:13:00,uebernahme,Leipzig
913,358,358,2025-01-21 12:16:00,scan_hub,Hamburg
914,358,358,2025-01-21 12:24:00,zustellung,Leipzig
915,359,359,2025-01-21 12:45:00,uebernahme,Stuttgart
916,359,359,2025-01-21 12:54:00,scan_hub,Leipzig
917,359,359,2025-01-21 12:38:00,zustellung,Köln
918,360,360,2025-01-21 12:29:00,uebernahme,Frankfurt
919,360,360,2025-01-21 12:52:00,scan_hub,Leipzig
920,360,360,2025-01-21 13:15:00,zustellung,Berlin
921,361,361,2025-02-21 07:34:00,uebernahme,Stuttgart
922,361,361,2025-02-21 07:18:00,scan_hub,Frankfurt
