hist_id,send_nr,stat_txt,geaendert
710,710,late,2025-05-09 13:20:00
711,711,ok,2025-01-21 08:15:00
712,712,late,2025-01-21 10:50:00
713,713,late,2025-03-24 09:50:00
714,714,late,2025-03-24 10:50:00
715,715,ok,2025-03-24 10:58:00
716,716,late,2025-01-18 09:50:00
717,717,ok,2025-01-18 09:18:00
718,718,late,2025-04-18 09:40:00
719,719,late,2025-04-18 10:40:00
720,720,ok,2025-04-18 10:25:00
721,721,ok,2025-04-18 10:55:00
722,722,ok,2025-01-29 08:00:00
723,723,ok,2025-01-29 09:10:00
724,724,late,2025-01-29 10:40:00
725,725,ok,2025-01-29 11:38:00
726,726,ok,2025-01-29 12:25:00
727,727,late,2025-02-05 08:40:00
728,728,ok,2025-02-05 09:58:00
729,729,late,2025-02-05 11:00:00
730,730,ok,2025-02-05 11:20:00
731,731,late,2025-02-14 09:30:00
732,732,ok,2025-02-14 09:40:00
733,733,ok,2025-02-14 10:45:00
734,734,late,2025-02-14 11:50:00
735,735,ok,2025-02-14 12:05:00
736,736,ok,2025-02-17 08:00:00
737,737,ok,2025-02-17 09:05:00
738,738,ok,2025-01-19 07:55:00
739,739,ok,2025-01-19 09:05:00
740,740,ok,2025-01-19 10:25:00
741,741,ok,2025-01-19 11:05:00
742,742,late,2025-01-22 09:20:00
743,743,late,2025-01-22 10:40:00
744,744,ok,2025-01-22 10:58:00
745,745,ok,2025-01-22 10:45:00
746,746,late,2025-01-22 13:30:00
747,747,ok,2025-01-22 13:38:00
748,748,ok,2025-04-12 07:45:00
749,749,ok,2025-04-12 09:05:00
750,750,ok,2025-03-29 08:05:00
751,751,ok,2025-03-29 09:28:00
752,752,ok,2025-03-29 09:55:00
753,753,ok,2025-03-29 11:00:00
754,754,late,2025-03-29 13:30:00
755,755,late,2025-03-29 14:00:00
756,756,ok,2025-02-17 08:25:00
757,757,ok,2025-02-17 08:45:00
758,758,late,2025-02-17 10:50:00
759,759,late,2025-02-17 11:40:00
760,760,late,2025-02-17 13:40:00
761,761,ok,2025-01-26 08:38:00
762,762,late,2025-01-26 10:40:00
763,763,ok,2025-01-26 10:15:00
764,764,ok,2025-01-26 10:45:00
765,765,ok,2025-01-26 12:05:00
766,766,late,2025-01-26 15:10:00
767,767,late,2025-02-26 08:40:00
768,768,late,2025-02-26 09:40:00
769,769,late,2025-02-26 11:30:00
770,770,ok,2025-03-13 07:45:00
771,771,ok,2025-03-13 09:20:00
772,772,late,2025-03-13 12:10:00
773,773,late,2025-03-13 12:50:00
774,774,ok,2025-03-13 12:25:00
775,775,ok,2025-04-21 08:45:00
776,776,ok,2025-04-21 08:45:00
777,777,ok,2025-04-21 10:40:00
778,778,ok,2025-04-29 08:05:00
779,779,ok,2025-04-29 08:55:00
780,780,ok,2025-04-29 10:20:00
781,781,ok,2025-04-04 08:05:00
782,782,ok,2025-04-04 09:15:00
783,783,ok,2025-04-04 10:00:00
784,784,ok,2025-04-04 11:25:00
785,785,late,2025-02-06 09:40:00
786,786,ok,2025-02-06 09:05:00
787,787,late,2025-04-14 09:30:00
788,788,late,2025-04-14 10:00:00
789,789,late,2025-04-14 10:40:00
790,790,ok,2025-04-13 08:15:00
791,791,late,2025-04-13 10:30:00
792,792,ok,2025-03-28 08:18:00
793,793,ok,2025-03-28 09:38:00
794,794,late,2025-03-28 11:40:00
795,795,ok,2025-03-28 11:20:00
796,796,late,2025-03-28 12:40:00
797,797,late,2025-01-30 10:10:00
798,798,ok,2025-01-30 09:40:00
799,799,late,2025-04-03 09:40:00
800,800,ok,2025-04-03 09:38:00
801,801,ok,2025-01-14 08:18:00
802,802,ok,2025-01-14 09:40:00
803,803,ok,2025-01-14 10:18:00
804,804,late,2025-01-14 11:50:00
805,805,late,2025-01-14 13:40:00
806,806,ok,2025-03-22 08:05:00
807,807,ok,2025-03-22 09:05:00
808,808,late,2025-03-22 12:10:00
809,809,ok,2025-04-26 07:45:00
810,810,ok,2025-04-26 09:10:00
811,811,late,2025-03-08 09:30:00
812,812,late,2025-03-08 10:50:00
813,813,ok,2025-03-08 10:25:00
814,814,late,2025-02-01 08:50:00
815,815,ok,2025-02-01 09:28:00
816,816,ok,2025-02-01 10:10:00
817,817,late,2025-02-01 13:10:00
818,818,ok,2025-02-01 12:38:00
819,819,late,2025-02-01 14:20:00
820,820,ok,2025-04-30 08:18:00
821,821,ok,2025-04-30 09:00:00
822,822,late,2025-04-30 11:30:00
823,823,ok,2025-04-30 10:45:00
824,824,ok,2025-04-30 12:25:00
825,825,ok,2025-04-30 13:25:00
826,826,ok,2025-04-06 08:05:00
827,827,ok,2025-04-06 09:10:00
828,828,ok,2025-04-06 10:38:00
829,829,ok,2025-04-06 11:25:00
830,830,late,2025-04-06 13:50:00
831,831,ok,2025-04-06 13:05:00
832,832,late,2025-04-28 10:10:00
833,833,ok,2025-04-28 09:40:00
834,834,late,2025-04-28 11:40:00
835,835,ok,2025-04-28 11:00:00
836,836,late,2025-04-28 14:10:00
837,837,late,2025-04-28 13:40:00
838,838,late,2025-04-05 09:40:00
839,839,late,2025-04-05 10:20:00
840,840,ok,2025-04-05 09:55:00
841,841,ok,2025-04-05 11:15:00
842,842,ok,2025-04-05 12:00:00
843,843,late,2025-03-10 09:40:00
844,844,ok,2025-03-10 09:38:00
845,845,ok,2025-03-10 10:18:00
846,846,ok,2025-03-19 08:28:00
847,847,ok,2025-03-19 09:15:00
848,848,ok,2025-03-19 10:28:00
849,849,late,2025-02-01 09:30:00
850,850,ok,2025-02-01 09:00:00
851,851,late,2025-02-01 11:50:00
852,852,ok,2025-02-01 11:15:00
853,853,late,2025-02-01 13:20:00
854,854,ok,2025-03-08 07:55:00
855,855,ok,2025-03-08 08:55:00
856,856,ok,2025-03-08 10:00:00
857,857,late,2025-03-08 12:20:00
858,858,ok,2025-03-08 12:15:00
859,859,ok,2025-04-15 08:10:00
860,860,late,2025-04-15 11:10:00
861,861,ok,2025-04-15 10:58:00
862,862,ok,2025-04-15 11:45:00
863,863,ok,2025-03-16 08:25:00
864,864,ok,2025-03-16 09:25:00
865,865,ok,2025-03-16 09:55:00
866,866,late,2025-05-09 10:10:00
867,867,late,2025-05-09 10:30:00
868,868,late,2025-05-09 12:10:00
869,869,ok,2025-05-09 11:25:00
870,870,ok,2025-05-09 12:18:00
871,871,ok,2025-03-05 08:18:00
872,872,ok,2025-03-05 08:45:00
873,873,ok,2025-03-05 10:58:00
874,874,late,2025-03-05 11:50:00
875,875,late,2025-02-03 08:40:00
876,876,ok,2025-02-03 08:55:00
877,877,late,2025-02-03 12:10:00
878,878,ok,2025-03-09 08:40:00
879,879,late,2025-03-09 10:40:00
880,880,late,2025-04-03 08:50:00
881,881,ok,2025-04-03 09:40:00
882,882,ok,2025-04-03 10:25:00
883,883,late,2025-01-24 09:40:00
884,884,late,2025-01-24 10:50:00
885,885,ok,2025-01-24 10:25:00
886,886,ok,2025-01-24 11:05:00
887,887,ok,2025-04-20 08:58:00
888,888,late,2025-04-20 10:00:00
889,889,ok,2025-04-20 10:18:00
890,890,ok,2025-04-20 11:15:00
891,891,ok,2025-04-20 12:58:00
892,892,ok,2025-04-20 13:20:00
893,893,ok,2025-04-29 07:45:00
894,894,ok,2025-04-29 09:38:00
895,895,late,2025-04-01 09:50:00
896,896,ok,2025-04-01 09:40:00
897,897,ok,2025-04-01 09:55:00
898,898,ok,2025-04-01 10:45:00
899,899,ok,2025-04-11 08:10:00
900,900,late,2025-04-11 10:20:00
901,901,ok,2025-04-11 10:40:00
902,902,late,2025-04-11 12:40:00
903,903,ok,2025-05-04 08:05:00
904,904,late,2025-05-04 10:30:00
905,905,late,2025-05-04 11:00:00
906,906,ok,2025-05-04 11:00:00
907,907,ok,2025-02-14 08:10:00
908,908,ok,2025-02-14 08:45:00
909,909,late,2025-02-14 10:40:00
910,910,ok,2025-02-14 11:10:00
911,911,ok,2025-02-14 11:55:00
912,912,late,2025-03-13 09:30:00
913,913,late,2025-03-13 11:10:00
914,914,ok,2025-03-03 08:25:00
915,915,ok,2025-03-03 09:58:00
916,916,ok,2025-03-03 10:28:00
917,917,late,2025-02-21 09:50:00
918,918,late,2025-02-21 10:00:00
919,919,ok,2025-02-21 10:28:00
920,920,late,2025-04-13 09:50:00
921,921,late,2025-04-13 10:20:00
922,922,ok,2025-04-13 10:58:00
923,923,ok,2025-04-27 08:58:00
924,924,ok,2025-04-27 09:00:00
925,925,ok,2025-04-27 10:45:00
926,926,late,2025-04-20 09:00:00
927,927,ok,2025-04-20 09:10:00
928,928,ok,2025-04-20 10:15:00
929,929,ok,2025-04-20 11:25:00
930,930,late,2025-03-24 08:40:00
931,931,ok,2025-03-24 09:38:00
932,932,ok,2025-03-24 08:18:00
933,933,late,2025-03-24 10:30:00
934,934,ok,2025-03-24 10:10:00
935,935,ok,2025-03-24 11:10:00
936,936,ok,2025-03-24 12:10:00
937,937,ok,2025-03-24 12:55:00
938,938,late,2025-03-09 09:50:00
939,939,ok,2025-03-09 09:38:00
940,940,late,2025-05-01 09:40:00
941,941,ok,2025-05-01 09:45:00
942,942,ok,2025-05-01 10:20:00
943,943,ok,2025-05-01 11:28:00
944,944,ok,2025-05-01 12:38:00
945,945,ok,2025-01-11 08:25:00
946,946,ok,2025-01-11 09:28:00
947,947,ok,2025-01-11 10:20:00
948,948,ok,2025-01-11 11:45:00
949,949,late,2025-03-28 08:40:00
950,950,late,2025-03-28 10:40:00
951,951,late,2025-03-28 11:50:00
952,952,ok,2025-03-28 11:20:00
953,953,ok,2025-03-28 12:05:00
954,954,late,2025-03-25 09:50:00
955,955,ok,2025-03-25 09:18:00
956,956,late,2025-03-25 11:30:00
957,957,late,2025-03-25 12:40:00
958,958,ok,2025-01-21 08:45:00
959,959,ok,2025-01-21 09:38:00
960,960,ok,2025-01-21 10:58:00
961,961,ok,2025-01-21 11:28:00
962,962,ok,2025-01-21 12:10:00
963,963,ok,2025-05-07 08:05:00
964,964,ok,2025-05-07 09:58:00
965,965,ok,2025-05-07 10:25:00
966,966,ok,2025-02-01 08:20:00
967,967,ok,2025-02-01 09:45:00
968,968,late,2025-04-22 09:00:00
969,969,ok,2025-04-22 09:40:00
970,970,ok,2025-04-22 10:05:00
971,971,ok,2025-04-22 11:25:00
972,972,late,2025-04-22 12:40:00
973,973,ok,2025-02-07 08:40:00
974,974,late,2025-02-07 10:20:00
975,975,ok,2025-01-22 08:10:00
976,976,late,2025-01-22 09:50:00
977,977,late,2025-01-22 11:20:00
978,978,ok,2025-01-22 11:20:00
979,979,ok,2025-01-22 12:05:00
980,980,ok,2025-01-22 13:25:00
981,981,ok,2025-05-01 08:58:00
982,982,ok,2025-05-01 09:45:00
983,983,late,2025-05-01 11:50:00
984,984,late,2025-04-11 09:30:00
985,985,ok,2025-04-11 08:55:00
986,986,ok,2025-04-11 10:20:00
987,987,late,2025-04-11 12:40:00
988,988,ok,2025-04-11 12:18:00
989,989,late,2025-04-15 09:30:00
990,990,ok,2025-04-15 09:28:00
991,991,ok,2025-04-15 10:18:00
992,992,ok,2025-04-15 11:25:00
993,993,ok,2025-04-15 12:38:00
994,994,ok,2025-01-25 08:00:00
995,995,ok,2025-01-25 08:45:00
996,996,late,2025-02-05 09:50:00
997,997,ok,2025-02-05 09:25:00
998,998,late,2025-01-30 08:50:00
999,999,late,2025-01-30 10:40:00
1000,1000,ok,2025-01-30 10:00:00
1001,1001,ok,2025-01-30 10:45:00
1002,1002,ok,2025-02-15 08:10:00
1003,1003,late,2025-02-15 09:50:00
1004,1004,ok,2025-02-15 10:25:00
1005,1005,late,2025-02-15 12:40:00
1006,1006,ok,2025-02-15 12:18:00
1007,1007,ok,2025-02-15 12:55:00
1008,1008,late,2025-05-04 08:40:00
1009,1009,late,2025-05-04 10:30:00
1010,1010,ok,2025-05-04 09:55:00
1011,1011,ok,2025-05-04 11:15:00
1012,1012,ok,2025-05-04 12:20:00
1013,1013,ok,2025-05-04 13:40:00
1014,1014,ok,2025-05-10 08:38:00
1015,1015,ok,2025-05-10 09:38:00
1016,1016,ok,2025-05-10 10:38:00
1017,1017,ok,2025-02-07 08:58:00
1018,1018,ok,2025-02-07 08:55:00
1019,1019,ok,2025-02-07 10:10:00
1020,1020,late,2025-05-05 10:10:00
1021,1021,late,2025-05-05 10:40:00
1022,1022,ok,2025-05-05 10:05:00
1023,1023,ok,2025-03-15 07:45:00
1024,1024,ok,2025-03-15 09:15:00
1025,1025,ok,2025-03-15 10:25:00
1026,1026,late,2025-03-15 11:50:00
1027,1027,late,2025-03-15 12:40:00
1028,1028,ok,2025-05-02 08:05:00
1029,1029,ok,2025-05-02 09:25:00
1030,1030,late,2025-05-02 11:50:00
1031,1031,ok,2025-05-02 11:25:00
1032,1032,late,2025-05-02 13:20:00
1033,1033,ok,2025-05-02 13:40:00
1034,1034,ok,2025-01-26 08:25:00
1035,1035,ok,2025-01-26 09:28:00
1036,1036,ok,2025-01-26 10:58:00
1037,1037,late,2025-01-26 13:10:00
1038,1038,ok,2025-01-26 12:00:00
1039,1039,ok,2025-02-04 08:05:00
1040,1040,late,2025-02-04 10:30:00
1041,1041,ok,2025-02-04 09:45:00
1042,1042,ok,2025-02-04 11:40:00
1043,1043,late,2025-02-04 14:10:00
1044,1044,ok,2025-04-27 08:18:00
1045,1045,late,2025-04-27 10:30:00
1046,1046,ok,2025-04-27 10:38:00
1047,1047,ok,2025-04-27 11:25:00
1048,1048,ok,2025-02-13 08:10:00
1049,1049,ok,2025-02-13 09:45:00
1050,1050,ok,2025-02-13 10:00:00
1051,1051,late,2025-03-01 08:50:00
1052,1052,late,2025-03-01 11:10:00
1053,1053,ok,2025-03-01 09:55:00
1054,1054,ok,2025-03-01 11:05:00
1055,1055,late,2025-03-01 13:30:00
1056,1056,ok,2025-03-01 13:05:00
1057,1057,ok,2025-02-11 08:25:00
1058,1058,ok,2025-02-11 08:55:00
1059,1059,late,2025-02-11 11:40:00
1060,1060,ok,2025-02-11 11:15:00
1061,1061,ok,2025-02-11 12:05:00
1062,1062,ok,2025-02-11 13:38:00
1063,1063,ok,2025-03-05 08:38:00
1064,1064,ok,2025-03-05 09:58:00
1065,1065,ok,2025-03-05 10:10:00
1066,1066,ok,2025-03-05 11:40:00
1067,1067,late,2025-03-22 09:40:00
1068,1068,ok,2025-03-22 09:25:00
1069,1069,ok,2025-04-07 08:10:00
1070,1070,late,2025-04-07 10:40:00
1071,1071,ok,2025-04-07 10:18:00
1072,1072,ok,2025-04-07 11:28:00
1073,1073,ok,2025-01-23 07:55:00
1074,1074,ok,2025-01-23 09:00:00
1075,1075,ok,2025-01-23 10:28:00
1076,1076,ok,2025-01-23 11:38:00
1077,1077,late,2025-01-28 09:00:00
1078,1078,ok,2025-01-28 09:58:00
1079,1079,late,2025-01-28 11:30:00
1080,1080,late,2025-01-28 12:40:00
1081,1081,ok,2025-01-28 12:38:00
1082,1082,late,2025-01-28 14:50:00
1083,1083,ok,2025-03-18 08:18:00
1084,1084,late,2025-03-18 10:50:00
1085,1085,ok,2025-03-18 10:00:00
1086,1086,ok,2025-03-18 10:45:00
1087,1087,late,2025-03-18 13:50:00
1088,1088,ok,2025-03-18 12:55:00
1089,1089,ok,2025-01-22 08:28:00
1090,1090,ok,2025-01-22 09:28:00
1091,1091,late,2025-01-22 11:30:00
1092,1092,late,2025-01-22 11:50:00
1093,1093,ok,2025-01-22 12:00:00
1094,1094,late,2025-03-18 08:50:00
1095,1095,late,2025-03-18 10:50:00
1096,1096,ok,2025-03-18 10:38:00
1097,1097,late,2025-02-05 09:00:00
1098,1098,late,2025-02-05 11:10:00
1099,1099,late,2025-02-05 11:50:00
1100,1100,ok,2025-02-05 11:28:00
1101,1101,late,2025-02-11 09:40:00
1102,1102,ok,2025-02-11 09:05:00
1103,1103,ok,2025-02-11 09:55:00
1104,1104,ok,2025-02-11 11:18:00
1105,1105,late,2025-01-15 09:00:00
1106,1106,ok,2025-01-15 09:05:00
1107,1107,late,2025-01-15 11:30:00
1108,1108,late,2025-01-15 11:50:00
1109,1109,late,2025-01-15 12:40:00
1110,1110,late,2025-01-15 14:40:00
