wt_id,pa_nr,masch_id,snr,nettogew_g,ausschuss_g,bruttogew_g,zyklus_s,iO
535,94,10,94-2,121.7,10.2,131.9,197,true
536,94,10,94-3,362.7,4.9,367.6,133,true
537,94,10,94-4,263.5,6.3,269.8,55,false
538,94,10,94-5,311.6,10.2,321.8,114,true
539,94,10,94-6,122.1,6.2,128.3,114,false
540,94,10,94-7,182.6,11.3,193.9,40,true
541,95,16,95-1,122.2,8.9,131.1,71,true
542,96,6,96-1,99.2,7.7,106.9,113,true
543,96,6,96-2,438.7,5.9,444.6,145,true
544,96,6,96-3,329.1,4.7,333.8,116,true
545,96,6,96-4,490.3,2.9,493.2,131,true
546,96,6,96-5,171.2,11.5,182.7,111,true
547,96,6,96-6,107.8,1.4,109.2,37,true
548,96,6,96-7,271.0,11.5,282.5,81,true
549,96,6,96-8,375.3,5.9,381.2,114,true
550,96,6,96-9,113.4,10.3,123.7,35,false
551,96,6,96-10,252.5,2.3,254.8,142,false
552,97,15,97-1,508.8,8.3,517.1,61,true
553,97,15,97-2,419.7,10.9,430.6,79,true
554,97,15,97-3,380.5,1.6,382.1,93,true
555,97,15,97-4,461.4,1.1,462.5,86,true
556,97,15,97-5,323.2,8.4,331.6,155,true
557,97,15,97-6,388.6,2.1,390.7,186,true
558,97,15,97-7,452.1,3.3,455.4,158,true
559,98,2,98-1,278.1,8.3,286.4,83,false
560,98,2,98-2,102.0,0.8,102.8,99,true
561,98,2,98-3,487.8,7.9,495.7,92,true
562,98,2,98-4,407.6,5.9,413.5,173,true
563,99,15,99-1,118.1,11.6,129.7,131,true
564,99,15,99-2,370.2,2.5,372.7,48,true
565,99,15,99-3,254.5,5.0,259.5,194,true
566,99,15,99-4,255.8,7.2,263.0,164,true
567,99,15,99-5,185.5,9.2,194.7,174,true
568,100,3,100-1,273.6,2.9,276.5,180,false
569,100,3,100-2,427.8,10.4,438.2,89,true
570,100,3,100-3,394.7,2.1,396.8,57,true
571,101,12,101-1,321.6,11.0,332.6,164,true
572,101,12,101-2,391.1,1.4,392.5,116,true
573,101,12,101-3,279.0,8.6,287.6,75,true
574,101,12,101-4,213.5,2.6,216.1,98,true
575,102,11,102-1,351.2,8.9,360.1,97,true
576,102,11,102-2,423.4,0.2,423.6,39,true
577,102,11,102-3,468.1,6.8,474.9,111,true
578,102,11,102-4,382.1,7.2,389.3,120,false
579,102,11,102-5,183.7,1.4,185.1,189,true
580,102,11,102-6,101.4,3.7,105.1,57,true
581,103,8,103-1,242.2,7.9,250.1,150,true
582,103,8,103-2,163.4,6.1,169.5,48,true
583,104,5,104-1,357.2,5.5,362.7,113,true
584,105,12,105-1,154.8,2.3,157.1,59,true
585,105,12,105-2,304.3,2.7,307.0,59,true
586,105,12,105-3,284.1,10.6,294.7,47,true
587,105,12,105-4,337.1,7.1,344.2,71,true
588,105,12,105-5,172.1,2.2,174.3,198,true
589,105,12,105-6,516.2,0.7,516.9,186,true
590,105,12,105-7,421.4,11.0,432.4,107,true
591,105,12,105-8,214.9,9.7,224.6,197,true
592,106,1,106-1,135.9,10.2,146.1,182,true
593,106,1,106-2,474.3,6.6,480.9,35,true
594,106,1,106-3,336.7,8.2,344.9,40,true
595,106,1,106-4,97.8,8.6,106.4,48,true
596,106,1,106-5,168.5,9.9,178.4,141,true
597,106,1,106-6,464.6,10.5,475.1,109,true
598,106,1,106-7,278.1,3.8,281.9,199,true
599,106,1,106-8,347.6,11.8,359.4,186,true
600,106,1,106-9,435.9,6.4,442.3,82,true
601,106,1,106-10,435.8,7.2,443.0,37,true
602,107,1,107-1,500.1,9.6,509.7,138,true
603,107,1,107-2,141.5,11.4,152.9,128,true
604,107,1,107-3,448.4,4.6,453.0,182,true
605,107,1,107-4,121.1,8.0,129.1,164,true
606,107,1,107-5,369.0,8.3,377.3,116,true
607,108,8,108-1,244.7,7.3,252.0,76,true
608,108,8,108-2,192.6,6.1,198.7,90,true
609,108,8,108-3,343.8,8.6,352.4,123,true
610,108,8,108-4,239.1,7.7,246.8,156,true
611,109,11,109-1,174.2,5.6,179.8,82,false
612,109,11,109-2,226.1,8.4,234.5,35,true
613,109,11,109-3,293.6,8.0,301.6,136,true
614,109,11,109-4,391.2,5.2,396.4,50,true
615,109,11,109-5,265.7,7.1,272.8,82,true
616,109,11,109-6,314.6,4.3,318.9,68,false
617,109,11,109-7,224.8,3.7,228.5,54,true
618,109,11,109-8,139.9,9.8,149.7,194,true
619,110,2,110-1,109.0,6.1,115.1,91,true
620,110,2,110-2,277.7,10.4,288.1,60,true
621,110,2,110-3,453.2,1.1,454.3,162,true
622,111,16,111-1,162.7,9.7,172.4,41,true
623,111,16,111-2,375.8,10.9,386.7,192,true
624,111,16,111-3,185.1,8.3,193.4,183,true
625,111,16,111-4,266.8,5.8,272.6,168,true
626,112,6,112-1,374.5,10.0,384.5,100,true
627,112,6,112-2,202.4,0.4,202.8,163,true
628,112,6,112-3,168.9,6.4,175.3,188,true
629,112,6,112-4,268.5,9.8,278.3,127,true
630,112,6,112-5,275.4,2.4,277.8,190,true
631,113,4,113-1,331.7,2.2,333.9,81,true
632,113,4,113-2,376.8,4.8,381.6,185,true
633,113,4,113-3,436.9,1.6,438.5,81,true
634,114,3,114-1,308.7,2.2,310.9,70,true
635,114,3,114-2,508.3,7.0,515.3,62,true
636,114,3,114-3,505.8,5.1,510.9,134,true
637,114,3,114-4,238.4,1.7,240.1,91,true
638,114,3,114-5,270.1,7.8,277.9,130,true
639,114,3,114-6,459.8,1.7,461.5,197,true
640,115,5,115-1,131.6,11.2,142.8,47,true
641,115,5,115-2,108.1,1.2,109.3,164,true
642,115,5,115-3,366.3,6.9,373.2,155,true
643,115,5,115-4,285.0,10.2,295.2,60,true
644,115,5,115-5,160.5,0.0,160.5,177,true
645,115,5,115-6,428.6,6.8,435.4,188,true
646,115,5,115-7,225.3,6.7,232.0,61,true
647,115,5,115-8,497.2,2.5,499.7,181,true
648,115,5,115-9,265.0,5.6,270.6,193,true
649,116,15,116-1,325.7,3.4,329.1,78,true
650,116,15,116-2,232.5,7.1,239.6,118,true
651,116,15,116-3,284.0,6.8,290.8,149,true
652,116,15,116-4,163.5,1.1,164.6,98,true
653,116,15,116-5,321.9,2.6,324.5,110,true
654,116,15,116-6,128.2,8.7,136.9,181,true
655,117,13,117-1,157.8,8.6,166.4,79,true
656,117,13,117-2,284.9,3.7,288.6,87,true
657,117,13,117-3,368.9,2.4,371.3,103,true
658,118,8,118-1,167.7,5.1,172.8,112,false
659,118,8,118-2,109.7,9.8,119.5,177,true
660,118,8,118-3,159.0,1.9,160.9,126,true
661,118,8,118-4,350.7,6.9,357.6,166,true
662,118,8,118-5,221.7,10.6,232.3,157,true
663,118,8,118-6,467.3,3.8,471.1,40,true
664,118,8,118-7,319.0,2.7,321.7,190,true
665,118,8,118-8,233.8,10.3,244.1,101,true
666,119,8,119-1,243.4,7.6,251.0,116,true
667,119,8,119-2,286.9,0.1,287.0,192,true
668,119,8,119-3,415.4,6.3,421.7,90,false
669,119,8,119-4,450.5,1.4,451.9,153,true
670,119,8,119-5,373.2,2.3,375.5,79,true
671,119,8,119-6,242.7,1.0,243.7,137,true
672,119,8,119-7,168.7,1.8,170.5,195,true
673,119,8,119-8,357.7,10.8,368.5,80,true
674,120,7,120-1,445.5,3.9,449.4,171,false
675,120,7,120-2,444.1,11.0,455.1,107,true
676,120,7,120-3,223.2,3.1,226.3,190,true
677,120,7,120-4,140.3,6.5,146.8,197,false
678,120,7,120-5,150.1,3.3,153.4,137,true
679,120,7,120-6,176.3,8.0,184.3,135,true
680,120,7,120-7,251.6,4.3,255.9,165,true
681,121,16,121-1,393.4,4.9,398.3,148,true
682,121,16,121-2,153.1,10.9,164.0,146,true
683,121,16,121-3,235.3,3.0,238.3,175,true
684,121,16,121-4,148.4,2.8,151.2,53,true
685,122,12,122-1,442.8,7.6,450.4,189,false
686,122,12,122-2,343.1,7.4,350.5,197,true
687,122,12,122-3,150.5,5.4,155.9,123,true
688,122,12,122-4,203.6,1.7,205.3,57,true
689,122,12,122-5,461.5,2.6,464.1,78,true
690,122,12,122-6,499.2,5.8,505.0,143,true
691,122,12,122-7,323.7,7.1,330.8,192,true
692,122,12,122-8,274.9,0.8,275.7,53,false
693,122,12,122-9,301.7,3.3,305.0,130,true
694,123,6,123-1,255.4,5.8,261.2,108,true
695,123,6,123-2,216.4,1.0,217.4,60,true
696,123,6,123-3,440.3,11.2,451.5,146,true
697,123,6,123-4,503.3,2.9,506.2,60,true
698,123,6,123-5,447.4,11.2,458.6,195,true
699,123,6,123-6,406.1,2.6,408.7,37,true
700,124,15,124-1,362.4,10.2,372.6,136,true
701,125,12,125-1,228.2,9.6,237.8,183,true
702,125,12,125-2,193.7,4.5,198.2,97,true
703,125,12,125-3,334.4,2.7,337.1,86,true
704,125,12,125-4,264.2,4.7,268.9,55,true
705,125,12,125-5,384.8,9.7,394.5,117,true
706,125,12,125-6,428.5,0.0,428.5,144,true
707,125,12,125-7,331.0,8.6,339.6,184,true
708,126,1,126-1,246.4,1.4,247.8,99,true
709,126,1,126-2,395.4,9.5,404.9,125,true
710,126,1,126-3,269.1,6.0,275.1,58,true
711,126,1,126-4,343.9,2.4,346.3,121,true
712,126,1,126-5,299.0,8.1,307.1,81,true
713,126,1,126-6,499.1,7.4,506.5,56,false
714,127,4,127-1,117.1,2.6,119.7,122,true
715,127,4,127-2,492.9,9.1,502.0,67,true
716,127,4,127-3,362.9,8.1,371.0,57,true
717,127,4,127-4,327.7,0.4,328.1,119,true
718,127,4,127-5,211.9,3.0,214.9,64,true
719,128,13,128-1,118.5,5.3,123.8,86,true
720,128,13,128-2,135.9,5.1,141.0,135,true
721,128,13,128-3,259.2,6.7,265.9,102,true
722,129,1,129-1,499.1,4.1,503.2,84,true
723,129,1,129-2,404.5,1.5,406.0,134,true
724,129,1,129-3,362.2,10.0,372.2,57,true
725,130,4,130-1,245.4,11.8,257.2,175,true
726,130,4,130-2,186.6,11.1,197.7,104,true
727,131,13,131-1,204.7,5.2,209.9,162,true
728,131,13,131-2,136.1,8.7,144.8,166,true
729,131,13,131-3,131.3,3.5,134.8,168,true
730,132,1,132-1,248.8,3.4,252.2,178,true
731,132,1,132-2,145.7,7.4,153.1,79,true
732,132,1,132-3,500.0,10.5,510.5,192,true
733,132,1,132-4,98.7,4.4,103.1,119,true
734,132,1,132-5,246.5,0.4,246.9,55,true
735,132,1,132-6,397.3,4.8,402.1,163,true
736,132,1,132-7,296.8,2.8,299.6,49,true
737,132,1,132-8,371.2,5.7,376.9,48,true
738,133,14,133-1,222.6,3.8,226.4,105,true
739,133,14,133-2,333.6,11.5,345.1,199,true
740,133,14,133-3,94.3,5.7,100.0,137,true
741,133,14,133-4,280.6,9.2,289.8,47,true
742,133,14,133-5,207.4,6.5,213.9,155,true
743,133,14,133-6,320.7,6.7,327.4,80,true
744,134,11,134-1,234.5,11.2,245.7,64,true
745,134,11,134-2,477.2,7.1,484.3,123,false
746,134,11,134-3,376.1,1.8,377.9,58,true
747,134,11,134-4,467.8,5.4,473.2,46,true
748,134,11,134-5,285.3,9.9,295.2,160,true
749,134,11,134-6,488.5,7.0,495.5,191,true
750,134,11,134-7,255.1,11.1,266.2,113,true
751,135,14,135-1,190.6,5.6,196.2,171,true
752,135,14,135-2,389.8,6.2,396.0,168,true
753,135,14,135-3,191.0,9.8,200.8,73,true
754,135,14,135-4,97.6,8.1,105.7,129,false
755,135,14,135-5,178.5,0.4,178.9,69,true
756,135,14,135-6,177.1,2.8,179.9,127,true
757,135,14,135-7,264.7,8.6,273.3,55,false
758,135,14,135-8,456.2,0.8,457.0,109,true
759,135,14,135-9,233.0,1.1,234.1,120,true
760,135,14,135-10,200.9,4.3,205.2,90,true
761,136,6,136-1,408.8,8.9,417.7,104,true
762,136,6,136-2,358.2,8.2,366.4,172,true
763,136,6,136-3,184.1,2.1,186.2,78,true
764,137,7,137-1,459.5,5.7,465.2,66,true
765,137,7,137-2,114.4,8.9,123.3,180,true
766,137,7,137-3,419.0,3.2,422.2,95,true
767,137,7,137-4,349.4,8.2,357.6,113,true
768,137,7,137-5,338.7,9.2,347.9,151,true
769,137,7,137-6,349.2,9.7,358.9,125,true
770,138,14,138-1,500.3,11.5,511.8,150,true
771,138,14,138-2,187.6,1.5,189.1,87,true
772,138,14,138-3,228.3,4.1,232.4,145,true
773,138,14,138-4,423.3,4.4,427.7,128,true
774,138,14,138-5,170.4,8.2,178.6,89,true
775,138,14,138-6,386.9,8.1,395.0,185,true
776,138,14,138-7,158.3,7.0,165.3,49,true
777,139,14,139-1,236.4,3.9,240.3,60,true
778,139,14,139-2,219.6,3.5,223.1,79,true
779,140,6,140-1,182.9,6.8,189.7,55,true
780,140,6,140-2,405.8,9.7,415.5,124,true
781,140,6,140-3,459.3,3.0,462.3,40,true
782,140,6,140-4,439.9,4.1,444.0,159,false
783,140,6,140-5,264.1,5.8,269.9,145,false
784,140,6,140-6,232.6,6.3,238.9,106,true
785,140,6,140-7,282.5,7.0,289.5,107,true
786,140,6,140-8,101.7,4.0,105.7,81,true
787,140,6,140-9,186.2,3.7,189.9,122,false
788,140,6,140-10,497.0,1.8,498.8,123,true
789,141,4,141-1,176.5,2.5,179.0,70,false
790,141,4,141-2,260.7,0.1,260.8,59,true
791,141,4,141-3,474.4,5.4,479.8,88,true
792,141,4,141-4,278.5,9.2,287.7,75,true
793,141,4,141-5,358.3,0.3,358.6,81,true
794,142,16,142-1,333.3,9.9,343.2,84,true
795,142,16,142-2,297.9,3.3,301.2,200,true
796,142,16,142-3,344.9,3.1,348.0,48,true
797,142,16,142-4,154.2,7.7,161.9,111,true
798,142,16,142-5,359.4,8.7,368.1,94,true
799,142,16,142-6,507.8,2.5,510.3,152,true
800,142,16,142-7,408.2,1.9,410.1,173,true
801,142,16,142-8,494.6,11.4,506.0,84,true
802,142,16,142-9,420.3,6.8,427.1,52,false
803,143,2,143-1,247.4,9.7,257.1,74,true
804,143,2,143-2,261.8,6.8,268.6,65,true
805,143,2,143-3,170.4,2.2,172.6,127,true
806,143,2,143-4,503.2,9.4,512.6,74,true
807,143,2,143-5,503.0,0.8,503.8,35,true
808,143,2,143-6,324.0,3.4,327.4,94,true
809,143,2,143-7,340.5,9.7,350.2,190,true
810,143,2,143-8,258.5,6.5,265.0,128,true
811,144,15,144-1,230.3,0.7,231.0,56,true
812,144,15,144-2,231.2,2.4,233.6,109,true
813,144,15,144-3,186.9,3.5,190.4,111,true
814,144,15,144-4,119.1,0.7,119.8,69,true
815,144,15,144-5,242.6,7.1,249.7,77,true
816,144,15,144-6,94.0,8.7,102.7,126,true
817,144,15,144-7,505.6,2.2,507.8,178,true
818,144,15,144-8,454.0,0.4,454.4,70,true
819,145,4,145-1,166.4,7.4,173.8,178,true
820,145,4,145-2,495.4,0.9,496.3,197,true
821,145,4,145-3,240.0,9.2,249.2,167,true
822,145,4,145-4,274.5,7.8,282.3,77,true
823,145,4,145-5,92.8,6.8,99.6,135,true
824,145,4,145-6,169.9,2.5,172.4,148,true
825,146,11,146-1,358.6,9.5,368.1,143,true
826,146,11,146-2,256.7,11.5,268.2,175,true
827,146,11,146-3,138.3,0.8,139.1,165,true
828,146,11,146-4,188.1,3.5,191.6,145,true
829,147,6,147-1,111.7,1.6,113.3,181,true
830,147,6,147-2,201.0,7.1,208.1,50,true
831,147,6,147-3,386.3,8.8,395.1,96,true
832,147,6,147-4,493.0,4.5,497.5,110,true
833,147,6,147-5,166.7,2.5,169.2,73,true
834,148,9,148-1,479.2,2.8,482.0,56,true
835,148,9,148-2,364.9,11.3,376.2,71,true
836,148,9,148-3,465.2,7.1,472.3,118,true
837,148,9,148-4,386.5,9.0,395.5,51,true
838,148,9,148-5,247.9,2.5,250.4,77,true
839,148,9,148-6,397.4,3.1,400.5,106,true
840,148,9,148-7,232.6,10.1,242.7,39,true
841,148,9,148-8,419.7,4.3,424.0,176,true
842,148,9,148-9,313.0,10.2,323.2,142,true
843,149,7,149-1,429.9,9.1,439.0,62,true
844,149,7,149-2,228.8,11.4,240.2,55,true
845,149,7,149-3,224.2,3.9,228.1,162,true
846,149,7,149-4,106.7,3.8,110.5,52,true
847,149,7,149-5,372.4,5.5,377.9,114,true
848,149,7,149-6,320.5,4.7,325.2,186,true
849,149,7,149-7,407.7,10.2,417.9,84,false
850,149,7,149-8,126.8,12.0,138.8,79,true
851,149,7,149-9,275.3,10.5,285.8,112,true
852,150,7,150-1,289.6,1.9,291.5,184,false
853,151,3,151-1,335.4,8.3,343.7,132,true
854,151,3,151-2,388.3,5.2,393.5,72,true
855,151,3,151-3,293.2,7.8,301.0,191,true
856,151,3,151-4,340.6,11.7,352.3,48,true
857,151,3,151-5,160.3,3.1,163.4,138,true
858,151,3,151-6,222.8,7.6,230.4,144,true
859,151,3,151-7,434.8,0.3,435.1,197,true
860,152,7,152-1,336.2,2.4,338.6,91,true
861,152,7,152-2,422.8,1.7,424.5,70,true
862,152,7,152-3,189.6,11.2,200.8,177,true
863,152,7,152-4,336.4,11.2,347.6,49,true
864,152,7,152-5,512.8,0.7,513.5,178,true
865,152,7,152-6,519.4,4.4,523.8,135,true
866,152,7,152-7,160.9,11.8,172.7,144,true
867,153,9,153-1,400.1,8.3,408.4,102,true
868,153,9,153-2,399.0,10.2,409.2,124,true
869,153,9,153-3,381.5,0.7,382.2,136,true
870,153,9,153-4,269.9,6.5,276.4,149,true
871,153,9,153-5,463.8,9.3,473.1,118,true
872,153,9,153-6,297.4,8.1,305.5,110,true
873,154,3,154-1,122.0,6.8,128.8,198,true
874,154,3,154-2,497.0,9.1,506.1,173,true
875,154,3,154-3,150.0,10.6,160.6,149,true
876,154,3,154-4,296.5,1.1,297.6,78,true
877,155,12,155-1,354.4,0.1,354.5,77,true
878,155,12,155-2,213.5,0.9,214.4,139,false
879,155,12,155-3,266.9,11.0,277.9,42,true
880,155,12,155-4,180.1,9.2,189.3,110,true
881,155,12,155-5,421.3,5.9,427.2,79,true
882,155,12,155-6,386.9,4.0,390.9,96,true
883,155,12,155-7,495.0,7.2,502.2,36,true
884,155,12,155-8,424.8,5.1,429.9,115,true
885,156,16,156-1,110.5,4.9,115.4,75,true
886,156,16,156-2,157.6,10.6,168.2,193,true
887,156,16,156-3,507.3,1.5,508.8,191,true
888,156,16,156-4,259.0,3.0,262.0,100,true
889,156,16,156-5,261.1,2.9,264.0,56,true
890,156,16,156-6,131.9,6.3,138.2,157,true
891,156,16,156-7,399.0,2.9,401.9,180,true
892,156,16,156-8,233.9,11.5,245.4,52,true
893,156,16,156-9,296.8,4.2,301.0,61,true
894,157,16,157-1,378.4,7.0,385.4,166,true
895,157,16,157-2,452.8,8.6,461.4,122,true
896,157,16,157-3,296.7,9.8,306.5,100,true
897,157,16,157-4,445.7,4.4,450.1,172,true
898,157,16,157-5,292.1,3.6,295.7,142,true
899,157,16,157-6,431.9,11.7,443.6,187,true
900,157,16,157-7,399.4,3.5,402.9,176,true
901,157,16,157-8,139.3,2.4,141.7,184,false
902,158,6,158-1,395.1,4.3,399.4,193,true
903,158,6,158-2,310.7,7.5,318.2,187,true
904,158,6,158-3,342.2,10.1,352.3,140,true
905,158,6,158-4,106.9,7.7,114.6,149,true
906,158,6,158-5,161.0,4.4,165.4,81,true
907,158,6,158-6,459.8,6.5,466.3,108,true
908,159,9,159-1,340.9,10.0,350.9,109,true
909,159,9,159-2,91.1,3.3,94.4,70,true
910,159,9,159-3,443.0,11.6,454.6,84,true
911,159,9,159-4,408.0,11.4,419.4,92,true
912,159,9,159-5,187.3,5.2,192.5,68,true
913,160,7,160-1,485.1,5.9,491.0,106,false
914,160,7,160-2,466.5,11.0,477.5,156,true
915,160,7,160-3,252.3,6.0,258.3,101,true
916,160,7,160-4,151.6,11.4,163.0,150,true
917,160,7,160-5,446.7,5.4,452.1,173,true
918,160,7,160-6,256.2,8.7,264.9,81,true
919,160,7,160-7,170.6,8.0,178.6,52,true
920,161,13,161-1,425.3,5.2,430.5,79,true
921,161,13,161-2,352.0,4.7,356.7,81,true
922,161,13,161-3,450.0,5.6,455.6,35,true
923,161,13,161-4,201.4,9.1,210.5,35,true
924,162,5,162-1,370.1,4.4,374.5,43,true
925,162,5,162-2,214.4,7.4,221.8,138,true
926,162,5,162-3,508.0,8.9,516.9,94,true
927,163,6,163-1,252.7,6.7,259.4,156,false
928,163,6,163-2,176.7,8.2,184.9,85,true
929,163,6,163-3,387.6,4.9,392.5,173,true
930,163,6,163-4,466.8,10.3,477.1,141,true
931,164,3,164-1,498.5,8.4,506.9,121,true
932,164,3,164-2,444.8,1.6,446.4,133,true
933,164,3,164-3,240.8,0.7,241.5,124,true
934,164,3,164-4,405.9,1.6,407.5,183,true
935,164,3,164-5,430.5,5.8,436.3,174,true
936,165,15,165-1,134.2,1.1,135.3,79,true
937,165,15,165-2,379.5,0.4,379.9,89,true
938,165,15,165-3,514.9,7.7,522.6,38,true
939,166,4,166-1,194.2,7.7,201.9,63,true
940,166,4,166-2,149.7,11.3,161.0,187,true
941,166,4,166-3,173.0,5.9,178.9,163,true
942,166,4,166-4,452.8,8.6,461.4,77,true
943,167,8,167-1,354.7,0.7,355.4,177,true
944,167,8,167-2,282.4,9.3,291.7,84,true
945,167,8,167-3,461.6,6.2,467.8,84,true
946,167,8,167-4,360.4,11.6,372.0,172,true
947,167,8,167-5,167.5,3.6,171.1,49,true
948,167,8,167-6,312.6,6.6,319.2,141,true
949,167,8,167-7,509.7,11.8,521.5,43,true
950,167,8,167-8,483.8,8.8,492.6,109,true
951,167,8,167-9,494.9,1.4,496.3,177,true
952,167,8,167-10,354.3,5.3,359.6,134,true
953,168,1,168-1,369.2,3.5,372.7,128,true
954,168,1,168-2,338.4,11.6,350.0,70,true
955,168,1,168-3,418.8,9.1,427.9,119,true
956,168,1,168-4,422.0,1.3,423.3,131,true
957,168,1,168-5,133.7,9.5,143.2,98,true
958,168,1,168-6,434.7,10.8,445.5,122,true
959,168,1,168-7,307.6,10.8,318.4,37,true
960,168,1,168-8,359.4,11.9,371.3,112,true
961,168,1,168-9,515.6,11.3,526.9,135,true
962,168,1,168-10,338.3,4.8,343.1,83,true
963,169,10,169-1,515.2,9.0,524.2,52,true
964,169,10,169-2,495.7,3.1,498.8,111,true
965,169,10,169-3,413.9,1.2,415.1,106,true
966,169,10,169-4,491.3,4.3,495.6,132,true
967,169,10,169-5,515.8,4.1,519.9,104,true
968,169,10,169-6,307.9,8.3,316.2,134,true
969,169,10,169-7,130.7,1.6,132.3,66,false
970,169,10,169-8,441.0,3.6,444.6,127,true
971,169,10,169-9,342.7,5.7,348.4,197,true
972,169,10,169-10,421.0,6.5,427.5,167,true
973,170,12,170-1,417.5,9.7,427.2,99,true
974,170,12,170-2,310.1,2.0,312.1,120,true
975,170,12,170-3,253.9,5.6,259.5,160,true
976,170,12,170-4,135.1,2.4,137.5,85,true
977,170,12,170-5,159.5,10.1,169.6,183,true
978,170,12,170-6,449.2,11.8,461.0,95,true
979,170,12,170-7,286.9,9.0,295.9,142,true
980,170,12,170-8,113.2,9.3,122.5,140,true
981,170,12,170-9,258.9,10.8,269.7,42,true
982,170,12,170-10,96.8,5.8,102.6,134,true
983,171,2,171-1,120.3,7.9,128.2,58,true
984,171,2,171-2,399.2,1.1,400.3,179,true
985,171,2,171-3,270.4,11.6,282.0,73,true
986,171,2,171-4,290.8,0.7,291.5,166,false
987,172,13,172-1,399.5,3.2,402.7,145,true
988,172,13,172-2,96.5,3.7,100.2,98,true
989,172,13,172-3,129.7,10.6,140.3,145,false
990,172,13,172-4,94.9,9.3,104.2,175,true
991,172,13,172-5,497.8,1.5,499.3,91,true
992,172,13,172-6,219.1,7.5,226.6,42,true
993,172,13,172-7,125.3,8.0,133.3,191,true
994,173,9,173-1,388.4,8.9,397.3,57,true
995,173,9,173-2,251.1,8.7,259.8,37,true
996,173,9,173-3,175.8,2.7,178.5,80,true
997,173,9,173-4,298.5,4.6,303.1,162,true
998,173,9,173-5,383.6,10.6,394.2,71,true
999,173,9,173-6,244.3,4.2,248.5,173,true
1000,173,9,173-7,393.3,6.8,400.1,139,true
1001,173,9,173-8,447.8,4.1,451.9,157,false
1002,173,9,173-9,298.8,5.9,304.7,101,true
1003,174,15,174-1,388.7,10.9,399.6,80,true
1004,174,15,174-2,105.2,5.4,110.6,81,true
1005,174,15,174-3,453.6,8.4,462.0,44,true
1006,174,15,174-4,343.6,2.3,345.9,87,true
1007,174,15,174-5,414.9,2.1,417.0,119,true
1008,174,15,174-6,386.5,5.1,391.6,58,true
1009,175,12,175-1,429.8,1.1,430.9,88,true
1010,175,12,175-2,292.2,1.7,293.9,120,true
1011,175,12,175-3,209.2,8.8,218.0,143,true
1012,175,12,175-4,197.3,5.8,203.1,101,false
1013,176,12,176-1,171.2,3.8,175.0,184,true
1014,176,12,176-2,155.1,5.2,160.3,75,true
1015,176,12,176-3,222.6,4.1,226.7,43,true
1016,176,12,176-4,153.3,6.5,159.8,81,true
1017,176,12,176-5,213.7,0.6,214.3,68,true
1018,177,10,177-1,401.6,1.1,402.7,200,true
1019,177,10,177-2,442.1,10.5,452.6,100,true
1020,177,10,177-3,260.7,1.4,262.1,183,true
1021,177,10,177-4,496.9,1.2,498.1,73,true
1022,177,10,177-5,167.1,1.8,168.9,99,true
1023,177,10,177-6,150.9,1.9,152.8,111,true
1024,177,10,177-7,430.3,1.1,431.4,127,true
1025,177,10,177-8,340.7,8.4,349.1,170,true
1026,178,3,178-1,430.0,9.7,439.7,145,true
1027,178,3,178-2,466.6,8.7,475.3,50,true
1028,178,3,178-3,319.1,11.3,330.4,134,true
1029,178,3,178-4,265.9,10.0,275.9,64,true
1030,178,3,178-5,389.9,8.1,398.0,92,true
1031,178,3,178-6,333.6,2.4,336.0,104,true
1032,178,3,178-7,308.0,3.1,311.1,155,true
1033,178,3,178-8,128.2,2.7,130.9,86,true
1034,178,3,178-9,221.8,9.6,231.4,157,true
1035,178,3,178-10,307.4,5.0,312.4,132,true
1036,179,16,179-1,260.1,11.2,271.3,184,true
1037,179,16,179-2,134.1,8.5,142.6,85,true
1038,179,16,179-3,490.5,6.1,496.6,64,true
1039,179,16,179-4,186.0,4.9,190.9,149,true
1040,179,16,179-5,477.1,6.9,484.0,168,true
1041,179,16,179-6,119.4,4.3,123.7,51,true
1042,179,16,179-7,232.7,5.3,238.0,50,true
1043,179,16,179-8,104.8,7.5,112.3,179,true
1044,179,16,179-9,272.9,4.1,277.0,108,true
1045,179,16,179-10,305.2,10.6,315.8,95,true
1046,180,14,180-1,323.0,6.2,329.2,120,true
1047,180,14,180-2,375.8,11.9,387.7,190,true
1048,180,14,180-3,250.3,5.6,255.9,159,true
1049,180,14,180-4,324.5,8.6,333.1,132,true
1050,180,14,180-5,253.3,3.9,257.2,67,true
1051,180,14,180-6,274.6,11.0,285.6,141,true
1052,180,14,180-7,267.9,7.3,275.2,84,true
1053,180,14,180-8,134.1,0.5,134.6,116,true
1054,180,14,180-9,253.6,0.7,254.3,163,true
1055,180,14,180-10,244.0,8.3,252.3,195,true
1056,181,11,181-1,266.2,12.0,278.2,177,true
1057,181,11,181-2,388.0,8.0,396.0,185,true
1058,181,11,181-3,399.2,11.0,410.2,199,true
1059,181,11,181-4,177.8,7.2,185.0,189,true
1060,181,11,181-5,178.6,7.2,185.8,113,true
1061,182,5,182-1,497.6,3.2,500.8,156,true
1062,182,5,182-2,225.1,11.2,236.3,115,true
1063,182,5,182-3,282.2,5.2,287.4,157,true
1064,182,5,182-4,187.9,10.4,198.3,155,true
1065,183,2,183-1,92.9,8.9,101.8,196,true
1066,183,2,183-2,106.4,7.5,113.9,72,false
1067,183,2,183-3,312.5,5.5,318.0,139,true
