mess_id,masch_id,ts,temp_c,vib_rms,leist_kw,energie_kwh
1264,16,2025-02-01 20:36:00,47.1,4.54,26.5,5.3
1265,1,2025-02-01 20:48:00,70.4,3.32,9.93,1.986
1266,2,2025-02-01 20:48:00,88.7,6.43,11.81,2.362
1267,3,2025-02-01 20:48:00,53.9,4.56,8.5,1.7
1268,4,2025-02-01 20:48:00,65.5,5.47,15.41,3.082
1269,5,2025-02-01 20:48:00,78.7,4.52,15.1,3.02
1270,6,2025-02-01 20:48:00,83.1,3.8,7.8,1.56
1271,7,2025-02-01 20:48:00,39.5,7.31,13.36,2.672
1272,8,2025-02-01 20:48:00,64.0,3.02,17.6,3.52
1273,9,2025-02-01 20:48:00,34.5,2.02,7.62,1.524
1274,10,2025-02-01 20:48:00,69.0,4.49,20.35,4.07
1275,11,2025-02-01 20:48:00,58.1,1.06,17.89,3.578
1276,12,2025-02-01 20:48:00,94.3,4.43,15.56,3.112
1277,13,2025-02-01 20:48:00,56.6,0.85,20.87,4.174
1278,14,2025-02-01 20:48:00,79.3,4.48,20.16,4.032
1279,15,2025-02-01 20:48:00,44.6,3.09,29.93,5.986
1280,16,2025-02-01 20:48:00,88.9,2.62,14.71,2.942
1281,1,2025-02-01 21:00:00,50.2,0.5,10.97,2.194
1282,2,2025-02-01 21:00:00,96.0,4.94,9.09,1.818
1283,3,2025-02-01 21:00:00,38.6,5.7,14.37,2.874
1284,4,2025-02-01 21:00:00,73.2,2.28,15.76,3.152
1285,5,2025-02-01 21:00:00,91.0,5.74,15.5,3.1
1286,6,2025-02-01 21:00:00,39.8,4.73,8.32,1.664
1287,7,2025-02-01 21:00:00,74.6,2.6,14.62,2.924
1288,8,2025-02-01 21:00:00,88.4,3.18,17.2,3.44
1289,9,2025-02-01 21:00:00,60.6,7.12,14.19,2.838
1290,10,2025-02-01 21:00:00,80.9,0.95,9.61,1.922
1291,11,2025-02-01 21:00:00,79.1,2.19,23.03,4.606
1292,12,2025-02-01 21:00:00,57.2,4.25,11.79,2.358
1293,13,2025-02-01 21:00:00,59.6,2.98,24.84,4.968
1294,14,2025-02-01 21:00:00,35.3,5.79,12.98,2.596
1295,15,2025-02-01 21:00:00,49.8,6.61,24.9,4.98
1296,16,2025-02-01 21:00:00,61.1,5.23,32.24,6.448
1297,1,2025-02-01 21:12:00,56.3,6.05,3.86,0.772
1298,2,2025-02-01 21:12:00,35.9,8.03,12.71,2.542
1299,3,2025-02-01 21:12:00,47.2,3.14,7.35,1.47
1300,4,2025-02-01 21:12:00,67.1,5.61,13.23,2.646
1301,5,2025-02-01 21:12:00,51.2,7.0,7.1,1.42
1302,6,2025-02-01 21:12:00,35.0,6.8,14.94,2.988
1303,7,2025-02-01 21:12:00,58.0,2.44,5.95,1.19
1304,8,2025-02-01 21:12:00,51.1,3.75,8.22,1.644
1305,9,2025-02-01 21:12:00,71.2,6.77,10.62,2.124
1306,10,2025-02-01 21:12:00,58.3,6.03,14.98,2.996
1307,11,2025-02-01 21:12:00,70.4,1.17,22.58,4.516
1308,12,2025-02-01 21:12:00,75.2,4.83,22.42,4.484
1309,13,2025-02-01 21:12:00,87.0,7.5,11.43,2.286
1310,14,2025-02-01 21:12:00,41.0,1.96,26.59,5.318
1311,15,2025-02-01 21:12:00,81.3,2.64,28.09,5.618
1312,16,2025-02-01 21:12:00,74.6,2.3,17.16,3.432
1313,1,2025-02-01 21:24:00,35.5,4.31,7.12,1.424
1314,2,2025-02-01 21:24:00,63.5,1.87,11.98,2.396
1315,3,2025-02-01 21:24:00,43.4,6.8,7.59,1.518
1316,4,2025-02-01 21:24:00,79.0,7.85,12.21,2.442
1317,5,2025-02-01 21:24:00,45.5,6.65,16.29,3.258
1318,6,2025-02-01 21:24:00,72.4,6.03,9.28,1.856
1319,7,2025-02-01 21:24:00,82.2,7.48,12.18,2.436
1320,8,2025-02-01 21:24:00,59.9,4.52,17.02,3.404
1321,9,2025-02-01 21:24:00,88.7,4.86,6.89,1.378
1322,10,2025-02-01 21:24:00,77.5,5.05,18.18,3.636
1323,11,2025-02-01 21:24:00,91.0,6.78,8.58,1.716
1324,12,2025-02-01 21:24:00,53.6,2.33,23.35,4.67
1325,13,2025-02-01 21:24:00,94.4,1.25,25.5,5.1
1326,14,2025-02-01 21:24:00,67.8,0.48,21.87,4.374
1327,15,2025-02-01 21:24:00,59.3,5.8,25.12,5.024
1328,16,2025-02-01 21:24:00,74.5,2.06,20.16,4.032
1329,1,2025-02-01 21:36:00,87.6,7.82,8.76,1.752
1330,2,2025-02-01 21:36:00,90.0,1.77,7.66,1.532
1331,3,2025-02-01 21:36:00,41.3,4.36,8.12,1.624
1332,4,2025-02-01 21:36:00,76.2,4.47,5.42,1.084
1333,5,2025-02-01 21:36:00,41.8,2.43,12.15,2.43
1334,6,2025-02-01 21:36:00,82.0,7.44,5.71,1.142
1335,7,2025-02-01 21:36:00,92.9,0.73,14.11,2.822
1336,8,2025-02-01 21:36:00,36.5,7.43,18.12,3.624
1337,9,2025-02-01 21:36:00,90.6,4.1,17.46,3.492
1338,10,2025-02-01 21:36:00,50.0,2.23,11.0,2.2
1339,11,2025-02-01 21:36:00,52.9,0.24,23.31,4.662
1340,12,2025-02-01 21:36:00,42.2,6.09,19.59,3.918
1341,13,2025-02-01 21:36:00,56.9,8.09,25.46,5.092
1342,14,2025-02-01 21:36:00,56.6,5.17,10.6,2.12
1343,15,2025-02-01 21:36:00,79.6,2.32,28.06,5.612
1344,16,2025-02-01 21:36:00,63.4,7.98,21.28,4.256
1345,1,2025-02-01 21:48:00,80.4,2.88,7.93,1.586
1346,2,2025-02-01 21:48:00,72.3,5.9,7.95,1.59
1347,3,2025-02-01 21:48:00,84.5,6.26,11.65,2.33
1348,4,2025-02-01 21:48:00,88.6,3.74,6.02,1.204
1349,5,2025-02-01 21:48:00,42.8,7.16,6.51,1.302
1350,6,2025-02-01 21:48:00,66.8,4.08,14.89,2.978
1351,7,2025-02-01 21:48:00,64.0,0.32,6.19,1.238
1352,8,2025-02-01 21:48:00,50.7,2.69,9.18,1.836
1353,9,2025-02-01 21:48:00,83.4,7.25,17.49,3.498
1354,10,2025-02-01 21:48:00,47.6,6.61,19.72,3.944
1355,11,2025-02-01 21:48:00,55.8,7.8,16.88,3.376
1356,12,2025-02-01 21:48:00,65.4,4.58,23.18,4.636
1357,13,2025-02-01 21:48:00,71.4,2.88,22.34,4.468
1358,14,2025-02-01 21:48:00,38.7,6.18,9.86,1.972
1359,15,2025-02-01 21:48:00,70.5,1.65,25.08,5.016
1360,16,2025-02-01 21:48:00,72.5,8.09,23.97,4.794
1361,1,2025-02-01 22:00:00,97.0,6.11,10.8,2.16
1362,2,2025-02-01 22:00:00,71.2,2.44,9.26,1.852
1363,3,2025-02-01 22:00:00,84.6,3.06,6.79,1.358
1364,4,2025-02-01 22:00:00,64.4,2.38,11.07,2.214
1365,5,2025-02-01 22:00:00,88.9,4.8,7.33,1.466
1366,6,2025-02-01 22:00:00,66.3,6.85,6.82,1.364
1367,7,2025-02-01 22:00:00,86.4,7.05,7.17,1.434
1368,8,2025-02-01 22:00:00,68.7,5.25,13.45,2.69
1369,9,2025-02-01 22:00:00,50.2,0.33,13.75,2.75
1370,10,2025-02-01 22:00:00,92.8,0.99,21.04,4.208
1371,11,2025-02-01 22:00:00,82.3,3.51,9.01,1.802
1372,12,2025-02-01 22:00:00,65.9,0.85,25.97,5.194
1373,13,2025-02-01 22:00:00,54.0,0.53,14.37,2.874
1374,14,2025-02-01 22:00:00,70.4,3.24,28.7,5.74
1375,15,2025-02-01 22:00:00,78.7,7.48,30.15,6.03
1376,16,2025-02-01 22:00:00,97.4,0.23,30.69,6.138
1377,1,2025-02-01 22:12:00,53.3,0.78,6.81,1.362
1378,2,2025-02-01 22:12:00,36.9,5.9,6.67,1.334
1379,3,2025-02-01 22:12:00,80.5,4.48,14.52,2.904
1380,4,2025-02-01 22:12:00,55.5,4.91,9.02,1.804
1381,5,2025-02-01 22:12:00,47.1,5.75,16.19,3.238
1382,6,2025-02-01 22:12:00,96.0,6.4,15.32,3.064
1383,7,2025-02-01 22:12:00,95.5,6.17,6.08,1.216
1384,8,2025-02-01 22:12:00,64.2,3.79,8.92,1.784
1385,9,2025-02-01 22:12:00,62.0,3.01,10.0,2.0
1386,10,2025-02-01 22:12:00,78.6,2.55,8.61,1.722
1387,11,2025-02-01 22:12:00,86.9,4.38,21.56,4.312
1388,12,2025-02-01 22:12:00,36.3,1.21,23.96,4.792
1389,13,2025-02-01 22:12:00,56.3,4.16,12.11,2.422
1390,14,2025-02-01 22:12:00,96.4,3.85,27.17,5.434
1391,15,2025-02-01 22:12:00,40.0,5.44,21.51,4.302
1392,16,2025-02-01 22:12:00,40.8,8.1,23.93,4.786
1393,1,2025-02-01 22:24:00,72.2,5.07,5.94,1.188
1394,2,2025-02-01 22:24:00,46.7,6.55,8.36,1.672
1395,3,2025-02-01 22:24:00,94.4,1.41,11.72,2.344
1396,4,2025-02-01 22:24:00,55.7,5.22,9.92,1.984
1397,5,2025-02-01 22:24:00,87.9,6.97,16.59,3.318
1398,6,2025-02-01 22:24:00,83.7,7.95,17.03,3.406
1399,7,2025-02-01 22:24:00,46.3,2.18,9.59,1.918
1400,8,2025-02-01 22:24:00,89.2,6.25,11.22,2.244
1401,9,2025-02-01 22:24:00,89.3,5.12,13.62,2.724
1402,10,2025-02-01 22:24:00,70.9,7.06,19.41,3.882
1403,11,2025-02-01 22:24:00,91.7,3.24,21.21,4.242
1404,12,2025-02-01 22:24:00,93.9,4.99,21.99,4.398
1405,13,2025-02-01 22:24:00,81.2,4.64,22.53,4.506
1406,14,2025-02-01 22:24:00,70.2,6.25,27.33,5.466
1407,15,2025-02-01 22:24:00,48.9,6.91,13.19,2.638
1408,16,2025-02-01 22:24:00,53.8,6.64,18.29,3.658
1409,1,2025-02-01 22:36:00,72.3,1.93,6.65,1.33
1410,2,2025-02-01 22:36:00,89.9,2.54,4.6,0.92
1411,3,2025-02-01 22:36:00,47.4,7.77,9.69,1.938
1412,4,2025-02-01 22:36:00,79.3,0.39,11.61,2.322
1413,5,2025-02-01 22:36:00,40.3,3.73,6.14,1.228
1414,6,2025-02-01 22:36:00,38.7,0.55,7.17,1.434
1415,7,2025-02-01 22:36:00,59.2,3.68,18.38,3.676
1416,8,2025-02-01 22:36:00,44.2,6.24,16.08,3.216
1417,9,2025-02-01 22:36:00,47.6,7.2,6.77,1.354
1418,10,2025-02-01 22:36:00,88.6,7.55,20.79,4.158
1419,11,2025-02-01 22:36:00,51.8,6.91,23.0,4.6
1420,12,2025-02-01 22:36:00,70.1,4.7,17.37,3.474
1421,13,2025-02-01 22:36:00,89.6,3.35,23.86,4.772
1422,14,2025-02-01 22:36:00,67.9,5.69,20.79,4.158
1423,15,2025-02-01 22:36:00,74.9,3.63,16.92,3.384
1424,16,2025-02-01 22:36:00,60.0,3.44,24.6,4.92
1425,1,2025-02-01 22:48:00,93.2,5.99,6.13,1.226
1426,2,2025-02-01 22:48:00,84.1,6.32,9.43,1.886
1427,3,2025-02-01 22:48:00,87.5,4.51,10.25,2.05
1428,4,2025-02-01 22:48:00,44.7,7.39,14.15,2.83
1429,5,2025-02-01 22:48:00,53.4,7.6,9.41,1.882
1430,6,2025-02-01 22:48:00,94.9,5.84,15.44,3.088
1431,7,2025-02-01 22:48:00,78.7,5.62,8.89,1.778
1432,8,2025-02-01 22:48:00,78.3,0.48,10.08,2.016
1433,9,2025-02-01 22:48:00,77.8,4.15,12.12,2.424
1434,10,2025-02-01 22:48:00,48.2,5.87,13.6,2.72
1435,11,2025-02-01 22:48:00,76.8,1.15,17.22,3.444
1436,12,2025-02-01 22:48:00,37.5,1.63,22.39,4.478
1437,13,2025-02-01 22:48:00,57.9,4.19,17.57,3.514
1438,14,2025-02-01 22:48:00,91.2,0.95,13.44,2.688
1439,15,2025-02-01 22:48:00,64.0,5.95,16.73,3.346
1440,16,2025-02-01 22:48:00,64.3,2.6,32.05,6.41
1441,1,2025-02-01 23:00:00,77.6,3.27,7.52,1.504
1442,2,2025-02-01 23:00:00,35.6,3.69,7.46,1.492
1443,3,2025-02-01 23:00:00,97.5,1.41,5.39,1.078
1444,4,2025-02-01 23:00:00,40.2,3.4,9.99,1.998
1445,5,2025-02-01 23:00:00,39.3,0.77,11.12,2.224
1446,6,2025-02-01 23:00:00,37.2,5.72,16.56,3.312
1447,7,2025-02-01 23:00:00,43.6,3.9,10.8,2.16
1448,8,2025-02-01 23:00:00,47.4,1.64,16.49,3.298
1449,9,2025-02-01 23:00:00,81.6,1.43,16.23,3.246
1450,10,2025-02-01 23:00:00,74.5,7.47,21.08,4.216
1451,11,2025-02-01 23:00:00,37.3,1.56,9.68,1.936
1452,12,2025-02-01 23:00:00,84.4,4.84,26.82,5.364
1453,13,2025-02-01 23:00:00,39.5,4.02,21.44,4.288
1454,14,2025-02-01 23:00:00,87.3,4.28,21.38,4.276
1455,15,2025-02-01 23:00:00,59.4,4.84,28.09,5.618
1456,16,2025-02-01 23:00:00,52.9,3.97,26.1,5.22
1457,1,2025-02-01 23:12:00,36.0,6.09,8.42,1.684
1458,2,2025-02-01 23:12:00,79.5,0.76,11.47,2.294
1459,3,2025-02-01 23:12:00,59.4,2.52,9.26,1.852
1460,4,2025-02-01 23:12:00,69.7,0.95,8.41,1.682
1461,5,2025-02-01 23:12:00,56.5,1.22,15.68,3.136
1462,6,2025-02-01 23:12:00,47.8,3.5,6.06,1.212
1463,7,2025-02-01 23:12:00,81.4,4.93,9.48,1.896
1464,8,2025-02-01 23:12:00,97.7,1.39,18.84,3.768
1465,9,2025-02-01 23:12:00,73.4,7.78,22.38,4.476
1466,10,2025-02-01 23:12:00,84.1,2.0,18.3,3.66
1467,11,2025-02-01 23:12:00,63.8,3.08,19.61,3.922
1468,12,2025-02-01 23:12:00,73.8,7.92,13.06,2.612
1469,13,2025-02-01 23:12:00,55.2,0.66,17.36,3.472
1470,14,2025-02-01 23:12:00,37.1,2.66,22.85,4.57
1471,15,2025-02-01 23:12:00,83.5,3.84,15.39,3.078
1472,16,2025-02-01 23:12:00,64.0,4.01,28.66,5.732
1473,1,2025-02-01 23:24:00,39.9,5.62,9.38,1.876
1474,2,2025-02-01 23:24:00,97.8,2.82,8.94,1.788
1475,3,2025-02-01 23:24:00,76.6,0.38,10.24,2.048
1476,4,2025-02-01 23:24:00,83.3,5.51,7.71,1.542
1477,5,2025-02-01 23:24:00,71.6,6.68,12.73,2.546
1478,6,2025-02-01 23:24:00,75.1,2.96,8.32,1.664
1479,7,2025-02-01 23:24:00,44.2,7.11,18.41,3.682
1480,8,2025-02-01 23:24:00,67.3,4.5,15.02,3.004
1481,9,2025-02-01 23:24:00,48.0,4.86,11.49,2.298
1482,10,2025-02-01 23:24:00,43.4,6.41,15.62,3.124
1483,11,2025-02-01 23:24:00,70.1,3.77,8.14,1.628
1484,12,2025-02-01 23:24:00,75.6,4.3,23.43,4.686
1485,13,2025-02-01 23:24:00,86.4,7.62,21.77,4.354
1486,14,2025-02-01 23:24:00,53.2,4.78,18.21,3.642
1487,15,2025-02-01 23:24:00,95.9,5.15,25.33,5.066
1488,16,2025-02-01 23:24:00,42.2,2.19,15.66,3.132
1489,1,2025-02-01 23:36:00,37.5,5.14,11.12,2.224
1490,2,2025-02-01 23:36:00,53.1,3.91,8.99,1.798
1491,3,2025-02-01 23:36:00,60.2,2.6,5.14,1.028
1492,4,2025-02-01 23:36:00,82.3,2.78,11.96,2.392
1493,5,2025-02-01 23:36:00,88.6,5.8,5.01,1.002
1494,6,2025-02-01 23:36:00,71.0,6.08,9.41,1.882
1495,7,2025-02-01 23:36:00,59.6,2.07,8.27,1.654
1496,8,2025-02-01 23:36:00,57.4,0.91,15.36,3.072
1497,9,2025-02-01 23:36:00,97.6,3.82,8.52,1.704
1498,10,2025-02-01 23:36:00,39.5,7.71,23.2,4.64
1499,11,2025-02-01 23:36:00,45.8,1.72,8.61,1.722
1500,12,2025-02-01 23:36:00,77.6,2.39,8.06,1.612
1501,13,2025-02-01 23:36:00,40.9,7.09,17.14,3.428
1502,14,2025-02-01 23:36:00,38.2,5.38,12.34,2.468
1503,15,2025-02-01 23:36:00,71.2,3.11,11.92,2.384
1504,16,2025-02-01 23:36:00,89.4,2.62,12.05,2.41
1505,1,2025-02-01 23:48:00,35.9,7.03,7.99,1.598
1506,2,2025-02-01 23:48:00,72.9,0.54,9.46,1.892
1507,3,2025-02-01 23:48:00,96.1,6.45,9.04,1.808
1508,4,2025-02-01 23:48:00,86.5,3.87,9.23,1.846
1509,5,2025-02-01 23:48:00,70.7,7.35,8.44,1.688
1510,6,2025-02-01 23:48:00,73.4,7.97,9.94,1.988
1511,7,2025-02-01 23:48:00,36.5,4.48,12.71,2.542
1512,8,2025-02-01 23:48:00,70.2,0.72,14.87,2.974
1513,9,2025-02-01 23:48:00,93.2,5.52,9.04,1.808
1514,10,2025-02-01 23:48:00,65.0,7.25,13.31,2.662
1515,11,2025-02-01 23:48:00,67.2,2.39,16.88,3.376
1516,12,2025-02-01 23:48:00,38.3,7.78,22.36,4.472
1517,13,2025-02-01 23:48:00,50.0,5.47,24.35,4.87
1518,14,2025-02-01 23:48:00,47.4,5.38,15.15,3.03
1519,15,2025-02-01 23:48:00,76.0,0.84,27.39,5.478
1520,16,2025-02-01 23:48:00,73.4,5.38,29.31,5.862
1521,1,2025-02-02 00:00:00,57.3,2.12,4.26,0.852
1522,2,2025-02-02 00:00:00,66.3,6.82,11.6,2.32
1523,3,2025-02-02 00:00:00,95.9,7.38,11.56,2.312
1524,4,2025-02-02 00:00:00,89.9,2.19,10.8,2.16
1525,5,2025-02-02 00:00:00,72.0,1.53,9.31,1.862
1526,6,2025-02-02 00:00:00,42.4,7.34,18.53,3.706
1527,7,2025-02-02 00:00:00,72.4,3.13,15.34,3.068
1528,8,2025-02-02 00:00:00,53.1,8.04,17.41,3.482
1529,9,2025-02-02 00:00:00,79.4,6.37,18.24,3.648
1530,10,2025-02-02 00:00:00,72.1,1.48,6.94,1.388
1531,11,2025-02-02 00:00:00,93.7,1.89,10.39,2.078
1532,12,2025-02-02 00:00:00,57.8,3.63,21.8,4.36
1533,13,2025-02-02 00:00:00,58.5,1.82,14.98,2.996
1534,14,2025-02-02 00:00:00,38.1,7.95,21.38,4.276
1535,15,2025-02-02 00:00:00,81.1,3.28,23.14,4.628
1536,16,2025-02-02 00:00:00,54.7,2.27,21.91,4.382
1537,1,2025-02-02 00:12:00,52.8,3.21,9.48,1.896
1538,2,2025-02-02 00:12:00,81.0,7.42,7.0,1.4
1539,3,2025-02-02 00:12:00,42.5,3.44,13.13,2.626
1540,4,2025-02-02 00:12:00,36.0,4.17,5.95,1.19
1541,5,2025-02-02 00:12:00,57.9,0.27,6.08,1.216
1542,6,2025-02-02 00:12:00,51.8,0.28,14.11,2.822
1543,7,2025-02-02 00:12:00,71.4,6.24,18.68,3.736
1544,8,2025-02-02 00:12:00,96.2,4.78,16.95,3.39
1545,9,2025-02-02 00:12:00,48.9,0.96,16.52,3.304
1546,10,2025-02-02 00:12:00,83.3,2.07,11.98,2.396
1547,11,2025-02-02 00:12:00,47.6,2.3,21.72,4.344
1548,12,2025-02-02 00:12:00,52.2,1.19,7.76,1.552
1549,13,2025-02-02 00:12:00,41.0,7.31,23.78,4.756
1550,14,2025-02-02 00:12:00,47.3,7.84,19.43,3.886
1551,15,2025-02-02 00:12:00,69.3,4.26,13.29,2.658
1552,16,2025-02-02 00:12:00,48.4,7.73,16.07,3.214
1553,1,2025-02-02 00:24:00,86.7,1.85,7.02,1.404
1554,2,2025-02-02 00:24:00,54.6,1.6,12.45,2.49
1555,3,2025-02-02 00:24:00,63.6,3.4,14.01,2.802
1556,4,2025-02-02 00:24:00,37.3,1.03,14.71,2.942
1557,5,2025-02-02 00:24:00,88.9,1.22,10.67,2.134
1558,6,2025-02-02 00:24:00,66.7,4.44,10.97,2.194
1559,7,2025-02-02 00:24:00,36.9,2.07,9.84,1.968
1560,8,2025-02-02 00:24:00,91.3,2.85,20.23,4.046
1561,9,2025-02-02 00:24:00,65.4,6.04,18.42,3.684
1562,10,2025-02-02 00:24:00,52.2,5.79,22.29,4.458
1563,11,2025-02-02 00:24:00,72.9,5.78,21.25,4.25
1564,12,2025-02-02 00:24:00,64.4,0.3,10.12,2.024
1565,13,2025-02-02 00:24:00,90.3,7.0,25.06,5.012
1566,14,2025-02-02 00:24:00,67.2,5.57,11.86,2.372
1567,15,2025-02-02 00:24:00,94.4,5.89,27.58,5.516
1568,16,2025-02-02 00:24:00,53.1,5.92,12.86,2.572
1569,1,2025-02-02 00:36:00,35.4,2.55,4.33,0.866
1570,2,2025-02-02 00:36:00,81.8,5.43,6.2,1.24
1571,3,2025-02-02 00:36:00,70.7,1.82,10.44,2.088
1572,4,2025-02-02 00:36:00,62.7,1.29,9.3,1.86
1573,5,2025-02-02 00:36:00,63.8,0.89,15.27,3.054
1574,6,2025-02-02 00:36:00,48.0,0.33,15.19,3.038
1575,7,2025-02-02 00:36:00,86.0,7.98,7.19,1.438
1576,8,2025-02-02 00:36:00,35.5,6.42,6.4,1.28
1577,9,2025-02-02 00:36:00,49.3,5.92,15.01,3.002
1578,10,2025-02-02 00:36:00,83.8,2.01,18.17,3.634
1579,11,2025-02-02 00:36:00,39.8,0.55,13.74,2.748
1580,12,2025-02-02 00:36:00,70.9,2.52,18.48,3.696
1581,13,2025-02-02 00:36:00,90.0,5.24,22.73,4.546
1582,14,2025-02-02 00:36:00,42.8,0.97,25.63,5.126
1583,15,2025-02-02 00:36:00,78.3,0.9,23.99,4.798
1584,16,2025-02-02 00:36:00,56.6,6.02,29.93,5.986
1585,1,2025-02-02 00:48:00,85.4,3.24,11.33,2.266
1586,2,2025-02-02 00:48:00,46.1,6.19,8.85,1.77
1587,3,2025-02-02 00:48:00,73.7,1.29,6.49,1.298
1588,4,2025-02-02 00:48:00,68.0,7.88,13.2,2.64
1589,5,2025-02-02 00:48:00,60.5,0.33,10.47,2.094
1590,6,2025-02-02 00:48:00,63.1,5.15,8.82,1.764
1591,7,2025-02-02 00:48:00,68.3,6.16,12.88,2.576
1592,8,2025-02-02 00:48:00,89.4,5.98,6.26,1.252
1593,9,2025-02-02 00:48:00,92.1,4.97,21.42,4.284
1594,10,2025-02-02 00:48:00,76.1,2.22,7.92,1.584
1595,11,2025-02-02 00:48:00,83.0,6.11,18.42,3.684
1596,12,2025-02-02 00:48:00,57.3,5.83,13.73,2.746
1597,13,2025-02-02 00:48:00,58.8,8.03,15.96,3.192
1598,14,2025-02-02 00:48:00,60.4,7.05,9.7,1.94
1599,15,2025-02-02 00:48:00,39.6,1.59,10.72,2.144
1600,16,2025-02-02 00:48:00,36.9,7.86,27.2,5.44
1601,1,2025-02-02 01:00:00,86.8,0.83,11.61,2.322
1602,2,2025-02-02 01:00:00,43.7,4.65,11.76,2.352
1603,3,2025-02-02 01:00:00,94.7,2.58,10.21,2.042
1604,4,2025-02-02 01:00:00,97.9,1.66,9.77,1.954
1605,5,2025-02-02 01:00:00,87.1,4.05,11.06,2.212
1606,6,2025-02-02 01:00:00,45.3,3.89,6.47,1.294
1607,7,2025-02-02 01:00:00,83.8,7.87,16.42,3.284
1608,8,2025-02-02 01:00:00,34.4,4.35,14.23,2.846
1609,9,2025-02-02 01:00:00,37.7,7.11,20.73,4.146
1610,10,2025-02-02 01:00:00,88.8,5.78,15.5,3.1
1611,11,2025-02-02 01:00:00,53.6,6.11,10.91,2.182
1612,12,2025-02-02 01:00:00,60.9,2.39,7.81,1.562
1613,13,2025-02-02 01:00:00,92.5,2.45,19.29,3.858
1614,14,2025-02-02 01:00:00,93.8,2.04,29.25,5.85
1615,15,2025-02-02 01:00:00,59.2,5.98,10.02,2.004
1616,16,2025-02-02 01:00:00,48.6,5.4,30.2,6.04
1617,1,2025-02-02 01:12:00,48.3,4.07,11.37,2.274
1618,2,2025-02-02 01:12:00,49.4,0.69,7.54,1.508
1619,3,2025-02-02 01:12:00,69.1,4.64,5.03,1.006
1620,4,2025-02-02 01:12:00,65.1,2.64,6.6,1.32
1621,5,2025-02-02 01:12:00,90.3,4.33,5.29,1.058
1622,6,2025-02-02 01:12:00,41.2,1.34,6.33,1.266
1623,7,2025-02-02 01:12:00,68.2,6.17,7.46,1.492
1624,8,2025-02-02 01:12:00,56.1,3.27,9.76,1.952
1625,9,2025-02-02 01:12:00,38.8,2.21,7.43,1.486
1626,10,2025-02-02 01:12:00,34.4,2.42,14.37,2.874
1627,11,2025-02-02 01:12:00,86.0,1.08,17.48,3.496
1628,12,2025-02-02 01:12:00,85.2,6.8,20.44,4.088
1629,13,2025-02-02 01:12:00,53.5,1.48,24.6,4.92
1630,14,2025-02-02 01:12:00,41.3,0.43,9.47,1.894
1631,15,2025-02-02 01:12:00,71.2,0.89,23.82,4.764
1632,16,2025-02-02 01:12:00,38.5,4.9,14.92,2.984
1633,1,2025-02-02 01:24:00,91.8,1.2,6.11,1.222
1634,2,2025-02-02 01:24:00,55.4,7.3,9.19,1.838
1635,3,2025-02-02 01:24:00,81.2,1.63,9.64,1.928
1636,4,2025-02-02 01:24:00,59.8,2.72,6.99,1.398
1637,5,2025-02-02 01:24:00,74.4,2.23,15.68,3.136
1638,6,2025-02-02 01:24:00,47.4,0.78,18.48,3.696
1639,7,2025-02-02 01:24:00,87.3,0.42,10.38,2.076
1640,8,2025-02-02 01:24:00,78.4,3.08,10.16,2.032
1641,9,2025-02-02 01:24:00,50.7,3.94,22.38,4.476
1642,10,2025-02-02 01:24:00,39.5,6.85,8.44,1.688
1643,11,2025-02-02 01:24:00,54.0,5.04,23.95,4.79
1644,12,2025-02-02 01:24:00,75.1,2.56,23.13,4.626
1645,13,2025-02-02 01:24:00,89.4,3.57,26.39,5.278
1646,14,2025-02-02 01:24:00,64.2,4.63,11.01,2.202
1647,15,2025-02-02 01:24:00,93.1,6.87,15.13,3.026
1648,16,2025-02-02 01:24:00,92.8,0.78,9.43,1.886
1649,1,2025-02-02 01:36:00,41.7,7.97,7.68,1.536
1650,2,2025-02-02 01:36:00,65.3,6.62,4.09,0.818
1651,3,2025-02-02 01:36:00,78.1,7.22,14.4,2.88
1652,4,2025-02-02 01:36:00,39.4,1.57,10.92,2.184
1653,5,2025-02-02 01:36:00,80.2,5.25,15.35,3.07
1654,6,2025-02-02 01:36:00,70.8,3.9,18.04,3.608
1655,7,2025-02-02 01:36:00,73.0,7.08,19.68,3.936
1656,8,2025-02-02 01:36:00,76.6,3.38,18.66,3.732
1657,9,2025-02-02 01:36:00,57.9,6.1,6.75,1.35
1658,10,2025-02-02 01:36:00,44.3,7.26,21.44,4.288
1659,11,2025-02-02 01:36:00,58.7,2.49,9.4,1.88
1660,12,2025-02-02 01:36:00,95.7,4.08,8.53,1.706
1661,13,2025-02-02 01:36:00,94.2,4.15,19.15,3.83
1662,14,2025-02-02 01:36:00,91.4,6.42,15.79,3.158
1663,15,2025-02-02 01:36:00,41.9,2.78,29.86,5.972
1664,16,2025-02-02 01:36:00,53.4,6.19,11.05,2.21
1665,1,2025-02-02 01:48:00,36.0,0.82,4.52,0.904
1666,2,2025-02-02 01:48:00,77.1,0.54,9.6,1.92
1667,3,2025-02-02 01:48:00,35.5,7.62,12.24,2.448
1668,4,2025-02-02 01:48:00,80.0,4.23,7.39,1.478
1669,5,2025-02-02 01:48:00,81.4,0.43,9.97,1.994
1670,6,2025-02-02 01:48:00,41.5,0.4,5.98,1.196
1671,7,2025-02-02 01:48:00,94.6,0.53,6.7,1.34
1672,8,2025-02-02 01:48:00,70.8,5.82,14.44,2.888
1673,9,2025-02-02 01:48:00,97.1,1.55,9.77,1.954
