workpiece_id,order_id,machine_id,serial,net_weight_g,scrap_g,gross_weight_g,cycle_seconds,ok
464,64,2,WP-0064-09,242.2,3.7,245.9,110,true
465,64,2,WP-0064-10,439.5,0.7,440.2,138,true
466,64,2,WP-0064-11,137.5,2.2,139.7,85,true
467,64,2,WP-0064-12,264.4,3.0,267.4,82,true
468,65,6,WP-0065-01,403.3,5.0,408.3,148,true
469,65,6,WP-0065-02,122.4,5.8,128.2,121,true
470,65,6,WP-0065-03,131.2,4.9,136.1,176,true
471,65,6,WP-0065-04,183.6,4.2,187.8,42,true
472,65,6,WP-0065-05,429.4,1.7,431.1,52,true
473,65,6,WP-0065-06,309.0,0.4,309.4,52,true
474,65,6,WP-0065-07,154.1,1.3,155.4,72,true
475,65,6,WP-0065-08,277.7,4.5,282.2,168,true
476,65,6,WP-0065-09,444.7,1.2,445.9,111,true
477,66,9,WP-0066-01,219.9,7.4,227.3,63,true
478,66,9,WP-0066-02,125.7,3.2,128.9,41,true
479,66,9,WP-0066-03,150.0,5.9,155.9,166,true
480,66,9,WP-0066-04,322.9,1.2,324.1,110,true
481,66,9,WP-0066-05,437.0,4.4,441.4,49,true
482,66,9,WP-0066-06,289.3,0.4,289.7,91,true
483,67,5,WP-0067-01,250.4,0.5,250.9,169,true
484,67,5,WP-0067-02,194.0,7.5,201.5,160,true
485,67,5,WP-0067-03,451.2,6.1,457.3,110,true
486,67,5,WP-0067-04,190.8,3.9,194.7,173,true
487,67,5,WP-0067-05,274.8,2.7,277.5,109,true
488,68,9,WP-0068-01,408.2,2.2,410.4,137,true
489,69,12,WP-0069-01,213.7,1.2,214.9,162,true
490,69,12,WP-0069-02,443.0,4.8,447.8,82,true
491,69,12,WP-0069-03,427.5,0.6,428.1,158,true
492,70,6,WP-0070-01,242.0,7.4,249.4,77,true
493,70,6,WP-0070-02,431.8,7.5,439.3,109,true
494,70,6,WP-0070-03,240.3,0.3,240.6,130,true
495,70,6,WP-0070-04,235.5,7.2,242.7,61,true
496,70,6,WP-0070-05,262.7,4.5,267.2,167,true
497,70,6,WP-0070-06,439.6,7.3,446.9,91,true
498,70,6,WP-0070-07,467.7,1.7,469.4,104,true
499,70,6,WP-0070-08,308.6,0.8,309.4,170,true
500,70,6,WP-0070-09,148.0,3.6,151.6,106,true
501,70,6,WP-0070-10,144.2,1.8,146.0,94,true
502,70,6,WP-0070-11,338.9,4.3,343.2,67,true
503,71,8,WP-0071-01,384.0,3.8,387.8,105,true
504,71,8,WP-0071-02,219.1,6.8,225.9,98,true
505,71,8,WP-0071-03,222.8,3.8,226.6,67,true
506,71,8,WP-0071-04,163.5,7.2,170.7,68,true
507,72,11,WP-0072-01,287.4,7.5,294.9,124,true
508,72,11,WP-0072-02,478.5,6.9,485.4,125,true
509,72,11,WP-0072-03,182.5,6.6,189.1,41,true
510,72,11,WP-0072-04,151.0,2.2,153.2,67,true
511,72,11,WP-0072-05,209.2,5.8,215.0,55,true
512,72,11,WP-0072-06,409.9,2.8,412.7,173,true
513,72,11,WP-0072-07,177.8,7.6,185.4,149,true
514,73,10,WP-0073-01,256.3,3.9,260.2,82,true
515,73,10,WP-0073-02,320.6,6.5,327.1,158,true
516,74,7,WP-0074-01,381.4,2.1,383.5,83,true
517,74,7,WP-0074-02,178.8,2.8,181.6,164,true
518,74,7,WP-0074-03,245.1,2.2,247.3,80,true
519,74,7,WP-0074-04,229.4,1.2,230.6,171,true
520,74,7,WP-0074-05,462.0,4.5,466.5,147,true
521,74,7,WP-0074-06,134.5,3.7,138.2,175,true
522,74,7,WP-0074-07,175.5,3.7,179.2,142,true
523,75,1,WP-0075-01,445.1,6.2,451.3,125,true
524,75,1,WP-0075-02,411.7,1.3,413.0,169,true
525,75,1,WP-0075-03,450.3,2.0,452.3,122,true
526,75,1,WP-0075-04,433.5,7.9,441.4,120,true
527,75,1,WP-0075-05,207.1,1.3,208.4,159,true
528,75,1,WP-0075-06,461.4,3.6,465.0,98,true
529,75,1,WP-0075-07,179.6,1.8,181.4,61,true
530,75,1,WP-0075-08,433.4,2.4,435.8,94,true
531,75,1,WP-0075-09,154.9,2.3,157.2,88,true
532,75,1,WP-0075-10,168.0,0.6,168.6,149,true
533,76,3,WP-0076-01,247.0,0.6,247.6,143,true
534,76,3,WP-0076-02,369.5,7.8,377.3,80,true
535,76,3,WP-0076-03,221.7,5.4,227.1,77,true
536,76,3,WP-0076-04,473.5,3.3,476.8,152,true
537,76,3,WP-0076-05,138.8,7.0,145.8,127,true
538,76,3,WP-0076-06,172.0,6.4,178.4,119,true
539,77,3,WP-0077-01,171.9,5.8,177.7,133,true
540,77,3,WP-0077-02,287.8,5.0,292.8,123,true
541,77,3,WP-0077-03,135.1,2.7,137.8,105,true
542,77,3,WP-0077-04,264.4,1.9,266.3,137,true
543,77,3,WP-0077-05,120.8,1.8,122.6,69,true
544,77,3,WP-0077-06,459.8,2.3,462.1,166,true
545,77,3,WP-0077-07,410.9,7.1,418.0,137,true
546,77,3,WP-0077-08,224.9,7.4,232.3,131,true
547,77,3,WP-0077-09,364.5,5.7,370.2,161,true
548,77,3,WP-0077-10,214.5,6.8,221.3,170,true
549,77,3,WP-0077-11,271.6,2.1,273.7,139,true
550,78,9,WP-0078-01,440.2,2.0,442.2,113,true
551,78,9,WP-0078-02,247.5,2.3,249.8,116,true
552,78,9,WP-0078-03,216.7,4.6,221.3,72,true
553,78,9,WP-0078-04,476.0,4.3,480.3,115,true
554,78,9,WP-0078-05,323.2,7.7,330.9,144,true
555,78,9,WP-0078-06,346.1,6.6,352.7,166,true
556,78,9,WP-0078-07,426.7,5.3,432.0,157,true
557,79,12,WP-0079-01,470.9,5.2,476.1,123,true
558,79,12,WP-0079-02,315.4,6.1,321.5,84,true
559,79,12,WP-0079-03,157.3,5.9,163.2,73,true
560,79,12,WP-0079-04,371.4,7.9,379.3,139,true
561,79,12,WP-0079-05,345.7,0.5,346.2,54,true
562,79,12,WP-0079-06,390.3,0.4,390.7,73,true
563,79,12,WP-0079-07,271.8,3.1,274.9,122,true
564,80,5,WP-0080-01,363.9,6.0,369.9,108,true
565,80,5,WP-0080-02,405.4,3.0,408.4,78,true
566,80,5,WP-0080-03,369.2,2.2,371.4,62,true
567,80,5,WP-0080-04,269.2,6.9,276.1,98,true
568,80,5,WP-0080-05,340.5,0.4,340.9,69,true
569,80,5,WP-0080-06,401.7,2.2,403.9,168,true
570,80,5,WP-0080-07,239.2,1.6,240.8,58,true
571,80,5,WP-0080-08,164.6,2.1,166.7,138,true
572,80,5,WP-0080-09,227.0,2.1,229.1,143,true
573,80,5,WP-0080-10,470.4,0.9,471.3,92,true
574,80,5,WP-0080-11,391.8,5.0,396.8,56,true
575,81,6,WP-0081-01,431.9,6.6,438.5,102,true
576,81,6,WP-0081-02,325.0,2.1,327.1,100,true
577,81,6,WP-0081-03,176.5,2.1,178.6,96,true
578,81,6,WP-0081-04,442.8,7.3,450.1,103,true
579,81,6,WP-0081-05,192.3,2.5,194.8,179,true
580,81,6,WP-0081-06,196.7,5.2,201.9,170,true
581,81,6,WP-0081-07,404.7,6.4,411.1,58,true
582,82,10,WP-0082-01,315.0,0.8,315.8,50,true
583,82,10,WP-0082-02,430.8,4.9,435.7,52,true
584,82,10,WP-0082-03,140.6,0.6,141.2,138,true
585,82,10,WP-0082-04,229.7,4.3,234.0,175,true
586,82,10,WP-0082-05,465.4,0.2,465.6,68,true
587,82,10,WP-0082-06,191.0,1.6,192.6,46,true
588,82,10,WP-0082-07,286.7,6.2,292.9,53,true
589,82,10,WP-0082-08,412.9,2.9,415.8,117,true
590,83,8,WP-0083-01,429.1,7.1,436.2,46,true
591,83,8,WP-0083-02,258.3,2.0,260.3,142,true
592,83,8,WP-0083-03,449.8,7.6,457.4,89,true
593,83,8,WP-0083-04,218.2,7.2,225.4,170,true
594,83,8,WP-0083-05,153.4,2.0,155.4,149,true
595,83,8,WP-0083-06,458.5,7.5,466.0,110,true
596,83,8,WP-0083-07,283.2,1.7,284.9,142,true
597,84,11,WP-0084-01,329.9,3.2,333.1,100,true
598,84,11,WP-0084-02,265.7,2.5,268.2,86,true
599,84,11,WP-0084-03,263.5,4.1,267.6,47,true
600,84,11,WP-0084-04,293.6,3.6,297.2,117,true
601,84,11,WP-0084-05,422.3,5.9,428.2,89,true
602,84,11,WP-0084-06,439.9,1.7,441.6,61,true
603,84,11,WP-0084-07,243.2,1.7,244.9,150,true
604,85,5,WP-0085-01,253.5,0.2,253.7,84,true
605,85,5,WP-0085-02,256.9,3.3,260.2,130,true
606,85,5,WP-0085-03,181.2,1.0,182.2,75,true
607,85,5,WP-0085-04,331.9,6.7,338.6,98,true
608,85,5,WP-0085-05,327.0,3.1,330.1,74,true
609,85,5,WP-0085-06,192.3,7.6,199.9,40,true
610,85,5,WP-0085-07,126.4,2.6,129.0,149,true
611,86,8,WP-0086-01,367.5,4.3,371.8,164,true
612,86,8,WP-0086-02,287.2,7.3,294.5,151,true
613,86,8,WP-0086-03,307.4,7.7,315.1,74,true
614,86,8,WP-0086-04,461.5,7.3,468.8,113,true
615,86,8,WP-0086-05,381.6,1.6,383.2,180,true
616,86,8,WP-0086-06,400.4,1.3,401.7,54,true
617,87,4,WP-0087-01,362.4,4.0,366.4,124,true
618,87,4,WP-0087-02,462.1,7.6,469.7,168,true
619,87,4,WP-0087-03,187.6,8.0,195.6,72,true
620,87,4,WP-0087-04,460.2,5.3,465.5,63,true
621,87,4,WP-0087-05,364.8,0.9,365.7,117,true
622,87,4,WP-0087-06,272.4,1.7,274.1,142,true
623,87,4,WP-0087-07,458.1,1.0,459.1,162,true
624,87,4,WP-0087-08,415.0,2.0,417.0,150,true
625,87,4,WP-0087-09,176.6,5.1,181.7,144,true
626,87,4,WP-0087-10,392.6,2.1,394.7,93,true
627,88,2,WP-0088-01,339.1,5.6,344.7,115,true
628,88,2,WP-0088-02,163.7,6.5,170.2,102,true
629,88,2,WP-0088-03,420.5,0.7,421.2,135,true
630,88,2,WP-0088-04,203.9,2.9,206.8,47,true
631,88,2,WP-0088-05,168.6,4.4,173.0,81,true
632,88,2,WP-0088-06,302.3,1.1,303.4,45,true
633,88,2,WP-0088-07,285.1,1.7,286.8,157,true
634,89,4,WP-0089-01,330.2,1.2,331.4,99,true
635,89,4,WP-0089-02,449.0,4.7,453.7,161,true
636,89,4,WP-0089-03,420.3,4.7,425.0,176,true
637,89,4,WP-0089-04,279.9,5.9,285.8,142,true
638,89,4,WP-0089-05,135.6,7.4,143.0,46,true
639,89,4,WP-0089-06,413.0,1.4,414.4,72,true
640,89,4,WP-0089-07,459.9,4.6,464.5,158,true
641,89,4,WP-0089-08,369.7,3.6,373.3,104,true
642,89,4,WP-0089-09,201.4,4.6,206.0,149,true
643,89,4,WP-0089-10,260.3,0.3,260.6,147,true
644,89,4,WP-0089-11,312.6,5.9,318.5,171,true
645,89,4,WP-0089-12,178.8,2.8,181.6,117,true
646,90,1,WP-0090-01,197.8,0.7,198.5,74,true
647,90,1,WP-0090-02,155.4,3.1,158.5,87,true
648,90,1,WP-0090-03,174.2,5.2,179.4,65,true
649,90,1,WP-0090-04,443.9,0.6,444.5,55,true
650,90,1,WP-0090-05,124.6,2.7,127.3,87,true
651,90,1,WP-0090-06,227.7,2.2,229.9,152,true
652,91,7,WP-0091-01,470.4,0.9,471.3,116,true
653,91,7,WP-0091-02,407.7,6.5,414.2,53,true
654,91,7,WP-0091-03,165.8,5.9,171.7,40,true
655,91,7,WP-0091-04,137.6,7.3,144.9,65,true
656,91,7,WP-0091-05,284.6,7.7,292.3,158,true
657,91,7,WP-0091-06,397.7,3.4,401.1,72,true
658,91,7,WP-0091-07,409.1,0.3,409.4,86,true
659,91,7,WP-0091-08,155.6,6.8,162.4,114,true
660,91,7,WP-0091-09,317.1,3.8,320.9,126,true
661,91,7,WP-0091-10,303.3,4.6,307.9,167,true
662,91,7,WP-0091-11,289.5,1.5,291.0,42,true
663,91,7,WP-0091-12,324.6,6.5,331.1,56,true
664,92,8,WP-0092-01,143.1,7.7,150.8,176,true
665,92,8,WP-0092-02,159.0,4.2,163.2,153,true
666,93,1,WP-0093-01,472.4,3.9,476.3,69,true
667,93,1,WP-0093-02,376.1,2.4,378.5,74,true
668,93,1,WP-0093-03,171.9,5.3,177.2,120,true
669,94,11,WP-0094-01,315.0,5.2,320.2,157,true
670,94,11,WP-0094-02,120.1,7.5,127.6,154,true
671,94,11,WP-0094-03,427.8,3.2,431.0,139,true
672,95,1,WP-0095-01,355.6,3.9,359.5,173,true
673,95,1,WP-0095-02,416.4,4.3,420.7,108,true
674,95,1,WP-0095-03,407.7,1.4,409.1,104,true
675,95,1,WP-0095-04,184.3,0.5,184.8,109,true
676,95,1,WP-0095-05,299.8,7.4,307.2,147,true
677,95,1,WP-0095-06,129.5,2.3,131.8,141,true
678,95,1,WP-0095-07,172.2,4.8,177.0,165,true
679,95,1,WP-0095-08,443.0,2.0,445.0,79,true
680,95,1,WP-0095-09,330.7,1.7,332.4,115,true
681,96,9,WP-0096-01,266.6,2.9,269.5,68,true
682,96,9,WP-0096-02,126.1,0.4,126.5,138,true
683,96,9,WP-0096-03,175.7,0.4,176.1,127,true
684,96,9,WP-0096-04,479.2,4.1,483.3,87,true
685,96,9,WP-0096-05,300.6,6.5,307.1,69,true
686,96,9,WP-0096-06,181.1,6.2,187.3,135,true
687,96,9,WP-0096-07,321.0,3.8,324.8,47,true
688,96,9,WP-0096-08,213.4,4.1,217.5,102,true
689,96,9,WP-0096-09,251.1,6.4,257.5,136,true
690,96,9,WP-0096-10,403.0,7.6,410.6,86,true
691,96,9,WP-0096-11,305.1,4.5,309.6,49,true
692,97,3,WP-0097-01,412.3,3.0,415.3,177,true
693,97,3,WP-0097-02,434.0,0.5,434.5,56,true
694,97,3,WP-0097-03,460.2,3.4,463.6,49,true
695,97,3,WP-0097-04,226.2,2.3,228.5,157,true
696,97,3,WP-0097-05,343.5,1.3,344.8,97,true
697,97,3,WP-0097-06,199.9,1.6,201.5,60,true
698,97,3,WP-0097-07,325.6,4.0,329.6,149,true
699,97,3,WP-0097-08,383.8,4.0,387.8,87,true
700,97,3,WP-0097-09,187.2,4.1,191.3,129,true
701,97,3,WP-0097-10,177.8,4.4,182.2,167,true
702,98,7,WP-0098-01,261.8,8.0,269.8,161,true
703,98,7,WP-0098-02,238.9,7.5,246.4,106,true
704,98,7,WP-0098-03,165.6,1.6,167.2,166,true
705,98,7,WP-0098-04,460.2,7.3,467.5,67,true
706,98,7,WP-0098-05,128.5,2.8,131.3,59,true
707,98,7,WP-0098-06,270.8,4.6,275.4,145,true
708,98,7,WP-0098-07,250.4,0.3,250.7,52,true
709,98,7,WP-0098-08,299.4,3.3,302.7,167,true
710,99,5,WP-0099-01,205.7,1.5,207.2,94,true
711,99,5,WP-0099-02,330.4,0.3,330.7,120,true
712,99,5,WP-0099-03,211.3,3.1,214.4,109,true
713,99,5,WP-0099-04,413.7,4.1,417.8,129,true
714,99,5,WP-0099-05,252.5,0.4,252.9,42,true
715,99,5,WP-0099-06,401.2,7.8,409.0,137,true
716,99,5,WP-0099-07,280.5,4.6,285.1,154,true
717,99,5,WP-0099-08,408.2,1.1,409.3,45,true
718,99,5,WP-0099-09,156.6,1.1,157.7,55,true
719,99,5,WP-0099-10,477.9,7.5,485.4,140,true
720,99,5,WP-0099-11,222.6,4.1,226.7,142,true
721,99,5,WP-0099-12,439.2,3.7,442.9,116,true
722,100,9,WP-0100-01,187.2,5.7,192.9,85,true
723,100,9,WP-0100-02,434.9,1.4,436.3,153,true
724,100,9,WP-0100-03,272.5,2.1,274.6,69,true
725,100,9,WP-0100-04,246.0,5.5,251.5,145,true
726,101,7,WP-0101-01,255.9,2.2,258.1,143,true
727,101,7,WP-0101-02,423.3,4.7,428.0,50,true
728,101,7,WP-0101-03,361.1,2.6,363.7,59,true
729,101,7,WP-0101-04,462.5,6.3,468.8,119,true
730,101,7,WP-0101-05,404.4,5.0,409.4,133,true
731,101,7,WP-0101-06,470.6,6.0,476.6,123,true
732,102,3,WP-0102-01,352.8,5.0,357.8,70,true
733,102,3,WP-0102-02,292.2,4.1,296.3,108,true
734,102,3,WP-0102-03,291.0,7.0,298.0,106,true
735,102,3,WP-0102-04,376.9,3.0,379.9,180,true
736,102,3,WP-0102-05,355.4,7.0,362.4,164,true
737,102,3,WP-0102-06,459.6,0.7,460.3,108,true
738,102,3,WP-0102-07,309.3,3.7,313.0,81,true
739,102,3,WP-0102-08,338.5,7.9,346.4,87,true
740,102,3,WP-0102-09,475.3,5.0,480.3,84,true
741,103,8,WP-0103-01,402.7,5.0,407.7,156,true
742,103,8,WP-0103-02,170.1,5.7,175.8,154,true
743,103,8,WP-0103-03,282.5,1.9,284.4,90,true
744,103,8,WP-0103-04,280.4,3.7,284.1,53,true
745,103,8,WP-0103-05,384.3,6.1,390.4,103,true
746,103,8,WP-0103-06,318.2,2.0,320.2,100,true
747,103,8,WP-0103-07,409.4,3.4,412.8,86,true
748,104,10,WP-0104-01,244.2,4.2,248.4,66,true
749,104,10,WP-0104-02,249.2,4.2,253.4,43,true
750,104,10,WP-0104-03,433.6,4.8,438.4,149,true
751,104,10,WP-0104-04,230.1,7.3,237.4,173,true
752,105,6,WP-0105-01,479.1,6.3,485.4,140,true
753,105,6,WP-0105-02,371.8,3.9,375.7,143,true
754,105,6,WP-0105-03,380.0,3.6,383.6,61,true
755,105,6,WP-0105-04,251.7,4.0,255.7,132,true
756,106,1,WP-0106-01,325.0,7.4,332.4,170,true
757,106,1,WP-0106-02,323.4,5.2,328.6,100,true
758,106,1,WP-0106-03,142.5,4.4,146.9,132,true
759,106,1,WP-0106-04,312.2,3.3,315.5,59,true
760,106,1,WP-0106-05,267.5,6.6,274.1,122,true
761,106,1,WP-0106-06,144.3,1.2,145.5,161,true
762,106,1,WP-0106-07,469.3,6.5,475.8,132,true
763,106,1,WP-0106-08,414.4,1.6,416.0,63,true
764,107,10,WP-0107-01,274.1,6.9,281.0,90,true
765,107,10,WP-0107-02,451.4,3.4,454.8,85,true
766,107,10,WP-0107-03,289.6,5.3,294.9,53,true
767,107,10,WP-0107-04,201.0,0.6,201.6,169,true
768,107,10,WP-0107-05,272.5,2.1,274.6,171,true
769,107,10,WP-0107-06,264.5,7.2,271.7,68,true
770,108,6,WP-0108-01,384.6,7.9,392.5,50,true
771,108,6,WP-0108-02,478.6,6.6,485.2,117,true
772,108,6,WP-0108-03,371.1,7.2,378.3,70,true
773,108,6,WP-0108-04,313.4,6.3,319.7,136,true
774,108,6,WP-0108-05,294.0,1.4,295.4,53,true
775,109,5,WP-0109-01,169.5,1.0,170.5,88,true
776,109,5,WP-0109-02,200.2,7.0,207.2,102,true
777,109,5,WP-0109-03,364.7,1.4,366.1,143,true
778,109,5,WP-0109-04,378.4,3.5,381.9,135,true
779,109,5,WP-0109-05,367.1,1.8,368.9,101,true
780,109,5,WP-0109-06,469.0,3.2,472.2,127,true
781,109,5,WP-0109-07,129.1,1.7,130.8,141,true
782,109,5,WP-0109-08,282.2,7.9,290.1,43,true
783,110,5,WP-0110-01,267.1,7.9,275.0,71,true
784,111,4,WP-0111-01,130.3,4.6,134.9,128,true
785,111,4,WP-0111-02,464.6,5.3,469.9,136,true
786,111,4,WP-0111-03,337.5,5.6,343.1,100,true
787,112,9,WP-0112-01,319.4,4.7,324.1,136,true
788,112,9,WP-0112-02,351.0,0.2,351.2,174,true
789,112,9,WP-0112-03,317.0,0.7,317.7,129,true
790,112,9,WP-0112-04,337.5,5.6,343.1,76,true
791,112,9,WP-0112-05,449.3,2.2,451.5,104,true
792,112,9,WP-0112-06,257.3,3.4,260.7,172,true
793,112,9,WP-0112-07,255.8,6.2,262.0,48,true
794,112,9,WP-0112-08,230.2,7.3,237.5,165,true
795,113,5,WP-0113-01,179.4,4.3,183.7,49,true
796,113,5,WP-0113-02,145.8,7.8,153.6,139,true
797,113,5,WP-0113-03,156.5,5.0,161.5,110,true
798,113,5,WP-0113-04,347.9,1.8,349.7,161,true
799,113,5,WP-0113-05,457.2,3.1,460.3,63,true
800,113,5,WP-0113-06,381.5,6.1,387.6,114,true
801,113,5,WP-0113-07,159.8,7.3,167.1,141,true
802,113,5,WP-0113-08,162.3,1.9,164.2,161,true
803,113,5,WP-0113-09,282.0,3.5,285.5,93,true
804,113,5,WP-0113-10,320.6,2.4,323.0,173,true
805,113,5,WP-0113-11,261.3,3.8,265.1,89,true
806,114,3,WP-0114-01,198.6,1.1,199.7,125,true
807,114,3,WP-0114-02,248.2,1.7,249.9,154,true
808,114,3,WP-0114-03,231.2,2.6,233.8,80,true
809,114,3,WP-0114-04,421.2,6.5,427.7,116,true
810,114,3,WP-0114-05,231.0,2.7,233.7,57,true
811,114,3,WP-0114-06,411.0,5.7,416.7,86,true
812,114,3,WP-0114-07,199.6,6.5,206.1,67,true
813,114,3,WP-0114-08,421.7,7.0,428.7,100,true
814,114,3,WP-0114-09,449.5,7.5,457.0,82,true
815,114,3,WP-0114-10,327.2,5.7,332.9,96,true
816,114,3,WP-0114-11,141.9,4.8,146.7,97,true
817,115,12,WP-0115-01,319.2,0.3,319.5,89,true
818,115,12,WP-0115-02,284.7,2.9,287.6,45,true
819,115,12,WP-0115-03,318.1,4.9,323.0,153,true
820,115,12,WP-0115-04,320.9,2.9,323.8,85,true
821,115,12,WP-0115-05,370.7,0.4,371.1,148,true
822,116,9,WP-0116-01,223.9,1.4,225.3,100,true
823,116,9,WP-0116-02,442.4,2.4,444.8,88,true
824,116,9,WP-0116-03,155.2,5.9,161.1,154,true
825,116,9,WP-0116-04,458.8,5.7,464.5,100,true
826,116,9,WP-0116-05,401.4,0.6,402.0,111,true
827,116,9,WP-0116-06,270.3,6.8,277.1,177,true
828,116,9,WP-0116-07,283.9,6.0,289.9,88,true
829,116,9,WP-0116-08,190.5,0.8,191.3,113,true
830,116,9,WP-0116-09,174.0,3.8,177.8,82,true
831,117,12,WP-0117-01,265.4,3.7,269.1,170,true
832,117,12,WP-0117-02,399.7,0.9,400.6,163,true
833,117,12,WP-0117-03,238.5,5.4,243.9,46,true
834,117,12,WP-0117-04,147.7,6.2,153.9,63,true
835,117,12,WP-0117-05,203.2,2.8,206.0,168,true
836,117,12,WP-0117-06,146.0,0.8,146.8,138,true
837,117,12,WP-0117-07,478.2,4.6,482.8,87,true
838,117,12,WP-0117-08,327.8,7.9,335.7,58,true
839,117,12,WP-0117-09,140.2,6.5,146.7,98,true
840,117,12,WP-0117-10,196.7,6.4,203.1,74,true
841,118,8,WP-0118-01,288.5,4.9,293.4,49,true
842,118,8,WP-0118-02,404.1,5.8,409.9,147,true
843,118,8,WP-0118-03,295.9,4.7,300.6,61,true
844,118,8,WP-0118-04,350.8,7.8,358.6,40,true
845,118,8,WP-0118-05,411.2,1.7,412.9,75,true
846,118,8,WP-0118-06,224.3,1.9,226.2,59,true
847,118,8,WP-0118-07,388.8,6.2,395.0,176,true
848,119,3,WP-0119-01,148.3,6.5,154.8,91,true
849,119,3,WP-0119-02,192.2,3.5,195.7,130,true
850,119,3,WP-0119-03,255.5,0.6,256.1,112,true
851,119,3,WP-0119-04,225.8,6.9,232.7,84,true
852,119,3,WP-0119-05,274.3,3.3,277.6,105,true
853,119,3,WP-0119-06,462.2,3.6,465.8,172,true
854,119,3,WP-0119-07,248.9,0.3,249.2,47,true
855,119,3,WP-0119-08,315.9,2.4,318.3,63,true
856,119,3,WP-0119-09,195.9,6.3,202.2,56,true
857,120,2,WP-0120-01,414.8,2.3,417.1,49,true
858,120,2,WP-0120-02,184.9,2.5,187.4,108,true
859,120,2,WP-0120-03,248.0,1.5,249.5,154,true
860,120,2,WP-0120-04,249.9,2.2,252.1,169,true
861,120,2,WP-0120-05,388.1,3.5,391.6,176,true
862,120,2,WP-0120-06,386.1,4.3,390.4,131,true
863,120,2,WP-0120-07,447.1,2.0,449.1,160,true
864,120,2,WP-0120-08,371.7,3.5,375.2,128,true
865,120,2,WP-0120-09,179.6,7.1,186.7,61,true
866,120,2,WP-0120-10,440.3,3.6,443.9,144,true
867,120,2,WP-0120-11,256.5,4.4,260.9,107,true
868,120,2,WP-0120-12,339.0,7.1,346.1,169,true
869,121,4,WP-0121-01,435.6,6.4,442.0,174,true
870,121,4,WP-0121-02,188.8,2.9,191.7,68,true
871,121,4,WP-0121-03,173.9,3.2,177.1,156,true
872,121,4,WP-0121-04,344.5,4.5,349.0,161,true
873,121,4,WP-0121-05,281.4,7.8,289.2,115,true
874,121,4,WP-0121-06,131.6,2.1,133.7,124,true
875,121,4,WP-0121-07,438.1,1.5,439.6,177,true
876,121,4,WP-0121-08,289.9,0.4,290.3,90,true
877,122,10,WP-0122-01,465.8,6.2,472.0,68,true
878,123,7,WP-0123-01,287.3,2.8,290.1,75,true
879,124,8,WP-0124-01,381.7,2.8,384.5,152,true
880,124,8,WP-0124-02,324.4,3.0,327.4,136,true
881,124,8,WP-0124-03,440.3,1.8,442.1,99,true
882,124,8,WP-0124-04,403.7,4.7,408.4,84,true
883,124,8,WP-0124-05,228.8,2.6,231.4,41,true
884,124,8,WP-0124-06,156.5,2.3,158.8,171,true
885,124,8,WP-0124-07,320.0,3.3,323.3,150,true
886,124,8,WP-0124-08,220.1,4.8,224.9,79,true
887,124,8,WP-0124-09,432.6,7.8,440.4,100,true
888,125,6,WP-0125-01,251.1,2.8,253.9,45,true
889,125,6,WP-0125-02,395.0,7.6,402.6,98,true
890,125,6,WP-0125-03,342.0,1.0,343.0,55,true
891,125,6,WP-0125-04,211.2,0.5,211.7,126,true
892,125,6,WP-0125-05,438.2,1.4,439.6,99,true
893,125,6,WP-0125-06,254.1,3.3,257.4,41,true
894,126,9,WP-0126-01,235.3,4.5,239.8,47,true
895,126,9,WP-0126-02,209.0,0.5,209.5,51,true
896,126,9,WP-0126-03,467.7,1.7,469.4,109,true
897,126,9,WP-0126-04,155.9,0.3,156.2,79,true
898,126,9,WP-0126-05,323.2,5.4,328.6,80,true
899,126,9,WP-0126-06,400.1,6.2,406.3,93,true
900,126,9,WP-0126-07,220.1,3.5,223.6,97,true
901,126,9,WP-0126-08,163.6,3.0,166.6,172,true
902,126,9,WP-0126-09,283.5,6.5,290.0,120,true
903,126,9,WP-0126-10,269.1,6.8,275.9,134,true
904,127,11,WP-0127-01,398.9,1.2,400.1,172,true
905,127,11,WP-0127-02,354.7,2.5,357.2,45,true
906,127,11,WP-0127-03,439.7,4.3,444.0,54,true
907,127,11,WP-0127-04,344.7,3.8,348.5,124,true
908,127,11,WP-0127-05,197.7,1.1,198.8,84,true
909,127,11,WP-0127-06,175.1,4.3,179.4,100,true
910,127,11,WP-0127-07,309.1,6.1,315.2,175,true
911,127,11,WP-0127-08,323.2,0.2,323.4,135,true
912,127,11,WP-0127-09,248.0,1.1,249.1,58,true
913,127,11,WP-0127-10,209.3,7.6,216.9,52,true
914,128,7,WP-0128-01,166.9,3.7,170.6,88,true
915,128,7,WP-0128-02,459.1,5.6,464.7,151,true
916,128,7,WP-0128-03,234.7,4.1,238.8,42,true
917,128,7,WP-0128-04,420.6,3.4,424.0,94,true
918,128,7,WP-0128-05,124.3,3.7,128.0,133,true
919,128,7,WP-0128-06,476.5,1.0,477.5,76,true
920,128,7,WP-0128-07,216.0,7.0,223.0,61,true
921,128,7,WP-0128-08,403.9,6.7,410.6,49,true
922,129,12,WP-0129-01,438.8,8.0,446.8,138,true
923,129,12,WP-0129-02,242.0,7.9,249.9,126,true
924,129,12,WP-0129-03,216.2,0.4,216.6,52,true
925,129,12,WP-0129-04,375.6,6.8,382.4,78,true
926,129,12,WP-0129-05,264.6,5.0,269.6,53,true
927,129,12,WP-0129-06,149.6,5.9,155.5,99,true
