reading_id,machine_id,recorded_at,temperature_c,vibration_rms,power_kw,energy_kwh
422,2,2025-03-01 14:45:00,79.9,6.46,4.98,1.245
423,3,2025-03-01 14:45:00,57.2,2.54,5.07,1.268
424,4,2025-03-01 14:45:00,38.8,6.31,6.78,1.695
425,5,2025-03-01 14:45:00,74.9,5.21,13.39,3.348
426,6,2025-03-01 14:45:00,53.4,1.78,11.35,2.837
427,7,2025-03-01 14:45:00,59.9,1.8,17.43,4.357
428,8,2025-03-01 14:45:00,52.4,0.6,16.6,4.15
429,9,2025-03-01 14:45:00,58.7,5.12,12.33,3.083
430,10,2025-03-01 14:45:00,85.9,4.92,22.82,5.705
431,11,2025-03-01 14:45:00,90.0,1.05,9.64,2.41
432,12,2025-03-01 14:45:00,90.5,4.03,10.6,2.65
433,1,2025-03-01 15:00:00,81.2,4.08,8.7,2.175
434,2,2025-03-01 15:00:00,84.1,3.31,10.28,2.57
435,3,2025-03-01 15:00:00,57.0,4.12,12.42,3.105
436,4,2025-03-01 15:00:00,72.2,4.82,10.99,2.748
437,5,2025-03-01 15:00:00,44.4,2.65,6.33,1.583
438,6,2025-03-01 15:00:00,73.5,2.62,6.85,1.712
439,7,2025-03-01 15:00:00,46.7,5.73,8.85,2.212
440,8,2025-03-01 15:00:00,80.8,5.08,9.15,2.288
441,9,2025-03-01 15:00:00,78.5,5.01,13.76,3.44
442,10,2025-03-01 15:00:00,85.2,5.64,18.0,4.5
443,11,2025-03-01 15:00:00,81.2,2.95,10.15,2.538
444,12,2025-03-01 15:00:00,65.5,5.38,25.79,6.447
445,1,2025-03-01 15:15:00,47.0,5.32,7.88,1.97
446,2,2025-03-01 15:15:00,70.6,4.12,8.69,2.172
447,3,2025-03-01 15:15:00,72.5,2.69,6.08,1.52
448,4,2025-03-01 15:15:00,66.9,2.58,7.56,1.89
449,5,2025-03-01 15:15:00,51.1,2.63,8.2,2.05
450,6,2025-03-01 15:15:00,77.2,5.91,9.52,2.38
451,7,2025-03-01 15:15:00,55.4,4.61,15.18,3.795
452,8,2025-03-01 15:15:00,86.2,1.93,19.78,4.945
453,9,2025-03-01 15:15:00,88.2,0.92,21.41,5.353
454,10,2025-03-01 15:15:00,45.3,6.04,16.52,4.13
455,11,2025-03-01 15:15:00,84.5,5.88,12.46,3.115
456,12,2025-03-01 15:15:00,57.7,6.01,13.25,3.312
457,1,2025-03-01 15:30:00,41.2,5.25,3.78,0.945
458,2,2025-03-01 15:30:00,40.8,1.58,9.16,2.29
459,3,2025-03-01 15:30:00,91.1,4.21,10.8,2.7
460,4,2025-03-01 15:30:00,66.6,0.48,13.99,3.498
461,5,2025-03-01 15:30:00,83.7,2.92,15.2,3.8
462,6,2025-03-01 15:30:00,47.3,2.11,11.12,2.78
463,7,2025-03-01 15:30:00,54.6,2.98,17.55,4.388
464,8,2025-03-01 15:30:00,45.2,1.55,15.9,3.975
465,9,2025-03-01 15:30:00,39.1,6.15,16.06,4.015
466,10,2025-03-01 15:30:00,73.3,0.6,22.13,5.532
467,11,2025-03-01 15:30:00,74.4,4.38,9.68,2.42
468,12,2025-03-01 15:30:00,90.5,5.74,22.61,5.652
469,1,2025-03-01 15:45:00,42.2,2.8,3.86,0.965
470,2,2025-03-01 15:45:00,45.2,2.63,10.46,2.615
471,3,2025-03-01 15:45:00,59.0,1.19,5.38,1.345
472,4,2025-03-01 15:45:00,45.2,6.33,6.77,1.692
473,5,2025-03-01 15:45:00,39.1,3.0,11.48,2.87
474,6,2025-03-01 15:45:00,44.4,0.86,12.99,3.248
475,7,2025-03-01 15:45:00,41.1,3.16,9.49,2.373
476,8,2025-03-01 15:45:00,53.0,1.8,14.36,3.59
477,9,2025-03-01 15:45:00,47.8,5.18,19.6,4.9
478,10,2025-03-01 15:45:00,44.3,3.36,22.77,5.692
479,11,2025-03-01 15:45:00,74.8,6.26,17.28,4.32
480,12,2025-03-01 15:45:00,72.0,2.76,20.46,5.115
481,1,2025-03-01 16:00:00,50.4,3.27,4.74,1.185
482,2,2025-03-01 16:00:00,47.2,3.65,6.66,1.665
483,3,2025-03-01 16:00:00,44.0,1.1,10.55,2.638
484,4,2025-03-01 16:00:00,73.0,3.34,13.66,3.415
485,5,2025-03-01 16:00:00,72.5,5.32,13.14,3.285
486,6,2025-03-01 16:00:00,54.1,3.34,6.7,1.675
487,7,2025-03-01 16:00:00,77.6,2.97,9.35,2.337
488,8,2025-03-01 16:00:00,51.1,3.89,9.52,2.38
489,9,2025-03-01 16:00:00,77.3,1.97,8.89,2.223
490,10,2025-03-01 16:00:00,77.8,3.34,19.61,4.902
491,11,2025-03-01 16:00:00,78.1,6.22,24.4,6.1
492,12,2025-03-01 16:00:00,82.0,6.42,12.87,3.217
493,1,2025-03-01 16:15:00,86.7,4.02,8.04,2.01
494,2,2025-03-01 16:15:00,64.5,6.36,9.76,2.44
495,3,2025-03-01 16:15:00,53.5,5.63,5.95,1.488
496,4,2025-03-01 16:15:00,79.8,2.11,11.76,2.94
497,5,2025-03-01 16:15:00,87.2,3.99,13.7,3.425
498,6,2025-03-01 16:15:00,59.3,3.74,11.69,2.922
499,7,2025-03-01 16:15:00,69.3,0.9,17.54,4.385
500,8,2025-03-01 16:15:00,43.3,4.55,14.43,3.607
501,9,2025-03-01 16:15:00,73.0,6.43,9.1,2.275
502,10,2025-03-01 16:15:00,53.1,6.31,9.38,2.345
503,11,2025-03-01 16:15:00,59.6,5.0,19.73,4.933
504,12,2025-03-01 16:15:00,61.6,1.91,14.56,3.64
505,1,2025-03-01 16:30:00,38.3,4.52,4.33,1.083
506,2,2025-03-01 16:30:00,86.7,4.28,4.28,1.07
507,3,2025-03-01 16:30:00,62.6,6.08,6.66,1.665
508,4,2025-03-01 16:30:00,88.1,0.68,9.24,2.31
509,5,2025-03-01 16:30:00,39.0,4.12,13.31,3.328
510,6,2025-03-01 16:30:00,84.3,6.35,10.46,2.615
511,7,2025-03-01 16:30:00,68.7,0.95,11.95,2.987
512,8,2025-03-01 16:30:00,38.8,4.72,7.73,1.933
513,9,2025-03-01 16:30:00,40.6,4.96,18.34,4.585
514,10,2025-03-01 16:30:00,51.0,3.65,20.16,5.04
515,11,2025-03-01 16:30:00,83.4,4.48,21.86,5.465
516,12,2025-03-01 16:30:00,45.5,5.88,23.47,5.867
517,1,2025-03-01 16:45:00,38.4,4.86,7.12,1.78
518,2,2025-03-01 16:45:00,40.2,3.41,5.08,1.27
519,3,2025-03-01 16:45:00,80.3,2.31,12.4,3.1
520,4,2025-03-01 16:45:00,72.2,4.36,9.34,2.335
521,5,2025-03-01 16:45:00,72.6,2.7,10.89,2.723
522,6,2025-03-01 16:45:00,83.1,2.57,15.84,3.96
523,7,2025-03-01 16:45:00,88.7,5.24,12.45,3.112
524,8,2025-03-01 16:45:00,74.2,4.29,10.23,2.558
525,9,2025-03-01 16:45:00,71.1,2.34,20.09,5.022
526,10,2025-03-01 16:45:00,75.8,3.0,9.3,2.325
527,11,2025-03-01 16:45:00,50.5,6.19,9.84,2.46
528,12,2025-03-01 16:45:00,87.2,4.05,24.2,6.05
529,1,2025-03-01 17:00:00,89.0,1.13,6.25,1.562
530,2,2025-03-01 17:00:00,86.9,4.8,7.66,1.915
531,3,2025-03-01 17:00:00,44.0,4.09,9.48,2.37
532,4,2025-03-01 17:00:00,68.7,4.57,10.61,2.652
533,5,2025-03-01 17:00:00,54.0,3.23,14.41,3.603
534,6,2025-03-01 17:00:00,54.1,1.57,9.35,2.337
535,7,2025-03-01 17:00:00,51.0,4.72,10.45,2.612
536,8,2025-03-01 17:00:00,54.1,0.4,16.04,4.01
537,9,2025-03-01 17:00:00,70.3,4.92,13.49,3.373
538,10,2025-03-01 17:00:00,90.5,4.17,14.87,3.717
539,11,2025-03-01 17:00:00,67.7,5.11,18.72,4.68
540,12,2025-03-01 17:00:00,50.0,2.77,15.14,3.785
541,1,2025-03-01 17:15:00,58.0,6.49,3.62,0.905
542,2,2025-03-01 17:15:00,75.9,1.55,6.5,1.625
543,3,2025-03-01 17:15:00,73.4,5.44,7.1,1.775
544,4,2025-03-01 17:15:00,72.5,2.34,12.73,3.183
545,5,2025-03-01 17:15:00,49.8,5.59,6.24,1.56
546,6,2025-03-01 17:15:00,62.2,3.68,9.99,2.498
547,7,2025-03-01 17:15:00,77.0,1.47,7.41,1.853
548,8,2025-03-01 17:15:00,43.3,1.34,11.06,2.765
549,9,2025-03-01 17:15:00,63.4,5.43,14.05,3.513
550,10,2025-03-01 17:15:00,69.8,2.98,19.62,4.905
551,11,2025-03-01 17:15:00,64.0,6.46,9.62,2.405
552,12,2025-03-01 17:15:00,43.8,1.64,10.25,2.562
553,1,2025-03-01 17:30:00,88.7,0.49,8.46,2.115
554,2,2025-03-01 17:30:00,65.4,3.31,5.46,1.365
555,3,2025-03-01 17:30:00,44.0,3.84,5.34,1.335
556,4,2025-03-01 17:30:00,71.8,6.25,10.47,2.618
557,5,2025-03-01 17:30:00,42.5,5.84,11.35,2.837
558,6,2025-03-01 17:30:00,67.5,3.62,9.59,2.397
559,7,2025-03-01 17:30:00,67.2,2.38,15.39,3.848
560,8,2025-03-01 17:30:00,45.6,1.03,18.37,4.593
561,9,2025-03-01 17:30:00,62.6,4.26,20.5,5.125
562,10,2025-03-01 17:30:00,56.0,2.43,17.15,4.287
563,11,2025-03-01 17:30:00,74.3,4.69,10.49,2.623
564,12,2025-03-01 17:30:00,64.2,3.17,22.37,5.593
565,1,2025-03-01 17:45:00,65.8,0.66,8.43,2.107
566,2,2025-03-01 17:45:00,81.2,4.93,4.23,1.058
567,3,2025-03-01 17:45:00,71.2,1.7,12.14,3.035
568,4,2025-03-01 17:45:00,73.4,0.82,10.81,2.703
569,5,2025-03-01 17:45:00,70.9,3.54,8.81,2.203
570,6,2025-03-01 17:45:00,70.2,1.09,12.52,3.13
571,7,2025-03-01 17:45:00,48.4,4.81,14.9,3.725
572,8,2025-03-01 17:45:00,78.3,5.61,9.55,2.388
573,9,2025-03-01 17:45:00,89.2,2.55,15.58,3.895
574,10,2025-03-01 17:45:00,66.9,6.32,20.04,5.01
575,11,2025-03-01 17:45:00,87.0,3.86,12.67,3.167
576,12,2025-03-01 17:45:00,78.3,4.39,25.03,6.258
577,1,2025-03-01 18:00:00,71.8,5.46,5.49,1.373
578,2,2025-03-01 18:00:00,52.6,4.51,7.91,1.978
579,3,2025-03-01 18:00:00,65.3,0.68,4.94,1.235
580,4,2025-03-01 18:00:00,53.1,3.67,7.31,1.827
581,5,2025-03-01 18:00:00,43.2,5.91,10.06,2.515
582,6,2025-03-01 18:00:00,60.4,5.7,15.59,3.897
583,7,2025-03-01 18:00:00,44.6,4.97,10.06,2.515
584,8,2025-03-01 18:00:00,67.2,1.19,8.64,2.16
585,9,2025-03-01 18:00:00,49.4,4.06,20.38,5.095
586,10,2025-03-01 18:00:00,61.7,6.27,20.84,5.21
587,11,2025-03-01 18:00:00,64.2,0.73,20.79,5.197
588,12,2025-03-01 18:00:00,68.0,5.88,15.21,3.803
589,1,2025-03-01 18:15:00,78.5,3.78,3.41,0.853
590,2,2025-03-01 18:15:00,45.7,3.07,4.36,1.09
591,3,2025-03-01 18:15:00,50.0,1.61,7.82,1.955
592,4,2025-03-01 18:15:00,71.3,4.82,13.0,3.25
593,5,2025-03-01 18:15:00,67.2,0.5,8.71,2.178
594,6,2025-03-01 18:15:00,71.2,1.46,14.33,3.583
595,7,2025-03-01 18:15:00,53.4,6.16,10.05,2.513
596,8,2025-03-01 18:15:00,57.6,5.24,11.93,2.982
597,9,2025-03-01 18:15:00,82.4,2.57,19.44,4.86
598,10,2025-03-01 18:15:00,81.3,5.32,18.68,4.67
599,11,2025-03-01 18:15:00,50.9,0.79,10.56,2.64
600,12,2025-03-01 18:15:00,72.0,3.02,12.04,3.01
601,1,2025-03-01 18:30:00,68.4,5.17,5.05,1.262
602,2,2025-03-01 18:30:00,87.6,4.0,7.93,1.982
603,3,2025-03-01 18:30:00,87.3,2.25,5.59,1.397
604,4,2025-03-01 18:30:00,86.2,2.17,11.27,2.817
605,5,2025-03-01 18:30:00,44.8,5.33,12.29,3.072
606,6,2025-03-01 18:30:00,89.5,3.91,6.61,1.653
607,7,2025-03-01 18:30:00,81.6,1.88,7.67,1.917
608,8,2025-03-01 18:30:00,91.1,3.42,12.59,3.147
609,9,2025-03-01 18:30:00,53.2,3.1,14.6,3.65
610,10,2025-03-01 18:30:00,78.2,3.73,14.66,3.665
611,11,2025-03-01 18:30:00,52.4,1.42,12.36,3.09
612,12,2025-03-01 18:30:00,55.7,1.01,11.95,2.987
613,1,2025-03-01 18:45:00,64.4,6.1,8.31,2.078
614,2,2025-03-01 18:45:00,73.5,1.33,4.16,1.04
615,3,2025-03-01 18:45:00,86.0,2.64,5.64,1.41
616,4,2025-03-01 18:45:00,44.5,4.1,12.68,3.17
617,5,2025-03-01 18:45:00,46.0,2.74,9.18,2.295
618,6,2025-03-01 18:45:00,77.6,4.18,15.19,3.797
619,7,2025-03-01 18:45:00,87.7,2.79,17.7,4.425
620,8,2025-03-01 18:45:00,52.7,6.22,17.76,4.44
621,9,2025-03-01 18:45:00,56.3,3.26,18.2,4.55
622,10,2025-03-01 18:45:00,57.3,2.62,20.66,5.165
623,11,2025-03-01 18:45:00,52.4,3.77,13.89,3.473
624,12,2025-03-01 18:45:00,53.7,4.83,12.57,3.143
625,1,2025-03-01 19:00:00,80.8,4.37,9.07,2.268
626,2,2025-03-01 19:00:00,62.9,2.21,8.15,2.038
627,3,2025-03-01 19:00:00,74.2,3.49,5.18,1.295
628,4,2025-03-01 19:00:00,62.8,5.03,6.74,1.685
629,5,2025-03-01 19:00:00,65.5,1.57,12.26,3.065
630,6,2025-03-01 19:00:00,65.2,3.62,8.34,2.085
631,7,2025-03-01 19:00:00,42.2,3.11,14.33,3.583
632,8,2025-03-01 19:00:00,60.9,5.83,17.47,4.367
633,9,2025-03-01 19:00:00,76.5,6.02,19.83,4.957
634,10,2025-03-01 19:00:00,46.4,3.09,23.09,5.772
635,11,2025-03-01 19:00:00,70.6,3.28,24.44,6.11
636,12,2025-03-01 19:00:00,91.4,6.2,23.75,5.938
637,1,2025-03-01 19:15:00,53.3,5.85,4.74,1.185
638,2,2025-03-01 19:15:00,57.7,5.88,5.01,1.252
639,3,2025-03-01 19:15:00,83.1,5.76,5.28,1.32
640,4,2025-03-01 19:15:00,43.7,1.44,5.26,1.315
641,5,2025-03-01 19:15:00,80.8,3.59,10.71,2.678
642,6,2025-03-01 19:15:00,55.3,5.13,6.47,1.617
643,7,2025-03-01 19:15:00,71.9,5.04,15.57,3.893
644,8,2025-03-01 19:15:00,62.9,2.85,11.05,2.763
645,9,2025-03-01 19:15:00,51.7,2.55,20.82,5.205
646,10,2025-03-01 19:15:00,69.9,1.94,11.2,2.8
647,11,2025-03-01 19:15:00,79.8,1.49,10.0,2.5
648,12,2025-03-01 19:15:00,50.9,4.93,11.99,2.998
649,1,2025-03-01 19:30:00,72.8,0.52,6.87,1.718
650,2,2025-03-01 19:30:00,66.4,6.02,5.12,1.28
651,3,2025-03-01 19:30:00,69.8,4.94,5.18,1.295
652,4,2025-03-01 19:30:00,57.0,0.63,9.98,2.495
653,5,2025-03-01 19:30:00,87.3,6.16,13.47,3.368
654,6,2025-03-01 19:30:00,77.2,4.84,12.09,3.022
655,7,2025-03-01 19:30:00,52.2,4.67,9.94,2.485
656,8,2025-03-01 19:30:00,44.5,2.25,15.95,3.987
657,9,2025-03-01 19:30:00,46.1,5.69,14.92,3.73
658,10,2025-03-01 19:30:00,52.1,2.98,15.22,3.805
659,11,2025-03-01 19:30:00,66.4,2.19,17.38,4.345
660,12,2025-03-01 19:30:00,41.4,4.98,25.49,6.372
661,1,2025-03-01 19:45:00,61.7,2.65,5.99,1.498
662,2,2025-03-01 19:45:00,43.4,5.62,8.43,2.107
663,3,2025-03-01 19:45:00,44.7,1.86,8.99,2.248
664,4,2025-03-01 19:45:00,65.4,0.64,5.23,1.308
665,5,2025-03-01 19:45:00,54.8,2.54,13.32,3.33
666,6,2025-03-01 19:45:00,74.4,2.77,8.01,2.002
667,7,2025-03-01 19:45:00,80.8,5.06,8.5,2.125
668,8,2025-03-01 19:45:00,40.0,5.99,9.26,2.315
669,9,2025-03-01 19:45:00,52.2,3.31,11.73,2.933
670,10,2025-03-01 19:45:00,64.2,2.43,22.71,5.678
671,11,2025-03-01 19:45:00,56.9,2.78,10.25,2.562
672,12,2025-03-01 19:45:00,90.7,4.64,13.13,3.283
673,1,2025-03-01 20:00:00,83.5,4.96,8.35,2.087
674,2,2025-03-01 20:00:00,46.3,5.69,4.36,1.09
675,3,2025-03-01 20:00:00,40.3,1.71,9.05,2.263
676,4,2025-03-01 20:00:00,79.9,1.4,11.32,2.83
677,5,2025-03-01 20:00:00,75.8,0.69,11.56,2.89
678,6,2025-03-01 20:00:00,38.8,0.55,12.04,3.01
679,7,2025-03-01 20:00:00,74.2,1.49,8.65,2.163
680,8,2025-03-01 20:00:00,52.0,0.87,11.15,2.788
681,9,2025-03-01 20:00:00,52.2,2.9,9.69,2.422
682,10,2025-03-01 20:00:00,58.4,4.75,14.66,3.665
683,11,2025-03-01 20:00:00,68.4,0.4,23.97,5.992
684,12,2025-03-01 20:00:00,55.0,5.14,26.05,6.513
685,1,2025-03-01 20:15:00,77.4,6.44,8.44,2.11
686,2,2025-03-01 20:15:00,83.0,0.75,5.98,1.495
687,3,2025-03-01 20:15:00,48.2,1.3,11.97,2.993
688,4,2025-03-01 20:15:00,69.2,6.01,13.77,3.442
689,5,2025-03-01 20:15:00,70.0,3.16,15.33,3.833
690,6,2025-03-01 20:15:00,52.7,4.91,14.54,3.635
691,7,2025-03-01 20:15:00,85.0,4.12,14.73,3.683
692,8,2025-03-01 20:15:00,60.0,2.72,12.04,3.01
693,9,2025-03-01 20:15:00,83.5,5.73,20.57,5.143
694,10,2025-03-01 20:15:00,83.4,2.27,16.62,4.155
695,11,2025-03-01 20:15:00,83.7,2.36,21.36,5.34
696,12,2025-03-01 20:15:00,80.3,3.49,13.03,3.257
697,1,2025-03-01 20:30:00,79.2,4.25,8.47,2.118
698,2,2025-03-01 20:30:00,86.4,5.83,8.52,2.13
699,3,2025-03-01 20:30:00,38.4,1.83,6.41,1.603
700,4,2025-03-01 20:30:00,65.2,3.04,8.58,2.145
701,5,2025-03-01 20:30:00,39.5,2.22,14.51,3.627
702,6,2025-03-01 20:30:00,75.4,2.14,12.62,3.155
703,7,2025-03-01 20:30:00,56.2,3.72,11.29,2.822
704,8,2025-03-01 20:30:00,40.6,5.38,11.68,2.92
705,9,2025-03-01 20:30:00,75.8,1.77,17.22,4.305
706,10,2025-03-01 20:30:00,77.2,6.19,14.39,3.598
707,11,2025-03-01 20:30:00,40.1,3.31,15.85,3.962
708,12,2025-03-01 20:30:00,82.4,2.2,12.6,3.15
709,1,2025-03-01 20:45:00,56.3,2.76,7.11,1.778
710,2,2025-03-01 20:45:00,68.4,3.04,5.56,1.39
711,3,2025-03-01 20:45:00,43.3,1.09,9.09,2.272
712,4,2025-03-01 20:45:00,87.5,3.23,10.97,2.743
713,5,2025-03-01 20:45:00,60.7,6.3,13.22,3.305
714,6,2025-03-01 20:45:00,73.6,1.95,13.02,3.255
715,7,2025-03-01 20:45:00,49.3,3.82,10.4,2.6
716,8,2025-03-01 20:45:00,52.4,4.9,8.61,2.152
717,9,2025-03-01 20:45:00,51.9,5.74,11.86,2.965
718,10,2025-03-01 20:45:00,86.7,6.4,13.67,3.417
719,11,2025-03-01 20:45:00,63.9,1.54,20.16,5.04
720,12,2025-03-01 20:45:00,90.0,2.79,25.49,6.372
721,1,2025-03-01 21:00:00,75.5,3.74,4.08,1.02
722,2,2025-03-01 21:00:00,42.3,5.25,4.76,1.19
723,3,2025-03-01 21:00:00,67.5,6.02,7.0,1.75
724,4,2025-03-01 21:00:00,64.1,5.52,13.14,3.285
725,5,2025-03-01 21:00:00,78.0,2.93,9.14,2.285
726,6,2025-03-01 21:00:00,77.0,5.77,13.2,3.3
727,7,2025-03-01 21:00:00,60.3,5.15,7.63,1.907
728,8,2025-03-01 21:00:00,90.1,1.21,9.62,2.405
729,9,2025-03-01 21:00:00,88.0,4.3,12.22,3.055
730,10,2025-03-01 21:00:00,78.7,5.23,19.47,4.867
731,11,2025-03-01 21:00:00,91.8,1.14,11.82,2.955
732,12,2025-03-01 21:00:00,56.0,3.07,16.18,4.045
733,1,2025-03-01 21:15:00,65.8,4.99,7.26,1.815
734,2,2025-03-01 21:15:00,41.0,2.41,10.63,2.658
735,3,2025-03-01 21:15:00,38.5,2.12,6.76,1.69
736,4,2025-03-01 21:15:00,91.2,1.61,12.06,3.015
737,5,2025-03-01 21:15:00,69.8,5.03,10.45,2.612
738,6,2025-03-01 21:15:00,43.8,6.13,9.96,2.49
739,7,2025-03-01 21:15:00,56.6,2.66,16.14,4.035
740,8,2025-03-01 21:15:00,63.8,4.04,13.07,3.268
741,9,2025-03-01 21:15:00,51.6,5.59,9.13,2.283
742,10,2025-03-01 21:15:00,87.4,1.25,18.9,4.725
743,11,2025-03-01 21:15:00,86.5,6.48,19.41,4.853
744,12,2025-03-01 21:15:00,55.0,4.32,21.53,5.383
745,1,2025-03-01 21:30:00,42.6,4.85,5.5,1.375
746,2,2025-03-01 21:30:00,48.4,2.62,6.91,1.728
747,3,2025-03-01 21:30:00,61.0,3.75,11.02,2.755
748,4,2025-03-01 21:30:00,47.0,4.96,7.19,1.798
749,5,2025-03-01 21:30:00,89.9,4.12,12.22,3.055
750,6,2025-03-01 21:30:00,72.1,4.7,8.29,2.072
751,7,2025-03-01 21:30:00,48.3,2.52,17.04,4.26
752,8,2025-03-01 21:30:00,61.4,1.14,8.35,2.087
753,9,2025-03-01 21:30:00,47.4,2.48,21.18,5.295
754,10,2025-03-01 21:30:00,67.4,1.0,22.06,5.515
755,11,2025-03-01 21:30:00,41.0,4.91,17.29,4.322
756,12,2025-03-01 21:30:00,74.4,3.09,14.53,3.632
757,1,2025-03-01 21:45:00,65.8,3.18,8.6,2.15
758,2,2025-03-01 21:45:00,86.5,2.32,8.57,2.143
759,3,2025-03-01 21:45:00,58.4,3.73,6.5,1.625
760,4,2025-03-01 21:45:00,76.9,5.01,9.76,2.44
761,5,2025-03-01 21:45:00,62.4,1.68,8.77,2.192
762,6,2025-03-01 21:45:00,69.4,1.49,15.26,3.815
763,7,2025-03-01 21:45:00,80.3,1.93,9.08,2.27
764,8,2025-03-01 21:45:00,49.1,2.39,16.89,4.223
765,9,2025-03-01 21:45:00,82.1,6.09,13.76,3.44
766,10,2025-03-01 21:45:00,54.1,4.77,12.35,3.087
767,11,2025-03-01 21:45:00,87.9,0.46,14.12,3.53
768,12,2025-03-01 21:45:00,73.1,0.59,26.23,6.558
769,1,2025-03-01 22:00:00,61.8,4.9,9.13,2.283
770,2,2025-03-01 22:00:00,79.5,3.56,9.47,2.368
771,3,2025-03-01 22:00:00,45.3,3.99,8.48,2.12
772,4,2025-03-01 22:00:00,38.7,3.46,5.59,1.397
773,5,2025-03-01 22:00:00,47.7,3.83,5.8,1.45
774,6,2025-03-01 22:00:00,87.1,4.28,11.19,2.797
775,7,2025-03-01 22:00:00,81.7,1.08,17.06,4.265
776,8,2025-03-01 22:00:00,62.9,2.01,19.79,4.947
777,9,2025-03-01 22:00:00,62.1,0.88,18.91,4.728
778,10,2025-03-01 22:00:00,87.5,2.14,21.94,5.485
779,11,2025-03-01 22:00:00,58.3,3.14,22.44,5.61
780,12,2025-03-01 22:00:00,68.9,4.69,14.29,3.572
781,1,2025-03-01 22:15:00,49.3,1.35,6.63,1.657
782,2,2025-03-01 22:15:00,41.4,0.7,6.97,1.742
783,3,2025-03-01 22:15:00,56.5,3.65,8.72,2.18
784,4,2025-03-01 22:15:00,74.2,2.97,6.92,1.73
785,5,2025-03-01 22:15:00,82.2,5.55,9.91,2.478
786,6,2025-03-01 22:15:00,64.3,2.62,6.55,1.637
787,7,2025-03-01 22:15:00,50.6,5.85,12.21,3.053
788,8,2025-03-01 22:15:00,61.9,6.45,15.97,3.993
789,9,2025-03-01 22:15:00,85.1,2.69,15.22,3.805
790,10,2025-03-01 22:15:00,60.8,5.29,19.44,4.86
791,11,2025-03-01 22:15:00,40.2,0.7,14.34,3.585
792,12,2025-03-01 22:15:00,39.1,3.54,16.53,4.133
793,1,2025-03-01 22:30:00,62.8,1.59,4.21,1.052
794,2,2025-03-01 22:30:00,53.9,5.02,6.55,1.637
795,3,2025-03-01 22:30:00,69.8,5.74,11.36,2.84
796,4,2025-03-01 22:30:00,70.2,4.42,11.79,2.947
797,5,2025-03-01 22:30:00,54.2,6.46,9.6,2.4
798,6,2025-03-01 22:30:00,86.8,1.75,8.64,2.16
799,7,2025-03-01 22:30:00,55.5,0.73,16.03,4.008
800,8,2025-03-01 22:30:00,41.0,4.96,12.78,3.195
801,9,2025-03-01 22:30:00,83.3,4.98,8.94,2.235
802,10,2025-03-01 22:30:00,69.6,5.3,10.78,2.695
803,11,2025-03-01 22:30:00,86.9,5.27,22.01,5.503
804,12,2025-03-01 22:30:00,48.5,5.23,19.91,4.978
805,1,2025-03-01 22:45:00,81.1,1.05,4.23,1.058
806,2,2025-03-01 22:45:00,52.6,4.41,9.42,2.355
807,3,2025-03-01 22:45:00,51.7,4.54,8.98,2.245
808,4,2025-03-01 22:45:00,68.0,4.84,9.67,2.417
809,5,2025-03-01 22:45:00,58.4,5.75,7.79,1.948
810,6,2025-03-01 22:45:00,78.4,5.95,15.66,3.915
811,7,2025-03-01 22:45:00,82.8,5.76,7.7,1.925
812,8,2025-03-01 22:45:00,72.7,3.96,18.0,4.5
813,9,2025-03-01 22:45:00,67.0,2.98,19.6,4.9
814,10,2025-03-01 22:45:00,67.8,5.27,12.07,3.018
815,11,2025-03-01 22:45:00,43.6,5.46,16.89,4.223
816,12,2025-03-01 22:45:00,48.0,5.82,17.35,4.338
817,1,2025-03-01 23:00:00,81.4,1.71,7.75,1.938
818,2,2025-03-01 23:00:00,67.9,3.15,10.75,2.688
819,3,2025-03-01 23:00:00,60.3,2.35,5.39,1.347
820,4,2025-03-01 23:00:00,81.5,4.9,5.66,1.415
821,5,2025-03-01 23:00:00,67.0,5.35,14.74,3.685
822,6,2025-03-01 23:00:00,54.4,3.29,11.74,2.935
823,7,2025-03-01 23:00:00,74.4,4.67,15.65,3.913
824,8,2025-03-01 23:00:00,52.3,4.3,19.52,4.88
825,9,2025-03-01 23:00:00,86.7,3.74,18.75,4.688
826,10,2025-03-01 23:00:00,92.0,5.42,22.09,5.522
827,11,2025-03-01 23:00:00,83.7,5.66,19.75,4.938
828,12,2025-03-01 23:00:00,68.9,6.07,23.44,5.86
829,1,2025-03-01 23:15:00,45.3,4.29,3.77,0.943
830,2,2025-03-01 23:15:00,68.2,4.02,10.14,2.535
831,3,2025-03-01 23:15:00,89.1,2.39,5.84,1.46
832,4,2025-03-01 23:15:00,88.4,2.2,10.03,2.507
833,5,2025-03-01 23:15:00,65.3,2.17,11.95,2.987
834,6,2025-03-01 23:15:00,41.9,2.21,14.61,3.652
835,7,2025-03-01 23:15:00,63.9,0.72,11.67,2.917
836,8,2025-03-01 23:15:00,86.6,5.07,16.62,4.155
837,9,2025-03-01 23:15:00,45.9,2.91,13.93,3.482
838,10,2025-03-01 23:15:00,87.1,2.71,23.04,5.76
839,11,2025-03-01 23:15:00,50.7,4.19,15.39,3.848
840,12,2025-03-01 23:15:00,48.0,5.87,17.35,4.338
841,1,2025-03-01 23:30:00,83.4,5.27,3.71,0.927
842,2,2025-03-01 23:30:00,68.9,2.15,9.91,2.478
843,3,2025-03-01 23:30:00,42.4,5.54,5.02,1.255
844,4,2025-03-01 23:30:00,64.2,2.56,10.27,2.567
