pos_id,auftr_nr,art_nr,menge,einzelpr,pos_rabatt,pos_netto,gewicht_kg
518,220,A00084,36,287.28,0.0,10342.08,135.792
519,220,A00035,19,148.84,0.0,2827.96,31.635
520,220,A00047,22,193.4,0.0,4254.8,47.982
521,221,A00059,46,182.64,420.07,7981.37,124.062
522,221,A00019,7,85.93,0.0,601.51,6.839
523,221,A00037,43,153.49,0.0,6600.07,75.293
524,221,A00035,10,148.84,0.0,1488.4,16.65
525,222,A00072,18,238.04,0.0,4284.72,58.608
526,222,A00077,41,268.81,551.06,10470.15,142.311
527,222,A00066,37,202.36,0.0,7487.32,110.926
528,223,A00001,4,17.2,0.0,68.8,0.812
529,223,A00019,21,85.93,0.0,1804.53,20.517
530,223,A00005,28,28.93,0.0,810.04,10.5
531,224,A00036,46,152.76,0.0,7026.96,78.568
532,224,A00032,6,135.81,0.0,814.86,9.216
533,224,A00048,18,150.93,135.84,2580.9,40.032
534,225,A00032,13,135.81,0.0,1765.53,19.968
535,226,A00081,9,265.38,0.0,2388.42,32.787
536,227,A00068,8,257.36,0.0,2058.88,24.672
537,227,A00033,35,137.23,0.0,4803.05,55.265
538,227,A00025,37,94.68,175.16,3328.0,45.695
539,228,A00073,4,253.1,101.24,911.16,13.196
540,228,A00018,28,81.34,0.0,2277.52,26.152
541,229,A00014,16,58.22,93.15,838.37,12.192
542,229,A00015,11,63.04,0.0,693.44,8.855
543,229,A00081,14,265.38,185.77,3529.55,51.002
544,230,A00085,35,253.81,0.0,8883.35,133.525
545,230,A00067,11,235.81,259.39,2334.52,33.451
546,231,A00010,25,42.2,0.0,1055.0,14.75
547,232,A00001,37,17.2,0.0,636.4,7.511
548,232,A00067,41,235.81,966.82,8701.39,124.681
549,232,A00003,37,25.56,94.57,851.15,10.693
550,232,A00007,40,39.51,79.02,1501.38,18.44
551,233,A00009,27,39.4,0.0,1063.8,14.769
552,233,A00086,11,315.84,0.0,3474.24,42.438
553,233,A00053,31,185.49,0.0,5750.19,75.609
554,234,A00073,21,253.1,531.51,4783.59,69.279
555,234,A00037,20,153.49,153.49,2916.31,35.02
556,234,A00017,25,64.15,80.19,1523.56,22.275
557,235,A00031,36,121.29,0.0,4366.44,53.748
558,235,A00029,47,109.85,516.29,4646.66,66.129
559,236,A00017,7,64.15,0.0,449.05,6.237
560,236,A00041,5,162.92,0.0,814.6,9.615
561,237,A00051,29,161.7,0.0,4689.3,68.237
562,238,A00063,15,215.93,323.9,2915.05,43.035
563,238,A00061,24,213.52,0.0,5124.48,66.792
564,238,A00061,37,213.52,0.0,7900.24,102.971
565,239,A00055,4,170.86,68.34,615.1,10.1
566,239,A00049,7,192.27,0.0,1345.89,15.869
567,239,A00088,42,295.42,0.0,12407.64,165.648
568,239,A00063,50,215.93,539.83,10256.67,143.45
569,240,A00006,13,37.04,0.0,481.52,5.434
570,241,A00024,38,106.45,202.25,3842.85,45.296
571,241,A00060,48,199.63,0.0,9582.24,131.52
572,241,A00020,20,74.74,0.0,1494.8,20.4
573,242,A00065,28,227.87,319.02,6061.34,82.74
574,242,A00023,3,95.65,0.0,286.95,3.447
575,242,A00004,17,25.66,0.0,436.22,5.644
576,243,A00014,11,58.22,0.0,640.42,8.382
577,243,A00027,23,118.09,135.8,2580.27,30.383
578,243,A00037,23,153.49,0.0,3530.27,40.273
579,244,A00086,10,315.84,157.92,3000.48,38.58
580,244,A00085,30,253.81,761.43,6852.87,114.45
581,245,A00048,12,150.93,0.0,1811.16,26.688
582,245,A00062,23,193.65,445.39,4008.56,64.998
583,246,A00015,14,63.04,0.0,882.56,11.27
584,246,A00006,11,37.04,0.0,407.44,4.598
585,247,A00051,17,161.7,0.0,2748.9,40.001
586,247,A00047,8,193.4,0.0,1547.2,17.448
587,248,A00010,47,42.2,198.34,1785.06,27.73
588,248,A00088,39,295.42,0.0,11521.38,153.816
589,249,A00006,16,37.04,29.63,563.01,6.688
590,249,A00078,3,254.46,0.0,763.38,10.542
591,250,A00002,37,17.39,32.17,611.26,9.102
592,250,A00048,42,150.93,0.0,6339.06,93.408
593,251,A00076,16,273.84,0.0,4381.44,54.848
594,251,A00038,4,121.7,0.0,486.8,7.176
595,251,A00035,43,148.84,0.0,6400.12,71.595
596,252,A00014,47,58.22,0.0,2736.34,35.814
597,252,A00035,21,148.84,312.56,2813.08,34.965
598,252,A00044,33,158.64,0.0,5235.12,67.716
599,253,A00044,36,158.64,0.0,5711.04,73.872
600,253,A00021,41,89.92,0.0,3686.72,43.583
601,253,A00020,26,74.74,97.16,1846.08,26.52
602,254,A00018,43,81.34,174.88,3322.74,40.162
603,254,A00049,40,192.27,0.0,7690.8,90.68
604,254,A00051,43,161.7,695.31,6257.79,101.179
605,254,A00080,1,301.85,15.09,286.76,3.6
606,255,A00066,9,202.36,182.12,1639.12,26.982
607,255,A00078,45,254.46,572.54,10878.16,158.13
608,256,A00058,5,187.02,46.76,888.34,13.27
609,257,A00004,24,25.66,0.0,615.84,7.968
610,257,A00044,22,158.64,0.0,3490.08,45.144
611,257,A00002,26,17.39,0.0,452.14,6.396
612,257,A00001,26,17.2,0.0,447.2,5.278
613,258,A00017,27,64.15,0.0,1732.05,24.057
614,259,A00056,12,215.8,0.0,2589.6,30.816
615,260,A00077,17,268.81,0.0,4569.77,59.007
616,261,A00051,3,161.7,0.0,485.1,7.059
617,261,A00012,5,48.15,0.0,240.75,3.38
618,261,A00010,47,42.2,99.17,1884.23,27.73
619,261,A00056,43,215.8,0.0,9279.4,110.424
620,262,A00063,49,215.93,529.03,10051.54,140.581
621,262,A00074,11,257.53,0.0,2832.83,36.762
622,262,A00075,29,277.37,0.0,8043.73,98.165
623,262,A00084,31,287.28,890.57,8015.11,116.932
624,263,A00029,40,109.85,0.0,4394.0,56.28
625,264,A00049,14,192.27,269.18,2422.6,31.738
626,264,A00032,17,135.81,0.0,2308.77,26.112
627,265,A00008,34,36.15,0.0,1229.1,17.136
628,265,A00073,7,253.1,0.0,1771.7,23.093
629,265,A00012,15,48.15,0.0,722.25,10.14
630,266,A00005,19,28.93,27.48,522.19,7.125
631,266,A00083,31,257.01,0.0,7967.31,115.599
632,266,A00008,48,36.15,0.0,1735.2,24.192
633,267,A00058,50,187.02,467.55,8883.45,132.7
634,267,A00022,50,82.82,207.05,3933.95,55.3
635,267,A00046,17,167.63,0.0,2849.71,36.346
636,267,A00022,47,82.82,0.0,3892.54,51.982
637,268,A00058,16,187.02,299.23,2693.09,42.464
638,268,A00030,41,101.64,416.72,3750.52,59.45
639,268,A00086,1,315.84,0.0,315.84,3.858
640,269,A00050,19,169.72,322.47,2902.21,43.89
641,269,A00073,47,253.1,594.78,11300.92,155.053
642,269,A00038,17,121.7,103.45,1965.45,30.498
643,269,A00044,41,158.64,650.42,5853.82,84.132
644,270,A00071,18,223.92,201.53,3829.03,57.834
645,270,A00061,21,213.52,0.0,4483.92,58.443
646,270,A00032,37,135.81,251.25,4773.72,56.832
647,271,A00056,5,215.8,107.9,971.1,12.84
648,271,A00037,48,153.49,368.38,6999.14,84.048
649,271,A00039,12,158.58,0.0,1902.96,22.044
650,271,A00090,22,287.26,0.0,6319.72,88.66
651,272,A00038,26,121.7,0.0,3164.2,46.644
652,272,A00085,41,253.81,1040.62,9365.59,156.415
653,273,A00001,3,17.2,0.0,51.6,0.609
654,273,A00048,17,150.93,256.58,2309.23,37.808
655,273,A00025,34,94.68,321.91,2897.21,41.99
656,274,A00087,34,256.72,0.0,8728.48,132.634
657,274,A00075,35,277.37,0.0,9707.95,118.475
658,274,A00079,23,302.87,348.3,6617.71,81.811
659,275,A00073,6,253.1,151.86,1366.74,19.794
660,275,A00020,5,74.74,0.0,373.7,5.1
661,275,A00075,37,277.37,0.0,10262.69,125.245
662,275,A00080,8,301.85,0.0,2414.8,28.8
663,276,A00065,41,227.87,0.0,9342.67,121.155
664,277,A00008,4,36.15,7.23,137.37,2.016
665,277,A00061,35,213.52,0.0,7473.2,97.405
666,277,A00030,25,101.64,0.0,2541.0,36.25
667,278,A00004,20,25.66,25.66,487.54,6.64
668,278,A00088,4,295.42,0.0,1181.68,15.776
669,278,A00053,46,185.49,0.0,8532.54,112.194
670,279,A00083,12,257.01,308.41,2775.71,44.748
671,280,A00056,34,215.8,733.72,6603.48,87.312
672,280,A00079,30,302.87,908.61,8177.49,106.71
673,280,A00018,20,81.34,0.0,1626.8,18.68
674,280,A00007,11,39.51,0.0,434.61,5.071
675,281,A00065,31,227.87,0.0,7063.97,91.605
676,281,A00061,22,213.52,0.0,4697.44,61.226
677,282,A00028,4,94.41,37.76,339.88,5.456
678,282,A00034,36,133.79,0.0,4816.44,58.392
679,282,A00061,50,213.52,0.0,10676.0,139.15
680,283,A00047,27,193.4,0.0,5221.8,58.887
681,284,A00059,34,182.64,0.0,6209.76,91.698
682,284,A00060,5,199.63,0.0,998.15,13.7
683,285,A00045,43,183.88,0.0,7906.84,90.085
684,285,A00010,19,42.2,80.18,721.62,11.21
685,285,A00049,34,192.27,0.0,6537.18,77.078
686,286,A00058,24,187.02,0.0,4488.48,63.696
687,286,A00054,43,197.13,847.66,7628.93,106.726
688,286,A00047,39,193.4,0.0,7542.6,85.059
689,286,A00047,10,193.4,0.0,1934.0,21.81
690,287,A00084,42,287.28,0.0,12065.76,158.424
691,288,A00011,27,49.74,0.0,1342.98,17.091
692,288,A00089,45,270.56,0.0,12175.2,179.415
693,288,A00029,24,109.85,131.82,2504.58,33.768
694,288,A00089,8,270.56,216.45,1948.03,31.896
695,289,A00076,23,273.84,314.92,5983.4,78.844
696,289,A00064,17,258.08,0.0,4387.36,49.504
697,289,A00086,11,315.84,347.42,3126.82,42.438
698,290,A00074,10,257.53,0.0,2575.3,33.42
699,290,A00076,25,273.84,342.3,6503.7,85.7
700,291,A00035,50,148.84,372.1,7069.9,83.25
701,291,A00029,13,109.85,142.81,1285.24,18.291
702,291,A00047,13,193.4,125.71,2388.49,28.353
703,292,A00014,50,58.22,0.0,2911.0,38.1
704,292,A00039,2,158.58,15.86,301.3,3.674
705,292,A00077,6,268.81,0.0,1612.86,20.826
706,293,A00042,30,135.61,406.83,3661.47,58.98
707,294,A00037,22,153.49,0.0,3376.78,38.522
708,294,A00014,40,58.22,232.88,2095.92,30.48
709,295,A00077,31,268.81,0.0,8333.11,107.601
710,296,A00053,34,185.49,315.33,5991.33,82.926
711,296,A00008,17,36.15,30.73,583.82,8.568
712,296,A00045,50,183.88,919.4,8274.6,104.75
713,296,A00039,26,158.58,412.31,3710.77,47.762
714,297,A00086,22,315.84,347.42,6601.06,84.876
715,297,A00008,6,36.15,0.0,216.9,3.024
716,297,A00055,45,170.86,0.0,7688.7,113.625
717,297,A00062,13,193.65,125.87,2391.58,36.738
718,298,A00002,25,17.39,43.48,391.27,6.15
719,298,A00012,40,48.15,0.0,1926.0,27.04
720,299,A00008,8,36.15,0.0,289.2,4.032
721,299,A00028,44,94.41,415.4,3738.64,60.016
722,299,A00049,37,192.27,0.0,7113.99,83.879
723,299,A00078,20,254.46,254.46,4834.74,70.28
724,300,A00012,28,48.15,0.0,1348.2,18.928
725,300,A00035,38,148.84,0.0,5655.92,63.27
726,301,A00067,27,235.81,636.69,5730.18,82.107
727,301,A00084,45,287.28,0.0,12927.6,169.74
728,302,A00034,38,133.79,254.2,4829.82,61.636
729,302,A00010,28,42.2,0.0,1181.6,16.52
730,303,A00084,15,287.28,0.0,4309.2,56.58
731,303,A00037,49,153.49,0.0,7521.01,85.799
732,303,A00018,38,81.34,0.0,3090.92,35.492
733,304,A00045,11,183.88,202.27,1820.41,23.045
734,305,A00084,44,287.28,1264.03,11376.29,165.968
735,305,A00077,16,268.81,0.0,4300.96,55.536
736,305,A00020,25,74.74,186.85,1681.65,25.5
737,305,A00043,29,135.86,0.0,3939.94,58.261
738,306,A00026,37,103.36,0.0,3824.32,47.286
739,307,A00001,1,17.2,0.0,17.2,0.203
740,307,A00052,31,183.41,568.57,5117.14,74.276
741,307,A00040,13,164.51,0.0,2138.63,24.44
742,308,A00020,11,74.74,41.11,781.03,11.22
743,308,A00057,6,212.25,127.35,1146.15,15.666
744,308,A00065,28,227.87,0.0,6380.36,82.74
745,308,A00018,27,81.34,0.0,2196.18,25.218
746,309,A00068,45,257.36,579.06,11002.14,138.78
747,309,A00065,47,227.87,0.0,10709.89,138.885
748,310,A00020,10,74.74,0.0,747.4,10.2
749,310,A00016,36,72.46,0.0,2608.56,30.528
750,310,A00066,48,202.36,0.0,9713.28,143.904
751,311,A00050,32,169.72,0.0,5431.04,73.92
752,311,A00087,16,256.72,0.0,4107.52,62.416
753,312,A00076,16,273.84,0.0,4381.44,54.848
754,313,A00022,7,82.82,0.0,579.74,7.742
755,313,A00088,45,295.42,0.0,13293.9,177.48
756,314,A00016,46,72.46,0.0,3333.16,39.008
757,315,A00029,11,109.85,0.0,1208.35,15.477
758,315,A00007,3,39.51,11.85,106.68,1.383
759,315,A00035,30,148.84,0.0,4465.2,49.95
760,315,A00008,43,36.15,0.0,1554.45,21.672
761,316,A00021,38,89.92,170.85,3246.11,40.394
762,316,A00045,16,183.88,294.21,2647.87,33.52
763,316,A00055,29,170.86,0.0,4954.94,73.225
764,316,A00020,17,74.74,63.53,1207.05,17.34
765,317,A00070,36,223.06,401.51,7628.65,114.12
766,318,A00017,48,64.15,0.0,3079.2,42.768
767,318,A00029,11,109.85,60.42,1147.93,15.477
768,318,A00004,16,25.66,0.0,410.56,5.312
769,319,A00084,6,287.28,86.18,1637.5,22.632
770,319,A00080,31,301.85,467.87,8889.48,111.6
771,319,A00043,50,135.86,0.0,6793.0,100.45
772,320,A00010,6,42.2,0.0,253.2,3.54
773,321,A00086,20,315.84,0.0,6316.8,77.16
774,321,A00050,15,169.72,254.58,2291.22,34.65
775,322,A00049,50,192.27,961.35,8652.15,113.35
776,323,A00008,39,36.15,70.49,1339.36,19.656
777,323,A00041,28,162.92,456.18,4105.58,53.844
778,323,A00015,48,63.04,0.0,3025.92,38.64
779,324,A00020,37,74.74,0.0,2765.38,37.74
780,324,A00025,32,94.68,0.0,3029.76,39.52
781,324,A00077,28,268.81,0.0,7526.68,97.188
782,325,A00008,6,36.15,0.0,216.9,3.024
783,326,A00082,30,245.34,0.0,7360.2,110.58
784,327,A00002,2,17.39,0.0,34.78,0.492
785,328,A00083,12,257.01,0.0,3084.12,44.748
786,329,A00032,40,135.81,543.24,4889.16,61.44
787,329,A00078,50,254.46,1272.3,11450.7,175.7
788,329,A00047,7,193.4,135.38,1218.42,15.267
789,329,A00053,24,185.49,0.0,4451.76,58.536
790,330,A00088,38,295.42,561.3,10664.66,149.872
791,330,A00089,39,270.56,1055.18,9496.66,155.493
792,330,A00078,11,254.46,0.0,2799.06,38.654
793,331,A00050,24,169.72,0.0,4073.28,55.44
794,331,A00042,47,135.61,318.68,6054.99,92.402
795,332,A00074,44,257.53,566.57,10764.75,147.048
796,332,A00053,13,185.49,241.14,2170.23,31.707
797,333,A00031,40,121.29,0.0,4851.6,59.72
798,333,A00081,13,265.38,0.0,3449.94,47.359
799,333,A00053,13,185.49,241.14,2170.23,31.707
800,333,A00051,28,161.7,0.0,4527.6,65.884
801,334,A00079,25,302.87,0.0,7571.75,88.925
802,334,A00006,12,37.04,0.0,444.48,5.016
803,335,A00003,5,25.56,0.0,127.8,1.445
804,335,A00024,3,106.45,15.97,303.38,3.576
805,336,A00071,5,223.92,111.96,1007.64,16.065
806,336,A00034,30,133.79,401.37,3612.33,48.66
807,336,A00082,25,245.34,306.68,5826.82,92.15
808,336,A00052,14,183.41,0.0,2567.74,33.544
809,337,A00006,24,37.04,0.0,888.96,10.032
810,337,A00075,25,277.37,0.0,6934.25,84.625
811,338,A00077,20,268.81,0.0,5376.2,69.42
812,338,A00019,2,85.93,0.0,171.86,1.954
813,338,A00019,48,85.93,206.23,3918.41,46.896
814,338,A00024,12,106.45,0.0,1277.4,14.304
815,339,A00022,48,82.82,198.77,3776.59,53.088
816,340,A00071,11,223.92,0.0,2463.12,35.343
817,340,A00037,24,153.49,0.0,3683.76,42.024
818,340,A00067,28,235.81,0.0,6602.68,85.148
819,340,A00038,10,121.7,0.0,1217.0,17.94
820,341,A00015,46,63.04,0.0,2899.84,37.03
821,341,A00035,10,148.84,0.0,1488.4,16.65
822,341,A00077,18,268.81,241.93,4596.65,62.478
823,341,A00066,16,202.36,0.0,3237.76,47.968
824,342,A00018,49,81.34,199.28,3786.38,45.766
825,342,A00043,37,135.86,0.0,5026.82,74.333
826,342,A00041,47,162.92,0.0,7657.24,90.381
827,343,A00042,45,135.61,0.0,6102.45,88.47
828,344,A00019,40,85.93,0.0,3437.2,39.08
829,344,A00074,8,257.53,206.02,1854.22,26.736
830,345,A00057,47,212.25,0.0,9975.75,122.717
831,346,A00077,37,268.81,0.0,9945.97,128.427
832,346,A00010,15,42.2,31.65,601.35,8.85
833,347,A00074,18,257.53,0.0,4635.54,60.156
834,348,A00059,42,182.64,767.09,6903.79,113.274
835,348,A00058,11,187.02,0.0,2057.22,29.194
836,348,A00045,1,183.88,9.19,174.69,2.095
837,348,A00052,37,183.41,678.62,6107.55,88.652
838,349,A00003,36,25.56,46.01,874.15,10.404
839,349,A00052,17,183.41,155.9,2962.07,40.732
840,350,A00040,47,164.51,0.0,7731.97,88.36
841,351,A00011,8,49.74,0.0,397.92,5.064
842,352,A00004,7,25.66,0.0,179.62,2.324
843,352,A00018,26,81.34,0.0,2114.84,24.284
844,352,A00004,46,25.66,59.02,1121.34,15.272
845,352,A00008,4,36.15,0.0,144.6,2.016
846,353,A00019,13,85.93,0.0,1117.09,12.701
847,353,A00070,32,223.06,713.79,6424.13,101.44
848,353,A00012,35,48.15,168.53,1516.72,23.66
849,353,A00020,2,74.74,0.0,149.48,2.04
850,354,A00026,28,103.36,144.7,2749.38,35.784
851,354,A00050,32,169.72,0.0,5431.04,73.92
852,355,A00082,22,245.34,0.0,5397.48,81.092
853,355,A00008,42,36.15,0.0,1518.3,21.168
854,356,A00070,38,223.06,847.63,7628.65,120.46
855,356,A00005,49,28.93,0.0,1417.57,18.375
856,357,A00013,13,53.51,0.0,695.63,9.347
857,358,A00034,34,133.79,0.0,4548.86,55.148
858,358,A00047,10,193.4,0.0,1934.0,21.81
859,358,A00079,18,302.87,0.0,5451.66,64.026
860,358,A00021,4,89.92,0.0,359.68,4.252
861,359,A00068,22,257.36,0.0,5661.92,67.848
862,359,A00051,37,161.7,0.0,5982.9,87.061
863,359,A00054,24,197.13,0.0,4731.12,59.568
864,359,A00090,10,287.26,0.0,2872.6,40.3
865,360,A00072,44,238.04,0.0,10473.76,143.264
866,360,A00080,42,301.85,0.0,12677.7,151.2
867,360,A00002,34,17.39,29.56,561.7,8.364
868,360,A00071,42,223.92,0.0,9404.64,134.946
869,361,A00085,20,253.81,253.81,4822.39,76.3
870,361,A00085,41,253.81,0.0,10406.21,156.415
871,361,A00016,4,72.46,14.49,275.35,3.392
872,362,A00047,33,193.4,0.0,6382.2,71.973
873,362,A00017,6,64.15,19.25,365.65,5.346
874,362,A00014,20,58.22,0.0,1164.4,15.24
875,362,A00088,32,295.42,0.0,9453.44,126.208
876,363,A00037,24,153.49,0.0,3683.76,42.024
877,363,A00026,2,103.36,0.0,206.72,2.556
878,363,A00081,23,265.38,610.37,5493.37,83.789
879,363,A00025,10,94.68,47.34,899.46,12.35
880,364,A00013,44,53.51,235.44,2119.0,31.636
881,364,A00054,27,197.13,266.13,5056.38,67.014
882,364,A00028,7,94.41,0.0,660.87,9.548
883,365,A00079,40,302.87,0.0,12114.8,142.28
884,365,A00034,47,133.79,0.0,6288.13,76.234
885,366,A00027,38,118.09,0.0,4487.42,50.198
886,367,A00014,49,58.22,0.0,2852.78,37.338
887,367,A00083,31,257.01,0.0,7967.31,115.599
888,368,A00084,17,287.28,488.38,4395.38,64.124
889,368,A00046,13,167.63,0.0,2179.19,27.794
890,368,A00071,23,223.92,0.0,5150.16,73.899
891,368,A00071,29,223.92,0.0,6493.68,93.177
892,369,A00006,20,37.04,0.0,740.8,8.36
893,369,A00007,35,39.51,0.0,1382.85,16.135
894,370,A00046,7,167.63,0.0,1173.41,14.966
895,371,A00028,38,94.41,358.76,3228.82,51.832
896,371,A00002,25,17.39,21.74,413.01,6.15
897,371,A00067,23,235.81,542.36,4881.27,69.943
898,371,A00007,6,39.51,0.0,237.06,2.766
899,372,A00068,3,257.36,77.21,694.87,9.252
900,372,A00085,40,253.81,0.0,10152.4,152.6
901,373,A00078,32,254.46,0.0,8142.72,112.448
902,373,A00003,13,25.56,0.0,332.28,3.757
903,373,A00088,26,295.42,0.0,7680.92,102.544
904,374,A00050,36,169.72,0.0,6109.92,83.16
905,375,A00080,39,301.85,588.61,11183.54,140.4
906,375,A00006,16,37.04,0.0,592.64,6.688
907,375,A00053,36,185.49,0.0,6677.64,87.804
908,375,A00052,49,183.41,449.35,8537.74,117.404
909,376,A00042,16,135.61,216.98,1952.78,31.456
910,377,A00026,36,103.36,0.0,3720.96,46.008
911,377,A00027,19,118.09,224.37,2019.34,25.099
912,377,A00041,6,162.92,48.88,928.64,11.538
913,377,A00037,12,153.49,0.0,1841.88,21.012
914,378,A00067,19,235.81,0.0,4480.39,57.779
915,378,A00060,33,199.63,0.0,6587.79,90.42
916,379,A00060,42,199.63,838.45,7546.01,115.08
917,379,A00074,1,257.53,12.88,244.65,3.342
918,379,A00062,44,193.65,0.0,8520.6,124.344
919,379,A00090,18,287.26,0.0,5170.68,72.54
920,380,A00008,48,36.15,0.0,1735.2,24.192
921,380,A00083,7,257.01,0.0,1799.07,26.103
922,381,A00006,30,37.04,0.0,1111.2,12.54
923,382,A00084,28,287.28,0.0,8043.84,105.616
924,382,A00011,31,49.74,0.0,1541.94,19.623
925,382,A00026,50,103.36,258.4,4909.6,63.9
926,382,A00066,43,202.36,0.0,8701.48,128.914
927,383,A00037,8,153.49,0.0,1227.92,14.008
928,383,A00058,35,187.02,0.0,6545.7,92.89
929,383,A00049,9,192.27,0.0,1730.43,20.403
930,383,A00086,13,315.84,410.59,3695.33,50.154
931,384,A00066,1,202.36,0.0,202.36,2.998
932,384,A00025,25,94.68,118.35,2248.65,30.875
933,384,A00056,18,215.8,0.0,3884.4,46.224
934,384,A00013,11,53.51,0.0,588.61,7.909
935,385,A00077,33,268.81,0.0,8870.73,114.543
936,385,A00084,50,287.28,0.0,14364.0,188.6
937,386,A00080,47,301.85,709.35,13477.6,169.2
938,386,A00073,46,253.1,582.13,11060.47,151.754
939,386,A00025,23,94.68,108.88,2068.76,28.405
940,387,A00079,2,302.87,30.29,575.45,7.114
941,387,A00061,7,213.52,74.73,1419.91,19.481
942,387,A00022,36,82.82,149.08,2832.44,39.816
943,387,A00008,21,36.15,0.0,759.15,10.584
944,388,A00025,4,94.68,0.0,378.72,4.94
945,388,A00072,21,238.04,0.0,4998.84,68.376
946,388,A00059,46,182.64,0.0,8401.44,124.062
947,388,A00013,30,53.51,0.0,1605.3,21.57
948,389,A00070,38,223.06,0.0,8476.28,120.46
949,389,A00064,9,258.08,232.27,2090.45,26.208
950,389,A00039,19,158.58,301.3,2711.72,34.903
951,390,A00008,6,36.15,0.0,216.9,3.024
952,391,A00064,23,258.08,0.0,5935.84,66.976
953,391,A00006,16,37.04,0.0,592.64,6.688
954,392,A00062,20,193.65,0.0,3873.0,56.52
955,392,A00070,1,223.06,0.0,223.06,3.17
956,392,A00030,11,101.64,111.8,1006.24,15.95
957,392,A00078,44,254.46,0.0,11196.24,154.616
958,393,A00001,50,17.2,86.0,774.0,10.15
959,394,A00041,24,162.92,195.5,3714.58,46.152
960,395,A00069,31,231.36,717.22,6454.94,96.937
961,396,A00040,29,164.51,0.0,4770.79,54.52
962,397,A00066,40,202.36,0.0,8094.4,119.92
963,397,A00033,40,137.23,274.46,5214.74,63.16
964,397,A00070,44,223.06,490.73,9323.91,139.48
965,398,A00058,50,187.02,0.0,9351.0,132.7
966,398,A00041,35,162.92,0.0,5702.2,67.305
967,398,A00070,32,223.06,356.9,6781.02,101.44
968,399,A00010,41,42.2,86.51,1643.69,24.19
969,400,A00035,24,148.84,0.0,3572.16,39.96
970,400,A00035,12,148.84,0.0,1786.08,19.98
971,401,A00023,23,95.65,0.0,2199.95,26.427
972,402,A00007,9,39.51,35.56,320.03,4.149
973,402,A00051,23,161.7,185.96,3533.14,54.119
974,403,A00082,35,245.34,0.0,8586.9,129.01
975,403,A00042,28,135.61,379.71,3417.37,55.048
976,404,A00030,21,101.64,106.72,2027.72,30.45
977,404,A00022,25,82.82,0.0,2070.5,27.65
978,405,A00044,29,158.64,0.0,4600.56,59.508
979,405,A00065,47,227.87,535.49,10174.4,138.885
980,406,A00048,44,150.93,664.09,5976.83,97.856
981,407,A00067,43,235.81,0.0,10139.83,130.763
982,407,A00050,23,169.72,390.36,3513.2,53.13
983,408,A00079,21,302.87,0.0,6360.27,74.697
984,408,A00042,30,135.61,203.42,3864.88,58.98
985,409,A00071,44,223.92,492.62,9359.86,141.372
986,409,A00026,46,103.36,237.73,4516.83,58.788
987,409,A00013,25,53.51,66.89,1270.86,17.975
988,410,A00001,47,17.2,0.0,808.4,9.541
989,411,A00039,20,158.58,0.0,3171.6,36.74
990,411,A00025,32,94.68,0.0,3029.76,39.52
991,412,A00001,11,17.2,0.0,189.2,2.233
992,412,A00028,39,94.41,0.0,3681.99,53.196
993,413,A00025,8,94.68,75.74,681.7,9.88
994,413,A00006,41,37.04,0.0,1518.64,17.138
995,413,A00005,9,28.93,0.0,260.37,3.375
996,414,A00059,22,182.64,0.0,4018.08,59.334
997,414,A00017,34,64.15,0.0,2181.1,30.294
998,414,A00043,16,135.86,108.69,2065.07,32.144
999,414,A00031,26,121.29,315.35,2838.19,38.818
1000,415,A00082,7,245.34,85.87,1631.51,25.802
1001,415,A00010,1,42.2,2.11,40.09,0.59
1002,415,A00073,49,253.1,620.1,11781.8,161.651
1003,415,A00078,5,254.46,0.0,1272.3,17.57
1004,416,A00056,17,215.8,366.86,3301.74,43.656
1005,416,A00021,27,89.92,0.0,2427.84,28.701
1006,417,A00076,19,273.84,0.0,5202.96,65.132
1007,417,A00044,1,158.64,0.0,158.64,2.052
1008,417,A00084,31,287.28,0.0,8905.68,116.932
1009,418,A00025,27,94.68,127.82,2428.54,33.345
1010,418,A00017,36,64.15,0.0,2309.4,32.076
1011,418,A00077,36,268.81,967.72,8709.44,124.956
1012,419,A00001,44,17.2,0.0,756.8,8.932
1013,420,A00029,3,109.85,0.0,329.55,4.221
1014,421,A00040,15,164.51,246.76,2220.89,28.2
1015,422,A00004,9,25.66,0.0,230.94,2.988
1016,423,A00054,48,197.13,0.0,9462.24,119.136
1017,423,A00026,9,103.36,46.51,883.73,11.502
1018,424,A00081,42,265.38,0.0,11145.96,153.006
1019,424,A00056,10,215.8,107.9,2050.1,25.68
1020,424,A00071,49,223.92,548.6,10423.48,157.437
1021,424,A00088,25,295.42,738.55,6646.95,98.6
1022,425,A00067,45,235.81,0.0,10611.45,136.845
1023,425,A00036,31,152.76,0.0,4735.56,52.948
1024,425,A00032,8,135.81,0.0,1086.48,12.288
1025,426,A00066,25,202.36,252.95,4806.05,74.95
1026,426,A00001,4,17.2,3.44,65.36,0.812
1027,426,A00066,43,202.36,435.07,8266.41,128.914
1028,426,A00051,47,161.7,380.0,7219.9,110.591
1029,427,A00073,22,253.1,278.41,5289.79,72.578
1030,428,A00022,26,82.82,215.33,1937.99,28.756
1031,428,A00077,16,268.81,0.0,4300.96,55.536
1032,428,A00030,39,101.64,0.0,3963.96,56.55
1033,428,A00080,23,301.85,0.0,6942.55,82.8
1034,429,A00055,20,170.86,170.86,3246.34,50.5
1035,430,A00040,2,164.51,32.9,296.12,3.76
1036,430,A00083,49,257.01,0.0,12593.49,182.721
