auftr_nr,kd_nr,vk_id,auftr_dat,status_txt,waehrung,bst_nr,netto_betrag,fracht,notiz
406,128,3,2025-08-16,storno,EUR,BST-406,5976.83,0,
407,10,,2025-12-02,fakturiert,CHF,BST-407,13653.03,0,
408,89,18,2026-01-02,offen,EUR,BST-408,10225.15,29,
409,96,7,2025-06-11,fakturiert,EUR,,15147.55,49,
410,30,13,2025-04-23,storno,CHF,BST-410,808.4,0,
411,140,15,2025-04-05,geliefert,EUR,,6201.36,0,
412,52,17,2025-04-05,bestätigt,EUR,BST-412,3871.19,49,Rush
413,117,10,2026-01-16,fakturiert,EUR,BST-413,2460.71,29,
414,8,9,2024-11-27,fakturiert,CHF,BST-414,11102.44,0,
415,121,14,2025-10-02,offen,EUR,BST-415,14725.7,89,
416,47,12,2025-08-04,geliefert,EUR,,5729.58,49,Rush
417,131,6,2025-07-19,fakturiert,CHF,BST-417,14267.28,0,
418,77,6,2026-03-01,bestätigt,EUR,,13447.38,49,
419,4,5,2025-01-09,bestätigt,EUR,BST-419,756.8,49,Rush
420,112,5,2025-02-01,offen,EUR,BST-420,329.55,0,
421,39,4,2025-08-28,storno,EUR,BST-421,2220.89,0,
422,79,8,2025-02-28,offen,EUR,BST-422,230.94,0,Rush
423,105,16,2025-01-29,offen,CHF,BST-423,10345.97,29,
424,52,17,2025-04-24,fakturiert,EUR,BST-424,30266.49,29,Rush
425,56,3,2024-11-05,storno,EUR,BST-425,16433.49,89,
426,5,6,2026-02-28,storno,CHF,BST-426,20357.72,29,
427,9,10,2025-06-04,fakturiert,CHF,BST-427,5289.79,29,Rush
428,146,3,2025-05-25,geliefert,EUR,BST-428,17145.46,0,
429,54,1,2025-08-12,storno,EUR,BST-429,3246.34,0,Rush
430,29,12,2025-09-14,storno,EUR,BST-430,12889.61,89,
431,59,6,2025-09-06,storno,CHF,,15956.38,29,
432,1,2,2025-07-18,bestätigt,EUR,BST-432,3274.83,0,
433,89,18,2025-08-25,storno,CHF,,4489.32,89,
434,78,7,2025-02-24,storno,EUR,BST-434,10919.25,89,
435,133,8,2025-10-17,bestätigt,EUR,BST-435,1518.3,0,
436,140,15,2024-11-03,fakturiert,EUR,BST-436,469.53,0,
437,47,12,2025-01-14,geliefert,EUR,BST-437,15685.3,89,
438,73,2,2025-07-04,offen,EUR,BST-438,6655.28,49,
439,141,,2024-12-30,bestätigt,EUR,BST-439,9412.83,29,
440,19,2,2025-06-03,offen,EUR,,4527.75,89,
441,25,8,2026-03-09,storno,EUR,BST-441,1954.88,0,Rush
442,,8,2025-12-20,geliefert,EUR,BST-442,13437.26,49,
443,141,,2025-08-01,fakturiert,EUR,BST-443,10214.76,29,
444,38,3,2025-01-08,bestätigt,EUR,BST-444,23497.2,0,
445,71,18,2026-02-02,offen,CHF,BST-445,8876.12,29,
446,109,2,2024-12-26,fakturiert,CHF,BST-446,5725.35,89,
447,123,16,2025-02-18,offen,EUR,BST-447,5919.28,49,
448,31,14,2025-08-24,bestätigt,EUR,BST-448,14040.6,49,
449,24,7,2024-12-06,bestätigt,EUR,BST-449,12499.5,49,
450,13,14,2025-03-29,storno,EUR,BST-450,7907.21,89,Rush
451,36,1,2025-07-27,geliefert,EUR,BST-451,958.21,29,
452,40,5,2025-10-22,offen,CHF,BST-452,3425.19,49,
453,114,7,2024-11-29,fakturiert,CHF,BST-453,14819.39,0,
454,126,1,2025-02-27,geliefert,EUR,BST-454,5591.5,29,
455,42,7,2024-11-01,offen,EUR,BST-455,12088.48,29,
456,74,3,2025-02-02,offen,CHF,BST-456,1235.07,89,Rush
457,70,17,2025-09-28,storno,EUR,BST-457,12442.76,49,
458,30,13,2025-08-23,bestätigt,EUR,BST-458,911.52,0,
459,81,10,2024-11-07,offen,EUR,,21559.96,89,
460,47,12,2025-10-10,fakturiert,CHF,BST-460,5041.58,89,
461,106,17,2026-01-29,fakturiert,EUR,BST-461,3783.78,89,
462,3,4,2025-02-07,bestätigt,EUR,BST-462,18531.63,0,
463,112,5,2026-01-04,bestätigt,EUR,,3577.16,29,
464,10,,2025-06-30,geliefert,EUR,BST-464,7438.66,49,
465,92,3,2025-03-05,offen,EUR,BST-465,9500.74,29,
466,95,6,2025-11-29,fakturiert,CHF,,11085.98,49,
467,89,18,2025-06-15,fakturiert,EUR,BST-467,18665.7,0,
468,39,4,2025-10-01,geliefert,EUR,BST-468,17526.46,0,
469,29,12,2025-05-17,geliefert,EUR,BST-469,6235.94,49,
470,147,4,2025-11-22,geliefert,EUR,BST-470,15662.08,89,
471,7,8,2025-07-22,geliefert,EUR,BST-471,5552.33,29,
472,35,18,2025-04-23,offen,EUR,BST-472,9951.41,0,
473,81,10,2025-02-16,storno,CHF,BST-473,26600.77,29,
474,35,18,2025-04-12,storno,EUR,,11596.38,0,Rush
475,63,10,2025-02-24,geliefert,EUR,BST-475,10676.75,29,
476,8,9,2025-02-14,geliefert,EUR,BST-476,20213.14,0,
477,36,1,2024-11-24,fakturiert,EUR,BST-477,1016.14,89,
478,16,17,2025-06-04,geliefert,EUR,BST-478,118.09,0,
479,,16,2025-06-25,offen,EUR,BST-479,19339.46,0,
480,94,5,2025-01-09,geliefert,EUR,BST-480,4675.29,0,
481,125,18,2024-11-01,bestätigt,CHF,BST-481,6388.16,0,
482,93,,2025-01-16,storno,EUR,,5395.9,89,
483,59,6,2025-02-07,fakturiert,EUR,,5124.17,29,Rush
484,50,15,2025-11-18,bestätigt,EUR,BST-484,19037.32,49,
485,142,17,2024-11-03,geliefert,EUR,BST-485,2313.09,89,
486,102,13,2025-03-19,storno,EUR,BST-486,11824.8,0,
487,4,5,2026-01-17,geliefert,EUR,BST-487,12383.64,89,
488,118,11,2025-07-09,geliefert,EUR,BST-488,7552.74,49,
489,110,3,2025-03-14,bestätigt,EUR,BST-489,3734.64,49,
490,,3,2025-08-18,geliefert,EUR,BST-490,18306.58,89,
491,146,3,2025-05-16,fakturiert,EUR,BST-491,24113.62,89,
492,106,17,2025-08-17,bestätigt,EUR,BST-492,8826.34,49,
493,108,1,2025-09-04,storno,EUR,,3185.65,29,Rush
494,82,11,2025-02-10,geliefert,EUR,,10083.49,29,
495,44,9,2025-07-24,geliefert,EUR,BST-495,7042.34,89,Rush
496,52,17,2025-05-12,fakturiert,EUR,BST-496,10929.94,89,
497,143,18,2025-07-02,fakturiert,EUR,BST-497,10410.76,29,
498,28,11,2024-11-04,bestätigt,EUR,BST-498,4479.82,29,
499,102,13,2026-03-05,fakturiert,EUR,BST-499,5089.92,29,Rush
500,109,2,2026-01-04,fakturiert,EUR,BST-500,7719.65,89,Rush
501,139,14,2025-11-25,bestätigt,EUR,BST-501,12816.18,49,
502,32,15,2025-05-08,offen,CHF,BST-502,16264.74,29,
503,82,11,2024-12-09,fakturiert,EUR,BST-503,11450.7,49,
504,66,13,2024-11-17,bestätigt,EUR,BST-504,5298.0,0,
505,94,5,2025-08-20,storno,EUR,BST-505,7575.68,89,
506,146,3,2026-03-09,geliefert,EUR,BST-506,32938.83,49,
507,2,3,2026-02-13,geliefert,EUR,BST-507,4008.77,29,
508,68,15,2025-08-01,geliefert,EUR,BST-508,9643.74,89,Rush
509,76,5,2026-01-04,geliefert,EUR,BST-509,3080.33,89,
510,121,14,2024-11-26,fakturiert,CHF,BST-510,844.51,49,
511,73,2,2025-12-02,bestätigt,EUR,BST-511,20385.0,89,
512,49,14,2025-05-27,bestätigt,CHF,BST-512,15100.63,29,Rush
513,73,2,2025-04-15,fakturiert,EUR,,9657.87,49,
514,48,13,2026-01-12,bestätigt,EUR,BST-514,6308.59,29,
515,73,2,2025-06-18,storno,CHF,BST-515,94.68,89,Rush
516,102,13,2025-04-08,storno,CHF,BST-516,17770.88,49,
517,33,16,2024-12-27,offen,CHF,BST-517,10054.1,0,Rush
518,27,10,2025-11-12,bestätigt,CHF,BST-518,11285.56,29,Rush
519,129,4,2024-11-26,geliefert,EUR,BST-519,6305.63,0,
520,25,8,2025-03-03,fakturiert,EUR,BST-520,2385.22,0,
521,45,10,2025-11-18,fakturiert,EUR,BST-521,3298.04,49,
522,135,10,2025-12-24,geliefert,CHF,BST-522,9139.54,49,
523,142,17,2025-02-25,bestätigt,EUR,BST-523,8551.22,49,
524,69,16,2026-03-16,storno,EUR,BST-524,11290.18,0,
525,95,6,2025-10-19,offen,EUR,BST-525,13684.51,29,
526,93,,2026-01-12,storno,EUR,BST-526,15084.14,29,Rush
527,10,,2025-11-12,storno,CHF,BST-527,16389.71,0,Rush
528,7,8,2025-02-05,offen,CHF,BST-528,660.82,0,Rush
529,126,1,2024-12-24,bestätigt,EUR,BST-529,5031.83,29,
530,119,12,2026-02-28,fakturiert,EUR,BST-530,10851.04,0,
531,101,12,2025-05-30,offen,EUR,BST-531,13287.1,89,
532,38,3,2025-03-23,fakturiert,EUR,BST-532,13082.18,89,Rush
533,135,10,2025-11-04,geliefert,CHF,BST-533,5376.2,89,
534,28,11,2025-02-07,offen,EUR,BST-534,12494.41,0,
535,3,4,2025-08-13,geliefert,EUR,BST-535,3634.7,29,
536,77,6,2025-01-09,geliefert,EUR,BST-536,19387.12,89,Rush
537,6,7,2025-02-06,fakturiert,EUR,BST-537,8969.87,29,Rush
538,65,12,2026-01-03,offen,EUR,BST-538,3206.2,49,Rush
539,65,12,2025-04-20,storno,EUR,BST-539,8526.12,29,Rush
540,12,13,2025-04-21,fakturiert,EUR,BST-540,11614.86,29,Rush
541,98,9,2025-06-20,offen,EUR,BST-541,8688.19,89,Rush
542,87,16,2026-01-02,bestätigt,CHF,,664.56,49,
543,66,13,2025-07-24,geliefert,EUR,BST-543,2409.29,89,
544,66,13,2025-12-23,geliefert,EUR,,9510.92,0,
545,142,17,2025-08-24,geliefert,EUR,BST-545,2348.72,89,
546,3,4,2025-09-26,storno,EUR,BST-546,13626.2,0,
547,65,12,2025-04-29,geliefert,EUR,BST-547,5752.8,0,Rush
548,78,7,2026-01-24,geliefert,EUR,BST-548,406.68,89,
549,33,16,2025-11-18,geliefert,EUR,BST-549,17885.63,29,Rush
550,110,3,2025-07-21,fakturiert,EUR,,15206.49,0,
551,89,18,2025-02-09,geliefert,EUR,BST-551,277.37,29,
552,94,5,2025-04-06,fakturiert,CHF,BST-552,11009.57,89,
553,120,13,2025-08-16,bestätigt,EUR,BST-553,9997.85,0,
554,78,7,2025-10-14,storno,CHF,BST-554,24800.91,89,
555,107,18,2025-02-04,geliefert,EUR,BST-555,5065.89,0,
556,53,18,2025-12-31,geliefert,EUR,BST-556,13079.83,49,
557,134,9,2024-11-04,offen,EUR,BST-557,4952.01,0,
558,3,4,2024-12-25,geliefert,EUR,BST-558,22724.9,49,
559,43,8,2024-11-10,bestätigt,EUR,BST-559,16806.94,89,
560,95,6,2025-11-05,bestätigt,EUR,BST-560,2761.25,29,
561,143,18,2025-01-09,bestätigt,CHF,BST-561,3309.98,29,
562,130,5,2024-11-01,fakturiert,EUR,BST-562,3622.32,29,
563,50,15,2025-01-28,storno,EUR,,12632.09,49,
564,46,,2025-06-02,fakturiert,EUR,BST-564,2256.47,49,
565,72,1,2025-01-03,fakturiert,CHF,BST-565,20075.49,49,
566,85,,2025-04-11,storno,CHF,BST-566,10963.98,0,
567,49,14,2025-10-30,storno,CHF,BST-567,19029.63,89,
568,56,3,2025-11-12,storno,CHF,BST-568,5086.55,0,
569,92,3,2025-06-23,storno,EUR,BST-569,19053.26,49,Rush
570,120,13,2025-12-30,offen,CHF,BST-570,7569.48,49,
571,104,15,2024-11-22,fakturiert,CHF,BST-571,19746.26,0,
572,128,3,2025-03-25,bestätigt,EUR,BST-572,24521.61,89,
573,127,2,2026-03-16,offen,EUR,,21298.96,29,
574,41,6,2025-06-24,geliefert,CHF,BST-574,19466.83,0,
575,80,9,2025-07-11,bestätigt,EUR,BST-575,3102.07,49,
576,113,6,2025-09-12,fakturiert,EUR,BST-576,23356.42,49,
577,147,4,2025-08-20,offen,EUR,BST-577,8887.48,0,Rush
578,35,18,2025-10-01,offen,EUR,,8024.63,0,
579,34,17,2025-04-18,fakturiert,CHF,BST-579,5430.0,29,
580,104,15,2025-11-03,offen,EUR,BST-580,7510.49,0,
581,127,2,2025-04-03,geliefert,EUR,BST-581,23552.07,29,Rush
582,2,3,2025-10-26,fakturiert,EUR,BST-582,19221.74,29,
583,121,14,2025-01-20,fakturiert,CHF,BST-583,20523.65,29,
584,120,13,2026-03-12,fakturiert,EUR,BST-584,16541.97,49,
585,91,2,2026-03-13,offen,CHF,BST-585,12124.06,49,
586,16,17,2025-12-03,offen,EUR,BST-586,24876.98,29,
587,108,1,2025-11-30,fakturiert,EUR,BST-587,3772.7,29,
588,114,7,2026-03-14,offen,CHF,,178.92,49,
589,120,13,2025-06-14,geliefert,CHF,BST-589,7440.85,0,
590,96,7,2026-02-17,offen,EUR,BST-590,12405.95,49,
591,119,12,2025-09-27,geliefert,CHF,,14684.96,0,
592,44,9,2025-10-08,bestätigt,EUR,BST-592,16409.52,49,
593,94,5,2026-02-10,storno,EUR,BST-593,2378.01,89,
594,77,6,2025-07-28,fakturiert,EUR,BST-594,6567.5,89,
595,72,1,2025-03-13,storno,EUR,BST-595,16941.68,89,
596,46,,2024-11-26,storno,EUR,BST-596,3642.85,49,
597,4,5,2026-02-07,geliefert,EUR,BST-597,17158.84,49,
598,75,,2025-07-19,bestätigt,EUR,BST-598,7527.91,29,
599,75,,2025-10-05,bestätigt,EUR,BST-599,9688.7,49,
600,27,10,2025-01-27,bestätigt,EUR,BST-600,10481.1,29,
601,95,6,2025-04-22,bestätigt,EUR,BST-601,2868.8,29,
602,111,4,2025-09-21,fakturiert,EUR,BST-602,15203.57,0,
603,61,8,2025-06-27,offen,EUR,BST-603,6541.99,49,
604,134,9,2025-09-23,storno,EUR,BST-604,27492.69,0,
605,21,4,2025-02-17,fakturiert,EUR,BST-605,7481.14,0,
606,133,8,2024-12-15,geliefert,EUR,BST-606,16266.52,89,
607,108,1,2025-03-26,storno,CHF,BST-607,7850.88,29,
608,149,6,2025-11-20,offen,EUR,BST-608,3717.93,89,
609,42,7,2024-11-05,bestätigt,EUR,BST-609,14634.05,29,
610,101,12,2025-11-11,bestätigt,EUR,BST-610,11363.34,49,
611,102,13,2025-08-10,offen,EUR,BST-611,25568.76,89,Rush
612,133,8,2025-02-01,storno,EUR,BST-612,15677.49,0,
613,133,8,2025-08-31,geliefert,CHF,BST-613,23493.46,0,
614,137,12,2025-01-17,fakturiert,EUR,,1817.22,29,
615,61,8,2025-10-20,offen,EUR,BST-615,9820.6,0,
616,74,3,2025-07-03,storno,EUR,BST-616,11210.51,0,Rush
617,5,6,2026-02-15,fakturiert,EUR,,6441.6,89,
618,85,,2025-03-31,offen,EUR,BST-618,2120.97,29,
619,35,18,2026-03-15,fakturiert,CHF,BST-619,13248.91,29,
620,15,16,2024-12-15,offen,EUR,BST-620,1852.61,0,
621,103,14,2025-05-23,bestätigt,EUR,,7249.47,29,
622,79,8,2025-10-16,storno,EUR,BST-622,1062.81,29,Rush
623,74,3,2025-05-02,offen,EUR,BST-623,5798.32,29,
624,128,3,2026-02-14,storno,CHF,BST-624,17553.07,0,Rush
625,1,2,2026-03-06,offen,EUR,BST-625,12228.93,29,Rush
626,94,5,2025-08-27,offen,EUR,,14630.39,49,
627,13,14,2025-04-04,storno,EUR,BST-627,10936.9,49,Rush
628,68,15,2026-02-11,storno,CHF,BST-628,6269.76,29,Rush
629,,4,2025-10-08,geliefert,EUR,BST-629,1569.94,89,Rush
630,27,10,2026-01-21,geliefert,EUR,BST-630,5841.6,49,
631,79,8,2025-01-26,geliefert,CHF,BST-631,1190.72,49,Rush
632,53,18,2025-03-07,geliefert,EUR,BST-632,14273.15,29,
633,,11,2025-06-25,storno,EUR,BST-633,16362.82,29,
634,77,6,2025-04-05,bestätigt,EUR,BST-634,7149.52,89,
635,140,15,2025-04-22,geliefert,EUR,BST-635,17191.22,89,
636,9,10,2026-03-09,bestätigt,EUR,,8760.48,89,
637,121,14,2026-01-15,bestätigt,CHF,BST-637,7866.24,29,
638,7,8,2025-08-09,geliefert,EUR,BST-638,21469.2,89,Rush
639,87,16,2025-04-30,geliefert,EUR,BST-639,9317.45,29,
640,75,,2025-07-02,storno,EUR,BST-640,6707.51,0,
641,65,12,2025-11-07,offen,EUR,BST-641,17998.29,29,
642,6,7,2026-01-27,offen,EUR,,11821.28,29,
643,52,17,2025-04-20,fakturiert,EUR,BST-643,16423.0,89,
644,18,1,2025-09-25,storno,EUR,BST-644,13225.2,0,
645,148,5,2026-02-16,offen,EUR,BST-645,10540.06,0,
646,128,3,2025-12-28,geliefert,EUR,BST-646,3971.81,0,
647,24,7,2026-01-04,geliefert,CHF,BST-647,9860.74,89,
648,71,18,2025-10-02,bestätigt,CHF,BST-648,9004.39,89,
649,,17,2025-10-15,geliefert,CHF,BST-649,170.86,29,
650,26,9,2025-06-26,offen,EUR,BST-650,118.09,29,
651,68,15,2024-12-05,offen,CHF,BST-651,15288.59,29,
652,61,8,2025-06-08,storno,EUR,BST-652,1979.48,0,
653,137,12,2025-08-11,offen,EUR,BST-653,3207.02,89,
654,4,5,2026-03-08,geliefert,EUR,BST-654,26908.5,0,
655,23,6,2025-08-05,geliefert,CHF,BST-655,1541.94,0,
656,93,,2025-04-08,fakturiert,CHF,BST-656,2493.13,0,
657,81,10,2025-04-19,storno,CHF,,2758.98,0,
658,114,7,2026-01-19,bestätigt,EUR,BST-658,15272.45,29,Rush
659,65,12,2024-12-19,storno,CHF,BST-659,2406.52,0,
660,11,12,2025-04-11,storno,EUR,BST-660,26495.05,29,
661,16,17,2025-11-28,fakturiert,EUR,,4595.79,29,Rush
662,49,14,2026-01-24,bestätigt,EUR,,967.0,89,
663,72,1,2025-06-18,storno,EUR,BST-663,2323.8,29,
664,108,1,2025-07-07,geliefert,EUR,BST-664,13474.0,89,
665,28,11,2025-11-27,fakturiert,EUR,,13872.27,89,
666,103,14,2025-05-26,fakturiert,CHF,BST-666,5770.68,0,
667,63,10,2025-08-11,geliefert,EUR,BST-667,548.91,89,
668,19,2,2025-09-10,geliefert,EUR,BST-668,171.86,29,
669,146,3,2025-02-28,geliefert,EUR,BST-669,8688.11,89,
670,115,8,2025-06-16,geliefert,EUR,BST-670,5076.33,29,
671,98,9,2026-03-14,fakturiert,EUR,BST-671,20422.15,29,Rush
672,71,18,2025-10-31,bestätigt,EUR,BST-672,2207.08,29,
673,37,2,2024-12-13,fakturiert,EUR,BST-673,11545.84,29,
674,68,15,2025-08-13,fakturiert,CHF,BST-674,2727.97,0,
675,14,15,2025-01-30,storno,EUR,,9275.32,49,
676,148,5,2026-02-19,fakturiert,EUR,BST-676,19153.95,29,
677,114,7,2025-05-11,bestätigt,EUR,BST-677,14970.35,0,
678,71,18,2025-06-29,fakturiert,CHF,BST-678,5329.84,29,
679,,10,2025-05-28,geliefert,EUR,BST-679,869.04,89,
680,23,6,2026-02-26,geliefert,EUR,BST-680,18916.05,0,
681,107,18,2025-03-15,bestätigt,EUR,BST-681,37.04,0,
682,94,5,2025-11-27,bestätigt,EUR,BST-682,6321.82,29,
683,129,4,2025-04-01,offen,CHF,BST-683,14913.95,29,
684,52,17,2025-10-25,storno,EUR,,2932.7,0,
685,26,9,2024-11-25,geliefert,EUR,BST-685,2264.35,0,
686,67,14,2025-08-27,bestätigt,EUR,BST-686,1231.83,49,
687,114,7,2026-01-11,geliefert,EUR,BST-687,6513.59,0,
688,56,3,2026-01-19,bestätigt,CHF,BST-688,2212.42,0,
689,50,15,2025-08-25,storno,CHF,BST-689,4032.75,29,
690,,4,2025-02-26,offen,EUR,BST-690,3791.92,29,
691,82,11,2025-02-14,geliefert,EUR,BST-691,14914.78,49,Rush
692,87,16,2026-01-01,fakturiert,CHF,BST-692,2019.95,89,
693,5,6,2025-10-25,geliefert,EUR,BST-693,10956.44,29,
694,26,9,2025-03-14,fakturiert,EUR,BST-694,8443.27,29,
695,48,13,2025-11-23,fakturiert,EUR,BST-695,13454.8,29,
696,17,18,2025-01-29,offen,EUR,BST-696,8819.31,0,
697,95,6,2026-02-28,storno,EUR,BST-697,3158.4,29,Rush
698,66,13,2025-05-13,bestätigt,EUR,BST-698,12750.64,89,
699,26,9,2026-02-04,offen,CHF,BST-699,1631.76,49,
700,91,2,2025-12-27,geliefert,CHF,BST-700,15304.8,89,
