invoice_id,subscription_id,company_id,invoice_date,subtotal,tax_amount,total_amount,paid_amount,remaining_amount,status
373,189,9,2024-05-03,4975.0,945.25,5920.25,5920.25,0.0,paid
374,189,9,2024-06-02,4975.0,945.25,5920.25,5920.25,0.0,paid
375,189,9,2024-07-02,4975.0,945.25,5920.25,5920.25,0.0,paid
376,190,24,2024-12-26,199.0,37.81,236.81,236.81,0.0,paid
377,190,24,2025-01-25,199.0,37.81,236.81,236.81,0.0,paid
378,191,48,2024-12-16,44910.0,8532.9,53442.9,53442.9,0.0,paid
379,192,79,2024-02-25,632.0,120.08,752.08,752.08,0.0,paid
380,192,79,2024-03-26,632.0,120.08,752.08,0.0,752.08,open
381,193,74,2024-06-19,790.0,150.1,940.1,940.1,0.0,paid
382,194,6,2024-07-16,316.0,60.04,376.04,376.04,0.0,paid
383,194,6,2024-08-15,316.0,60.04,376.04,376.04,0.0,paid
384,194,6,2024-09-14,316.0,60.04,376.04,376.04,0.0,paid
385,195,49,2024-06-12,199.0,37.81,236.81,0.0,236.81,open
386,195,49,2024-07-12,199.0,37.81,236.81,236.81,0.0,paid
387,195,49,2024-08-11,199.0,37.81,236.81,236.81,0.0,paid
388,196,42,2024-10-27,12475.0,2370.25,14845.25,14845.25,0.0,paid
389,197,26,2024-05-31,711.0,135.09,846.09,0.0,846.09,open
390,198,27,2024-10-14,6986.0,1327.34,8313.34,8313.34,0.0,paid
391,198,27,2024-11-13,6986.0,1327.34,8313.34,0.0,8313.34,open
392,199,31,2024-02-19,1791.0,340.29,2131.29,2131.29,0.0,paid
393,199,31,2024-03-20,1791.0,340.29,2131.29,2131.29,0.0,paid
