usage_id,company_id,user_id,feature,used_on,events
761,9,329,api,2024-07-05,32
762,9,169,export,2024-07-16,70
763,24,264,api,2025-03-01,357
764,24,24,dashboard,2025-02-14,152
765,24,344,api,2025-03-05,138
766,24,344,export,2025-03-13,287
767,24,344,sso,2025-02-22,274
768,48,128,dashboard,2025-02-07,116
769,48,288,export,2025-02-11,99
770,48,368,api,2025-01-22,329
771,48,128,export,2025-01-02,194
772,79,399,audit_log,2024-05-05,299
773,79,159,audit_log,2024-04-18,53
774,74,234,sso,2024-06-23,232
775,74,394,export,2024-08-10,193
776,74,74,export,2024-06-20,276
777,74,74,audit_log,2024-06-26,364
778,6,86,sso,2024-07-25,355
779,6,86,api,2024-09-21,244
780,6,326,api,2024-10-01,193
781,6,86,api,2024-09-20,106
782,49,49,audit_log,2024-08-13,140
783,49,49,api,2024-07-14,198
784,49,129,audit_log,2024-08-28,381
785,49,129,sso,2024-06-16,328
786,49,129,export,2024-06-12,6
787,49,289,audit_log,2024-06-25,379
788,42,362,export,2024-11-14,152
789,42,282,sso,2024-12-06,102
790,42,202,export,2024-11-20,120
791,42,122,sso,2025-01-04,103
792,42,282,export,2025-01-15,339
793,26,26,export,2024-07-30,90
794,26,346,api,2024-08-10,338
795,26,26,sso,2024-08-09,238
796,26,26,dashboard,2024-06-07,58
797,27,107,sso,2024-11-05,33
798,27,347,dashboard,2024-12-08,134
799,31,31,api,2024-03-12,344
800,31,271,api,2024-02-21,82
