rg_nr,abo_nr,firma_nr,rg_dat,netto_betrag,mwst_betrag,brutto,gezahlt,rest,stat_txt
349,137,15,2023-09-07,198.0,37.62,235.62,235.62,0.0,bezahlt
350,137,15,2023-10-07,198.0,37.62,235.62,235.62,0.0,bezahlt
351,138,94,2024-07-27,6723.0,1277.37,8000.37,8000.37,0.0,bezahlt
352,138,94,2024-08-26,6723.0,1277.37,8000.37,8000.37,0.0,bezahlt
353,138,94,2024-09-25,6723.0,1277.37,8000.37,8000.37,0.0,bezahlt
354,138,94,2024-10-25,6723.0,1277.37,8000.37,8000.37,0.0,bezahlt
355,139,2,2023-06-26,792.0,150.48,942.48,0.0,942.48,offen
356,140,103,2024-05-13,39.0,7.41,46.41,46.41,0.0,bezahlt
357,140,103,2024-06-12,39.0,7.41,46.41,46.41,0.0,bezahlt
358,141,13,2023-08-07,792.0,150.48,942.48,0.0,942.48,offen
359,141,13,2023-09-06,792.0,150.48,942.48,942.48,0.0,bezahlt
360,141,13,2023-10-06,792.0,150.48,942.48,942.48,0.0,bezahlt
361,141,13,2023-11-05,792.0,150.48,942.48,471.24,471.24,offen
362,142,72,2023-10-29,23970.0,4554.3,28524.3,28524.3,0.0,bezahlt
363,142,72,2023-11-28,23970.0,4554.3,28524.3,28524.3,0.0,bezahlt
364,143,53,2023-12-30,4482.0,851.58,5333.58,5333.58,0.0,bezahlt
365,144,63,2024-01-03,116654.0,22164.26,138818.26,69409.13,69409.13,offen
366,144,63,2024-02-02,116654.0,22164.26,138818.26,138818.26,0.0,bezahlt
367,145,66,2024-01-14,112659.0,21405.21,134064.21,134064.21,0.0,bezahlt
368,145,66,2024-02-13,112659.0,21405.21,134064.21,0.0,134064.21,offen
369,145,66,2024-03-14,112659.0,21405.21,134064.21,0.0,134064.21,offen
370,145,66,2024-04-13,112659.0,21405.21,134064.21,134064.21,0.0,bezahlt
371,146,49,2023-12-04,78.0,14.82,92.82,92.82,0.0,bezahlt
372,146,49,2024-01-03,78.0,14.82,92.82,92.82,0.0,bezahlt
373,146,49,2024-02-02,78.0,14.82,92.82,92.82,0.0,bezahlt
374,147,24,2023-12-23,3735.0,709.65,4444.65,4444.65,0.0,bezahlt
375,147,24,2024-01-22,3735.0,709.65,4444.65,0.0,4444.65,offen
376,147,24,2024-02-21,3735.0,709.65,4444.65,4444.65,0.0,bezahlt
377,148,74,2024-09-22,35156.0,6679.64,41835.64,41835.64,0.0,bezahlt
378,148,74,2024-10-22,35156.0,6679.64,41835.64,41835.64,0.0,bezahlt
379,148,74,2024-11-21,35156.0,6679.64,41835.64,41835.64,0.0,bezahlt
380,148,74,2024-12-21,35156.0,6679.64,41835.64,41835.64,0.0,bezahlt
381,149,79,2024-08-14,82297.0,15636.43,97933.43,97933.43,0.0,bezahlt
382,149,79,2024-09-13,82297.0,15636.43,97933.43,97933.43,0.0,bezahlt
383,149,79,2024-10-13,82297.0,15636.43,97933.43,97933.43,0.0,bezahlt
384,150,41,2024-01-01,7470.0,1419.3,8889.3,0.0,8889.3,offen
385,150,41,2024-01-31,7470.0,1419.3,8889.3,4444.65,4444.65,offen
386,151,104,2024-01-10,39.0,7.41,46.41,46.41,0.0,bezahlt
387,151,104,2024-02-09,39.0,7.41,46.41,46.41,0.0,bezahlt
388,151,104,2024-03-10,39.0,7.41,46.41,46.41,0.0,bezahlt
389,151,104,2024-04-09,39.0,7.41,46.41,46.41,0.0,bezahlt
390,152,109,2024-02-21,62322.0,11841.18,74163.18,74163.18,0.0,bezahlt
391,152,109,2024-03-22,62322.0,11841.18,74163.18,74163.18,0.0,bezahlt
392,152,109,2024-04-21,62322.0,11841.18,74163.18,74163.18,0.0,bezahlt
393,152,109,2024-05-21,62322.0,11841.18,74163.18,0.0,74163.18,offen
394,153,97,2024-04-14,5478.0,1040.82,6518.82,0.0,6518.82,offen
395,153,97,2024-05-14,5478.0,1040.82,6518.82,6518.82,0.0,bezahlt
396,153,97,2024-06-13,5478.0,1040.82,6518.82,6518.82,0.0,bezahlt
397,153,97,2024-07-13,5478.0,1040.82,6518.82,6518.82,0.0,bezahlt
398,154,81,2024-03-14,78.0,14.82,92.82,92.82,0.0,bezahlt
399,154,81,2024-04-13,78.0,14.82,92.82,92.82,0.0,bezahlt
400,154,81,2024-05-13,78.0,14.82,92.82,92.82,0.0,bezahlt
401,154,81,2024-06-12,78.0,14.82,92.82,92.82,0.0,bezahlt
402,155,90,2023-10-01,594.0,112.86,706.86,0.0,706.86,offen
403,156,37,2024-03-30,1743.0,331.17,2074.17,2074.17,0.0,bezahlt
404,157,39,2023-09-25,7191.0,1366.29,8557.29,8557.29,0.0,bezahlt
405,157,39,2023-10-25,7191.0,1366.29,8557.29,8557.29,0.0,bezahlt
406,158,34,2024-08-25,297.0,56.43,353.43,353.43,0.0,bezahlt
407,159,97,2024-01-25,78.0,14.82,92.82,92.82,0.0,bezahlt
408,160,98,2023-08-17,5478.0,1040.82,6518.82,6518.82,0.0,bezahlt
409,160,98,2023-09-16,5478.0,1040.82,6518.82,6518.82,0.0,bezahlt
410,160,98,2023-10-16,5478.0,1040.82,6518.82,0.0,6518.82,offen
411,161,101,2023-07-21,39.0,7.41,46.41,23.2,23.21,offen
412,162,6,2023-07-10,2490.0,473.1,2963.1,2963.1,0.0,bezahlt
413,162,6,2023-08-09,2490.0,473.1,2963.1,2963.1,0.0,bezahlt
414,163,63,2023-12-22,39.0,7.41,46.41,46.41,0.0,bezahlt
415,163,63,2024-01-21,39.0,7.41,46.41,23.2,23.21,offen
416,163,63,2024-02-20,39.0,7.41,46.41,46.41,0.0,bezahlt
417,164,4,2023-11-25,4980.0,946.2,5926.2,5926.2,0.0,bezahlt
418,164,4,2023-12-25,4980.0,946.2,5926.2,0.0,5926.2,offen
419,165,100,2023-10-03,78.0,14.82,92.82,0.0,92.82,offen
420,166,90,2023-07-21,7221.0,1371.99,8592.99,8592.99,0.0,bezahlt
421,166,90,2023-08-20,7221.0,1371.99,8592.99,8592.99,0.0,bezahlt
422,167,25,2024-06-11,78.0,14.82,92.82,46.41,46.41,offen
423,167,25,2024-07-11,78.0,14.82,92.82,92.82,0.0,bezahlt
424,167,25,2024-08-10,78.0,14.82,92.82,92.82,0.0,bezahlt
425,167,25,2024-09-09,78.0,14.82,92.82,92.82,0.0,bezahlt
426,168,37,2024-01-06,495.0,94.05,589.05,0.0,589.05,offen
427,168,37,2024-02-05,495.0,94.05,589.05,589.05,0.0,bezahlt
428,169,65,2024-07-15,39.0,7.41,46.41,46.41,0.0,bezahlt
429,169,65,2024-08-14,39.0,7.41,46.41,46.41,0.0,bezahlt
430,169,65,2024-09-13,39.0,7.41,46.41,46.41,0.0,bezahlt
431,170,44,2024-03-06,113458.0,21557.02,135015.02,67507.51,67507.51,offen
432,170,44,2024-04-05,113458.0,21557.02,135015.02,135015.02,0.0,bezahlt
433,171,95,2024-08-05,198.0,37.62,235.62,235.62,0.0,bezahlt
434,171,95,2024-09-04,198.0,37.62,235.62,235.62,0.0,bezahlt
435,171,95,2024-10-04,198.0,37.62,235.62,117.81,117.81,offen
436,171,95,2024-11-03,198.0,37.62,235.62,235.62,0.0,bezahlt
437,172,69,2024-10-10,799.0,151.81,950.81,950.81,0.0,bezahlt
438,173,69,2024-03-21,5478.0,1040.82,6518.82,0.0,6518.82,offen
439,173,69,2024-04-20,5478.0,1040.82,6518.82,3259.41,3259.41,offen
440,173,69,2024-05-20,5478.0,1040.82,6518.82,6518.82,0.0,bezahlt
441,174,62,2024-07-09,5727.0,1088.13,6815.13,3407.57,3407.56,offen
442,174,62,2024-08-08,5727.0,1088.13,6815.13,6815.13,0.0,bezahlt
443,174,62,2024-09-07,5727.0,1088.13,6815.13,6815.13,0.0,bezahlt
444,174,62,2024-10-07,5727.0,1088.13,6815.13,6815.13,0.0,bezahlt
445,175,64,2024-09-27,39.0,7.41,46.41,23.2,23.21,offen
446,175,64,2024-10-27,39.0,7.41,46.41,46.41,0.0,bezahlt
447,175,64,2024-11-26,39.0,7.41,46.41,46.41,0.0,bezahlt
448,175,64,2024-12-26,39.0,7.41,46.41,46.41,0.0,bezahlt
449,176,79,2023-10-16,3984.0,756.96,4740.96,4740.96,0.0,bezahlt
450,177,22,2023-07-18,76704.0,14573.76,91277.76,0.0,91277.76,offen
451,177,22,2023-08-17,76704.0,14573.76,91277.76,0.0,91277.76,offen
452,177,22,2023-09-16,76704.0,14573.76,91277.76,91277.76,0.0,bezahlt
453,177,22,2023-10-16,76704.0,14573.76,91277.76,45638.88,45638.88,offen
454,178,36,2024-06-22,198.0,37.62,235.62,0.0,235.62,offen
455,178,36,2024-07-22,198.0,37.62,235.62,235.62,0.0,bezahlt
456,178,36,2024-08-21,198.0,37.62,235.62,235.62,0.0,bezahlt
457,178,36,2024-09-20,198.0,37.62,235.62,117.81,117.81,offen
458,179,3,2024-09-15,3735.0,709.65,4444.65,4444.65,0.0,bezahlt
459,179,3,2024-10-15,3735.0,709.65,4444.65,4444.65,0.0,bezahlt
460,179,3,2024-11-14,3735.0,709.65,4444.65,2222.32,2222.33,offen
461,180,55,2023-11-17,48739.0,9260.41,57999.41,57999.41,0.0,bezahlt
462,180,55,2023-12-17,48739.0,9260.41,57999.41,57999.41,0.0,bezahlt
463,181,92,2024-02-16,78.0,14.82,92.82,92.82,0.0,bezahlt
464,182,41,2023-07-30,5229.0,993.51,6222.51,6222.51,0.0,bezahlt
465,183,59,2023-12-17,78.0,14.82,92.82,92.82,0.0,bezahlt
466,183,59,2024-01-16,78.0,14.82,92.82,46.41,46.41,offen
467,183,59,2024-02-15,78.0,14.82,92.82,92.82,0.0,bezahlt
468,183,59,2024-03-16,78.0,14.82,92.82,92.82,0.0,bezahlt
469,184,80,2024-02-13,693.0,131.67,824.67,824.67,0.0,bezahlt
470,184,80,2024-03-14,693.0,131.67,824.67,824.67,0.0,bezahlt
471,184,80,2024-04-13,693.0,131.67,824.67,824.67,0.0,bezahlt
472,185,83,2024-02-27,68714.0,13055.66,81769.66,81769.66,0.0,bezahlt
473,185,83,2024-03-28,68714.0,13055.66,81769.66,81769.66,0.0,bezahlt
474,185,83,2024-04-27,68714.0,13055.66,81769.66,81769.66,0.0,bezahlt
475,185,83,2024-05-27,68714.0,13055.66,81769.66,0.0,81769.66,offen
476,186,43,2024-03-04,6225.0,1182.75,7407.75,7407.75,0.0,bezahlt
477,187,75,2024-05-12,109463.0,20797.97,130260.97,130260.97,0.0,bezahlt
478,188,50,2024-01-15,39.0,7.41,46.41,46.41,0.0,bezahlt
479,188,50,2024-02-14,39.0,7.41,46.41,46.41,0.0,bezahlt
480,188,50,2024-03-15,39.0,7.41,46.41,46.41,0.0,bezahlt
481,188,50,2024-04-14,39.0,7.41,46.41,46.41,0.0,bezahlt
482,189,16,2023-07-28,792.0,150.48,942.48,942.48,0.0,bezahlt
483,190,79,2024-08-17,78.0,14.82,92.82,0.0,92.82,offen
484,190,79,2024-09-16,78.0,14.82,92.82,92.82,0.0,bezahlt
485,190,79,2024-10-16,78.0,14.82,92.82,92.82,0.0,bezahlt
486,191,10,2023-09-21,396.0,75.24,471.24,471.24,0.0,bezahlt
487,192,19,2024-06-05,21573.0,4098.87,25671.87,25671.87,0.0,bezahlt
488,192,19,2024-07-05,21573.0,4098.87,25671.87,25671.87,0.0,bezahlt
489,192,19,2024-08-04,21573.0,4098.87,25671.87,25671.87,0.0,bezahlt
490,192,19,2024-09-03,21573.0,4098.87,25671.87,25671.87,0.0,bezahlt
491,193,53,2024-05-19,109463.0,20797.97,130260.97,130260.97,0.0,bezahlt
492,193,53,2024-06-18,109463.0,20797.97,130260.97,130260.97,0.0,bezahlt
493,194,119,2024-07-16,75106.0,14270.14,89376.14,89376.14,0.0,bezahlt
494,195,21,2024-03-15,47940.0,9108.6,57048.6,28524.3,28524.3,offen
495,195,21,2024-04-14,47940.0,9108.6,57048.6,57048.6,0.0,bezahlt
496,195,21,2024-05-14,47940.0,9108.6,57048.6,57048.6,0.0,bezahlt
497,196,39,2024-09-14,78.0,14.82,92.82,92.82,0.0,bezahlt
498,197,33,2023-08-29,792.0,150.48,942.48,942.48,0.0,bezahlt
499,197,33,2023-09-28,792.0,150.48,942.48,942.48,0.0,bezahlt
500,198,87,2023-12-08,396.0,75.24,471.24,235.62,235.62,offen
501,198,87,2024-01-07,396.0,75.24,471.24,471.24,0.0,bezahlt
502,198,87,2024-02-06,396.0,75.24,471.24,0.0,471.24,offen
503,198,87,2024-03-07,396.0,75.24,471.24,471.24,0.0,bezahlt
504,199,42,2023-08-25,31161.0,5920.59,37081.59,0.0,37081.59,offen
505,200,23,2024-02-14,5229.0,993.51,6222.51,3111.26,3111.25,offen
506,201,9,2023-08-16,5976.0,1135.44,7111.44,7111.44,0.0,bezahlt
507,202,105,2024-08-23,12784.0,2428.96,15212.96,15212.96,0.0,bezahlt
508,203,101,2024-05-09,39.0,7.41,46.41,46.41,0.0,bezahlt
509,203,101,2024-06-08,39.0,7.41,46.41,46.41,0.0,bezahlt
510,203,101,2024-07-08,39.0,7.41,46.41,46.41,0.0,bezahlt
511,203,101,2024-08-07,39.0,7.41,46.41,46.41,0.0,bezahlt
512,204,72,2024-07-01,198.0,37.62,235.62,235.62,0.0,bezahlt
513,204,72,2024-07-31,198.0,37.62,235.62,235.62,0.0,bezahlt
514,204,72,2024-08-30,198.0,37.62,235.62,235.62,0.0,bezahlt
515,204,72,2024-09-29,198.0,37.62,235.62,235.62,0.0,bezahlt
516,205,105,2023-08-26,6972.0,1324.68,8296.68,8296.68,0.0,bezahlt
517,205,105,2023-09-25,6972.0,1324.68,8296.68,8296.68,0.0,bezahlt
518,205,105,2023-10-25,6972.0,1324.68,8296.68,8296.68,0.0,bezahlt
519,205,105,2023-11-24,6972.0,1324.68,8296.68,4148.34,4148.34,offen
520,206,37,2023-12-02,297.0,56.43,353.43,353.43,0.0,bezahlt
521,206,37,2024-01-01,297.0,56.43,353.43,353.43,0.0,bezahlt
522,206,37,2024-01-31,297.0,56.43,353.43,353.43,0.0,bezahlt
523,207,63,2023-12-14,8789.0,1669.91,10458.91,10458.91,0.0,bezahlt
524,207,63,2024-01-13,8789.0,1669.91,10458.91,10458.91,0.0,bezahlt
525,207,63,2024-02-12,8789.0,1669.91,10458.91,5229.45,5229.46,offen
526,208,54,2024-03-05,78.0,14.82,92.82,46.41,46.41,offen
527,208,54,2024-04-04,78.0,14.82,92.82,46.41,46.41,offen
528,208,54,2024-05-04,78.0,14.82,92.82,46.41,46.41,offen
529,208,54,2024-06-03,78.0,14.82,92.82,92.82,0.0,bezahlt
530,209,106,2023-07-15,495.0,94.05,589.05,589.05,0.0,bezahlt
531,209,106,2023-08-14,495.0,94.05,589.05,589.05,0.0,bezahlt
532,210,112,2023-07-01,78.0,14.82,92.82,92.82,0.0,bezahlt
533,210,112,2023-07-31,78.0,14.82,92.82,92.82,0.0,bezahlt
534,211,2,2023-06-13,39.0,7.41,46.41,46.41,0.0,bezahlt
535,211,2,2023-07-13,39.0,7.41,46.41,0.0,46.41,offen
536,211,2,2023-08-12,39.0,7.41,46.41,46.41,0.0,bezahlt
537,211,2,2023-09-11,39.0,7.41,46.41,46.41,0.0,bezahlt
538,212,37,2023-11-11,3486.0,662.34,4148.34,4148.34,0.0,bezahlt
539,212,37,2023-12-11,3486.0,662.34,4148.34,4148.34,0.0,bezahlt
540,213,5,2024-05-15,88689.0,16850.91,105539.91,105539.91,0.0,bezahlt
541,213,5,2024-06-14,88689.0,16850.91,105539.91,105539.91,0.0,bezahlt
542,213,5,2024-07-14,88689.0,16850.91,105539.91,105539.91,0.0,bezahlt
543,214,37,2024-07-23,99.0,18.81,117.81,117.81,0.0,bezahlt
544,214,37,2024-08-22,99.0,18.81,117.81,117.81,0.0,bezahlt
545,214,37,2024-09-21,99.0,18.81,117.81,117.81,0.0,bezahlt
546,214,37,2024-10-21,99.0,18.81,117.81,58.91,58.9,offen
547,215,110,2024-09-30,693.0,131.67,824.67,412.33,412.34,offen
548,215,110,2024-10-30,693.0,131.67,824.67,824.67,0.0,bezahlt
549,215,110,2024-11-29,693.0,131.67,824.67,824.67,0.0,bezahlt
550,216,69,2024-01-29,1992.0,378.48,2370.48,2370.48,0.0,bezahlt
551,216,69,2024-02-28,1992.0,378.48,2370.48,2370.48,0.0,bezahlt
552,216,69,2024-03-29,1992.0,378.48,2370.48,2370.48,0.0,bezahlt
553,216,69,2024-04-28,1992.0,378.48,2370.48,2370.48,0.0,bezahlt
554,217,15,2024-09-22,119051.0,22619.69,141670.69,141670.69,0.0,bezahlt
555,217,15,2024-10-22,119051.0,22619.69,141670.69,0.0,141670.69,offen
556,217,15,2024-11-21,119051.0,22619.69,141670.69,141670.69,0.0,bezahlt
557,217,15,2024-12-21,119051.0,22619.69,141670.69,0.0,141670.69,offen
558,218,87,2023-10-03,23171.0,4402.49,27573.49,27573.49,0.0,bezahlt
559,218,87,2023-11-02,23171.0,4402.49,27573.49,27573.49,0.0,bezahlt
560,218,87,2023-12-02,23171.0,4402.49,27573.49,27573.49,0.0,bezahlt
561,218,87,2024-01-01,23171.0,4402.49,27573.49,27573.49,0.0,bezahlt
562,219,101,2024-10-08,78.0,14.82,92.82,92.82,0.0,bezahlt
563,219,101,2024-11-07,78.0,14.82,92.82,92.82,0.0,bezahlt
564,220,55,2024-02-04,6972.0,1324.68,8296.68,8296.68,0.0,bezahlt
565,220,55,2024-03-05,6972.0,1324.68,8296.68,8296.68,0.0,bezahlt
566,221,41,2023-08-21,84694.0,16091.86,100785.86,100785.86,0.0,bezahlt
567,222,25,2023-07-09,4731.0,898.89,5629.89,5629.89,0.0,bezahlt
568,222,25,2023-08-08,4731.0,898.89,5629.89,2814.95,2814.94,offen
569,223,9,2023-11-21,39.0,7.41,46.41,46.41,0.0,bezahlt
570,224,2,2024-09-17,693.0,131.67,824.67,824.67,0.0,bezahlt
571,224,2,2024-10-17,693.0,131.67,824.67,824.67,0.0,bezahlt
572,225,113,2024-05-30,4980.0,946.2,5926.2,5926.2,0.0,bezahlt
573,225,113,2024-06-29,4980.0,946.2,5926.2,5926.2,0.0,bezahlt
574,225,113,2024-07-29,4980.0,946.2,5926.2,5926.2,0.0,bezahlt
575,225,113,2024-08-28,4980.0,946.2,5926.2,5926.2,0.0,bezahlt
576,226,85,2023-07-19,39.0,7.41,46.41,46.41,0.0,bezahlt
577,226,85,2023-08-18,39.0,7.41,46.41,23.2,23.21,offen
578,226,85,2023-09-17,39.0,7.41,46.41,46.41,0.0,bezahlt
579,227,7,2024-07-12,46342.0,8804.98,55146.98,55146.98,0.0,bezahlt
580,227,7,2024-08-11,46342.0,8804.98,55146.98,55146.98,0.0,bezahlt
581,227,7,2024-09-10,46342.0,8804.98,55146.98,55146.98,0.0,bezahlt
582,228,113,2024-09-25,396.0,75.24,471.24,471.24,0.0,bezahlt
583,228,113,2024-10-25,396.0,75.24,471.24,471.24,0.0,bezahlt
584,229,59,2024-08-03,4980.0,946.2,5926.2,5926.2,0.0,bezahlt
585,229,59,2024-09-02,4980.0,946.2,5926.2,5926.2,0.0,bezahlt
586,229,59,2024-10-02,4980.0,946.2,5926.2,5926.2,0.0,bezahlt
587,229,59,2024-11-01,4980.0,946.2,5926.2,5926.2,0.0,bezahlt
588,230,2,2023-09-10,792.0,150.48,942.48,942.48,0.0,bezahlt
589,231,5,2024-01-29,3237.0,615.03,3852.03,3852.03,0.0,bezahlt
590,231,5,2024-02-28,3237.0,615.03,3852.03,3852.03,0.0,bezahlt
591,231,5,2024-03-29,3237.0,615.03,3852.03,3852.03,0.0,bezahlt
592,231,5,2024-04-28,3237.0,615.03,3852.03,1926.02,1926.01,offen
593,232,62,2023-10-14,495.0,94.05,589.05,589.05,0.0,bezahlt
594,232,62,2023-11-13,495.0,94.05,589.05,589.05,0.0,bezahlt
595,233,86,2024-03-29,78.0,14.82,92.82,92.82,0.0,bezahlt
596,233,86,2024-04-28,78.0,14.82,92.82,46.41,46.41,offen
597,233,86,2024-05-28,78.0,14.82,92.82,92.82,0.0,bezahlt
598,234,25,2024-06-15,4980.0,946.2,5926.2,5926.2,0.0,bezahlt
599,234,25,2024-07-15,4980.0,946.2,5926.2,5926.2,0.0,bezahlt
600,234,25,2024-08-14,4980.0,946.2,5926.2,5926.2,0.0,bezahlt
601,234,25,2024-09-13,4980.0,946.2,5926.2,5926.2,0.0,bezahlt
602,235,31,2024-05-19,2988.0,567.72,3555.72,3555.72,0.0,bezahlt
603,236,47,2024-01-01,39.0,7.41,46.41,46.41,0.0,bezahlt
604,236,47,2024-01-31,39.0,7.41,46.41,46.41,0.0,bezahlt
605,236,47,2024-03-01,39.0,7.41,46.41,0.0,46.41,offen
606,236,47,2024-03-31,39.0,7.41,46.41,0.0,46.41,offen
607,237,10,2024-10-09,107865.0,20494.35,128359.35,128359.35,0.0,bezahlt
608,237,10,2024-11-08,107865.0,20494.35,128359.35,128359.35,0.0,bezahlt
609,237,10,2024-12-08,107865.0,20494.35,128359.35,0.0,128359.35,offen
610,238,106,2023-07-19,109463.0,20797.97,130260.97,130260.97,0.0,bezahlt
611,238,106,2023-08-18,109463.0,20797.97,130260.97,130260.97,0.0,bezahlt
612,239,32,2024-05-13,1245.0,236.55,1481.55,1481.55,0.0,bezahlt
613,239,32,2024-06-12,1245.0,236.55,1481.55,1481.55,0.0,bezahlt
614,239,32,2024-07-12,1245.0,236.55,1481.55,1481.55,0.0,bezahlt
615,240,80,2024-06-04,396.0,75.24,471.24,471.24,0.0,bezahlt
616,240,80,2024-07-04,396.0,75.24,471.24,471.24,0.0,bezahlt
617,240,80,2024-08-03,396.0,75.24,471.24,471.24,0.0,bezahlt
618,240,80,2024-09-02,396.0,75.24,471.24,471.24,0.0,bezahlt
619,241,116,2023-06-02,78.0,14.82,92.82,0.0,92.82,offen
620,241,116,2023-07-02,78.0,14.82,92.82,92.82,0.0,bezahlt
621,242,17,2023-07-02,693.0,131.67,824.67,0.0,824.67,offen
622,242,17,2023-08-01,693.0,131.67,824.67,824.67,0.0,bezahlt
623,243,49,2023-11-06,26367.0,5009.73,31376.73,31376.73,0.0,bezahlt
624,244,117,2024-03-27,78.0,14.82,92.82,92.82,0.0,bezahlt
625,244,117,2024-04-26,78.0,14.82,92.82,92.82,0.0,bezahlt
626,244,117,2024-05-26,78.0,14.82,92.82,92.82,0.0,bezahlt
627,244,117,2024-06-25,78.0,14.82,92.82,92.82,0.0,bezahlt
628,245,115,2023-07-15,80699.0,15332.81,96031.81,96031.81,0.0,bezahlt
629,246,101,2024-05-20,14382.0,2732.58,17114.58,17114.58,0.0,bezahlt
630,246,101,2024-06-19,14382.0,2732.58,17114.58,17114.58,0.0,bezahlt
631,246,101,2024-07-19,14382.0,2732.58,17114.58,17114.58,0.0,bezahlt
632,246,101,2024-08-18,14382.0,2732.58,17114.58,17114.58,0.0,bezahlt
633,247,13,2023-09-25,78.0,14.82,92.82,92.82,0.0,bezahlt
634,248,103,2023-09-14,6723.0,1277.37,8000.37,8000.37,0.0,bezahlt
635,248,103,2023-10-14,6723.0,1277.37,8000.37,8000.37,0.0,bezahlt
636,248,103,2023-11-13,6723.0,1277.37,8000.37,8000.37,0.0,bezahlt
637,248,103,2023-12-13,6723.0,1277.37,8000.37,8000.37,0.0,bezahlt
638,249,35,2024-07-21,83895.0,15940.05,99835.05,99835.05,0.0,bezahlt
639,249,35,2024-08-20,83895.0,15940.05,99835.05,0.0,99835.05,offen
640,249,35,2024-09-19,83895.0,15940.05,99835.05,99835.05,0.0,bezahlt
641,250,114,2023-10-25,2241.0,425.79,2666.79,2666.79,0.0,bezahlt
642,250,114,2023-11-24,2241.0,425.79,2666.79,2666.79,0.0,bezahlt
643,251,26,2024-10-09,43146.0,8197.74,51343.74,51343.74,0.0,bezahlt
644,251,26,2024-11-08,43146.0,8197.74,51343.74,51343.74,0.0,bezahlt
645,251,26,2024-12-08,43146.0,8197.74,51343.74,51343.74,0.0,bezahlt
646,252,81,2024-08-27,4731.0,898.89,5629.89,2814.95,2814.94,offen
647,252,81,2024-09-26,4731.0,898.89,5629.89,5629.89,0.0,bezahlt
648,252,81,2024-10-26,4731.0,898.89,5629.89,5629.89,0.0,bezahlt
649,252,81,2024-11-25,4731.0,898.89,5629.89,5629.89,0.0,bezahlt
650,253,28,2024-01-07,96679.0,18369.01,115048.01,115048.01,0.0,bezahlt
651,253,28,2024-02-06,96679.0,18369.01,115048.01,115048.01,0.0,bezahlt
652,254,41,2024-06-03,7470.0,1419.3,8889.3,8889.3,0.0,bezahlt
653,254,41,2024-07-03,7470.0,1419.3,8889.3,8889.3,0.0,bezahlt
654,255,36,2024-07-31,87890.0,16699.1,104589.1,104589.1,0.0,bezahlt
655,255,36,2024-08-30,87890.0,16699.1,104589.1,104589.1,0.0,bezahlt
656,256,26,2023-09-20,7221.0,1371.99,8592.99,4296.49,4296.5,offen
657,257,67,2024-01-26,78.0,14.82,92.82,92.82,0.0,bezahlt
658,258,13,2024-03-14,6723.0,1277.37,8000.37,8000.37,0.0,bezahlt
659,258,13,2024-04-13,6723.0,1277.37,8000.37,8000.37,0.0,bezahlt
660,258,13,2024-05-13,6723.0,1277.37,8000.37,8000.37,0.0,bezahlt
661,259,66,2024-04-06,2241.0,425.79,2666.79,2666.79,0.0,bezahlt
662,259,66,2024-05-06,2241.0,425.79,2666.79,2666.79,0.0,bezahlt
663,260,105,2024-09-28,297.0,56.43,353.43,353.43,0.0,bezahlt
664,260,105,2024-10-28,297.0,56.43,353.43,353.43,0.0,bezahlt
665,260,105,2024-11-27,297.0,56.43,353.43,353.43,0.0,bezahlt
666,261,8,2023-06-05,5478.0,1040.82,6518.82,6518.82,0.0,bezahlt
667,261,8,2023-07-05,5478.0,1040.82,6518.82,6518.82,0.0,bezahlt
668,261,8,2023-08-04,5478.0,1040.82,6518.82,6518.82,0.0,bezahlt
669,262,101,2023-10-18,78.0,14.82,92.82,92.82,0.0,bezahlt
670,262,101,2023-11-17,78.0,14.82,92.82,92.82,0.0,bezahlt
671,262,101,2023-12-17,78.0,14.82,92.82,92.82,0.0,bezahlt
672,263,72,2023-06-02,198.0,37.62,235.62,235.62,0.0,bezahlt
673,263,72,2023-07-02,198.0,37.62,235.62,235.62,0.0,bezahlt
674,263,72,2023-08-01,198.0,37.62,235.62,235.62,0.0,bezahlt
675,263,72,2023-08-31,198.0,37.62,235.62,117.81,117.81,offen
676,264,63,2024-05-20,2988.0,567.72,3555.72,1777.86,1777.86,offen
677,265,49,2024-03-27,594.0,112.86,706.86,706.86,0.0,bezahlt
678,265,49,2024-04-26,594.0,112.86,706.86,706.86,0.0,bezahlt
679,266,66,2024-03-09,5727.0,1088.13,6815.13,6815.13,0.0,bezahlt
680,266,66,2024-04-08,5727.0,1088.13,6815.13,6815.13,0.0,bezahlt
681,266,66,2024-05-08,5727.0,1088.13,6815.13,6815.13,0.0,bezahlt
682,266,66,2024-06-07,5727.0,1088.13,6815.13,6815.13,0.0,bezahlt
683,267,9,2023-06-18,78.0,14.82,92.82,0.0,92.82,offen
684,267,9,2023-07-18,78.0,14.82,92.82,92.82,0.0,bezahlt
685,267,9,2023-08-17,78.0,14.82,92.82,46.41,46.41,offen
686,267,9,2023-09-16,78.0,14.82,92.82,92.82,0.0,bezahlt
687,268,80,2024-08-28,792.0,150.48,942.48,471.24,471.24,offen
688,268,80,2024-09-27,792.0,150.48,942.48,471.24,471.24,offen
689,269,57,2023-12-06,495.0,94.05,589.05,589.05,0.0,bezahlt
690,270,62,2024-05-09,81498.0,15484.62,96982.62,96982.62,0.0,bezahlt
691,271,58,2024-09-25,99.0,18.81,117.81,117.81,0.0,bezahlt
692,271,58,2024-10-25,99.0,18.81,117.81,117.81,0.0,bezahlt
