zahl_id,rg_nr,zahl_dat,betrag,weg
679,754,2024-01-21,65605.89,KK
680,755,2024-02-20,65605.89,ÜWZ
681,756,2024-03-21,65605.89,KK
682,758,2023-11-15,471.24,ÜWZ
683,759,2023-12-15,471.24,SEPA
684,760,2024-01-14,235.62,KK
685,761,2024-10-13,353.43,ÜWZ
686,763,2023-06-18,706.86,ÜWZ
687,764,2023-07-18,353.43,SEPA
688,765,2023-08-17,353.43,SEPA
689,766,2023-09-16,706.86,ÜWZ
690,768,2024-07-17,3555.72,ÜWZ
691,770,2024-09-28,3555.72,KK
692,771,2024-10-28,3555.72,ÜWZ
693,772,2024-11-27,3555.72,ÜWZ
694,773,2023-11-18,46.41,ÜWZ
695,774,2023-12-18,23.2,KK
696,775,2024-01-17,46.41,KK
697,776,2024-02-16,46.41,SEPA
698,777,2023-09-26,5629.89,ÜWZ
699,778,2023-10-26,5629.89,KK
700,779,2023-11-25,5629.89,KK
701,780,2023-12-25,5629.89,SEPA
702,781,2024-02-08,589.05,KK
703,782,2024-03-09,589.05,SEPA
704,783,2024-09-02,46.41,KK
705,784,2024-10-02,46.41,ÜWZ
706,785,2024-11-01,46.41,KK
707,786,2024-03-28,36606.18,SEPA
708,787,2024-04-27,73212.37,SEPA
709,788,2023-11-25,46.41,KK
710,789,2023-11-29,6655.67,KK
711,790,2023-12-29,6655.67,ÜWZ
712,791,2024-01-28,6655.67,SEPA
713,792,2024-09-14,46.41,SEPA
714,793,2024-10-14,46.41,KK
715,794,2024-11-13,46.41,KK
716,795,2024-12-13,46.41,KK
717,796,2023-11-07,13311.34,KK
718,797,2023-12-07,13311.34,KK
719,798,2024-01-06,13311.34,ÜWZ
720,799,2024-01-07,77966.42,SEPA
721,800,2024-02-06,77966.42,ÜWZ
722,802,2023-12-17,888.93,ÜWZ
723,803,2024-01-16,888.93,ÜWZ
724,804,2024-02-15,888.93,KK
725,805,2024-03-16,444.46,SEPA
726,806,2024-09-30,706.86,SEPA
727,810,2024-03-15,5926.2,ÜWZ
728,812,2024-02-08,7704.06,KK
729,813,2024-03-09,7704.06,ÜWZ
730,814,2024-04-08,7704.06,SEPA
731,815,2024-05-08,3852.03,ÜWZ
732,816,2023-06-10,68458.32,KK
733,817,2024-01-12,12360.53,ÜWZ
734,818,2024-07-07,235.62,SEPA
735,819,2024-08-06,235.62,KK
736,821,2024-09-11,58950.22,SEPA
737,822,2024-10-11,58950.22,ÜWZ
738,823,2023-10-18,8296.68,SEPA
739,824,2023-11-17,4148.34,SEPA
740,826,2024-10-03,92.82,KK
741,827,2024-07-12,40884.83,KK
742,828,2024-08-11,40884.83,SEPA
743,829,2024-09-10,40884.83,ÜWZ
744,830,2024-10-10,40884.83,KK
745,831,2023-11-18,42786.45,SEPA
746,834,2024-01-01,6222.51,ÜWZ
747,836,2024-05-06,92.82,ÜWZ
748,837,2024-06-05,92.82,ÜWZ
749,838,2024-07-04,49442.12,SEPA
750,839,2024-08-03,49442.12,SEPA
751,840,2023-12-24,7704.06,KK
752,841,2024-01-23,7704.06,SEPA
753,842,2024-02-22,7704.06,ÜWZ
754,844,2023-10-25,4148.34,SEPA
755,845,2023-11-24,4148.34,KK
756,846,2023-12-24,2074.17,ÜWZ
757,848,2024-10-17,79868.04,KK
758,849,2024-11-16,79868.04,ÜWZ
759,850,2024-09-24,85572.9,ÜWZ
760,851,2023-08-31,92.82,KK
761,852,2023-09-30,46.41,ÜWZ
762,853,2023-10-30,92.82,KK
763,854,2023-11-29,92.82,SEPA
764,855,2024-02-02,6655.67,ÜWZ
765,856,2024-06-24,2222.32,SEPA
766,857,2024-07-24,4444.65,SEPA
767,858,2024-08-23,4444.65,KK
768,859,2024-09-22,4444.65,KK
769,860,2024-04-23,41835.64,ÜWZ
770,862,2023-09-07,46.41,SEPA
771,863,2023-10-07,46.41,SEPA
772,864,2024-04-20,1037.09,KK
773,865,2024-05-20,2074.17,ÜWZ
774,866,2024-06-19,2074.17,ÜWZ
775,868,2024-02-07,105539.91,SEPA
776,869,2024-03-08,105539.91,ÜWZ
777,870,2024-04-07,105539.91,SEPA
778,871,2024-05-07,105539.91,ÜWZ
779,872,2023-07-11,46.41,KK
780,874,2023-07-15,5037.27,ÜWZ
781,875,2023-08-14,5037.27,ÜWZ
782,876,2023-09-13,5037.27,SEPA
783,877,2023-10-13,5037.27,ÜWZ
784,879,2024-08-25,46.41,ÜWZ
785,880,2024-09-24,46.41,ÜWZ
786,881,2024-10-24,46.41,SEPA
787,883,2024-01-20,46.41,SEPA
788,884,2024-02-19,46.41,ÜWZ
789,885,2024-03-29,117.81,SEPA
790,886,2024-04-28,117.81,ÜWZ
791,888,2023-10-06,235.62,ÜWZ
792,890,2023-12-04,1481.55,KK
793,892,2024-05-01,7111.44,SEPA
794,893,2024-05-31,7111.44,KK
795,894,2024-06-30,7111.44,ÜWZ
796,895,2024-06-25,3259.41,KK
797,896,2024-07-25,3259.41,KK
798,897,2023-06-13,1777.86,SEPA
799,898,2023-07-13,1777.86,SEPA
800,899,2024-09-18,46.41,ÜWZ
