nutz_id,firma_nr,usr_id,feat,am,anz_events
793,74,74,audit,2024-12-19,375
794,74,74,sso,2024-11-27,482
795,74,194,export,2024-10-08,372
796,74,194,api,2024-12-24,95
797,74,194,export,2024-12-14,328
798,74,434,export,2024-12-18,608
799,79,679,api,2024-11-08,191
800,79,319,sso,2024-10-12,301
801,79,319,api,2024-08-15,544
802,79,199,export,2024-09-24,604
803,79,679,sso,2024-10-28,751
804,79,79,audit,2024-10-13,625
805,41,41,api,2024-03-23,702
806,41,641,dash,2024-01-12,136
807,41,161,audit,2024-04-08,643
808,41,41,dash,2024-01-02,103
809,41,281,export,2024-01-15,375
810,41,401,audit,2024-02-13,414
811,104,104,sso,2024-01-21,697
812,104,104,dash,2024-01-25,293
813,104,344,dash,2024-04-13,32
814,104,224,dash,2024-01-18,391
815,109,469,dash,2024-03-19,581
816,109,109,audit,2024-03-25,284
817,109,109,export,2024-03-20,707
818,109,349,api,2024-04-21,12
819,109,469,export,2024-05-18,716
820,109,589,export,2024-04-12,439
821,109,109,api,2024-03-29,795
822,97,217,sso,2024-07-17,173
823,97,577,audit,2024-07-18,712
824,97,217,api,2024-05-20,377
825,97,577,audit,2024-05-24,756
826,97,217,export,2024-07-12,389
827,81,681,audit,2024-04-23,316
828,81,681,export,2024-05-01,213
829,81,321,api,2024-06-04,600
830,90,450,api,2023-12-12,629
831,90,690,export,2023-12-18,285
832,90,570,audit,2023-10-24,744
833,90,570,sso,2023-12-13,710
834,90,90,dash,2023-11-23,472
835,90,330,export,2024-01-06,556
836,90,450,audit,2024-01-02,62
837,37,397,audit,2024-06-01,354
838,37,517,dash,2024-06-13,322
839,37,37,dash,2024-04-29,19
840,37,397,dash,2024-06-02,19
841,37,637,sso,2024-04-11,496
842,39,399,audit,2023-10-02,546
843,39,519,api,2023-12-11,551
844,39,279,audit,2023-12-08,473
845,39,279,dash,2023-09-29,45
846,39,519,api,2023-11-27,712
847,34,634,export,2024-09-20,532
848,34,634,audit,2024-10-29,47
849,34,154,audit,2024-11-09,584
850,34,154,export,2024-11-06,517
851,34,274,api,2024-09-09,444
852,34,274,api,2024-11-13,605
853,97,337,api,2024-02-13,280
854,97,457,export,2024-04-01,651
855,97,577,export,2024-04-27,726
856,97,97,audit,2024-02-19,398
857,97,337,export,2024-02-19,485
858,97,577,api,2024-02-16,159
859,98,338,api,2023-09-09,317
860,98,338,export,2023-11-15,799
861,98,458,audit,2023-09-07,475
862,101,221,dash,2023-07-21,224
863,101,581,api,2023-10-08,221
864,101,341,sso,2023-09-17,14
865,101,581,dash,2023-08-28,267
866,101,221,audit,2023-10-10,346
867,101,341,export,2023-07-23,733
868,101,221,dash,2023-09-08,453
869,6,606,audit,2023-07-12,484
870,6,246,audit,2023-09-13,306
871,6,246,dash,2023-09-04,462
872,6,606,export,2023-07-24,695
873,6,606,export,2023-10-06,374
874,6,486,export,2023-08-08,476
875,6,126,export,2023-09-23,738
876,63,303,api,2024-03-10,272
877,63,543,export,2024-01-04,494
878,63,543,api,2024-03-05,187
879,63,63,sso,2024-01-13,228
880,63,63,dash,2024-01-16,245
881,63,423,audit,2024-01-12,63
882,63,303,export,2023-12-22,640
883,63,303,export,2024-01-29,662
884,4,124,audit,2024-02-12,640
885,4,364,sso,2024-01-28,306
886,4,364,api,2024-01-01,380
887,4,484,export,2023-11-26,213
888,4,364,export,2023-12-11,582
889,4,484,audit,2024-02-12,28
890,4,4,api,2024-02-06,50
891,100,220,dash,2023-10-22,86
892,100,220,sso,2023-12-13,687
893,100,460,export,2023-11-30,405
894,100,220,dash,2023-11-20,353
895,100,100,dash,2023-11-28,602
896,100,100,export,2023-11-19,472
897,100,700,dash,2023-12-28,658
898,90,330,audit,2023-10-18,710
899,90,690,sso,2023-08-05,588
900,90,90,sso,2023-10-24,465
901,25,25,export,2024-07-13,500
902,25,265,dash,2024-07-25,777
903,25,625,dash,2024-06-28,628
904,37,277,api,2024-03-18,574
905,37,397,api,2024-03-01,169
906,37,157,sso,2024-03-15,420
907,37,517,audit,2024-02-12,205
908,37,157,export,2024-02-18,730
909,37,157,export,2024-03-29,266
910,37,397,sso,2024-04-03,453
911,65,665,api,2024-09-26,128
912,65,65,export,2024-08-28,136
913,65,305,audit,2024-08-17,159
914,44,524,export,2024-05-21,208
915,44,44,dash,2024-06-14,66
916,44,404,sso,2024-05-12,84
917,44,284,export,2024-06-13,766
918,44,164,audit,2024-05-18,706
919,44,644,export,2024-03-06,721
920,44,164,dash,2024-03-14,165
921,95,455,audit,2024-08-18,402
922,95,575,sso,2024-08-15,96
923,95,455,sso,2024-09-02,390
924,95,695,sso,2024-10-11,221
925,95,695,dash,2024-10-21,410
926,95,335,audit,2024-09-06,718
927,95,695,sso,2024-10-17,784
928,95,95,audit,2024-10-06,389
929,69,549,sso,2024-12-10,132
930,69,69,api,2024-12-05,335
931,69,549,dash,2024-11-07,131
932,69,309,audit,2024-11-11,396
933,69,429,api,2024-12-09,54
934,69,549,sso,2024-11-06,375
935,69,669,sso,2024-11-26,4
936,69,309,audit,2025-01-15,628
937,69,69,export,2024-06-29,432
938,69,189,dash,2024-04-09,239
939,69,549,dash,2024-06-18,281
940,69,309,dash,2024-06-05,251
941,69,69,dash,2024-04-07,267
942,69,69,export,2024-04-08,614
943,69,69,api,2024-05-28,87
944,69,189,api,2024-04-14,668
945,62,422,sso,2024-08-12,39
946,62,422,export,2024-07-15,144
947,62,302,dash,2024-08-10,575
948,62,662,api,2024-09-06,516
949,62,542,dash,2024-08-14,659
950,64,184,export,2024-10-27,363
951,64,544,dash,2024-10-26,273
952,64,424,dash,2024-12-24,454
953,64,304,audit,2024-10-19,212
954,79,679,export,2023-12-27,748
955,79,679,audit,2023-11-21,705
956,79,79,api,2023-12-02,386
957,79,319,export,2023-10-19,233
958,22,142,audit,2023-08-01,265
959,22,22,audit,2023-09-15,69
960,22,622,sso,2023-08-28,554
961,22,142,export,2023-08-17,7
962,22,382,api,2023-09-10,93
963,22,22,audit,2023-09-28,525
964,22,622,dash,2023-08-22,290
965,22,142,audit,2023-10-01,292
966,36,516,api,2024-09-06,145
967,36,36,export,2024-09-19,404
968,36,276,sso,2024-07-29,464
969,36,36,dash,2024-07-16,537
970,3,123,sso,2024-11-24,482
971,3,3,sso,2024-12-04,195
972,3,243,export,2024-11-28,561
973,3,603,dash,2024-12-14,29
974,3,3,export,2024-09-17,500
975,3,603,export,2024-11-30,733
976,55,295,sso,2024-02-21,444
977,55,295,sso,2023-12-02,143
978,55,655,export,2023-12-16,729
979,55,55,export,2024-02-02,245
980,55,55,dash,2023-11-22,799
981,92,212,audit,2024-04-18,394
982,92,332,export,2024-05-26,8
983,92,452,sso,2024-03-05,497
984,92,92,audit,2024-04-18,684
985,92,692,dash,2024-04-28,204
986,41,41,sso,2023-09-07,235
987,41,41,export,2023-11-06,603
988,41,521,dash,2023-10-03,73
989,41,521,export,2023-09-08,80
990,41,401,api,2023-08-17,108
991,41,41,audit,2023-09-11,425
992,59,299,sso,2024-01-09,736
993,59,179,dash,2023-12-27,52
994,59,179,dash,2024-03-11,209
995,59,539,export,2024-02-21,614
996,59,299,export,2024-02-21,149
997,59,659,sso,2024-02-20,618
998,59,419,audit,2024-02-15,137
999,59,59,audit,2024-03-08,96
1000,80,680,audit,2024-05-03,650
1001,80,560,audit,2024-02-27,26
1002,80,320,dash,2024-05-05,54
1003,80,200,sso,2024-04-19,368
1004,80,200,export,2024-04-11,590
1005,80,320,api,2024-05-05,661
1006,83,563,sso,2024-03-17,107
1007,83,83,dash,2024-03-07,484
1008,83,683,audit,2024-03-21,187
1009,83,83,api,2024-05-06,420
1010,83,683,export,2024-03-18,700
1011,43,283,dash,2024-03-05,720
1012,43,163,sso,2024-05-16,59
1013,43,403,audit,2024-05-12,573
1014,75,315,dash,2024-06-23,640
1015,75,675,dash,2024-06-24,537
1016,75,435,export,2024-05-20,680
1017,75,315,export,2024-05-17,722
1018,75,195,audit,2024-06-07,383
1019,75,675,audit,2024-06-24,482
1020,75,435,sso,2024-07-03,634
1021,50,650,sso,2024-03-06,785
1022,50,530,sso,2024-01-17,426
1023,50,530,api,2024-03-24,468
1024,50,650,export,2024-04-13,239
1025,50,290,sso,2024-02-03,557
1026,50,650,audit,2024-02-25,428
1027,50,650,sso,2024-02-08,17
1028,16,496,sso,2023-10-16,270
1029,16,256,export,2023-10-15,194
1030,16,136,export,2023-08-07,661
1031,79,199,api,2024-11-07,16
1032,79,559,audit,2024-11-01,584
1033,79,559,api,2024-10-09,701
1034,79,319,export,2024-11-20,281
1035,79,79,dash,2024-10-20,4
1036,79,559,sso,2024-10-13,653
1037,10,610,export,2023-12-21,228
1038,10,130,dash,2023-12-22,795
1039,10,610,audit,2023-12-01,473
1040,19,379,api,2024-06-18,261
1041,19,499,audit,2024-09-06,107
1042,19,379,audit,2024-06-22,770
1043,19,139,audit,2024-08-19,462
1044,19,19,api,2024-08-24,35
1045,19,19,dash,2024-07-22,630
1046,53,413,api,2024-08-24,81
1047,53,413,dash,2024-07-18,270
1048,53,413,sso,2024-07-21,797
1049,53,653,api,2024-05-29,778
1050,53,533,export,2024-07-08,516
1051,53,413,sso,2024-05-21,490
1052,53,533,audit,2024-06-24,307
1053,53,653,audit,2024-07-21,681
1054,119,239,sso,2024-08-11,230
1055,119,479,sso,2024-07-18,65
1056,119,239,audit,2024-08-19,280
1057,119,119,audit,2024-08-21,763
1058,119,599,dash,2024-08-07,246
1059,119,599,audit,2024-10-21,14
1060,21,141,audit,2024-03-26,752
1061,21,261,export,2024-03-24,87
1062,21,621,dash,2024-05-23,722
1063,21,141,sso,2024-04-16,168
1064,39,399,sso,2024-12-22,233
1065,39,159,api,2024-11-13,337
1066,39,39,export,2024-11-12,7
1067,39,159,export,2024-10-10,489
1068,39,159,export,2024-09-15,601
1069,39,159,api,2024-09-24,151
1070,39,39,audit,2024-12-03,352
1071,39,399,audit,2024-12-17,330
1072,33,393,dash,2023-09-22,193
1073,33,633,dash,2023-09-24,118
1074,33,633,sso,2023-11-21,583
1075,33,153,audit,2023-10-30,258
1076,33,393,api,2023-10-25,722
1077,87,87,sso,2023-12-29,432
1078,87,447,dash,2024-01-11,763
1079,87,207,audit,2024-01-06,672
1080,87,327,dash,2024-01-13,705
1081,87,687,sso,2024-01-24,450
1082,87,87,api,2024-01-10,763
1083,42,642,sso,2023-10-27,422
1084,42,282,sso,2023-11-28,216
1085,42,162,audit,2023-10-23,779
1086,42,402,api,2023-11-02,382
1087,42,402,dash,2023-10-01,564
1088,23,143,sso,2024-03-23,126
1089,23,383,sso,2024-04-17,413
1090,23,23,sso,2024-02-19,658
1091,23,263,sso,2024-04-19,460
1092,9,129,export,2023-11-04,35
1093,9,609,export,2023-10-26,638
1094,9,489,api,2023-10-14,544
1095,9,609,audit,2023-10-20,575
1096,9,129,export,2023-09-19,728
1097,9,609,sso,2023-10-17,425
1098,105,105,audit,2024-11-05,300
1099,105,345,audit,2024-11-20,482
1100,105,585,sso,2024-10-27,55
1101,105,585,sso,2024-11-25,476
1102,101,101,export,2024-05-31,388
1103,101,221,api,2024-05-21,635
1104,101,341,export,2024-07-25,303
1105,101,101,audit,2024-06-19,174
1106,101,581,export,2024-05-19,134
1107,101,341,api,2024-06-05,711
1108,101,341,api,2024-05-28,375
1109,72,432,audit,2024-08-25,316
1110,72,72,audit,2024-07-10,641
1111,72,432,api,2024-08-22,233
1112,72,672,api,2024-08-27,53
1113,72,672,export,2024-07-17,477
1114,105,105,dash,2023-11-06,397
1115,105,585,audit,2023-11-21,365
1116,105,225,sso,2023-12-04,216
1117,105,465,audit,2023-11-10,129
1118,105,105,audit,2023-10-11,85
1119,105,585,audit,2023-11-05,138
1120,37,157,api,2024-03-04,654
1121,37,637,dash,2024-02-15,257
1122,37,37,export,2023-12-17,376
1123,37,37,audit,2023-12-04,783
1124,63,183,audit,2024-02-02,632
1125,63,303,sso,2024-02-22,415
1126,63,663,dash,2024-03-01,553
1127,63,543,audit,2024-03-23,520
1128,54,534,dash,2024-04-07,417
1129,54,534,audit,2024-04-24,538
1130,54,414,audit,2024-05-14,432
1131,106,346,dash,2023-09-10,215
1132,106,346,export,2023-08-21,71
1133,106,586,dash,2023-10-11,644
1134,112,232,sso,2023-08-14,748
1135,112,112,api,2023-10-05,489
1136,112,232,sso,2023-07-02,188
1137,112,592,export,2023-08-02,33
1138,112,232,dash,2023-07-30,47
1139,112,472,audit,2023-08-08,536
1140,112,352,sso,2023-08-28,379
1141,2,122,api,2023-06-29,161
1142,2,242,export,2023-08-10,224
1143,2,602,api,2023-09-04,85
1144,2,482,sso,2023-08-31,650
1145,2,602,dash,2023-06-27,32
1146,37,517,export,2024-01-29,705
1147,37,397,export,2023-12-11,120
1148,37,637,sso,2024-01-04,593
1149,37,637,api,2024-01-21,733
1150,37,637,sso,2024-02-14,618
1151,37,277,dash,2024-02-16,199
1152,5,125,export,2024-06-07,532
1153,5,125,sso,2024-07-31,386
1154,5,365,audit,2024-06-19,49
1155,5,605,export,2024-08-05,667
1156,5,245,export,2024-06-13,760
1157,5,605,audit,2024-08-18,716
1158,5,605,sso,2024-06-07,526
1159,37,37,api,2024-10-20,282
1160,37,157,sso,2024-10-26,103
1161,37,637,export,2024-10-10,579
1162,37,37,sso,2024-10-17,124
1163,37,397,sso,2024-08-24,173
1164,37,157,dash,2024-08-03,392
1165,37,517,api,2024-10-09,554
1166,110,470,dash,2024-11-09,100
1167,110,590,dash,2024-12-03,728
1168,110,230,audit,2024-10-13,103
1169,110,110,api,2024-11-14,136
1170,110,590,sso,2025-01-07,705
1171,110,230,api,2024-12-19,3
1172,110,110,api,2024-10-06,759
1173,69,429,dash,2024-03-12,543
1174,69,69,audit,2024-03-24,137
1175,69,69,audit,2024-04-18,258
1176,69,69,dash,2024-02-25,213
1177,69,549,dash,2024-04-01,775
1178,69,429,audit,2024-04-09,388
1179,15,495,audit,2024-12-18,565
1180,15,15,dash,2024-09-30,314
1181,15,255,sso,2024-11-06,355
1182,87,327,api,2023-10-16,649
1183,87,687,sso,2024-01-06,413
1184,87,687,export,2023-10-09,226
1185,87,87,dash,2023-11-20,593
1186,101,461,dash,2024-11-11,95
1187,101,581,export,2024-12-21,130
1188,101,461,api,2024-12-28,656
1189,101,101,audit,2024-10-27,469
1190,101,221,export,2024-12-16,623
1191,101,101,audit,2024-10-09,647
1192,101,101,api,2024-12-21,595
1193,55,175,audit,2024-02-23,271
1194,55,295,sso,2024-03-09,324
1195,55,295,export,2024-04-19,241
1196,55,295,export,2024-03-25,740
1197,41,521,sso,2023-10-23,500
1198,41,41,api,2023-10-02,404
1199,41,641,audit,2023-11-28,208
1200,41,281,dash,2023-10-18,521
1201,41,521,api,2023-11-17,698
1202,41,41,sso,2023-09-13,523
1203,25,145,audit,2023-08-08,198
1204,25,25,dash,2023-09-17,224
1205,25,385,sso,2023-07-22,137
1206,9,9,dash,2023-12-30,152
1207,9,249,dash,2023-12-03,614
1208,9,249,sso,2023-11-21,545
1209,9,369,sso,2023-12-20,680
1210,9,489,api,2023-12-06,594
1211,9,249,audit,2023-12-08,32
1212,9,129,audit,2023-11-29,366
1213,9,609,sso,2024-02-23,67
1214,2,242,export,2024-12-18,47
1215,2,482,export,2024-12-04,304
1216,2,2,export,2024-10-28,191
1217,2,602,sso,2024-11-26,63
1218,2,362,api,2024-12-26,243
1219,2,602,audit,2024-12-15,150
1220,2,122,audit,2024-09-29,750
1221,113,233,audit,2024-06-25,401
1222,113,113,api,2024-06-04,583
1223,113,473,sso,2024-06-18,450
1224,113,233,sso,2024-06-25,319
1225,113,473,dash,2024-06-13,640
1226,113,353,api,2024-09-01,434
1227,113,353,dash,2024-06-21,30
1228,113,473,export,2024-06-22,150
1229,85,85,sso,2023-10-06,438
1230,85,565,sso,2023-10-23,2
1231,85,565,dash,2023-08-18,207
1232,85,85,sso,2023-09-23,698
1233,85,685,export,2023-09-24,445
1234,85,85,audit,2023-10-15,564
1235,7,607,sso,2024-09-09,137
1236,7,127,sso,2024-10-15,139
1237,7,127,export,2024-10-03,528
1238,7,487,dash,2024-07-25,167
1239,113,113,api,2024-11-18,447
1240,113,473,sso,2024-12-22,653
1241,113,593,sso,2024-12-25,477
1242,113,113,dash,2024-11-16,324
1243,59,419,export,2024-09-11,637
1244,59,539,audit,2024-09-13,363
1245,59,539,audit,2024-10-15,386
1246,2,482,dash,2023-09-26,481
1247,2,2,dash,2023-11-18,55
1248,2,362,sso,2023-12-15,512
1249,2,362,sso,2023-12-09,622
1250,2,2,sso,2023-10-29,261
1251,2,602,export,2023-10-28,469
1252,5,5,api,2024-05-08,756
1253,5,605,export,2024-02-23,664
1254,5,245,api,2024-02-15,43
1255,5,245,api,2024-03-23,171
1256,62,302,sso,2024-01-08,387
1257,62,182,export,2023-11-11,543
1258,62,182,export,2023-12-01,231
1259,86,326,audit,2024-04-26,605
1260,86,206,api,2024-06-07,79
1261,86,446,export,2024-06-10,91
1262,86,686,audit,2024-06-26,501
1263,86,206,sso,2024-04-17,677
1264,86,686,export,2024-04-30,709
1265,86,566,export,2024-06-07,494
1266,25,385,dash,2024-08-16,416
1267,25,385,audit,2024-06-27,486
1268,25,385,dash,2024-06-17,198
1269,25,265,api,2024-08-04,481
1270,31,631,sso,2024-06-27,567
1271,31,271,export,2024-07-04,83
1272,31,31,dash,2024-06-02,333
1273,47,527,dash,2024-01-28,553
1274,47,287,sso,2024-02-09,78
1275,47,47,export,2024-01-31,11
1276,47,407,dash,2024-01-18,283
1277,10,10,sso,2024-11-12,446
1278,10,490,audit,2024-10-30,230
1279,10,250,export,2025-01-06,434
1280,10,490,api,2024-11-12,233
1281,106,586,dash,2023-10-16,568
1282,106,466,audit,2023-09-20,721
1283,106,346,export,2023-08-07,279
1284,106,106,export,2023-09-30,562
1285,32,392,audit,2024-06-19,667
1286,32,392,sso,2024-08-10,516
1287,32,512,sso,2024-07-15,586
1288,32,32,audit,2024-06-05,286
1289,80,320,sso,2024-06-07,542
1290,80,680,export,2024-08-14,570
1291,80,200,export,2024-06-14,319
1292,80,440,audit,2024-08-26,323
1293,80,680,export,2024-07-20,134
1294,80,200,sso,2024-06-09,490
1295,116,116,audit,2023-06-06,179
1296,116,476,audit,2023-08-11,89
1297,116,116,dash,2023-07-04,722
1298,116,476,audit,2023-08-30,392
1299,116,356,audit,2023-07-13,754
1300,116,476,api,2023-07-07,190
1301,116,476,dash,2023-08-04,133
1302,17,497,audit,2023-10-03,361
1303,17,137,dash,2023-07-31,89
1304,17,17,audit,2023-07-13,468
1305,17,17,dash,2023-08-30,286
1306,17,497,audit,2023-07-29,316
1307,17,137,export,2023-07-08,755
1308,17,257,dash,2023-09-22,571
1309,49,289,api,2023-12-22,174
1310,49,409,dash,2023-12-07,538
1311,49,289,api,2024-02-05,255
1312,49,409,dash,2023-12-06,324
1313,49,409,dash,2024-01-25,415
1314,49,169,api,2024-01-11,489
1315,49,529,dash,2024-01-07,261
1316,117,597,dash,2024-04-18,86
1317,117,117,audit,2024-05-18,763
1318,117,117,api,2024-04-23,563
1319,117,597,audit,2024-05-31,765
1320,117,237,audit,2024-07-02,600
1321,117,117,dash,2024-04-11,344
1322,117,117,dash,2024-07-04,10
1323,115,115,dash,2023-08-10,72
1324,115,355,audit,2023-08-03,600
1325,115,475,sso,2023-07-17,174
1326,115,355,sso,2023-09-19,300
1327,101,101,export,2024-05-29,447
1328,101,101,sso,2024-07-08,52
1329,101,101,audit,2024-08-26,795
1330,101,461,export,2024-08-28,664
1331,13,133,sso,2023-10-13,688
1332,13,253,audit,2023-12-13,133
1333,13,613,api,2023-11-16,756
1334,13,493,dash,2023-12-04,463
1335,13,253,export,2023-12-09,270
1336,103,343,sso,2023-11-14,277
1337,103,343,sso,2023-11-20,718
1338,103,583,api,2023-10-15,681
1339,103,343,sso,2023-12-16,684
1340,103,223,dash,2023-09-23,270
1341,103,103,dash,2023-12-23,355
1342,35,515,export,2024-08-10,449
1343,35,275,export,2024-09-06,74
1344,35,395,dash,2024-08-29,122
1345,35,275,export,2024-09-27,224
1346,35,635,sso,2024-10-15,538
1347,114,354,dash,2023-11-15,234
1348,114,354,export,2023-12-05,574
1349,114,354,dash,2024-01-24,372
1350,114,354,audit,2023-12-11,524
1351,26,146,api,2024-11-29,518
1352,26,506,sso,2024-11-12,59
1353,26,506,api,2024-10-18,184
1354,26,626,sso,2024-12-11,740
1355,26,26,api,2025-01-15,721
1356,26,626,export,2024-11-25,501
1357,81,321,export,2024-10-30,219
1358,81,441,export,2024-11-19,323
1359,81,681,export,2024-10-11,82
1360,81,681,export,2024-09-04,637
1361,81,81,api,2024-10-25,745
1362,81,81,sso,2024-10-04,271
1363,28,508,audit,2024-04-07,354
1364,28,628,audit,2024-02-25,121
1365,28,628,sso,2024-01-09,408
1366,41,641,dash,2024-07-13,158
1367,41,161,sso,2024-07-09,620
1368,41,41,dash,2024-07-17,329
1369,41,161,api,2024-08-04,799
1370,41,401,audit,2024-08-04,14
1371,36,396,sso,2024-10-23,53
1372,36,276,audit,2024-08-09,432
1373,36,36,sso,2024-09-03,717
1374,36,636,export,2024-10-17,617
1375,36,636,api,2024-11-05,792
1376,36,396,sso,2024-08-23,196
1377,26,506,export,2023-11-29,398
1378,26,266,api,2023-12-06,23
1379,26,26,export,2023-12-22,410
1380,26,386,api,2023-10-30,283
1381,67,547,api,2024-01-31,445
1382,67,427,dash,2024-03-21,624
1383,67,307,audit,2024-03-27,446
1384,67,187,dash,2024-03-27,745
1385,67,667,audit,2024-03-04,406
1386,67,67,audit,2024-03-28,57
1387,67,547,api,2024-03-05,521
1388,67,427,dash,2024-03-24,127
1389,13,613,audit,2024-06-03,151
1390,13,493,audit,2024-03-14,202
1391,13,253,audit,2024-04-19,391
1392,66,546,export,2024-07-03,536
1393,66,546,api,2024-07-02,258
1394,66,426,api,2024-05-26,255
1395,66,426,audit,2024-04-24,552
1396,66,666,dash,2024-05-13,562
1397,66,546,audit,2024-04-28,335
1398,66,426,api,2024-06-27,432
1399,66,306,api,2024-04-07,617
1400,105,225,sso,2024-12-13,680
1401,105,225,export,2024-10-02,289
1402,105,345,export,2024-12-08,441
1403,105,465,api,2024-11-13,389
1404,105,225,sso,2024-12-14,311
1405,105,105,sso,2024-12-30,182
1406,105,105,export,2024-12-27,726
1407,8,608,sso,2023-08-26,451
1408,8,248,api,2023-08-22,311
1409,8,8,dash,2023-07-02,442
1410,8,368,api,2023-07-19,505
1411,8,248,dash,2023-08-15,702
1412,8,8,audit,2023-08-14,129
1413,8,8,audit,2023-08-28,394
1414,101,101,sso,2023-11-29,192
1415,101,101,export,2023-12-08,477
1416,101,341,export,2023-11-27,770
1417,101,341,audit,2023-12-01,490
1418,72,72,export,2023-09-09,332
1419,72,312,audit,2023-09-04,756
1420,72,552,dash,2023-07-03,444
1421,63,183,audit,2024-07-13,676
1422,63,663,dash,2024-08-09,78
1423,63,63,audit,2024-06-08,275
1424,63,303,audit,2024-08-26,329
1425,63,63,export,2024-07-16,127
1426,63,63,sso,2024-06-11,150
1427,49,289,api,2024-04-13,501
1428,49,529,export,2024-06-17,68
1429,49,529,dash,2024-06-06,673
1430,66,306,sso,2024-04-05,609
1431,66,426,audit,2024-05-19,663
1432,66,426,dash,2024-05-04,455
1433,66,546,export,2024-05-22,221
1434,9,129,api,2023-08-23,363
1435,9,609,dash,2023-06-18,504
1436,9,369,dash,2023-08-02,10
1437,80,320,sso,2024-10-22,95
1438,80,320,audit,2024-09-18,266
1439,80,200,audit,2024-10-19,14
1440,57,657,audit,2024-02-05,688
1441,57,657,audit,2023-12-11,141
1442,57,177,api,2023-12-23,505
1443,62,542,sso,2024-07-11,22
1444,62,542,audit,2024-06-06,663
1445,62,422,api,2024-07-20,493
1446,62,302,audit,2024-06-01,100
1447,62,182,dash,2024-07-12,200
1448,62,662,audit,2024-07-03,685
1449,62,62,dash,2024-05-15,616
1450,62,422,api,2024-05-18,18
1451,58,538,sso,2024-10-06,703
1452,58,658,audit,2024-11-14,699
1453,58,58,sso,2025-01-01,696
1454,58,58,audit,2024-12-08,572
1455,58,538,dash,2024-11-27,269
1456,58,58,export,2024-10-12,593
1457,58,178,dash,2024-10-02,551
1458,98,578,api,2023-09-20,391
1459,98,458,sso,2023-08-29,526
1460,98,458,sso,2023-07-23,466
1461,98,578,sso,2023-09-16,684
1462,98,578,audit,2023-07-13,62
1463,98,98,dash,2023-09-11,437
1464,98,578,export,2023-09-25,554
1465,98,98,api,2023-07-19,500
1466,65,425,dash,2024-04-13,221
1467,65,665,sso,2024-04-25,337
1468,65,665,dash,2024-05-12,322
1469,65,425,export,2024-05-04,451
1470,65,425,export,2024-03-27,130
1471,65,185,audit,2024-05-03,422
1472,65,65,audit,2024-03-07,582
1473,65,305,api,2024-05-14,555
1474,32,32,export,2024-04-06,335
1475,32,32,export,2024-03-29,504
1476,32,392,api,2024-04-03,4
1477,32,272,audit,2024-03-10,549
1478,32,32,sso,2024-04-07,568
1479,32,632,audit,2024-02-26,439
1480,32,272,audit,2024-02-19,455
1481,32,392,sso,2024-03-11,64
1482,94,454,export,2023-12-15,767
1483,94,454,audit,2023-11-16,355
1484,94,94,sso,2023-12-16,267
1485,94,334,api,2023-12-09,381
1486,94,694,audit,2023-10-01,713
1487,94,694,export,2023-10-02,105
1488,94,334,dash,2023-11-20,791
1489,94,694,sso,2024-01-05,721
1490,107,587,audit,2023-09-15,787
1491,107,467,export,2023-11-22,662
1492,107,587,audit,2023-12-07,201
1493,107,227,api,2023-12-03,567
1494,107,227,export,2023-11-12,259
1495,107,227,export,2023-09-09,375
1496,107,347,sso,2023-10-20,77
1497,114,354,api,2024-08-10,383
1498,114,114,api,2024-08-14,678
1499,114,594,sso,2024-06-08,63
1500,114,474,api,2024-07-27,558
1501,114,594,export,2024-08-07,393
1502,114,354,dash,2024-08-29,86
1503,68,428,dash,2024-01-16,265
1504,68,668,audit,2023-10-13,460
1505,68,68,audit,2023-12-04,46
1506,68,188,export,2023-11-29,766
1507,68,428,sso,2023-12-07,320
1508,68,668,dash,2023-11-29,233
1509,68,188,api,2023-10-16,241
1510,67,67,export,2024-01-23,305
1511,67,427,dash,2023-11-12,402
1512,67,547,sso,2023-12-07,487
1513,67,67,api,2024-01-06,733
1514,67,547,api,2023-12-30,259
1515,67,307,api,2023-10-25,477
1516,67,307,sso,2023-12-07,625
1517,24,384,dash,2024-11-13,588
1518,24,384,api,2024-10-11,233
1519,24,264,export,2024-11-02,80
1520,24,384,audit,2024-12-15,327
1521,24,384,api,2024-11-27,603
1522,24,384,audit,2024-09-26,612
1523,20,380,api,2023-10-27,601
1524,20,620,audit,2023-08-15,289
1525,20,500,dash,2023-09-22,107
1526,20,20,sso,2023-10-09,295
1527,20,380,api,2023-10-06,18
1528,35,275,api,2024-07-19,331
1529,35,515,dash,2024-06-11,601
1530,35,155,dash,2024-07-07,662
1531,35,395,dash,2024-07-16,173
1532,35,515,api,2024-07-27,231
1533,39,639,audit,2024-08-01,360
1534,39,39,export,2024-08-17,263
1535,39,39,audit,2024-09-22,117
1536,92,92,dash,2024-02-18,554
1537,92,92,export,2024-05-26,494
1538,92,92,api,2024-05-18,726
1539,92,692,api,2024-05-19,652
1540,92,212,api,2024-05-08,468
1541,68,548,audit,2024-01-26,284
1542,68,548,export,2023-12-02,716
1543,68,68,dash,2024-02-20,14
1544,68,68,api,2023-12-27,310
1545,68,428,audit,2023-11-14,117
1546,68,188,dash,2023-12-19,176
1547,68,308,audit,2024-01-10,540
1548,74,554,sso,2024-03-08,438
1549,74,194,audit,2024-03-24,723
1550,74,314,export,2024-03-05,536
1551,74,434,export,2024-04-21,245
1552,74,674,audit,2024-02-28,783
1553,74,434,dash,2024-04-06,509
